"Internal Reference","Name","Description","Barcode","Product Category/ID","Point of Sale Category/ID","Product Type","Cost","Sales Price","Available in POS","Can be Purchased","Can be Sold"
"JA351607","Armature Assembly","Armature Assembly","JA351607","point_of_sale.00015","pos_category.2w","Storable Product","3055.0","3055.0","True","True","True"
"DH111032","Armature Assly","Armature Assly","DH111032","point_of_sale.00015","pos_category.2w","Storable Product","1210.0","1210.0","True","True","True"
"AZ581009","Arrester Back Fire","Arrester Back Fire","AZ581009","point_of_sale.00009","pos_category.3w","Storable Product","80.0","80.0","True","True","True"
"BF211544","Arrester Battery Clamp Rod","Arrester Battery Clamp Rod","BF211544","point_of_sale.00076","pos_category.qute","Storable Product","100.0","100.0","True","True","True"
"DH102274","Arrester Complete Frame","Arrester Complete Frame","DH102274","point_of_sale.00009","pos_category.2w","Storable Product","400.0","400.0","True","True","True"
"BF581049","Arrester Flame","Arrester Flame","BF581049","point_of_sale.00268","pos_category.qute","Storable Product","350.0","350.0","True","True","True"
"PF581046","Arrester Flame B104D","Arrester Flame B104D","PF581046","point_of_sale.00040","pos_category.2w","Storable Product","320.0","320.0","True","True","True"
"JE581051","Arrester Flame K11","Arrester Flame K11","JE581051","point_of_sale.00197","pos_category.2w","Storable Product","410.0","410.0","True","True","True"
"AB101100","Arrestor Pin","Arrestor Pin","AB101100","point_of_sale.00079","pos_category.3w","Storable Product","50.0","50.0","True","True","True"
"52BF0093","Asembly Rear Door Comp Lh Green","Asembly Rear Door Comp Lh Green","52BF0093","point_of_sale.00123","pos_category.qute","Storable Product","17290.0","17290.0","True","True","True"
"52DJ1454","Asly Cubic Printed Side Cvr Lh K1R/K2/K3","Asly Cubic Printed Side Cvr Lh K1R/K2/K3","52DJ1454","point_of_sale.00331","pos_category.2w","Storable Product","5200.0","5200.0","True","True","True"
"52DJ1455","Asly Cubic Printed Side Cvr Rh K1R/K2/K3","Asly Cubic Printed Side Cvr Rh K1R/K2/K3","52DJ1455","point_of_sale.00331","pos_category.2w","Storable Product","5200.0","5200.0","True","True","True"
"36JP0005","Asly Duke My17 Tnk Cov Lh Eb Org","Asly Duke My17 Tnk Cov Lh Eb Org","36JP0005","point_of_sale.00113","pos_category.2w","Storable Product","7250.0","7250.0","True","True","True"
"36JP0006","Asly Duke My17 Tnk Cov Rh Eb Org","Asly Duke My17 Tnk Cov Rh Eb Org","36JP0006","point_of_sale.00113","pos_category.2w","Storable Product","7250.0","7250.0","True","True","True"
"52JL1059","Asly Side Cover Rh Satin Blk + Bl","Asly Side Cover Rh Satin Blk + Bl","52JL1059","point_of_sale.00095","pos_category.2w","Storable Product","2850.0","2850.0","True","True","True"
"52JL1055","Asly Side Cover Rh Satin Blk + Re","Asly Side Cover Rh Satin Blk + Re","52JL1055","point_of_sale.00095","pos_category.2w","Storable Product","2850.0","2850.0","True","True","True"
"52JL1063","Asly Side Cover Rh Satin Blk + Wh","Asly Side Cover Rh Satin Blk + Wh","52JL1063","point_of_sale.00095","pos_category.2w","Storable Product","2850.0","2850.0","True","True","True"
"BF401139","Assembly  4Wh Tail Lamp Lh 16W","Assembly  4Wh Tail Lamp Lh 16W","BF401139","point_of_sale.00213","pos_category.qute","Storable Product","2980.0","2980.0","True","True","True"
"PD511224","Assembly  Camshaft","Assembly  Camshaft","PD511224","point_of_sale.00113","pos_category.2w","Storable Product","4150.0","4150.0","True","True","True"
"52AA0464","Assembly  Comp Reverse Lever With Cable","Assembly  Comp Reverse Lever With Cable","52AA0464","point_of_sale.00215","pos_category.3w","Storable Product","2740.0","2740.0","True","True","True"
"JE531003","Assembly  Crank Shaft D106A","Assembly  Crank Shaft D106A","JE531003","point_of_sale.00098","pos_category.2w","Storable Product","17360.0","17360.0","True","True","True"
"AA101952","Assembly  Hot Air Deflector","Assembly  Hot Air Deflector","AA101952","point_of_sale.00008","pos_category.3w","Storable Product","1630.0","1630.0","True","True","True"
"BF162029","Assembly  Parking Brake Cable Front","Assembly  Parking Brake Cable Front","BF162029","point_of_sale.00041","pos_category.qute","Storable Product","660.0","660.0","True","True","True"
"JZ113049","Assembly  Pillion Step Lh","Assembly  Pillion Step Lh","JZ113049","point_of_sale.00153","pos_category.2w","Storable Product","850.0","850.0","True","True","True"
"JL511059","Assembly  Pipe Sai With Adaptor","Assembly  Pipe Sai With Adaptor","JL511059","point_of_sale.00270","pos_category.2w","Storable Product","500.0","500.0","True","True","True"
"BF244000","Assembly  Rear Eng Access Cvr","Assembly  Rear Eng Access Cvr","BF244000","point_of_sale.00095","pos_category.qute","Storable Product","7650.0","7650.0","True","True","True"
"BF191125","Assembly  Rear Seat Bkt Split 40","Assembly  Rear Seat Bkt Split 40","BF191125","point_of_sale.00040","pos_category.qute","Storable Product","3180.0","3180.0","True","True","True"
"JF161008","Assembly -Lever And Sprt Holdr","Assembly -Lever And Sprt Holdr","JF161008","point_of_sale.00040","pos_category.2w","Storable Product","1650.0","1650.0","True","True","True"
"JE571215","Assembly 3 Layer Oil Cooler K11 Ug","Assembly 3 Layer Oil Cooler K11 Ug","JE571215","point_of_sale.00254","pos_category.2w","Storable Product","5220.0","5220.0","True","True","True"
"BF401018","Assembly 4Wb  Headlamp Lh","Assembly 4Wb  Headlamp Lh","BF401018","point_of_sale.00213","pos_category.qute","Storable Product","9410.0","9410.0","True","True","True"
"BF401019","Assembly 4Wb  Headlamp Rh","Assembly 4Wb  Headlamp Rh","BF401019","point_of_sale.00213","pos_category.qute","Storable Product","5140.0","5140.0","True","True","True"
"BF401118","Assembly 4Wb Tail Lamp Lh","Assembly 4Wb Tail Lamp Lh","BF401118","point_of_sale.00213","pos_category.qute","Storable Product","4930.0","4930.0","True","True","True"
"BF401119","Assembly 4Wb Tail Lamp Rh","Assembly 4Wb Tail Lamp Rh","BF401119","point_of_sale.00214","pos_category.qute","Storable Product","4930.0","4930.0","True","True","True"
"BF401138","Assembly 4Wh Tail Lamp Rh 16W","Assembly 4Wh Tail Lamp Rh 16W","BF401138","point_of_sale.00213","pos_category.qute","Storable Product","4120.0","4120.0","True","True","True"
"BF162074","Assembly A Pedal Dash Mounted","Assembly A Pedal Dash Mounted","BF162074","point_of_sale.00263","pos_category.qute","Storable Product","1790.0","1790.0","True","True","True"
"BF162080","Assembly Accelerator Cable Rhd","Assembly Accelerator Cable Rhd","BF162080","point_of_sale.00054","pos_category.qute","Storable Product","1110.0","1110.0","True","True","True"
"DJ121087","Assembly Air Cleaner Comp","Assembly Air Cleaner Comp","DJ121087","point_of_sale.00009","pos_category.2w","Storable Product","3190.0","3190.0","True","True","True"
"BF211372","Assembly Air Deflector","Assembly Air Deflector","BF211372","point_of_sale.00095","pos_category.qute","Storable Product","390.0","390.0","True","True","True"
"BF211379","Assembly Air Deflector Small","Assembly Air Deflector Small","BF211379","point_of_sale.00095","pos_category.qute","Storable Product","260.0","260.0","True","True","True"
"DJ121040","Assembly Air Filter","Assembly Air Filter","DJ121040","point_of_sale.00009","pos_category.2w","Storable Product","5130.0","5130.0","True","True","True"
"BF581125","Assembly Air Filter","Assembly Air Filter","BF581125","point_of_sale.00009","pos_category.qute","Storable Product","6750.0","6750.0","True","True","True"
"BF581000","Assembly Air Filter","Assembly Air Filter","BF581000","point_of_sale.00009","pos_category.qute","Storable Product","4920.0","4920.0","True","True","True"
"DH121189","Assembly Air Filter","Assembly Air Filter","DH121189","point_of_sale.00009","pos_category.2w","Storable Product","4750.0","4750.0","True","True","True"
"AA121204","Assembly Air Filter","Assembly Air Filter","AA121204","point_of_sale.00009","pos_category.3w","Storable Product","6030.0","6030.0","True","True","True"
"DH121135","Assembly Air Filter","Assembly Air Filter","DH121135","point_of_sale.00009","pos_category.2w","Storable Product","5265.0","5265.0","True","True","True"
"JH581018","Assembly Air Filter","Assembly Air Filter","JH581018","point_of_sale.00009","pos_category.2w","Storable Product","4220.0","4220.0","True","True","True"
"JB581006","Assembly Air Filter","Assembly Air Filter","JB581006","point_of_sale.00009","pos_category.2w","Storable Product","6000.0","6000.0","True","True","True"
"AA121151","Assembly Air Filter","Assembly Air Filter","AA121151","point_of_sale.00141","pos_category.3w","Storable Product","6020.0","6020.0","True","True","True"
"JB581036","Assembly Air Filter","Assembly Air Filter","JB581036","point_of_sale.00141","pos_category.2w","Storable Product","3450.0","3450.0","True","True","True"
"DT581064","Assembly Air Filter","Assembly Air Filter","DT581064","point_of_sale.00371","pos_category.2w","Storable Product","4620.0","4620.0","True","True","True"
"AA121116","Assembly Air Filter","Assembly Air Filter","AA121116","point_of_sale.00141","pos_category.3w","Storable Product","4850.0","4850.0","True","True","True"
"PD581013","Assembly Air Filter","Assembly Air Filter","PD581013","point_of_sale.00059","pos_category.2w","Storable Product","4710.0","4710.0","True","True","True"
"JE581004","Assembly Air Filter   K11","Assembly Air Filter   K11","JE581004","point_of_sale.00141","pos_category.2w","Storable Product","8805.0","8805.0","True","True","True"
"DH121178","Assembly Air Filter (7Ah)Battery","Assembly Air Filter (7Ah)Battery","DH121178","point_of_sale.00009","pos_category.2w","Storable Product","2670.0","2670.0","True","True","True"
"PF581003","Assembly Air Filter (Bm150)","Assembly Air Filter (Bm150)","PF581003","point_of_sale.00009","pos_category.2w","Storable Product","3605.0","3605.0","True","True","True"
"JZ581020","Assembly Air Filter (Disco-11)","Assembly Air Filter (Disco-11)","JZ581020","point_of_sale.00009","pos_category.2w","Storable Product","5845.0","5845.0","True","True","True"
"AA121259","Assembly Air Filter - Mahle Make","Assembly Air Filter - Mahle Make","AA121259","point_of_sale.00009","pos_category.3w","Storable Product","4550.0","4550.0","True","True","True"
"PD581033","Assembly Air Filter A102_Sai","Assembly Air Filter A102_Sai","PD581033","point_of_sale.00396","pos_category.2w","Storable Product","7750.0","7750.0","True","True","True"
"PF581038","Assembly Air Filter B104D","Assembly Air Filter B104D","PF581038","point_of_sale.00141","pos_category.2w","Storable Product","4360.0","4360.0","True","True","True"
"PF581000","Assembly Air Filter Bm100","Assembly Air Filter Bm100","PF581000","point_of_sale.00009","pos_category.2w","Storable Product","3700.0","3700.0","True","True","True"
"JH581000","Assembly Air Filter C101","Assembly Air Filter C101","JH581000","point_of_sale.00009","pos_category.2w","Storable Product","7250.0","7250.0","True","True","True"
"JZ581056","Assembly Air Filter D101B Sai","Assembly Air Filter D101B Sai","JZ581056","point_of_sale.00009","pos_category.2w","Storable Product","6200.0","6200.0","True","True","True"
"PA581039","Assembly Air Filter D105A (4V)","Assembly Air Filter D105A (4V)","PA581039","point_of_sale.00141","pos_category.2w","Storable Product","3380.0","3380.0","True","True","True"
"PA581042","Assembly Air Filter D105C","Assembly Air Filter D105C","PA581042","point_of_sale.00141","pos_category.2w","Storable Product","8730.0","8730.0","True","True","True"
"JE581026","Assembly Air Filter D106A","Assembly Air Filter D106A","JE581026","point_of_sale.00141","pos_category.2w","Storable Product","3650.0","3650.0","True","True","True"
"JB581021","Assembly Air Filter Disco-M","Assembly Air Filter Disco-M","JB581021","point_of_sale.00009","pos_category.2w","Storable Product","7000.0","7000.0","True","True","True"
"JE581080","Assembly Air Filter K11 Ug","Assembly Air Filter K11 Ug","JE581080","point_of_sale.00009","pos_category.2w","Storable Product","4740.0","4740.0","True","True","True"
"JE581075","Assembly Air Filter Secondary K11","Assembly Air Filter Secondary K11","JE581075","point_of_sale.00009","pos_category.2w","Storable Product","650.0","650.0","True","True","True"
"DH121202","Assembly Airfilter For Sai","Assembly Airfilter For Sai","DH121202","point_of_sale.00060","pos_category.2w","Storable Product","6880.0","6880.0","True","True","True"
"JL581050","Assembly Airfilter K4 Sai","Assembly Airfilter K4 Sai","JL581050","point_of_sale.00252","pos_category.2w","Storable Product","9720.0","9720.0","True","True","True"
"JL561206","Assembly Arm Change Ball Joint","Assembly Arm Change Ball Joint","JL561206","point_of_sale.00022","pos_category.2w","Storable Product","1050.0","1050.0","True","True","True"
"JG122043","Assembly Arm Swing","Assembly Arm Swing","JG122043","point_of_sale.00113","pos_category.2w","Storable Product","34030.0","34030.0","True","True","True"
"AP201130","Assembly Armature","Assembly Armature","AP201130","point_of_sale.00015","pos_category.3w","Storable Product","5380.0","5380.0","True","True","True"
"AP201119","Assembly Armature","Assembly Armature","AP201119","point_of_sale.00412","pos_category.3w","Storable Product","2260.0","2260.0","True","True","True"
"24151168","Assembly Auto Adjuster Front","Assembly Auto Adjuster Front","24151168","point_of_sale.00041","pos_category.3w","Storable Product","680.0","680.0","True","True","True"
"24151175","Assembly Auto Adjuster Lh","Assembly Auto Adjuster Lh","24151175","point_of_sale.00041","pos_category.3w","Storable Product","630.0","630.0","True","True","True"
"AL151211","Assembly Auto Adjuster Rear Lh","Assembly Auto Adjuster Rear Lh","AL151211","point_of_sale.00007","pos_category.3w","Storable Product","990.0","990.0","True","True","True"
"AL151212","Assembly Auto Adjuster Rear Rh","Assembly Auto Adjuster Rear Rh","AL151212","point_of_sale.00007","pos_category.3w","Storable Product","990.0","990.0","True","True","True"
"24151179","Assembly Auto Adjuster Rh","Assembly Auto Adjuster Rh","24151179","point_of_sale.00041","pos_category.3w","Storable Product","710.0","710.0","True","True","True"
"JE581221","Assembly Autochoke Bs26","Assembly Autochoke Bs26","JE581221","point_of_sale.00060","pos_category.2w","Storable Product","2540.0","2540.0","True","True","True"
"24151167","Assembly Back Plate Front","Assembly Back Plate Front","24151167","point_of_sale.00275","pos_category.3w","Storable Product","2860.0","2860.0","True","True","True"
"AP151017","Assembly Back Plate Front","Assembly Back Plate Front","AP151017","point_of_sale.00275","pos_category.3w","Storable Product","2180.0","2180.0","True","True","True"
"24151174","Assembly Back Plate Rear Lh","Assembly Back Plate Rear Lh","24151174","point_of_sale.00275","pos_category.3w","Storable Product","2130.0","2130.0","True","True","True"
"24151178","Assembly Back Plate Rh","Assembly Back Plate Rh","24151178","point_of_sale.00275","pos_category.3w","Storable Product","1950.0","1950.0","True","True","True"
"24231620","Assembly Backrest Support Top","Assembly Backrest Support Top","24231620","point_of_sale.00193","pos_category.3w","Storable Product","1790.0","1790.0","True","True","True"
"DJ101689","Assembly Balancer","Assembly Balancer","DJ101689","point_of_sale.00021","pos_category.2w","Storable Product","3250.0","3250.0","True","True","True"
