External ID,Product/External ID,Product/Internal Reference,Counted Quantity
__export__.stock_inventory_line_69349_612c9fbf,__export__.product_product_12914_3932aecb,52DH0823,0.0
__export__.stock_inventory_line_69350_9b53aeec,__export__.product_product_12915_81123313,52DH0824,0.0
__export__.stock_inventory_line_69351_7e170341,__export__.product_product_12916_a6bf41df,52DH0843,0.0
__export__.stock_inventory_line_69352_0f78dec4,__export__.product_product_12917_979dd91d,52DH0844,0.0
__export__.stock_inventory_line_69353_d2014b6b,__export__.product_product_12918_904458de,52DH0846,0.0
__export__.stock_inventory_line_69354_3c43f757,__export__.product_product_12919_ecb83fc7,52DH0879,3
__export__.stock_inventory_line_69355_b4b016e4,__export__.product_product_12920_e149f407,52DH0880,6
__export__.stock_inventory_line_69356_41f8e898,__export__.product_product_12921_774dff5d,52DH1317,0.0
__export__.stock_inventory_line_69357_92ff4630,__export__.product_product_12922_69f50fe9,52DH1318,0.0
__export__.stock_inventory_line_69358_017f9bc9,__export__.product_product_12923_15d896eb,52DH1320,0.0
__export__.stock_inventory_line_69359_0c30217d,__export__.product_product_12924_ac24cfd5,52DH1321,0.0
__export__.stock_inventory_line_69360_4b4d6d3e,__export__.product_product_12925_a697a6ec,52DH1322,2
__export__.stock_inventory_line_69361_b8827b82,__export__.product_product_12926_389e56bd,52DH1323,0.0
__export__.stock_inventory_line_69362_6c35e912,__export__.product_product_12927_68ca7ae6,52DH1324,1
__export__.stock_inventory_line_69363_c809d017,__export__.product_product_12928_4ebc7375,52DH1325,0.0
__export__.stock_inventory_line_69364_9e41f8cf,__export__.product_product_12929_f5f4388e,52DH1335,17
__export__.stock_inventory_line_69365_c757fdf5,__export__.product_product_12930_3462f1d9,52DH1336,0.0
__export__.stock_inventory_line_69366_62b2d922,__export__.product_product_12931_7f9a15dc,52DH1355,0.0
__export__.stock_inventory_line_69367_0b87496b,__export__.product_product_12932_f56919c9,52DH1357,0.0
__export__.stock_inventory_line_69368_e818bec0,__export__.product_product_12933_ec622b9f,52DH1358,1
__export__.stock_inventory_line_69369_1c315bee,__export__.product_product_12934_41547e0b,52DH1361,0.0
__export__.stock_inventory_line_69370_40413aeb,__export__.product_product_12935_37bf3246,52DH1363,0.0
__export__.stock_inventory_line_69371_9ec994fb,__export__.product_product_12936_601c748c,52DH1364,2
__export__.stock_inventory_line_69372_bc76dfd8,__export__.product_product_12937_dba5b85c,52DH1365,2
__export__.stock_inventory_line_69373_04373395,__export__.product_product_12938_ada36d6f,52DH1366,0.0
__export__.stock_inventory_line_69374_5ce46dfa,__export__.product_product_12939_6f43202f,52DH1368,0.0
__export__.stock_inventory_line_69375_08dca5f8,__export__.product_product_12940_d4235249,52DH1369,0.0
__export__.stock_inventory_line_69376_21602ff8,__export__.product_product_12941_69f0d566,52DH1370,0.0
__export__.stock_inventory_line_69377_a1148fde,__export__.product_product_12942_f5711ddd,52DH1375,0.0
__export__.stock_inventory_line_69378_7a32596c,__export__.product_product_12943_88f5e451,52DH1412,1
__export__.stock_inventory_line_69379_cdd8210d,__export__.product_product_12944_2d559021,52DH1521,0.0
__export__.stock_inventory_line_69380_04a08a8e,__export__.product_product_12945_146c3b5f,52DH1523,2
__export__.stock_inventory_line_69381_096cb58c,__export__.product_product_12946_7396a6bf,52DH1525,3
__export__.stock_inventory_line_69382_98b4a179,__export__.product_product_12947_ebd64af0,52DH1527,0.0
__export__.stock_inventory_line_69383_cae5807e,__export__.product_product_12948_97ab7b98,52DH1528,0.0
__export__.stock_inventory_line_69384_93c4bd7b,__export__.product_product_12949_2ec585e9,52DH1529,0.0
__export__.stock_inventory_line_69385_d6c54112,__export__.product_product_12950_8bc47832,52DH1530,0.0
__export__.stock_inventory_line_69386_d71cb4fd,__export__.product_product_12951_f7b1e79b,52DH1531,22
__export__.stock_inventory_line_69387_75ac5e16,__export__.product_product_12952_9040f849,52DH1532,0.0
__export__.stock_inventory_line_69388_eb9e4d34,__export__.product_product_12953_563d7358,52DH1535,4
__export__.stock_inventory_line_69389_5c9e4fb0,__export__.product_product_12954_3e68639b,52DH1536,0.0
__export__.stock_inventory_line_69390_4efb6b65,__export__.product_product_12955_1aab8539,52DH1628,0.0
__export__.stock_inventory_line_69391_621aa717,__export__.product_product_12956_4848335c,52DH1652,0.0
__export__.stock_inventory_line_69392_cd63be83,__export__.product_product_12957_edf7fe26,52DH1654,0.0
__export__.stock_inventory_line_69393_3a71e832,__export__.product_product_12958_317fe38f,52DH1660,0.0
__export__.stock_inventory_line_69394_eec8fd25,__export__.product_product_12959_42365ffa,52DH1661,0.0
__export__.stock_inventory_line_69395_991af475,__export__.product_product_12960_6be0b1c3,52DH1662,0.0
__export__.stock_inventory_line_69396_2686cf99,__export__.product_product_12961_68e12dc0,52DH1664,0.0
__export__.stock_inventory_line_69397_537b4564,__export__.product_product_12962_b0c1aacf,52DH1667,0.0
__export__.stock_inventory_line_69398_2fb31340,__export__.product_product_12963_67c4a503,52DH1668,0.0
__export__.stock_inventory_line_69399_8046cd0f,__export__.product_product_12964_0ccbdbaf,52DH1686,0.0
__export__.stock_inventory_line_69400_f33e38b7,__export__.product_product_12965_4c77e96d,52DH1687,0.0
__export__.stock_inventory_line_69401_04681286,__export__.product_product_12966_f1e48ec1,52DH1688,0.0
__export__.stock_inventory_line_69402_2d468237,__export__.product_product_12967_eac635e3,52DH1876,2
__export__.stock_inventory_line_69403_86a19081,__export__.product_product_12968_1955f71c,52DH1877,0.0
__export__.stock_inventory_line_69404_834d44e9,__export__.product_product_12969_d3b105e6,52DH1883,0.0
__export__.stock_inventory_line_69405_7f36333a,__export__.product_product_12970_d260aa52,52DH1885,1
__export__.stock_inventory_line_69406_1e06b5aa,__export__.product_product_12971_76656cad,52DH1886,1
__export__.stock_inventory_line_69407_c00b11b6,__export__.product_product_12972_56ccc1ab,52DH2001,0.0
__export__.stock_inventory_line_69408_7c2d72a5,__export__.product_product_12973_53bcdfcc,52DH2003,0.0
__export__.stock_inventory_line_69409_a8b4a7f9,__export__.product_product_12974_5a013066,52DH2004,0.0
__export__.stock_inventory_line_69410_f016810a,__export__.product_product_12975_b6dd9a38,52DH2009,1
__export__.stock_inventory_line_69411_33508cb3,__export__.product_product_12976_d366d581,52DH2010,2
__export__.stock_inventory_line_69412_d63451fd,__export__.product_product_12977_3265a048,52DH2011,2
__export__.stock_inventory_line_69413_223c8a60,__export__.product_product_12978_437b286f,52DH2014,1
__export__.stock_inventory_line_69414_2f1b4fe9,__export__.product_product_12979_8da1f8ac,52DH2136,1
__export__.stock_inventory_line_69415_31bd0a34,__export__.product_product_12980_0429886e,52DH2137,1
__export__.stock_inventory_line_69416_57179edf,__export__.product_product_12981_8886ee03,52DH2389,0.0
__export__.stock_inventory_line_69417_1e76015e,__export__.product_product_12982_21b39f15,52DH2390,0.0
__export__.stock_inventory_line_69418_08705586,__export__.product_product_12983_04283f97,52DH2392,0.0
__export__.stock_inventory_line_69419_e9397e95,__export__.product_product_12984_22d4f134,52DH2397,0.0
__export__.stock_inventory_line_69420_e3927621,__export__.product_product_12985_e04d7b1c,52DH2398,0.0
__export__.stock_inventory_line_69421_a3b0eeee,__export__.product_product_12986_4d54a2d4,52DH2399,0.0
__export__.stock_inventory_line_69422_523ed181,__export__.product_product_12987_1093e808,52DH2401,0.0
__export__.stock_inventory_line_69423_30f31bfb,__export__.product_product_12988_d0a0e8b7,52DH2405,0.0
__export__.stock_inventory_line_69424_792df710,__export__.product_product_12989_f8ae61bc,52DH2406,0.0
__export__.stock_inventory_line_69425_42826d06,__export__.product_product_12990_8f5e9f2f,52DH2448,0.0
__export__.stock_inventory_line_69426_485a44e4,__export__.product_product_12991_4bd62c66,52DH2450,0.0
__export__.stock_inventory_line_69427_ba55e11f,__export__.product_product_12992_2263be08,52DH2499,0.0
__export__.stock_inventory_line_69428_7ccf75ff,__export__.product_product_12993_17c46010,52DH2586,0.0
__export__.stock_inventory_line_69429_19e77f4a,__export__.product_product_12994_bd7863d7,52DH2616,0.0
__export__.stock_inventory_line_69430_55fa4a4b,__export__.product_product_12995_addf701c,52DH2617,0.0
__export__.stock_inventory_line_69431_4fac0871,__export__.product_product_12996_50f48865,52DH2620,0.0
__export__.stock_inventory_line_69432_2491ef78,__export__.product_product_12997_55d0a30c,52DH2621,0.0
__export__.stock_inventory_line_69433_f92d757c,__export__.product_product_12998_5708cb9c,52DH2651,0.0
__export__.stock_inventory_line_69434_ba5e4dfe,__export__.product_product_12999_ca2833ad,52DH2704,0.0
__export__.stock_inventory_line_69435_2b0668d1,__export__.product_product_13000_95c60404,52DH2705,0.0
__export__.stock_inventory_line_69436_1b69d3c1,__export__.product_product_13001_b2c2db16,52DJ0133,0.0
__export__.stock_inventory_line_69437_3300b94d,__export__.product_product_13002_cbcddc59,52DJ0139,0.0
__export__.stock_inventory_line_69438_17d5e555,__export__.product_product_13003_9d112162,52DJ0166,0.0
__export__.stock_inventory_line_69439_3072eb1b,__export__.product_product_13004_49b6a33a,52DJ0357,0.0
__export__.stock_inventory_line_69440_8bdfb15c,__export__.product_product_13005_d5f52d52,52DJ0358,0.0
__export__.stock_inventory_line_69441_dc72fc43,__export__.product_product_13006_bdbc13ff,52DJ0363,1
__export__.stock_inventory_line_69442_cb3bffab,__export__.product_product_13007_9c8103d8,52DJ0364,5
__export__.stock_inventory_line_69443_86b66773,__export__.product_product_13008_b7e6284c,52DJ0390,0.0
__export__.stock_inventory_line_69444_c96d779c,__export__.product_product_13009_99170b09,52DJ0449,0.0
__export__.stock_inventory_line_69445_b61914be,__export__.product_product_13010_b1a0e0c0,52DJ0517,1
__export__.stock_inventory_line_69446_eeb1415f,__export__.product_product_13011_50a14e28,52DJ0518,0.0
__export__.stock_inventory_line_69447_9d2e92c8,__export__.product_product_13012_b64f7b8a,52DJ0519,3
__export__.stock_inventory_line_69448_cf7bbf25,__export__.product_product_13013_0205d256,52DJ0520,0.0
__export__.stock_inventory_line_69449_41494c52,__export__.product_product_13014_2b2e5174,52DJ0521,0.0
__export__.stock_inventory_line_69450_f33a27d3,__export__.product_product_13015_b4fb261c,52DJ0522,0.0
__export__.stock_inventory_line_69451_3ef3c10e,__export__.product_product_13016_631cfb7e,52DJ0523,0.0
__export__.stock_inventory_line_69452_15dedf15,__export__.product_product_13017_6046f23f,52DJ0524,0.0
__export__.stock_inventory_line_69453_75f3ee7c,__export__.product_product_13018_566ee284,52DJ0525,0.0
__export__.stock_inventory_line_69454_ca3a643c,__export__.product_product_13019_d1ef7c45,52DJ0526,0.0
__export__.stock_inventory_line_69455_e14f12de,__export__.product_product_13020_8e328a67,52DJ0527,0.0
__export__.stock_inventory_line_69456_0081a1cb,__export__.product_product_13021_402ecd00,52DJ0528,0.0
__export__.stock_inventory_line_69457_19ebea05,__export__.product_product_13022_fd859931,52DJ0531,0.0
__export__.stock_inventory_line_69458_9d18c62a,__export__.product_product_13023_65e7276b,52DJ0532,0.0
__export__.stock_inventory_line_69459_b857c7c6,__export__.product_product_13024_628c4184,52DJ0533,0.0
__export__.stock_inventory_line_69460_99757b8c,__export__.product_product_13025_73aec157,52DJ0534,0.0
__export__.stock_inventory_line_69461_09af8f64,__export__.product_product_13026_e8446142,52DJ0535,0.0
__export__.stock_inventory_line_69462_9e279e47,__export__.product_product_13027_a1e8fdc2,52DJ0536,0.0
__export__.stock_inventory_line_69463_40719d46,__export__.product_product_13028_e762c9aa,52DJ0537,0.0
__export__.stock_inventory_line_69464_dbbe5750,__export__.product_product_13029_07e97ab0,52DJ0545,0.0
__export__.stock_inventory_line_69465_ab4dfd8f,__export__.product_product_13030_b9a86b24,52DJ0546,0.0
__export__.stock_inventory_line_69466_ca3043c8,__export__.product_product_13031_9bbcb08f,52DJ0547,0.0
__export__.stock_inventory_line_69467_b809919f,__export__.product_product_13032_1c29ecfc,52DJ0555,0.0
__export__.stock_inventory_line_69468_079c92a0,__export__.product_product_13033_e3db9d9e,52DJ0556,0.0
__export__.stock_inventory_line_69469_70d10ddb,__export__.product_product_13034_5b1a3117,52DJ0557,0.0
__export__.stock_inventory_line_69470_e81f301d,__export__.product_product_13035_e2d1046c,52DJ0562,0.0
__export__.stock_inventory_line_69471_09a8ead6,__export__.product_product_13036_cd08a538,52DJ0563,0.0
__export__.stock_inventory_line_69472_49057ac3,__export__.product_product_13037_1814ba94,52DJ0565,0.0
__export__.stock_inventory_line_69473_fd870c8e,__export__.product_product_13038_e509ac88,52DJ0566,5
__export__.stock_inventory_line_69474_e5d39b12,__export__.product_product_13039_22cc8cbc,52DJ0569,0.0
__export__.stock_inventory_line_69475_c907e5de,__export__.product_product_13040_16a3b4e2,52DJ0625,0.0
__export__.stock_inventory_line_69476_a8e810ef,__export__.product_product_13041_7f6845a8,52DJ0723,1
__export__.stock_inventory_line_69477_9cb147ac,__export__.product_product_13042_bce331fd,52DJ0904,1
__export__.stock_inventory_line_69478_5993d335,__export__.product_product_13043_daddff9b,52DJ0905,10
__export__.stock_inventory_line_69479_a3a3b47e,__export__.product_product_13044_157491e0,52DJ0906,4
__export__.stock_inventory_line_69480_ee8d5611,__export__.product_product_13045_dd799e6c,52DJ0909,0.0
__export__.stock_inventory_line_69481_67aa2bab,__export__.product_product_13046_a6f1ad0f,52DJ0910,0.0
__export__.stock_inventory_line_69482_8bff0fda,__export__.product_product_13047_7eb4eebb,52DJ0942,0.0
__export__.stock_inventory_line_69483_844441b4,__export__.product_product_13048_2fc96ed6,52DJ0943,0.0
__export__.stock_inventory_line_69484_96ffdd01,__export__.product_product_13049_6b38ae51,52DJ0944,0.0
__export__.stock_inventory_line_69485_e5040b61,__export__.product_product_13050_36bfe260,52DJ0945,0.0
__export__.stock_inventory_line_69486_1f848374,__export__.product_product_13051_284249c7,52DJ0951,0.0
__export__.stock_inventory_line_69487_2a7b4de0,__export__.product_product_13052_d002cb2e,52DJ0952,0.0
__export__.stock_inventory_line_69488_d9c80c11,__export__.product_product_13053_46579316,52DJ0956,0.0
__export__.stock_inventory_line_69489_f802041d,__export__.product_product_13054_91951de9,52DJ0957,0.0
__export__.stock_inventory_line_69490_f6e581cc,__export__.product_product_13055_70144425,52DJ0958,0.0
__export__.stock_inventory_line_69491_6a7cb120,__export__.product_product_13056_c23d213f,52DJ0959,0.0
__export__.stock_inventory_line_69492_b63c6c0d,__export__.product_product_13057_f702f4ad,52DJ0999,0.0
__export__.stock_inventory_line_69493_67008ca1,__export__.product_product_13058_a586c975,52DJ1000,0.0
__export__.stock_inventory_line_69494_3b6de8e3,__export__.product_product_13059_0fa86a10,52DJ1001,0.0
__export__.stock_inventory_line_69495_fd90e7f4,__export__.product_product_13060_0aec1a5b,52DJ1002,0.0
__export__.stock_inventory_line_69496_95aa05fd,__export__.product_product_13061_681d8cac,52DJ1013,0.0
__export__.stock_inventory_line_69497_6aabb4b4,__export__.product_product_13062_f6bd8739,52DJ1038,0.0
__export__.stock_inventory_line_69498_5d21dccd,__export__.product_product_13063_48152095,52DJ1039,0.0
__export__.stock_inventory_line_69499_76d24a62,__export__.product_product_13064_c490ffb4,52DJ1040,0.0
__export__.stock_inventory_line_69500_f1a2ea76,__export__.product_product_13065_1978967e,52DJ1041,0.0
__export__.stock_inventory_line_69501_41273ac8,__export__.product_product_13066_7b4e6bd3,52DJ1042,0.0
__export__.stock_inventory_line_69502_1fe96b79,__export__.product_product_13067_4d059569,52DJ1044,0.0
__export__.stock_inventory_line_69503_b76001b9,__export__.product_product_13068_50d83002,52DJ1074,0.0
__export__.stock_inventory_line_69504_6f3cd95b,__export__.product_product_13069_ee2fd467,52DJ1085,0.0
__export__.stock_inventory_line_69505_0c666f6b,__export__.product_product_13070_f87197a5,52DJ1087,0.0
__export__.stock_inventory_line_69506_1d486592,__export__.product_product_13071_b78fdb59,52DJ1089,0.0
__export__.stock_inventory_line_69507_0c57cba3,__export__.product_product_13072_6a1d4a29,52DJ1091,0.0
__export__.stock_inventory_line_69508_3ea7fe0a,__export__.product_product_13073_262650eb,52DJ1095,0.0
__export__.stock_inventory_line_69509_d733e9f9,__export__.product_product_13074_514f2668,52DJ1151,0.0
__export__.stock_inventory_line_69510_58914233,__export__.product_product_13075_47053ec6,52DJ1183,0.0
__export__.stock_inventory_line_69511_23394218,__export__.product_product_13076_3890b374,52DJ1241,0.0
__export__.stock_inventory_line_69512_d56871f3,__export__.product_product_13077_db3ae888,52DJ1298,0.0
__export__.stock_inventory_line_69513_27d41e68,__export__.product_product_13078_aebbeb2e,52DJ1444,1
__export__.stock_inventory_line_69514_84f4b596,__export__.product_product_13079_3c1e6787,52DJ1445,0.0
__export__.stock_inventory_line_69515_afc3508f,__export__.product_product_13080_90f5bdb4,52DJ1446,0.0
__export__.stock_inventory_line_69516_4896fd9f,__export__.product_product_13081_68730479,52DJ1447,0.0
__export__.stock_inventory_line_69517_c0e0a782,__export__.product_product_13082_eaa81873,52DJ1449,0.0
__export__.stock_inventory_line_69518_1828145c,__export__.product_product_13083_c0fb51cb,52DJ1454,0.0
__export__.stock_inventory_line_69519_7f085361,__export__.product_product_13084_2eb1d4c0,52DJ1455,0.0
__export__.stock_inventory_line_69520_cd158d98,__export__.product_product_13085_e184aa7c,52DJ1498,0.0
__export__.stock_inventory_line_69521_93212823,__export__.product_product_13086_f65c3fb4,52DJ1499,0.0
__export__.stock_inventory_line_69522_380f5238,__export__.product_product_13087_960ef6e5,52DJ1500,0.0
__export__.stock_inventory_line_69523_10d33011,__export__.product_product_13088_55e9abfd,52DJ1501,0.0
__export__.stock_inventory_line_69524_a1900c5e,__export__.product_product_13089_88f2eda0,52DJ1502,0.0
__export__.stock_inventory_line_69525_86d7e56e,__export__.product_product_13090_a66a7dc3,52DJ1518,0.0
__export__.stock_inventory_line_69526_d7e93dde,__export__.product_product_13091_bc2fa014,52DJ1551,1
__export__.stock_inventory_line_69527_07d885f2,__export__.product_product_13092_fe1f5c3f,52DJ1617,0.0
__export__.stock_inventory_line_69528_5d095f04,__export__.product_product_13093_6f9ccc5f,52DK0144,0.0
__export__.stock_inventory_line_69529_41f91ed8,__export__.product_product_13094_9a44dace,52DK0167,1
__export__.stock_inventory_line_69530_134c871e,__export__.product_product_13095_f6594671,52DK0168,0.0
__export__.stock_inventory_line_69531_de0ed75c,__export__.product_product_13096_5b7e072e,52DK0172,0.0
__export__.stock_inventory_line_69532_e16012c8,__export__.product_product_13097_c206068f,52DK0204,0.0
__export__.stock_inventory_line_69533_9f889eab,__export__.product_product_13098_ec4bec92,52DK0334,0.0
__export__.stock_inventory_line_69534_0a129f67,__export__.product_product_13099_cd6be8a5,52DK0691,0.0
__export__.stock_inventory_line_69535_efc9b7ce,__export__.product_product_13100_8f8a86a7,52DM0086,0.0
__export__.stock_inventory_line_69536_2a7df0a6,__export__.product_product_13101_62f91f62,52DM0159,0.0
__export__.stock_inventory_line_69537_23c50390,__export__.product_product_13102_889b3273,52DM0368,0.0
__export__.stock_inventory_line_69538_85a4b612,__export__.product_product_13103_3c416e1c,52DM8007,0.0
__export__.stock_inventory_line_69539_6c56db09,__export__.product_product_13104_751aaca7,52DP0120,0.0
__export__.stock_inventory_line_69540_c4a0bc39,__export__.product_product_13105_ee0a3397,52DS0190,0.0
__export__.stock_inventory_line_69541_41c48e3d,__export__.product_product_13106_41750d80,52DT0153,0.0
__export__.stock_inventory_line_69542_76e35853,__export__.product_product_13107_cc6609ed,52DT0173,0.0
__export__.stock_inventory_line_69543_18066aba,__export__.product_product_13108_a4484711,52DT0174,0.0
__export__.stock_inventory_line_69544_5ec68924,__export__.product_product_13109_c2f4a5a4,52DT0195,0.0
__export__.stock_inventory_line_69545_a94d539e,__export__.product_product_13110_c8f8562f,52DT0265,0.0
__export__.stock_inventory_line_69546_ca25cb90,__export__.product_product_13111_7e7c0d79,52DT0266,0.0
__export__.stock_inventory_line_69547_c6cd76ab,__export__.product_product_13112_44279bde,52DT0268,0.0
__export__.stock_inventory_line_69548_312d0e8e,__export__.product_product_13113_ecc3fceb,52DT0269,0.0
__export__.stock_inventory_line_69549_c70c4ad5,__export__.product_product_13114_3d78ce24,52DT0270,0.0
__export__.stock_inventory_line_69550_4b36c58a,__export__.product_product_13115_7efac1d0,52DT0274,0.0
__export__.stock_inventory_line_69551_9ba2282d,__export__.product_product_13116_be4077cb,52DT0275,0.0
__export__.stock_inventory_line_69552_88a49827,__export__.product_product_13117_73620500,52DT0276,0.0
__export__.stock_inventory_line_69553_7d0a33ae,__export__.product_product_13118_ac372c33,52DT0277,0.0
__export__.stock_inventory_line_69554_5cc07103,__export__.product_product_13119_61de628d,52DT0278,0.0
__export__.stock_inventory_line_69555_ad927d79,__export__.product_product_13120_46fcef85,52DT0279,0.0
__export__.stock_inventory_line_69556_8c2f59a1,__export__.product_product_13121_cbb76538,52DT0280,0.0
__export__.stock_inventory_line_69557_1d2b5b71,__export__.product_product_13122_0abfadbd,52DT0281,0.0
__export__.stock_inventory_line_69558_426362c5,__export__.product_product_13123_bfc91b54,52DT0282,0.0
__export__.stock_inventory_line_69559_77c7256a,__export__.product_product_13124_f699c793,52DT0283,0.0
__export__.stock_inventory_line_69560_54e9db6c,__export__.product_product_13125_8820d2b8,52DT0284,0.0
__export__.stock_inventory_line_69561_fa0f082f,__export__.product_product_13126_755d676a,52DT0285,0.0
__export__.stock_inventory_line_69562_8beb88bc,__export__.product_product_13127_3f0e2059,52DT0457,0.0
__export__.stock_inventory_line_69563_762167d0,__export__.product_product_13128_f5582868,52DT0458,0.0
__export__.stock_inventory_line_69564_fe346040,__export__.product_product_13129_4e1e0454,52DT0459,0.0
__export__.stock_inventory_line_69565_c76c2fb5,__export__.product_product_13130_0151f4d9,52DT0460,0.0
__export__.stock_inventory_line_69566_cdedbc68,__export__.product_product_13131_3b83991f,52DT0461,0.0
__export__.stock_inventory_line_69567_16db6daf,__export__.product_product_13132_f03fdc9e,52DT0463,0.0
__export__.stock_inventory_line_69568_9c3c8538,__export__.product_product_13133_60f68070,52DT0464,0.0
__export__.stock_inventory_line_69569_d9afcd10,__export__.product_product_13134_a4cc32a2,52DT0465,0.0
__export__.stock_inventory_line_69570_b7836ca4,__export__.product_product_13135_d1aa88be,52DT0466,0.0
__export__.stock_inventory_line_69571_acbc0610,__export__.product_product_13136_b2df7119,52DT0469,0.0
__export__.stock_inventory_line_69572_24a37e42,__export__.product_product_13137_7b929960,52DT0470,0.0
__export__.stock_inventory_line_69573_5218c26e,__export__.product_product_13138_7ec4e9b5,52DT0471,0.0
__export__.stock_inventory_line_69574_829b3371,__export__.product_product_13139_9efc6aba,52DT0472,0.0
__export__.stock_inventory_line_69575_874f3c1d,__export__.product_product_13140_43193148,52DT0477,0.0
__export__.stock_inventory_line_69576_47f28868,__export__.product_product_13141_cde66513,52DT0478,0.0
__export__.stock_inventory_line_69577_91502a2e,__export__.product_product_13142_e330d09b,52DT0480,0.0
__export__.stock_inventory_line_69578_fc1164e5,__export__.product_product_13143_1f4f9d50,52DT0481,0.0
__export__.stock_inventory_line_69579_00a73496,__export__.product_product_13144_8bce623e,52DT0501,0.0
__export__.stock_inventory_line_69580_a170f421,__export__.product_product_13145_c70d1d9a,52DT0503,0.0
__export__.stock_inventory_line_69581_e92cc473,__export__.product_product_13146_1ece6c46,52DU0071,0.0
__export__.stock_inventory_line_69582_8be3e84c,__export__.product_product_13147_4e371160,52DU0104,0.0
__export__.stock_inventory_line_69583_8193b262,__export__.product_product_13148_dc7b94f5,52DU0156,0.0
__export__.stock_inventory_line_69584_8a454f0a,__export__.product_product_13149_965b9878,52DU0197,0.0
__export__.stock_inventory_line_69585_e9916bd1,__export__.product_product_13150_0e6b31af,52DU0239,0.0
__export__.stock_inventory_line_69586_7f98e919,__export__.product_product_13151_6b620201,52DU0240,0.0
__export__.stock_inventory_line_69587_18de53e6,__export__.product_product_13152_45629a58,52DU0249,0.0
__export__.stock_inventory_line_69588_92e86cb6,__export__.product_product_13153_9b23302c,52DU0289,13
__export__.stock_inventory_line_69589_17802975,__export__.product_product_13154_5034bede,52DU0290,1
__export__.stock_inventory_line_69590_aa82837a,__export__.product_product_13155_1d912055,52DU0291,0.0
__export__.stock_inventory_line_69591_6a43e822,__export__.product_product_13156_14cc0c36,52DU0292,0.0
__export__.stock_inventory_line_69592_f543acf2,__export__.product_product_13157_2914876e,52DU0458,0.0
__export__.stock_inventory_line_69593_5381a1ab,__export__.product_product_13158_1a7638c3,52DU0459,0.0
__export__.stock_inventory_line_69594_00eae517,__export__.product_product_13159_6b976f01,52DU0555,0.0
__export__.stock_inventory_line_69595_2b60d7d7,__export__.product_product_13160_29c6b9ec,52DU0575,14
__export__.stock_inventory_line_69596_f5294bb4,__export__.product_product_13161_ad3427b2,52DU0576,0.0
__export__.stock_inventory_line_69597_6f2d7979,__export__.product_product_13162_6041a431,52DU0577,1
__export__.stock_inventory_line_69598_722520c5,__export__.product_product_13163_c6b76835,52DU0578,0.0
__export__.stock_inventory_line_69599_934ed65b,__export__.product_product_13164_d4c41923,52DU0579,3
__export__.stock_inventory_line_69600_33c491f4,__export__.product_product_13165_1aef402f,52DU0580,0.0
__export__.stock_inventory_line_69601_eed22238,__export__.product_product_13166_b2a27116,52DU0582,0.0
__export__.stock_inventory_line_69602_3f4eca1f,__export__.product_product_13167_566cf80b,52DU0583,1
__export__.stock_inventory_line_69603_289a64e2,__export__.product_product_13168_be58c79f,52DU0584,0.0
__export__.stock_inventory_line_69604_8d6b81d4,__export__.product_product_13169_1fe815d0,52DU0586,2
__export__.stock_inventory_line_69605_982b2c07,__export__.product_product_13170_6a46361b,52DU0587,1
__export__.stock_inventory_line_69606_b90e0ddd,__export__.product_product_13171_fdbc032b,52DU0588,0.0
__export__.stock_inventory_line_69607_e3e97e46,__export__.product_product_13172_b0ecf0aa,52DU0590,0.0
__export__.stock_inventory_line_69608_1e51a146,__export__.product_product_13173_03ee1d38,52DU0591,0.0
__export__.stock_inventory_line_69609_adac2f99,__export__.product_product_13174_06d4fec8,52DU0592,0.0
__export__.stock_inventory_line_69610_e65581e0,__export__.product_product_13175_f32a0939,52DU0593,0.0
__export__.stock_inventory_line_69611_4b203517,__export__.product_product_13176_6c760f30,52DU0594,0.0
__export__.stock_inventory_line_69612_631104e8,__export__.product_product_13177_000d0a9f,52DU0625,0.0
__export__.stock_inventory_line_69613_11cb671d,__export__.product_product_13178_3d9ec701,52DU0629,0.0
__export__.stock_inventory_line_69614_bee670f5,__export__.product_product_13179_057f6f1e,52DU0633,0.0
__export__.stock_inventory_line_69615_e76f9d30,__export__.product_product_13180_5f353249,52DU0781,0.0
__export__.stock_inventory_line_69616_c5ef7def,__export__.product_product_13181_47824cc0,52DU0782,0.0
__export__.stock_inventory_line_69617_d314813b,__export__.product_product_13182_b1262ec9,52DU0848,0.0
__export__.stock_inventory_line_69618_e3becfed,__export__.product_product_13183_9c3c1215,52DU0849,0.0
__export__.stock_inventory_line_69619_9d4caff8,__export__.product_product_13184_4c0da0ff,52DU0922,0.0
__export__.stock_inventory_line_69620_5f39ccc1,__export__.product_product_13185_844b5a46,52DU0923,0.0
__export__.stock_inventory_line_69621_ad8c7082,__export__.product_product_13186_ac8d1209,52DU0924,0.0
__export__.stock_inventory_line_69622_47a52f46,__export__.product_product_13187_2bd8052b,52DU0926,0.0
__export__.stock_inventory_line_69623_85a95f86,__export__.product_product_13188_c623137b,52DU0927,0.0
__export__.stock_inventory_line_69624_53f31c3a,__export__.product_product_13189_79128a38,52DU0928,0.0
__export__.stock_inventory_line_69625_d24144b8,__export__.product_product_13190_bc76bdac,52DU0929,0.0
__export__.stock_inventory_line_69626_54d04c10,__export__.product_product_13191_097422f6,52DU0931,1
__export__.stock_inventory_line_69627_e8afbf69,__export__.product_product_13192_17886ea6,52DU0932,0.0
