ID,Internal Reference,Point of Sale Category,Sales Price,Cost,Updated Sales Price,Updated Cost
point_of_sale.DH201081,DH201081,Bajaj / 2W,510.0,510.0,,
point_of_sale.DH010209,DH010209,Bajaj / 2W,510.0,510.0,,
point_of_sale.BF185072,BF185072,Bajaj / QUTE,510.0,510.0,,
point_of_sale.JG571018,JG571018,Bajaj / 2W,510.0,510.0,,
point_of_sale.JD181412,JD181412,Bajaj / 2W,510.0,510.0,,
point_of_sale.JG551015,JG551015,Bajaj / 2W,510.0,510.0,,
point_of_sale.DD201055,DD201055,Bajaj / 2W,510.0,510.0,,
point_of_sale.36DK0178,36DK0178,Bajaj / 2W,510.0,510.0,,
point_of_sale.01170111,01170111,Bajaj / 2W,510.0,510.0,,
point_of_sale.BF571005,BF571005,Bajaj / QUTE,510.0,510.0,,
point_of_sale.BA201172,BA201172,Bajaj / 3W,510.0,510.0,,
point_of_sale.PD181223,PD181223,Bajaj / 2W,510.0,510.0,,
point_of_sale.JC120002,JC120002,Bajaj / 2W,510.0,510.0,,
point_of_sale.JF131230,JF131230,Bajaj / 2W,510.0,510.0,,
point_of_sale.DJ101148,DJ101148,Bajaj / 2W,510.0,510.0,,
point_of_sale.36JL0116,36JL0116,Bajaj / 2W,510.0,510.0,,
point_of_sale.JH113022,JH113022,Bajaj / 2W,510.0,510.0,,
point_of_sale.DH010210,DH010210,Bajaj / 2W,510.0,510.0,,
point_of_sale.KPBF6201,KPBF6201,Bajaj / 2W,510.0,510.0,,
point_of_sale.AF101007,AF101007,Bajaj / 3W,510.0,510.0,,
point_of_sale.DT181248,DT181248,Bajaj / 2W,510.0,510.0,,
point_of_sale.24191067,24191067,Bajaj / 3W,510.0,510.0,,
point_of_sale.36PA0108,36PA0108,Bajaj / 2W,510.0,510.0,,
point_of_sale.JC101085,JC101085,Bajaj / 2W,510.0,510.0,,
point_of_sale.DX161021,DX161021,Bajaj / 2W,510.0,510.0,,
point_of_sale.DD191071,DD191071,Bajaj / 2W,510.0,510.0,,
point_of_sale.JY401404,JY401404,Bajaj / 2W,510.0,510.0,,
point_of_sale.DP201065,DP201065,Bajaj / 2W,510.0,510.0,,
point_of_sale.36BA4005,36BA4005,Bajaj / 3W,510.0,510.0,,
point_of_sale.JA401800,JA401800,Bajaj / 2W,510.0,510.0,,
point_of_sale.JF171004,JF171004,Bajaj / 2W,510.0,510.0,,
point_of_sale.PF181221,PF181221,Bajaj / 2W,510.0,510.0,,
point_of_sale.JL171023,JL171023,Bajaj / 2W,510.0,510.0,,
point_of_sale.56JF151V,56JF151V,Bajaj / 2W,510.0,510.0,,
point_of_sale.JH581410,JH581410,Bajaj / 2W,510.0,510.0,,
point_of_sale.56JF141V,56JF141V,Bajaj / 2W,510.0,510.0,,
point_of_sale.DL191017,DL191017,Bajaj / 2W,510.0,510.0,,
point_of_sale.JY233083,JY233083,Bajaj / 2W,510.0,510.0,,
point_of_sale.24161409,24161409,Bajaj / 3W,510.0,510.0,,
point_of_sale.DK101633,DK101633,Bajaj / 2W,510.0,510.0,,
point_of_sale.JE581038,JE581038,Bajaj / 2W,510.0,510.0,,
point_of_sale.JZ151069,JZ151069,Bajaj / 2W,510.0,510.0,,
point_of_sale.36JL0134,36JL0134,Bajaj / 2W,510.0,510.0,,
point_of_sale.JL541203,JL541203,Bajaj / 2W,510.0,510.0,,
point_of_sale.24161369,24161369,Bajaj / 3W,500.0,500.0,,
point_of_sale.DH010155,DH010155,Bajaj / 2W,500.0,500.0,,
point_of_sale.PD161001,PD161001,Bajaj / 2W,500.0,500.0,,
point_of_sale.DT231609,DT231609,Bajaj / 2W,500.0,500.0,,
point_of_sale.STJZ0028,STJZ0028,Bajaj / 2W,500.0,500.0,,
point_of_sale.36JY0224,36JY0224,Bajaj / 2W,500.0,500.0,,
point_of_sale.DM191025,DM191025,Bajaj / 2W,500.0,500.0,,
point_of_sale.36JF0081,36JF0081,Bajaj / 2W,500.0,500.0,,
point_of_sale.AA201332,AA201332,Bajaj / 3W,500.0,500.0,,
point_of_sale.DD141055,DD141055,Bajaj / 2W,500.0,500.0,,
point_of_sale.36DK0088,36DK0088,Bajaj / 2W,500.0,500.0,,
point_of_sale.JH151011,JH151011,Bajaj / 2W,500.0,500.0,,
point_of_sale.DI3W049,DI3W049,Bajaj / 3W,500.0,500.0,,
point_of_sale.DT231610,DT231610,Bajaj / 2W,500.0,500.0,,
point_of_sale.DI3W051,DI3W051,Bajaj / 3W,500.0,500.0,,
point_of_sale.DI2W070,DI2W070,Bajaj / 2W,500.0,500.0,,
point_of_sale.JL161014,JL161014,Bajaj / 2W,500.0,500.0,,
point_of_sale.JM101022,JM101022,Bajaj / 2W,500.0,500.0,,
point_of_sale.DH102329,DH102329,Bajaj / 2W,500.0,500.0,,
point_of_sale.DI3W006,DI3W006,Bajaj / 3W,500.0,500.0,,
point_of_sale.DV101035,DV101035,Bajaj / 2W,500.0,500.0,,
point_of_sale.DH121022,DH121022,Bajaj / 2W,500.0,500.0,,
point_of_sale.JL511059,JL511059,Bajaj / 2W,500.0,500.0,,
point_of_sale.52JB0022,52JB0022,Bajaj / 2W,500.0,500.0,,
point_of_sale.JF181429,JF181429,Bajaj / 2W,500.0,500.0,,
point_of_sale.DK181022,DK181022,Bajaj / 2W,500.0,500.0,,
point_of_sale.STDD1031,STDD1031,Bajaj / 2W,500.0,500.0,,
point_of_sale.PA402414,PA402414,Bajaj / 2W,500.0,500.0,,
point_of_sale.JA113402,JA113402,Bajaj / 2W,500.0,500.0,,
point_of_sale.JF511204,JF511204,Bajaj / 2W,500.0,500.0,,
point_of_sale.36JF0206,36JF0206,Bajaj / 2W,500.0,500.0,,
point_of_sale.36PA0135,36PA0135,Bajaj / 2W,500.0,500.0,,
point_of_sale.07700900151,07700900151,Bajaj / 2W,500.0,500.0,,
point_of_sale.STJZ0027,STJZ0027,Bajaj / 2W,500.0,500.0,,
point_of_sale.36PA0133,36PA0133,Bajaj / 2W,500.0,500.0,,
point_of_sale.BF181841,BF181841,Bajaj / QUTE,500.0,500.0,,
point_of_sale.AA141129,AA141129,Bajaj / 3W,500.0,500.0,,
point_of_sale.STDD1033,STDD1033,Bajaj / 2W,500.0,500.0,,
point_of_sale.DH121170,DH121170,Bajaj / 2W,500.0,500.0,,
point_of_sale.DU161222,DU161222,Bajaj / 2W,500.0,500.0,,
point_of_sale.DI2W024,DI2W024,Bajaj / 2W,500.0,500.0,,
point_of_sale.36JF0046,36JF0046,Bajaj / 2W,500.0,500.0,,
point_of_sale.KPBB6201,KPBB6201,Bajaj / 2W,500.0,500.0,,
point_of_sale.AB171005,AB171005,Bajaj / 3W,500.0,500.0,,
point_of_sale.PD402214,PD402214,Bajaj / 2W,500.0,500.0,,
point_of_sale.JL181405,JL181405,Bajaj / 2W,500.0,500.0,,
point_of_sale.DK211008,DK211008,Bajaj / 2W,500.0,500.0,,
point_of_sale.06201396,06201396,Bajaj / 3W,500.0,500.0,,
point_of_sale.JH181233,JH181233,Bajaj / 2W,500.0,500.0,,
point_of_sale.JK122006,JK122006,Bajaj / 2W,500.0,500.0,,
point_of_sale.STDD1034,STDD1034,Bajaj / 2W,500.0,500.0,,
point_of_sale.DI2W078,DI2W078,Bajaj / 2W,500.0,500.0,,
point_of_sale.DH141070,DH141070,Bajaj / 2W,500.0,500.0,,
point_of_sale.JE551200,JE551200,Bajaj / 2W,500.0,500.0,,
point_of_sale.DI2W011,DI2W011,Bajaj / 2W,500.0,500.0,,
point_of_sale.BF181842,BF181842,Bajaj / QUTE,500.0,500.0,,
point_of_sale.STDD1032,STDD1032,Bajaj / 2W,500.0,500.0,,
point_of_sale.STJL0001,STJL0001,Bajaj / 2W,500.0,500.0,,
point_of_sale.DU121057,DU121057,Bajaj / 2W,500.0,500.0,,
point_of_sale.STDD1030,STDD1030,Bajaj / 2W,500.0,500.0,,
point_of_sale.DH191030,DH191030,Bajaj / 2W,495.0,495.0,,
point_of_sale.DF181057,DF181057,Bajaj / 2W,495.0,495.0,,
point_of_sale.DG191080,DG191080,Bajaj / 2W,495.0,495.0,,
point_of_sale.BA132009,BA132009,Bajaj / 3W,495.0,495.0,,
point_of_sale.DH161069,DH161069,Bajaj / 2W,495.0,495.0,,
point_of_sale.36JK0052,36JK0052,Bajaj / 2W,495.0,495.0,,
point_of_sale.39268220,39268220,Bajaj / 2W,495.0,495.0,,
point_of_sale.28101119,28101119,Bajaj / 3W,495.0,495.0,,
point_of_sale.DF181058,DF181058,Bajaj / 2W,495.0,495.0,,
point_of_sale.30191015,30191015,Bajaj / 2W,490.0,490.0,,
point_of_sale.JP113810,JP113810,Bajaj / 2W,490.0,490.0,,
point_of_sale.JE551415,JE551415,Bajaj / 2W,490.0,490.0,,
point_of_sale.DF181074,DF181074,Bajaj / 2W,490.0,490.0,,
point_of_sale.36BB0033,36BB0033,Bajaj / 3W,490.0,490.0,,
point_of_sale.JN581215,JN581215,Bajaj / 2W,490.0,490.0,,
point_of_sale.JY181263,JY181263,Bajaj / 2W,490.0,490.0,,
point_of_sale.DT171074,DT171074,Bajaj / 2W,490.0,490.0,,
point_of_sale.DF181073,DF181073,Bajaj / 2W,490.0,490.0,,
point_of_sale.DJ201100,DJ201100,Bajaj / 2W,490.0,490.0,,
point_of_sale.JZ151065,JZ151065,Bajaj / 2W,490.0,490.0,,
point_of_sale.DJ191002,DJ191002,Bajaj / 2W,490.0,490.0,,
point_of_sale.JG181230,JG181230,Bajaj / 2W,490.0,490.0,,
point_of_sale.YJH01001,YJH01001,Bajaj / 2W,490.0,490.0,,
point_of_sale.AL161502,AL161502,Bajaj / 3W,490.0,490.0,,
point_of_sale.PD131835,PD131835,Bajaj / 2W,490.0,490.0,,
point_of_sale.24141191,24141191,Bajaj / 3W,490.0,490.0,,
point_of_sale.BF621402,BF621402,Bajaj / 2W,490.0,490.0,,
point_of_sale.36DH4179,36DH4179,Bajaj / 2W,490.0,490.0,,
point_of_sale.31111012,31111012,Bajaj / 2W,490.0,490.0,,
point_of_sale.SVA0016,SVA0016,Bajaj / 3W,490.0,490.0,,
point_of_sale.36JH0017,36JH0017,Bajaj / 2W,490.0,490.0,,
point_of_sale.DS121116,DS121116,Bajaj / 2W,490.0,490.0,,
point_of_sale.DG161120,DG161120,Bajaj / 2W,490.0,490.0,,
point_of_sale.JD151028,JD151028,Bajaj / 2W,490.0,490.0,,
point_of_sale.DZ151010,DZ151010,Bajaj / 2W,490.0,490.0,,
point_of_sale.DJ181120,DJ181120,Bajaj / 2W,490.0,490.0,,
point_of_sale.36DK0164,36DK0164,Bajaj / 2W,490.0,490.0,,
point_of_sale.KPAF6004,KPAF6004,Bajaj / QUTE,490.0,490.0,,
point_of_sale.JZ401046,JZ401046,Bajaj / 2W,490.0,490.0,,
point_of_sale.DH010156,DH010156,Bajaj / 2W,490.0,490.0,,
point_of_sale.DS121118,DS121118,Bajaj / 2W,485.0,485.0,,
point_of_sale.DP101334,DP101334,Bajaj / 2W,485.0,485.0,,
point_of_sale.JL601208,JL601208,Bajaj / 2W,485.0,485.0,,
point_of_sale.DF181077,DF181077,Bajaj / 2W,485.0,485.0,,
point_of_sale.24191074,24191074,Bajaj / 3W,485.0,485.0,,
point_of_sale.AA101516,AA101516,Bajaj / 3W,485.0,485.0,,
point_of_sale.AZ581047,AZ581047,Bajaj / 3W,482.0,482.0,,
point_of_sale.PF161004,PF161004,Bajaj / 2W,480.0,480.0,,
point_of_sale.BF131880,BF131880,Bajaj / QUTE,480.0,480.0,,
point_of_sale.31171012,31171012,Bajaj / 2W,480.0,480.0,,
point_of_sale.JZ581009,JZ581009,Bajaj / 2W,480.0,480.0,,
point_of_sale.JZ541235,JZ541235,Bajaj / 2W,480.0,480.0,,
point_of_sale.25231064,25231064,Bajaj / 3W,480.0,480.0,,
point_of_sale.JF402242,JF402242,Bajaj / 2W,480.0,480.0,,
point_of_sale.BG161209,BG161209,Bajaj / 3W,480.0,480.0,,
point_of_sale.BF171616,BF171616,Bajaj / QUTE,480.0,480.0,,
point_of_sale.DK171006,DK171006,Bajaj / 2W,480.0,480.0,,
point_of_sale.GF191011,GF191011,Bajaj / 2W,480.0,480.0,,
point_of_sale.DS121113,DS121113,Bajaj / 2W,480.0,480.0,,
point_of_sale.52210043,52210043,Bajaj / 3W,480.0,480.0,,
point_of_sale.DJ201081,DJ201081,Bajaj / 2W,480.0,480.0,,
point_of_sale.JA551417,JA551417,Bajaj / 2W,480.0,480.0,,
point_of_sale.52DU0239,52DU0239,Bajaj / 2W,480.0,480.0,,
point_of_sale.DG181028,DG181028,Bajaj / 2W,480.0,480.0,,
point_of_sale.DJ141071,DJ141071,Bajaj / 2W,480.0,480.0,,
point_of_sale.JG151020,JG151020,Bajaj / 2W,480.0,480.0,,
point_of_sale.LAD00038,LAD00038,Bajaj / 2W,480.0,480.0,,
point_of_sale.BG141254,BG141254,Bajaj / 3W,480.0,480.0,,
point_of_sale.DK161086,DK161086,Bajaj / 2W,480.0,480.0,,
point_of_sale.AP101043,AP101043,Bajaj / 3W,480.0,480.0,,
point_of_sale.36JB0022,36JB0022,Bajaj / 2W,480.0,480.0,,
point_of_sale.BH181204,BH181204,Bajaj / 3W,480.0,480.0,,
point_of_sale.DJ121068,DJ121068,Bajaj / 2W,480.0,480.0,,
point_of_sale.36244042,36244042,Bajaj / 3W,480.0,480.0,,
point_of_sale.36JY0076,36JY0076,Bajaj / 2W,480.0,480.0,,
point_of_sale.BF232433,BF232433,Bajaj / QUTE,480.0,480.0,,
point_of_sale.DL191016,DL191016,Bajaj / 2W,480.0,480.0,,
point_of_sale.BF243091,BF243091,Bajaj / QUTE,480.0,480.0,,
point_of_sale.DU141104,DU141104,Bajaj / 2W,480.0,480.0,,
point_of_sale.JH233026,JH233026,Bajaj / 2W,480.0,480.0,,
point_of_sale.JH233016,JH233016,Bajaj / 2W,480.0,480.0,,
point_of_sale.39188020,39188020,Bajaj / 2W,480.0,480.0,,
point_of_sale.FD151016,FD151016,Bajaj / 2W,480.0,480.0,,
point_of_sale.DU141105,DU141105,Bajaj / 2W,480.0,480.0,,
point_of_sale.JL581205,JL581205,Bajaj / 2W,480.0,480.0,,
point_of_sale.DP101114,DP101114,Bajaj / 2W,480.0,480.0,,
point_of_sale.DD191057,DD191057,Bajaj / 2W,475.0,475.0,,
point_of_sale.CS101175,CS101175,Bajaj / 2W,475.0,475.0,,
point_of_sale.DD141223,DD141223,Bajaj / 2W,475.0,475.0,,
point_of_sale.BG161208,BG161208,Bajaj / 3W,475.0,475.0,,
point_of_sale.28191030,28191030,Bajaj / 2W,475.0,475.0,,
point_of_sale.DI2W093,DI2W093,Bajaj / 2W,475.0,475.0,,
point_of_sale.PF121024,PF121024,Bajaj / 2W,475.0,475.0,,
point_of_sale.DI3W003,DI3W003,Bajaj / 3W,475.0,475.0,,
point_of_sale.24151169,24151169,Bajaj / 3W,475.0,475.0,,
point_of_sale.AN101183,AN101183,Bajaj / 3W,475.0,475.0,,
point_of_sale.DS161142,DS161142,Bajaj / 2W,475.0,475.0,,
point_of_sale.DI3W028,DI3W028,Bajaj / 2W,475.0,475.0,,
point_of_sale.36PF0019,36PF0019,Bajaj / 2W,475.0,475.0,,
point_of_sale.DP101049,DP101049,Bajaj / 2W,470.0,470.0,,
point_of_sale.YPF08007,YPF08007,Bajaj / 2W,470.0,470.0,,
point_of_sale.DH161554,DH161554,Bajaj / 2W,470.0,470.0,,
point_of_sale.DP101048,DP101048,Bajaj / 2W,470.0,470.0,,
point_of_sale.24101122,24101122,Bajaj / 3W,470.0,470.0,,
point_of_sale.DS171014,DS171014,Bajaj / 2W,470.0,470.0,,
point_of_sale.24121231,24121231,Bajaj / 3W,470.0,470.0,,
point_of_sale.DH121102,DH121102,Bajaj / 2W,470.0,470.0,,
point_of_sale.36AA4015,36AA4015,Bajaj / 3W,470.0,470.0,,
point_of_sale.AA191018,AA191018,Bajaj / 3W,470.0,470.0,,
point_of_sale.AF181003,AF181003,Bajaj / 3W,470.0,470.0,,
point_of_sale.DH010108,DH010108,Bajaj / 2W,470.0,470.0,,
point_of_sale.DS181029,DS181029,Bajaj / 2W,470.0,470.0,,
point_of_sale.JP181241,JP181241,Bajaj / 2W,470.0,470.0,,
point_of_sale.BA133057,BA133057,Bajaj / QUTE,470.0,470.0,,
point_of_sale.DH010109,DH010109,Bajaj / 2W,470.0,470.0,,
point_of_sale.JG402237,JG402237,Bajaj / 2W,470.0,470.0,,
point_of_sale.36DJ4037,36DJ4037,Bajaj / 2W,470.0,470.0,,
point_of_sale.JP181297,JP181297,Bajaj / 2W,470.0,470.0,,
point_of_sale.DZ151002,DZ151002,Bajaj / 2W,470.0,470.0,,
point_of_sale.DZ151019,DZ151019,Bajaj / 2W,470.0,470.0,,
point_of_sale.JP181402,JP181402,Bajaj / 2W,470.0,470.0,,
point_of_sale.PF161003,PF161003,Bajaj / 2W,470.0,470.0,,
point_of_sale.30151065,30151065,Bajaj / 3W,470.0,470.0,,
point_of_sale.BF185096,BF185096,Bajaj / QUTE,470.0,470.0,,
point_of_sale.22191073,22191073,Bajaj / 3W,470.0,470.0,,
point_of_sale.JZ181018,JZ181018,Bajaj / 2W,470.0,470.0,,
point_of_sale.FD181031,FD181031,Bajaj / 2W,470.0,470.0,,
point_of_sale.AA102089,AA102089,Bajaj / 3W,470.0,470.0,,
point_of_sale.36DH4066,36DH4066,Bajaj / 2W,470.0,470.0,,
point_of_sale.AB181023,AB181023,Bajaj / 3W,470.0,470.0,,
point_of_sale.52JB0045,52JB0045,Bajaj / 2W,470.0,470.0,,
point_of_sale.36DJ4044,36DJ4044,Bajaj / 2W,470.0,470.0,,
point_of_sale.JZ122044,JZ122044,Bajaj / 2W,470.0,470.0,,
point_of_sale.36DJ4043,36DJ4043,Bajaj / 2W,470.0,470.0,,
point_of_sale.24151045,24151045,Bajaj / 3W,470.0,470.0,,
point_of_sale.DG181005,DG181005,Bajaj / 2W,470.0,470.0,,
point_of_sale.PF581002,PF581002,Bajaj / 2W,465.0,465.0,,
point_of_sale.36JZ0095,36JZ0095,Bajaj / 2W,465.0,465.0,,
point_of_sale.18111068,18111068,Bajaj / 2W,465.0,465.0,,
point_of_sale.24191028,24191028,Bajaj / 3W,465.0,465.0,,
point_of_sale.DH121095,DH121095,Bajaj / 2W,465.0,465.0,,
point_of_sale.DD101048,DD101048,Bajaj / 2W,465.0,465.0,,
point_of_sale.DS111027,DS111027,Bajaj / 2W,465.0,465.0,,
point_of_sale.36JZ0191,36JZ0191,Bajaj / 2W,460.0,460.0,,
point_of_sale.36PF0097,36PF0097,Bajaj / 2W,460.0,460.0,,
point_of_sale.PA181349,PA181349,Bajaj / 2W,460.0,460.0,,
point_of_sale.DH010143,DH010143,Bajaj / 2W,460.0,460.0,,
point_of_sale.AL171020,AL171020,Bajaj / 3W,460.0,460.0,,
point_of_sale.JC120017,JC120017,Bajaj / 2W,460.0,460.0,,
point_of_sale.DS121020,DS121020,Bajaj / 2W,460.0,460.0,,
point_of_sale.BF161129,BF161129,Bajaj / QUTE,460.0,460.0,,
point_of_sale.DH010142,DH010142,Bajaj / 2W,460.0,460.0,,
point_of_sale.36JE0021,36JE0021,Bajaj / 2W,460.0,460.0,,
point_of_sale.BF182282,BF182282,Bajaj / QUTE,460.0,460.0,,
point_of_sale.BF182211,BF182211,Bajaj / QUTE,460.0,460.0,,
point_of_sale.SVA0007,SVA0007,Bajaj / 3W,460.0,460.0,,
point_of_sale.36DJ4069,36DJ4069,Bajaj / 2W,460.0,460.0,,
point_of_sale.52DD0253,52DD0253,Bajaj / 2W,460.0,460.0,,
point_of_sale.PA181348,PA181348,Bajaj / 2W,460.0,460.0,,
point_of_sale.36PF0095,36PF0095,Bajaj / 2W,460.0,460.0,,
point_of_sale.36JH0015,36JH0015,Bajaj / 2W,460.0,460.0,,
point_of_sale.DT121031,DT121031,Bajaj / 2W,460.0,460.0,,
point_of_sale.JL113026,JL113026,Bajaj / 2W,460.0,460.0,,
point_of_sale.36DK0005,36DK0005,Bajaj / 2W,460.0,460.0,,
point_of_sale.JH551206,JH551206,Bajaj / 2W,460.0,460.0,,
point_of_sale.36DK0125,36DK0125,Bajaj / 2W,460.0,460.0,,
point_of_sale.JB561000,JB561000,Bajaj / 2W,460.0,460.0,,
point_of_sale.DH010167,DH010167,Bajaj / 2W,460.0,460.0,,
point_of_sale.JL511220,JL511220,Bajaj / 2W,460.0,460.0,,
point_of_sale.DF201065,DF201065,Bajaj / 2W,460.0,460.0,,
point_of_sale.JY171812,JY171812,Bajaj / 2W,460.0,460.0,,
point_of_sale.DF191019,DF191019,Bajaj / 2W,460.0,460.0,,
point_of_sale.BA201017,BA201017,Bajaj / 3W,460.0,460.0,,
point_of_sale.31181120,31181120,Bajaj / 2W,460.0,460.0,,
point_of_sale.06141010,06141010,Bajaj / 2W,455.0,455.0,,
point_of_sale.DS161061,DS161061,Bajaj / 2W,455.0,455.0,,
point_of_sale.DK101238,DK101238,Bajaj / 2W,455.0,455.0,,
point_of_sale.JB73103Q,JB73103Q,Bajaj / 2W,455.0,455.0,,
point_of_sale.28111012,28111012,Bajaj / 2W,455.0,455.0,,
point_of_sale.29201038,29201038,Bajaj / 2W,455.0,455.0,,
point_of_sale.DP191001,DP191001,Bajaj / 2W,455.0,455.0,,
point_of_sale.GF101143,GF101143,Bajaj / 2W,455.0,455.0,,
point_of_sale.24121307,24121307,Bajaj / 3W,455.0,455.0,,
point_of_sale.JZ581405,JZ581405,Bajaj / 2W,455.0,455.0,,
point_of_sale.AB201068,AB201068,Bajaj / 3W,455.0,455.0,,
point_of_sale.36PF0047,36PF0047,Bajaj / 2W,450.0,450.0,,
point_of_sale.JE511234,JE511234,Bajaj / 2W,450.0,450.0,,
point_of_sale.JC101086,JC101086,Bajaj / 2W,450.0,450.0,,
point_of_sale.36PA0153,36PA0153,Bajaj / 2W,450.0,450.0,,
point_of_sale.DF201007,DF201007,Bajaj / 2W,450.0,450.0,,
point_of_sale.JH551204,JH551204,Bajaj / 2W,450.0,450.0,,
point_of_sale.PA551205,PA551205,Bajaj / 2W,450.0,450.0,,
point_of_sale.BB161100,BB161100,Bajaj / 3W,450.0,450.0,,
point_of_sale.36JW0005,36JW0005,Bajaj / 2W,450.0,450.0,,
point_of_sale.STDU1032,STDU1032,Bajaj / 2W,450.0,450.0,,
point_of_sale.BF131881,BF131881,Bajaj / QUTE,450.0,450.0,,
point_of_sale.JB581011,JB581011,Bajaj / 2W,450.0,450.0,,
point_of_sale.BF402206,BF402206,Bajaj / QUTE,450.0,450.0,,
point_of_sale.36DJ4050,36DJ4050,Bajaj / 2W,450.0,450.0,,
point_of_sale.24101067,24101067,Bajaj / 3W,450.0,450.0,,
point_of_sale.BG551424,BG551424,Bajaj / 3W,450.0,450.0,,
point_of_sale.AP161072,AP161072,Bajaj / 3W,450.0,450.0,,
point_of_sale.DT181210,DT181210,Bajaj / 2W,450.0,450.0,,
point_of_sale.36JL0118,36JL0118,Bajaj / 2W,450.0,450.0,,
point_of_sale.STDF1038,STDF1038,Bajaj / 2W,450.0,450.0,,
point_of_sale.56JL4L1Y,56JL4L1Y,Bajaj / 2W,450.0,450.0,,
point_of_sale.PD582401,PD582401,Bajaj / 2W,450.0,450.0,,
point_of_sale.36AA4067,36AA4067,Bajaj / 3W,450.0,450.0,,
point_of_sale.GF141004,GF141004,Bajaj / 2W,450.0,450.0,,
point_of_sale.AA101322,AA101322,Bajaj / 3W,450.0,450.0,,
point_of_sale.DJ191012,DJ191012,Bajaj / 2W,450.0,450.0,,
point_of_sale.DH161301,DH161301,Bajaj / 2W,450.0,450.0,,
point_of_sale.AA121059,AA121059,Bajaj / 3W,450.0,450.0,,
point_of_sale.24191084,24191084,Bajaj / 3W,450.0,450.0,,
point_of_sale.36JG0004,36JG0004,Bajaj / 2W,450.0,450.0,,
point_of_sale.AU601400,AU601400,Bajaj / 3W,450.0,450.0,,
point_of_sale.JG171023,JG171023,Bajaj / 2W,450.0,450.0,,
point_of_sale.JE581000,JE581000,Bajaj / 2W,450.0,450.0,,
point_of_sale.STDF1037,STDF1037,Bajaj / 2W,450.0,450.0,,
point_of_sale.BF551609,BF551609,Bajaj / QUTE,450.0,450.0,,
point_of_sale.AA102132,AA102132,Bajaj / 3W,450.0,450.0,,
point_of_sale.BF401014,BF401014,Bajaj / QUTE,450.0,450.0,,
point_of_sale.BA201070,BA201070,Bajaj / 3W,450.0,450.0,,
point_of_sale.BA122029,BA122029,Bajaj / 3W,445.0,445.0,,
point_of_sale.39126820,39126820,Bajaj / 2W,445.0,445.0,,
point_of_sale.JA581310,JA581310,Bajaj / 2W,445.0,445.0,,
point_of_sale.31151001,31151001,Bajaj / 2W,445.0,445.0,,
point_of_sale.DK121019,DK121019,Bajaj / 2W,445.0,445.0,,
point_of_sale.BA191056,BA191056,Bajaj / 3W,445.0,445.0,,
point_of_sale.CF101012,CF101012,Bajaj / 2W,445.0,445.0,,
point_of_sale.28101084,28101084,Bajaj / 2W,445.0,445.0,,
point_of_sale.DD191094,DD191094,Bajaj / 2W,445.0,445.0,,
point_of_sale.DU191021,DU191021,Bajaj / 2W,445.0,445.0,,
point_of_sale.DP191015,DP191015,Bajaj / 2W,445.0,445.0,,
point_of_sale.22160805,22160805,Bajaj / 3W,445.0,445.0,,
point_of_sale.JL601223,JL601223,Bajaj / 2W,440.0,440.0,,
point_of_sale.DJ121039,DJ121039,Bajaj / 2W,440.0,440.0,,
point_of_sale.JG181234,JG181234,Bajaj / 2W,440.0,440.0,,
point_of_sale.JG122007,JG122007,Bajaj / 2W,440.0,440.0,,
point_of_sale.BA102034,BA102034,Bajaj / 3W,440.0,440.0,,
point_of_sale.36JL0131,36JL0131,Bajaj / 2W,440.0,440.0,,
point_of_sale.36JL0114,36JL0114,Bajaj / 2W,440.0,440.0,,
point_of_sale.24201164,24201164,Bajaj / 3W,440.0,440.0,,
point_of_sale.BA201171,BA201171,Bajaj / 3W,440.0,440.0,,
point_of_sale.24151170,24151170,Bajaj / 3W,440.0,440.0,,
point_of_sale.BF131927,BF131927,Bajaj / QUTE,440.0,440.0,,
point_of_sale.PF402404,PF402404,Bajaj / 2W,440.0,440.0,,
point_of_sale.36PD0054,36PD0054,Bajaj / 2W,440.0,440.0,,
point_of_sale.DJ201035,DJ201035,Bajaj / 2W,440.0,440.0,,
point_of_sale.DH161072,DH161072,Bajaj / 2W,440.0,440.0,,
point_of_sale.JV161002,JV161002,Bajaj / 2W,440.0,440.0,,
point_of_sale.36DS1402,36DS1402,Bajaj / 2W,440.0,440.0,,
point_of_sale.DK151043,DK151043,Bajaj / 2W,440.0,440.0,,
point_of_sale.24191066,24191066,Bajaj / 3W,440.0,440.0,,
point_of_sale.JG181406,JG181406,Bajaj / 2W,440.0,440.0,,
point_of_sale.JM100003,JM100003,Bajaj / 2W,440.0,440.0,,
point_of_sale.PD233054,PD233054,Bajaj / 2W,440.0,440.0,,
point_of_sale.JW151001,JW151001,Bajaj / 2W,440.0,440.0,,
point_of_sale.AL161250,AL161250,Bajaj / 3W,440.0,440.0,,
point_of_sale.JP151016,JP151016,Bajaj / 2W,440.0,440.0,,
point_of_sale.JD561423,JD561423,Bajaj / 2W,440.0,440.0,,
point_of_sale.DH101062,DH101062,Bajaj / 2W,440.0,440.0,,
point_of_sale.JH151009,JH151009,Bajaj / 2W,440.0,440.0,,
point_of_sale.DT181285,DT181285,Bajaj / 2W,440.0,440.0,,
point_of_sale.DT171054,DT171054,Bajaj / 2W,440.0,440.0,,
point_of_sale.36PD0048,36PD0048,Bajaj / 2W,440.0,440.0,,
point_of_sale.24201564,24201564,Bajaj / 3W,440.0,440.0,,
point_of_sale.BB161101,BB161101,Bajaj / 3W,440.0,440.0,,
