ID,Internal Reference,Point of Sale Category,Sales Price,Cost,Updated Sales Price,Updated Cost
point_of_sale.AB201087,AB201087,Bajaj / 3W,45.0,45.0,,
point_of_sale.GF101023,GF101023,Bajaj / 2W,45.0,45.0,,
point_of_sale.CB101020,CB101020,Bajaj / 2W,45.0,45.0,,
point_of_sale.39104904,39104904,Bajaj / 3W,45.0,45.0,,
point_of_sale.39006304,39006304,Bajaj / 3W,45.0,45.0,,
point_of_sale.06161248,06161248,Bajaj / 2W,45.0,45.0,,
point_of_sale.22191012,22191012,Bajaj / 3W,45.0,45.0,,
point_of_sale.22200832,22200832,Bajaj / 3W,45.0,45.0,,
point_of_sale.DG141024,DG141024,Bajaj / 2W,45.0,45.0,,
point_of_sale.JB581232,JB581232,Bajaj / 2W,45.0,45.0,,
point_of_sale.DK151063,DK151063,Bajaj / 2W,45.0,45.0,,
point_of_sale.15151056,15151056,Bajaj / 2W,45.0,45.0,,
point_of_sale.JG561218,JG561218,Bajaj / 2W,45.0,45.0,,
point_of_sale.JB151012,JB151012,Bajaj / 2W,45.0,45.0,,
point_of_sale.35161057,35161057,Bajaj / 2W,45.0,45.0,,
point_of_sale.DU201046,DU201046,Bajaj / 2W,45.0,45.0,,
point_of_sale.DP151018,DP151018,Bajaj / 2W,45.0,45.0,,
point_of_sale.DT181010,DT181010,Bajaj / 2W,45.0,45.0,,
point_of_sale.39129804,39129804,Bajaj / 2W,45.0,45.0,,
point_of_sale.DI3W031,DI3W031,Bajaj / 3W,44.0,44.0,,
point_of_sale.DI3W025,DI3W025,Bajaj / 3W,44.0,44.0,,
point_of_sale.PA181293,PA181293,Bajaj / 2W,41.0,41.0,,
point_of_sale.KADH0870,KADH0870,Bajaj / 2W,40.0,40.0,,
point_of_sale.DS161082,DS161082,Bajaj / 2W,40.0,40.0,,
point_of_sale.JB181221,JB181221,Bajaj / 2W,40.0,40.0,,
point_of_sale.DP211009,DP211009,Bajaj / 2W,40.0,40.0,,
point_of_sale.JA541010,JA541010,Bajaj / 2W,40.0,40.0,,
point_of_sale.JF113007,JF113007,Bajaj / 2W,40.0,40.0,,
point_of_sale.DS161287,DS161287,Bajaj / 2W,40.0,40.0,,
point_of_sale.JZ233329,JZ233329,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF161296,BF161296,Bajaj / 3W,40.0,40.0,,
point_of_sale.JG402228,JG402228,Bajaj / 2W,40.0,40.0,,
point_of_sale.BB231644,BB231644,Bajaj / QUTE,40.0,40.0,,
point_of_sale.DK181018,DK181018,Bajaj / 2W,40.0,40.0,,
point_of_sale.DF181052,DF181052,Bajaj / 2W,40.0,40.0,,
point_of_sale.CS181041,CS181041,Bajaj / 2W,40.0,40.0,,
point_of_sale.JY541047,JY541047,Bajaj / 2W,40.0,40.0,,
point_of_sale.24165214,24165214,Bajaj / 3W,40.0,40.0,,
point_of_sale.KADD0822,KADD0822,Bajaj / 2W,40.0,40.0,,
point_of_sale.JA521015,JA521015,Bajaj / 2W,40.0,40.0,,
point_of_sale.BB121083,BB121083,Bajaj / 3W,40.0,40.0,,
point_of_sale.KACA0822,KACA0822,Bajaj / 2W,40.0,40.0,,
point_of_sale.JW161017,JW161017,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF601024,BF601024,Bajaj / QUTE,40.0,40.0,,
point_of_sale.24100809,24100809,Bajaj / 3W,40.0,40.0,,
point_of_sale.JY113842,JY113842,Bajaj / 2W,40.0,40.0,,
point_of_sale.JL113028,JL113028,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF202210,BF202210,Bajaj / QUTE,40.0,40.0,,
point_of_sale.39274304,39274304,Bajaj / 2W,40.0,40.0,,
point_of_sale.JW113006,JW113006,Bajaj / 2W,40.0,40.0,,
point_of_sale.DV181010,DV181010,Bajaj / 2W,40.0,40.0,,
point_of_sale.AL241395,AL241395,Bajaj / 3W,40.0,40.0,,
point_of_sale.DG181042,DG181042,Bajaj / 2W,40.0,40.0,,
point_of_sale.DS161224,DS161224,Bajaj / 2W,40.0,40.0,,
point_of_sale.CS191020,CS191020,Bajaj / 2W,40.0,40.0,,
point_of_sale.DG101498,DG101498,Bajaj / 2W,40.0,40.0,,
point_of_sale.KBQA3506,KBQA3506,Bajaj / 2W,40.0,40.0,,
point_of_sale.JB181220,JB181220,Bajaj / 2W,40.0,40.0,,
point_of_sale.DK161208,DK161208,Bajaj / 2W,40.0,40.0,,
point_of_sale.DZ121048,DZ121048,Bajaj / 3W,40.0,40.0,,
point_of_sale.JL551407,JL551407,Bajaj / 2W,40.0,40.0,,
point_of_sale.16191036,16191036,Bajaj / 3W,40.0,40.0,,
point_of_sale.LCG00003,LCG00003,Bajaj / 2W,40.0,40.0,,
point_of_sale.16121019,16121019,Bajaj / 2W,40.0,40.0,,
point_of_sale.JZ233326,JZ233326,Bajaj / 2W,40.0,40.0,,
point_of_sale.DT231608,DT231608,Bajaj / 2W,40.0,40.0,,
point_of_sale.BH551409,BH551409,Bajaj / 2W,40.0,40.0,,
point_of_sale.DK181076,DK181076,Bajaj / 2W,40.0,40.0,,
point_of_sale.DD101110,DD101110,Bajaj / 2W,40.0,40.0,,
point_of_sale.JG351202,JG351202,Bajaj / 2W,40.0,40.0,,
point_of_sale.JK113401,JK113401,Bajaj / 2W,40.0,40.0,,
point_of_sale.DS191007,DS191007,Bajaj / 2W,40.0,40.0,,
point_of_sale.DG201027,DG201027,Bajaj / 2W,40.0,40.0,,
point_of_sale.KFAB4050,KFAB4050,Bajaj / QUTE,40.0,40.0,,
point_of_sale.DE191025,DE191025,Bajaj / 2W,40.0,40.0,,
point_of_sale.AA161081,AA161081,Bajaj / 3W,40.0,40.0,,
point_of_sale.21150422,21150422,Bajaj / 3W,40.0,40.0,,
point_of_sale.BF244008,BF244008,Bajaj / QUTE,40.0,40.0,,
point_of_sale.JY171070,JY171070,Bajaj / 2W,40.0,40.0,,
point_of_sale.KADQ0645,KADQ0645,Bajaj / 2W,40.0,40.0,,
point_of_sale.CE181015,CE181015,Bajaj / 3W,40.0,40.0,,
point_of_sale.DK161153,DK161153,Bajaj / 2W,40.0,40.0,,
point_of_sale.LAJ00002,LAJ00002,Bajaj / 2W,40.0,40.0,,
point_of_sale.KADC0610,KADC0610,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF211365,BF211365,Bajaj / QUTE,40.0,40.0,,
point_of_sale.JH181263,JH181263,Bajaj / 2W,40.0,40.0,,
point_of_sale.39248104,39248104,Bajaj / 2W,40.0,40.0,,
point_of_sale.JG181255,JG181255,Bajaj / 2W,40.0,40.0,,
point_of_sale.AA191067,AA191067,Bajaj / 3W,40.0,40.0,,
point_of_sale.39043217,39043217,Bajaj / 3W,40.0,40.0,,
point_of_sale.KADF0840,KADF0840,Bajaj / 2W,40.0,40.0,,
point_of_sale.BA102130,BA102130,Bajaj / 3W,40.0,40.0,,
point_of_sale.BF591120,BF591120,Bajaj / QUTE,40.0,40.0,,
point_of_sale.JD511204,JD511204,Bajaj / 2W,40.0,40.0,,
point_of_sale.39219721,39219721,Bajaj / 2W,40.0,40.0,,
point_of_sale.39272315,39272315,Bajaj / 2W,40.0,40.0,,
point_of_sale.JL181245,JL181245,Bajaj / 2W,40.0,40.0,,
point_of_sale.AA141048,AA141048,Bajaj / 2W,40.0,40.0,,
point_of_sale.AA141046,AA141046,Bajaj / 3W,40.0,40.0,,
point_of_sale.21180307,21180307,Bajaj / 3W,40.0,40.0,,
point_of_sale.AA121147,AA121147,Bajaj / 3W,40.0,40.0,,
point_of_sale.01170254,01170254,Bajaj / 3W,40.0,40.0,,
point_of_sale.KAEQ0640,KAEQ0640,Bajaj / 2W,40.0,40.0,,
point_of_sale.JL402208,JL402208,Bajaj / 2W,40.0,40.0,,
point_of_sale.39266921,39266921,Bajaj / 2W,40.0,40.0,,
point_of_sale.DJ161229,DJ161229,Bajaj / 2W,40.0,40.0,,
point_of_sale.AA101871,AA101871,Bajaj / 3W,40.0,40.0,,
point_of_sale.BF191148,BF191148,Bajaj / QUTE,40.0,40.0,,
point_of_sale.39175315,39175315,Bajaj / 3W,40.0,40.0,,
point_of_sale.BF182498,BF182498,Bajaj / QUTE,40.0,40.0,,
point_of_sale.BF561221,BF561221,Bajaj / QUTE,40.0,40.0,,
point_of_sale.KAAE1030,KAAE1030,Bajaj / QUTE,40.0,40.0,,
point_of_sale.JZ233327,JZ233327,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF581018,BF581018,Bajaj / QUTE,40.0,40.0,,
point_of_sale.LAD00127,LAD00127,Bajaj / 2W,40.0,40.0,,
point_of_sale.JC161015,JC161015,Bajaj / 2W,40.0,40.0,,
point_of_sale.39106604,39106604,Bajaj / 2W,40.0,40.0,,
point_of_sale.DG201012,DG201012,Bajaj / 2W,40.0,40.0,,
point_of_sale.KADD0814,KADD0814,Bajaj / 2W,40.0,40.0,,
point_of_sale.24171075,24171075,Bajaj / 3W,40.0,40.0,,
point_of_sale.JL171061,JL171061,Bajaj / 2W,40.0,40.0,,
point_of_sale.DJ181042,DJ181042,Bajaj / 2W,40.0,40.0,,
point_of_sale.JL181249,JL181249,Bajaj / 2W,40.0,40.0,,
point_of_sale.DJ181065,DJ181065,Bajaj / 2W,40.0,40.0,,
point_of_sale.DH101041,DH101041,Bajaj / 2W,40.0,40.0,,
point_of_sale.39195604,39195604,Bajaj / 2W,40.0,40.0,,
point_of_sale.JA231202,JA231202,Bajaj / 2W,40.0,40.0,,
point_of_sale.DK101610,DK101610,Bajaj / 2W,40.0,40.0,,
point_of_sale.JA231201,JA231201,Bajaj / 2W,40.0,40.0,,
point_of_sale.JW171006,JW171006,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF161175,BF161175,Bajaj / 3W,40.0,40.0,,
point_of_sale.JZ191011,JZ191011,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF551414,BF551414,Bajaj / QUTE,40.0,40.0,,
point_of_sale.JG151013,JG151013,Bajaj / 2W,40.0,40.0,,
point_of_sale.JG402245,JG402245,Bajaj / QUTE,40.0,40.0,,
point_of_sale.LAC00058,LAC00058,Bajaj / QUTE,40.0,40.0,,
point_of_sale.CB101022,CB101022,Bajaj / 2W,40.0,40.0,,
point_of_sale.DK101154,DK101154,Bajaj / 2W,40.0,40.0,,
point_of_sale.KADD0850,KADD0850,Bajaj / 2W,40.0,40.0,,
point_of_sale.AA101123,AA101123,Bajaj / 3W,40.0,40.0,,
point_of_sale.JG402229,JG402229,Bajaj / 2W,40.0,40.0,,
point_of_sale.PA161004,PA161004,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF402310,BF402310,Bajaj / 2W,40.0,40.0,,
point_of_sale.JA561206,JA561206,Bajaj / 2W,40.0,40.0,,
point_of_sale.JZ181206,JZ181206,Bajaj / 2W,40.0,40.0,,
point_of_sale.39039004,39039004,Bajaj / 3W,40.0,40.0,,
point_of_sale.LAD00053,LAD00053,Bajaj / 2W,40.0,40.0,,
point_of_sale.JL511061,JL511061,Bajaj / 2W,40.0,40.0,,
point_of_sale.DJ191026,DJ191026,Bajaj / 2W,40.0,40.0,,
point_of_sale.DE191010,DE191010,Bajaj / 2W,40.0,40.0,,
point_of_sale.JD511203,JD511203,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF191164,BF191164,Bajaj / QUTE,40.0,40.0,,
point_of_sale.59210017,59210017,Bajaj / 3W,40.0,40.0,,
point_of_sale.PF551206,PF551206,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF161170,BF161170,Bajaj / QUTE,40.0,40.0,,
point_of_sale.24121402,24121402,Bajaj / 3W,40.0,40.0,,
point_of_sale.01100817,01100817,Bajaj / 3W,40.0,40.0,,
point_of_sale.BF171041,BF171041,Bajaj / QUTE,40.0,40.0,,
point_of_sale.KAEW0635,KAEW0635,Bajaj / 3W,40.0,40.0,,
point_of_sale.JP151012,JP151012,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF551441,BF551441,Bajaj / QUTE,40.0,40.0,,
point_of_sale.DH121064,DH121064,Bajaj / 2W,40.0,40.0,,
point_of_sale.59120003,59120003,Bajaj / 2W,40.0,40.0,,
point_of_sale.LDB00083,LDB00083,Bajaj / 2W,40.0,40.0,,
point_of_sale.AA101345,AA101345,Bajaj / 3W,40.0,40.0,,
point_of_sale.BF182638,BF182638,Bajaj / QUTE,40.0,40.0,,
point_of_sale.DH102096,DH102096,Bajaj / 2W,40.0,40.0,,
point_of_sale.JF122015,JF122015,Bajaj / 2W,40.0,40.0,,
point_of_sale.DH101275,DH101275,Bajaj / 3W,40.0,40.0,,
point_of_sale.JD551209,JD551209,Bajaj / 2W,40.0,40.0,,
point_of_sale.JP113832,JP113832,Bajaj / 2W,40.0,40.0,,
point_of_sale.DH161485,DH161485,Bajaj / 2W,40.0,40.0,,
point_of_sale.AE121047,AE121047,Bajaj / 3W,40.0,40.0,,
point_of_sale.KFBA0412,KFBA0412,Bajaj / 2W,40.0,40.0,,
point_of_sale.EC131835,EC131835,Bajaj / QUTE,40.0,40.0,,
point_of_sale.JA551420,JA551420,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF202207,BF202207,Bajaj / QUTE,40.0,40.0,,
point_of_sale.DT113815,DT113815,Bajaj / 2W,40.0,40.0,,
point_of_sale.24121401,24121401,Bajaj / 3W,40.0,40.0,,
point_of_sale.39098215,39098215,Bajaj / 2W,40.0,40.0,,
point_of_sale.KCGA1010,KCGA1010,Bajaj / 2W,40.0,40.0,,
point_of_sale.DH101292,DH101292,Bajaj / 2W,40.0,40.0,,
point_of_sale.DG161166,DG161166,Bajaj / 2W,40.0,40.0,,
point_of_sale.CB121046,CB121046,Bajaj / 3W,40.0,40.0,,
point_of_sale.39275821,39275821,Bajaj / 2W,40.0,40.0,,
point_of_sale.DD201011,DD201011,Bajaj / 2W,40.0,40.0,,
point_of_sale.KADD1055,KADD1055,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF541019,BF541019,Bajaj / QUTE,40.0,40.0,,
point_of_sale.BF551032,BF551032,Bajaj / QUTE,40.0,40.0,,
point_of_sale.PD113803,PD113803,Bajaj / 2W,40.0,40.0,,
point_of_sale.JD151032,JD151032,Bajaj / 2W,40.0,40.0,,
point_of_sale.JG531229,JG531229,Bajaj / 2W,40.0,40.0,,
point_of_sale.AB161093,AB161093,Bajaj / 3W,40.0,40.0,,
point_of_sale.KACF0655,KACF0655,Bajaj / 2W,40.0,40.0,,
point_of_sale.39243704,39243704,Bajaj / 2W,40.0,40.0,,
point_of_sale.JA541016,JA541016,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF541216,BF541216,Bajaj / QUTE,40.0,40.0,,
point_of_sale.DS101203,DS101203,Bajaj / 2W,40.0,40.0,,
point_of_sale.LAC00054,LAC00054,Bajaj / 2W,40.0,40.0,,
point_of_sale.DS101204,DS101204,Bajaj / 2W,40.0,40.0,,
point_of_sale.YPA13009,YPA13009,Bajaj / 2W,40.0,40.0,,
point_of_sale.JH582601,JH582601,Bajaj / 2W,40.0,40.0,,
point_of_sale.KADD0885,KADD0885,Bajaj / 2W,40.0,40.0,,
point_of_sale.LAC00048,LAC00048,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF191133,BF191133,Bajaj / QUTE,40.0,40.0,,
point_of_sale.JY113821,JY113821,Bajaj / 2W,40.0,40.0,,
point_of_sale.JB161002,JB161002,Bajaj / 2W,40.0,40.0,,
point_of_sale.JB181218,JB181218,Bajaj / 2W,40.0,40.0,,
point_of_sale.LAD00168,LAD00168,Bajaj / QUTE,40.0,40.0,,
point_of_sale.DG181052,DG181052,Bajaj / 2W,40.0,40.0,,
point_of_sale.KADF0820,KADF0820,Bajaj / 2W,40.0,40.0,,
point_of_sale.24121308,24121308,Bajaj / 3W,40.0,40.0,,
point_of_sale.JE571239,JE571239,Bajaj / 2W,40.0,40.0,,
point_of_sale.JZ113805,JZ113805,Bajaj / 2W,40.0,40.0,,
point_of_sale.YJL02004,YJL02004,Bajaj / 2W,40.0,40.0,,
point_of_sale.39143104,39143104,Bajaj / 3W,40.0,40.0,,
point_of_sale.LBU00038,LBU00038,Bajaj / 2W,40.0,40.0,,
point_of_sale.JA581240,JA581240,Bajaj / 2W,40.0,40.0,,
point_of_sale.FD101039,FD101039,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF541246,BF541246,Bajaj / QUTE,40.0,40.0,,
point_of_sale.DJ151005,DJ151005,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF551039,BF551039,Bajaj / QUTE,40.0,40.0,,
point_of_sale.KACA0635,KACA0635,Bajaj / 2W,40.0,40.0,,
point_of_sale.DG171037,DG171037,Bajaj / 2W,40.0,40.0,,
point_of_sale.DH101389,DH101389,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF601411,BF601411,Bajaj / QUTE,40.0,40.0,,
point_of_sale.JL181247,JL181247,Bajaj / 2W,40.0,40.0,,
point_of_sale.DS151004,DS151004,Bajaj / 2W,40.0,40.0,,
point_of_sale.BF247003,BF247003,Bajaj / QUTE,40.0,40.0,,
point_of_sale.06191061,06191061,Bajaj / 3W,40.0,40.0,,
point_of_sale.39046715,39046715,Bajaj / 3W,40.0,40.0,,
point_of_sale.39220011,39220011,Bajaj / 2W,40.0,40.0,,
point_of_sale.DG191051,DG191051,Bajaj / 2W,40.0,40.0,,
point_of_sale.30191037,30191037,Bajaj / 2W,40.0,40.0,,
point_of_sale.16151064,16151064,Bajaj / 2W,40.0,40.0,,
point_of_sale.30201029,30201029,Bajaj / 2W,40.0,40.0,,
point_of_sale.28101017,28101017,Bajaj / 2W,40.0,40.0,,
point_of_sale.24121333,24121333,Bajaj / 3W,40.0,40.0,,
point_of_sale.DS151009,DS151009,Bajaj / 2W,40.0,40.0,,
point_of_sale.DS161088,DS161088,Bajaj / 2W,40.0,40.0,,
point_of_sale.DD151027,DD151027,Bajaj / 2W,40.0,40.0,,
point_of_sale.PF541249,PF541249,Bajaj / 2W,40.0,40.0,,
point_of_sale.39218006,39218006,Bajaj / 2W,40.0,40.0,,
point_of_sale.DP151019,DP151019,Bajaj / 2W,40.0,40.0,,
point_of_sale.DG151076,DG151076,Bajaj / 2W,40.0,40.0,,
point_of_sale.AP121048,AP121048,Bajaj / 3W,35.0,35.0,,
point_of_sale.DS181010,DS181010,Bajaj / 2W,35.0,35.0,,
point_of_sale.31101044,31101044,Bajaj / 2W,35.0,35.0,,
point_of_sale.22130152,22130152,Bajaj / 3W,35.0,35.0,,
point_of_sale.DU151058,DU151058,Bajaj / 2W,35.0,35.0,,
point_of_sale.JB581238,JB581238,Bajaj / 2W,35.0,35.0,,
point_of_sale.24121306,24121306,Bajaj / 3W,35.0,35.0,,
point_of_sale.JK121009,JK121009,Bajaj / 2W,35.0,35.0,,
point_of_sale.JL601214,JL601214,Bajaj / 2W,35.0,35.0,,
point_of_sale.31101104,31101104,Bajaj / 2W,35.0,35.0,,
point_of_sale.22120435,22120435,Bajaj / 3W,35.0,35.0,,
point_of_sale.DT113846,DT113846,Bajaj / 2W,35.0,35.0,,
point_of_sale.03180114,03180114,Bajaj / 3W,35.0,35.0,,
point_of_sale.AE121042,AE121042,Bajaj / 3W,35.0,35.0,,
point_of_sale.DS101129,DS101129,Bajaj / 2W,35.0,35.0,,
point_of_sale.39172711,39172711,Bajaj / 2W,35.0,35.0,,
point_of_sale.39044305,39044305,Bajaj / 3W,35.0,35.0,,
point_of_sale.JD401023,JD401023,Bajaj / 2W,35.0,35.0,,
point_of_sale.DS181072,DS181072,Bajaj / 2W,35.0,35.0,,
point_of_sale.39214704,39214704,Bajaj / 2W,35.0,35.0,,
point_of_sale.KEBA3715,KEBA3715,Bajaj / 2W,35.0,35.0,,
point_of_sale.DS101119,DS101119,Bajaj / 2W,35.0,35.0,,
point_of_sale.28151016,28151016,Bajaj / 2W,35.0,35.0,,
point_of_sale.39174004,39174004,Bajaj / 2W,35.0,35.0,,
point_of_sale.24151138,24151138,Bajaj / 3W,35.0,35.0,,
point_of_sale.DK161187,DK161187,Bajaj / 2W,35.0,35.0,,
point_of_sale.24121383,24121383,Bajaj / 3W,35.0,35.0,,
point_of_sale.31181101,31181101,Bajaj / 2W,35.0,35.0,,
point_of_sale.DJ191028,DJ191028,Bajaj / 2W,35.0,35.0,,
point_of_sale.DH151025,DH151025,Bajaj / 2W,35.0,35.0,,
point_of_sale.30191067,30191067,Bajaj / 2W,35.0,35.0,,
point_of_sale.39247004,39247004,Bajaj / 2W,35.0,35.0,,
point_of_sale.30161169,30161169,Bajaj / 2W,35.0,35.0,,
point_of_sale.GF101129,GF101129,Bajaj / 2W,35.0,35.0,,
point_of_sale.PF181211,PF181211,Bajaj / 2W,35.0,35.0,,
point_of_sale.JZ113801,JZ113801,Bajaj / 2W,35.0,35.0,,
point_of_sale.DP161163,DP161163,Bajaj / 2W,35.0,35.0,,
point_of_sale.AA111049,AA111049,Bajaj / 3W,35.0,35.0,,
point_of_sale.07181006,07181006,Bajaj / 3W,35.0,35.0,,
point_of_sale.AB201017,AB201017,Bajaj / 3W,35.0,35.0,,
point_of_sale.24111080,24111080,Bajaj / 3W,35.0,35.0,,
point_of_sale.JD561416,JD561416,Bajaj / 2W,35.0,35.0,,
point_of_sale.DK161186,DK161186,Bajaj / 2W,35.0,35.0,,
point_of_sale.JZ113037,JZ113037,Bajaj / 2W,35.0,35.0,,
point_of_sale.39256711,39256711,Bajaj / 2W,35.0,35.0,,
point_of_sale.DG151008,DG151008,Bajaj / 2W,35.0,35.0,,
point_of_sale.JL181225,JL181225,Bajaj / 2W,35.0,35.0,,
point_of_sale.39271321,39271321,Bajaj / 2W,35.0,35.0,,
point_of_sale.01150112,01150112,Bajaj / 3W,35.0,35.0,,
point_of_sale.JD191006,JD191006,Bajaj / 2W,35.0,35.0,,
point_of_sale.AL161229,AL161229,Bajaj / 3W,35.0,35.0,,
point_of_sale.DS201020,DS201020,Bajaj / 2W,35.0,35.0,,
point_of_sale.KADF0680,KADF0680,Bajaj / 2W,35.0,35.0,,
point_of_sale.DK181071,DK181071,Bajaj / 2W,35.0,35.0,,
point_of_sale.DG121040,DG121040,Bajaj / 2W,35.0,35.0,,
point_of_sale.JC141017,JC141017,Bajaj / 2W,35.0,35.0,,
point_of_sale.JW111025,JW111025,Bajaj / 2W,35.0,35.0,,
point_of_sale.39118415,39118415,Bajaj / 2W,35.0,35.0,,
point_of_sale.30191069,30191069,Bajaj / 2W,35.0,35.0,,
point_of_sale.JD402212,JD402212,Bajaj / 2W,35.0,35.0,,
point_of_sale.DS101107,DS101107,Bajaj / 2W,35.0,35.0,,
point_of_sale.DH101170,DH101170,Bajaj / 2W,35.0,35.0,,
point_of_sale.JE581215,JE581215,Bajaj / 2W,35.0,35.0,,
point_of_sale.22161139,22161139,Bajaj / 3W,35.0,35.0,,
point_of_sale.JB581012,JB581012,Bajaj / 2W,35.0,35.0,,
point_of_sale.22150455,22150455,Bajaj / 3W,35.0,35.0,,
point_of_sale.JF511207,JF511207,Bajaj / 2W,35.0,35.0,,
point_of_sale.KDAA1832,KDAA1832,Bajaj / 3W,35.0,35.0,,
point_of_sale.AJ141003,AJ141003,Bajaj / 3W,35.0,35.0,,
point_of_sale.CE181029,CE181029,Bajaj / 2W,35.0,35.0,,
point_of_sale.39173621,39173621,Bajaj / 2W,35.0,35.0,,
point_of_sale.DJ161227,DJ161227,Bajaj / 2W,35.0,35.0,,
point_of_sale.DS101009,DS101009,Bajaj / 2W,35.0,35.0,,
point_of_sale.JK113402,JK113402,Bajaj / 2W,35.0,35.0,,
point_of_sale.28161094,28161094,Bajaj / 2W,35.0,35.0,,
point_of_sale.16121004,16121004,Bajaj / 2W,35.0,35.0,,
point_of_sale.DH161061,DH161061,Bajaj / 2W,35.0,35.0,,
point_of_sale.59040025,59040025,Bajaj / 2W,35.0,35.0,,
point_of_sale.22151063,22151063,Bajaj / 3W,35.0,35.0,,
point_of_sale.DS191031,DS191031,Bajaj / 2W,35.0,35.0,,
point_of_sale.39244811,39244811,Bajaj / 2W,35.0,35.0,,
point_of_sale.DP151020,DP151020,Bajaj / 2W,35.0,35.0,,
point_of_sale.39072604,39072604,Bajaj / 2W,35.0,35.0,,
point_of_sale.60111415,60111415,Bajaj / 2W,35.0,35.0,,
point_of_sale.DH101281,DH101281,Bajaj / 2W,35.0,35.0,,
point_of_sale.DS211005,DS211005,Bajaj / 2W,35.0,35.0,,
point_of_sale.39215811,39215811,Bajaj / 2W,35.0,35.0,,
point_of_sale.JL601231,JL601231,Bajaj / 2W,35.0,35.0,,
point_of_sale.39142604,39142604,Bajaj / 3W,35.0,35.0,,
point_of_sale.DS101294,DS101294,Bajaj / 2W,35.0,35.0,,
point_of_sale.KACH0835,KACH0835,Bajaj / 2W,34.0,34.0,,
point_of_sale.JP181227,JP181227,Bajaj / 2W,33.0,33.0,,
point_of_sale.LAD00189,LAD00189,Bajaj / 2W,32.0,32.0,,
point_of_sale.DD161038,DD161038,Bajaj / 2W,30.0,30.0,,
point_of_sale.LHA00002,LHA00002,Bajaj / 2W,30.0,30.0,,
point_of_sale.DH161057,DH161057,Bajaj / 2W,30.0,30.0,,
point_of_sale.DH101172,DH101172,Bajaj / 2W,30.0,30.0,,
point_of_sale.BF581030,BF581030,Bajaj / QUTE,30.0,30.0,,
point_of_sale.03170109,03170109,Bajaj / 3W,30.0,30.0,,
point_of_sale.AA101004,AA101004,Bajaj / 3W,30.0,30.0,,
point_of_sale.JG181238,JG181238,Bajaj / 2W,30.0,30.0,,
point_of_sale.BF171622,BF171622,Bajaj / QUTE,30.0,30.0,,
point_of_sale.DV181009,DV181009,Bajaj / 2W,30.0,30.0,,
point_of_sale.DK101123,DK101123,Bajaj / 2W,30.0,30.0,,
point_of_sale.AN101352,AN101352,Bajaj / 3W,30.0,30.0,,
point_of_sale.AA101870,AA101870,Bajaj / 3W,30.0,30.0,,
point_of_sale.39147817,39147817,Bajaj / 3W,30.0,30.0,,
point_of_sale.JY551215,JY551215,Bajaj / 2W,30.0,30.0,,
point_of_sale.AA201258,AA201258,Bajaj / 3W,30.0,30.0,,
point_of_sale.JG601005,JG601005,Bajaj / 2W,30.0,30.0,,
point_of_sale.BF211363,BF211363,Bajaj / QUTE,30.0,30.0,,
point_of_sale.JG191006,JG191006,Bajaj / 2W,30.0,30.0,,
point_of_sale.30151118,30151118,Bajaj / 2W,30.0,30.0,,
point_of_sale.KACB0814,KACB0814,Bajaj / QUTE,30.0,30.0,,
point_of_sale.DU101228,DU101228,Bajaj / 2W,30.0,30.0,,
point_of_sale.JG541059,JG541059,Bajaj / 2W,30.0,30.0,,
point_of_sale.DT131849,DT131849,Bajaj / 2W,30.0,30.0,,
point_of_sale.39248304,39248304,Bajaj / 2W,30.0,30.0,,
point_of_sale.24121299,24121299,Bajaj / 3W,30.0,30.0,,
point_of_sale.39194004,39194004,Bajaj / 3W,30.0,30.0,,
point_of_sale.JE621405,JE621405,Bajaj / 2W,30.0,30.0,,
point_of_sale.BF211364,BF211364,Bajaj / QUTE,30.0,30.0,,
point_of_sale.DZ161055,DZ161055,Bajaj / 2W,30.0,30.0,,
point_of_sale.JW171014,JW171014,Bajaj / 2W,30.0,30.0,,
point_of_sale.39167604,39167604,Bajaj / 3W,30.0,30.0,,
point_of_sale.JG531212,JG531212,Bajaj / 2W,30.0,30.0,,
point_of_sale.31101056,31101056,Bajaj / 2W,30.0,30.0,,
point_of_sale.DK121008,DK121008,Bajaj / 2W,30.0,30.0,,
point_of_sale.39099906,39099906,Bajaj / 3W,30.0,30.0,,
point_of_sale.BF243122,BF243122,Bajaj / QUTE,30.0,30.0,,
point_of_sale.DG171035,DG171035,Bajaj / 2W,30.0,30.0,,
point_of_sale.PD231412,PD231412,Bajaj / 2W,30.0,30.0,,
