External ID,Internal Reference,Quantity On Hand
point_of_sale.JK131015,JK131015,1.0
point_of_sale.JK131016,JK131016,0.0
point_of_sale.JK131017,JK131017,0.0
point_of_sale.JK131018,JK131018,0.0
point_of_sale.JK131021,JK131021,0.0
point_of_sale.JK131023,JK131023,7.0
point_of_sale.JK131024,JK131024,0.0
point_of_sale.JK131025,JK131025,2.0
point_of_sale.JK131026,JK131026,0.0
point_of_sale.JK131037,JK131037,0.0
point_of_sale.JK131037K,JK131037K,0.0
point_of_sale.JK131201,JK131201,0.0
point_of_sale.JK131202,JK131202,0.0
point_of_sale.JK131203,JK131203,0.0
point_of_sale.JK131204,JK131204,0.0
point_of_sale.JK131604,JK131604,0.0
point_of_sale.JK131605,JK131605,0.0
point_of_sale.JK131606,JK131606,0.0
point_of_sale.JK131800,JK131800,0.0
point_of_sale.JK131802,JK131802,0.0
point_of_sale.JK131803,JK131803,0.0
point_of_sale.JK131806,JK131806,0.0
point_of_sale.JK131807,JK131807,-1.0
point_of_sale.JK141001,JK141001,0.0
point_of_sale.JK161000,JK161000,0.0
point_of_sale.JK161001,JK161001,0.0
point_of_sale.JK161200,JK161200,1.0
point_of_sale.JK161201,JK161201,0.0
point_of_sale.JK161202,JK161202,0.0
point_of_sale.JK181001,JK181001,1.0
point_of_sale.JK181200,JK181200,0.0
point_of_sale.JK181201,JK181201,0.0
point_of_sale.JK181246,JK181246,15.0
point_of_sale.JK181247,JK181247,6.0
point_of_sale.JK191003,JK191003,0.0
point_of_sale.JK191005,JK191005,0.0
point_of_sale.JK231201,JK231201,-1.0
point_of_sale.JK231203,JK231203,-1.0
point_of_sale.JK231400,JK231400,2.0
point_of_sale.JK232600,JK232600,0.0
point_of_sale.JK233010,JK233010,0.0
point_of_sale.JK233011,JK233011,0.0
point_of_sale.JK233020,JK233020,0.0
point_of_sale.JK233021,JK233021,0.0
point_of_sale.JK233022,JK233022,0.0
point_of_sale.JK233023,JK233023,0.0
point_of_sale.JK351001,JK351001,0.0
point_of_sale.JK351005,JK351005,2.0
point_of_sale.JK351008,JK351008,0.0
point_of_sale.JK351200,JK351200,0.0
point_of_sale.JK351201,JK351201,0.0
point_of_sale.JK351202,JK351202,0.0
point_of_sale.JK351210,JK351210,0.0
point_of_sale.JK351600,JK351600,0.0
point_of_sale.JK401001,JK401001,0.0
point_of_sale.JK401007,JK401007,-2.0
point_of_sale.JK401008,JK401008,1.0
point_of_sale.JK401009,JK401009,0.0
point_of_sale.JK401010,JK401010,-1.0
point_of_sale.JK401025,JK401025,2.0
point_of_sale.JK401401,JK401401,0.0
point_of_sale.JK401402,JK401402,0.0
point_of_sale.JK401800,JK401800,0.0
point_of_sale.JK402000,JK402000,12.0
point_of_sale.JK402003,JK402003,4.0
point_of_sale.JK402200,JK402200,0.0
point_of_sale.JK402201,JK402201,0.0
point_of_sale.JK402205,JK402205,0.0
point_of_sale.JK402209,JK402209,0.0
point_of_sale.JK402213,JK402213,0.0
point_of_sale.JK402401,JK402401,0.0
point_of_sale.JK402402,JK402402,0.0
point_of_sale.JK402403,JK402403,0.0
point_of_sale.JK402404,JK402404,0.0
point_of_sale.JK402406,JK402406,0.0
point_of_sale.JK402408,JK402408,0.0
point_of_sale.JK402409,JK402409,0.0
point_of_sale.JK402410,JK402410,0.0
point_of_sale.JK402411,JK402411,0.0
point_of_sale.JK511002,JK511002,0.0
point_of_sale.JK531000,JK531000,0.0
point_of_sale.JK541201,JK541201,0.0
point_of_sale.JK541214,JK541214,0.0
point_of_sale.JK551400,JK551400,0.0
point_of_sale.JK551402,JK551402,0.0
point_of_sale.JK581000,JK581000,0.0
point_of_sale.JK581200,JK581200,0.0
point_of_sale.JK581201,JK581201,0.0
point_of_sale.JK581400,JK581400,5.0
point_of_sale.JK581401,JK581401,0.0
point_of_sale.JK710222,JK710222,0.0
point_of_sale.JK71022V,JK71022V,0.0
point_of_sale.JK71023A,JK71023A,0.0
point_of_sale.JK71033F,JK71033F,0.0
point_of_sale.JK71034C,JK71034C,0.0
point_of_sale.JK71034D,JK71034D,0.0
point_of_sale.JK71034N,JK71034N,0.0
point_of_sale.JK73013F,JK73013F,0.0
point_of_sale.JK73014C,JK73014C,0.0
point_of_sale.JK73014D,JK73014D,0.0
point_of_sale.JK73014N,JK73014N,0.0
point_of_sale.JK73023F,JK73023F,0.0
point_of_sale.JK73024C,JK73024C,0.0
point_of_sale.JK73024D,JK73024D,0.0
point_of_sale.JK73024N,JK73024N,0.0
point_of_sale.JK730322,JK730322,1.0
point_of_sale.JK73032V,JK73032V,0.0
point_of_sale.JK73033A,JK73033A,0.0
point_of_sale.JK73033F,JK73033F,0.0
point_of_sale.JK73034C,JK73034C,0.0
point_of_sale.JK73034D,JK73034D,0.0
point_of_sale.JK73034N,JK73034N,0.0
point_of_sale.JK73043F,JK73043F,0.0
point_of_sale.JK73044C,JK73044C,0.0
point_of_sale.JK740122,JK740122,0.0
point_of_sale.JK74012V,JK74012V,-1.0
point_of_sale.JK74013A,JK74013A,0.0
point_of_sale.JK74013F,JK74013F,1.0
point_of_sale.JK74014C,JK74014C,0.0
point_of_sale.JK74014D,JK74014D,0.0
point_of_sale.JK74014N,JK74014N,0.0
point_of_sale.JL111054,JL111054,2.0
point_of_sale.JL111078,JL111078,0.0
point_of_sale.JL111081,JL111081,0.0
point_of_sale.JL111082,JL111082,0.0
point_of_sale.JL111092,JL111092,0.0
point_of_sale.JL111093,JL111093,0.0
point_of_sale.JL111102,JL111102,0.0
point_of_sale.JL111103,JL111103,0.0
point_of_sale.JL111109,JL111109,0.0
point_of_sale.JL111152,JL111152,0.0
point_of_sale.JL113000,JL113000,1.0
point_of_sale.JL113002,JL113002,0.0
point_of_sale.JL113007,JL113007,0.0
point_of_sale.JL113012,JL113012,0.0
point_of_sale.JL113013,JL113013,0.0
point_of_sale.JL113014,JL113014,1.0
point_of_sale.JL113015,JL113015,0.0
point_of_sale.JL113016,JL113016,0.0
point_of_sale.JL113020,JL113020,0.0
point_of_sale.JL113026,JL113026,0.0
point_of_sale.JL113027,JL113027,3.0
point_of_sale.JL113028,JL113028,0.0
point_of_sale.JL113033,JL113033,0.0
point_of_sale.JL113034,JL113034,-1.0
point_of_sale.JL113036,JL113036,0.0
point_of_sale.JL113038,JL113038,0.0
point_of_sale.JL113057,JL113057,0.0
point_of_sale.JL113201,JL113201,0.0
point_of_sale.JL113207,JL113207,0.0
point_of_sale.JL113209,JL113209,0.0
point_of_sale.JL113210,JL113210,5.0
point_of_sale.JL113212,JL113212,0.0
point_of_sale.JL113223,JL113223,0.0
point_of_sale.JL113400,JL113400,0.0
point_of_sale.JL113401,JL113401,0.0
point_of_sale.JL113800,JL113800,3.0
point_of_sale.JL113803,JL113803,0.0
point_of_sale.JL113809,JL113809,0.0
point_of_sale.JL113810,JL113810,0.0
point_of_sale.JL113811,JL113811,0.0
point_of_sale.JL113812,JL113812,0.0
point_of_sale.JL113818,JL113818,0.0
point_of_sale.JL113825,JL113825,0.0
point_of_sale.JL113827,JL113827,0.0
point_of_sale.JL113832,JL113832,0.0
point_of_sale.JL113834,JL113834,0.0
point_of_sale.JL121001,JL121001,18.0
point_of_sale.JL121005,JL121005,0.0
point_of_sale.JL121006,JL121006,0.0
point_of_sale.JL121007,JL121007,0.0
point_of_sale.JL121008,JL121008,8.0
point_of_sale.JL122001,JL122001,1.0
point_of_sale.JL122002,JL122002,0.0
point_of_sale.JL122003,JL122003,0.0
point_of_sale.JL122004,JL122004,0.0
point_of_sale.JL122006,JL122006,0.0
point_of_sale.JL122008,JL122008,0.0
point_of_sale.JL122009,JL122009,0.0
point_of_sale.JL122013,JL122013,0.0
point_of_sale.JL122026,JL122026,0.0
point_of_sale.JL131000,JL131000,0.0
point_of_sale.JL131001,JL131001,5.0
point_of_sale.JL131004,JL131004,1.0
point_of_sale.JL131005,JL131005,0.0
point_of_sale.JL131203,JL131203,0.0
point_of_sale.JL131209,JL131209,0.0
point_of_sale.JL131211,JL131211,0.0
point_of_sale.JL131216,JL131216,0.0
point_of_sale.JL131218,JL131218,2.0
point_of_sale.JL131220,JL131220,1.0
point_of_sale.JL131225,JL131225,0.0
point_of_sale.JL131232,JL131232,1.0
point_of_sale.JL131802,JL131802,0.0
point_of_sale.JL131803,JL131803,0.0
point_of_sale.JL131804,JL131804,0.0
point_of_sale.JL131805,JL131805,12.0
point_of_sale.JL131806,JL131806,0.0
point_of_sale.JL131807,JL131807,0.0
point_of_sale.JL131810,JL131810,0.0
point_of_sale.JL131811,JL131811,0.0
point_of_sale.JL131825,JL131825,0.0
point_of_sale.JL131832,JL131832,0.0
point_of_sale.JL131834,JL131834,0.0
point_of_sale.JL131841,JL131841,0.0
point_of_sale.JL131878,JL131878,0.0
point_of_sale.JL131928,JL131928,0.0
point_of_sale.JL131929,JL131929,0.0
point_of_sale.JL131930,JL131930,0.0
point_of_sale.JL131931,JL131931,0.0
point_of_sale.JL141000,JL141000,0.0
point_of_sale.JL151002,JL151002,0.0
point_of_sale.JL151003,JL151003,0.0
point_of_sale.JL151004,JL151004,4.0
point_of_sale.JL151012,JL151012,0.0
point_of_sale.JL151021,JL151021,0.0
point_of_sale.JL151023,JL151023,0.0
point_of_sale.JL151024,JL151024,0.0
point_of_sale.JL151026,JL151026,-1.0
point_of_sale.JL151028,JL151028,0.0
point_of_sale.JL151030,JL151030,0.0
point_of_sale.JL151032,JL151032,0.0
point_of_sale.JL151034,JL151034,10.0
point_of_sale.JL151035,JL151035,6.0
point_of_sale.JL151036,JL151036,0.0
point_of_sale.JL151037,JL151037,0.0
point_of_sale.JL151038,JL151038,0.0
point_of_sale.JL161001,JL161001,4.0
point_of_sale.JL161003,JL161003,0.0
point_of_sale.JL161005,JL161005,0.0
point_of_sale.JL161006,JL161006,0.0
point_of_sale.JL161008,JL161008,0.0
point_of_sale.JL161010,JL161010,0.0
point_of_sale.JL161011,JL161011,0.0
point_of_sale.JL161012,JL161012,0.0
point_of_sale.JL161013,JL161013,0.0
point_of_sale.JL161014,JL161014,0.0
point_of_sale.JL161015,JL161015,0.0
point_of_sale.JL161016,JL161016,0.0
point_of_sale.JL161200,JL161200,2.0
point_of_sale.JL161201,JL161201,3.0
point_of_sale.JL161205,JL161205,0.0
point_of_sale.JL171018,JL171018,0.0
point_of_sale.JL171019,JL171019,0.0
point_of_sale.JL171020,JL171020,0.0
point_of_sale.JL171022,JL171022,0.0
point_of_sale.JL171023,JL171023,0.0
point_of_sale.JL171024,JL171024,0.0
point_of_sale.JL171028,JL171028,0.0
point_of_sale.JL171029,JL171029,0.0
point_of_sale.JL171030,JL171030,0.0
point_of_sale.JL171031,JL171031,0.0
point_of_sale.JL171035,JL171035,0.0
point_of_sale.JL171036,JL171036,0.0
point_of_sale.JL171037,JL171037,0.0
point_of_sale.JL171044,JL171044,0.0
point_of_sale.JL171045,JL171045,0.0
point_of_sale.JL171046,JL171046,1.0
point_of_sale.JL171048,JL171048,0.0
point_of_sale.JL171049,JL171049,0.0
point_of_sale.JL171057,JL171057,0.0
point_of_sale.JL171060,JL171060,0.0
point_of_sale.JL171061,JL171061,0.0
point_of_sale.JL171062,JL171062,0.0
point_of_sale.JL171063,JL171063,0.0
point_of_sale.JL171070,JL171070,0.0
point_of_sale.JL171071,JL171071,0.0
point_of_sale.JL171073,JL171073,0.0
point_of_sale.JL171078,JL171078,0.0
point_of_sale.JL171081,JL171081,0.0
point_of_sale.JL171085,JL171085,0.0
point_of_sale.JL171099,JL171099,0.0
point_of_sale.JL171102,JL171102,0.0
point_of_sale.JL171600,JL171600,0.0
point_of_sale.JL171800,JL171800,0.0
point_of_sale.JL171801,JL171801,0.0
point_of_sale.JL171802,JL171802,0.0
point_of_sale.JL171803,JL171803,0.0
point_of_sale.JL171810,JL171810,0.0
point_of_sale.JL171830,JL171830,0.0
point_of_sale.JL171832,JL171832,0.0
point_of_sale.JL171837,JL171837,0.0
point_of_sale.JL171852,JL171852,0.0
point_of_sale.JL171856,JL171856,0.0
point_of_sale.JL181005,JL181005,0.0
point_of_sale.JL181006,JL181006,6.0
point_of_sale.JL181008,JL181008,13.0
point_of_sale.JL181017,JL181017,0.0
point_of_sale.JL181019,JL181019,0.0
point_of_sale.JL181027,JL181027,0.0
point_of_sale.JL181203,JL181203,17.0
point_of_sale.JL181205,JL181205,0.0
point_of_sale.JL181209,JL181209,0.0
point_of_sale.JL181214,JL181214,0.0
point_of_sale.JL181218,JL181218,0.0
point_of_sale.JL181219,JL181219,0.0
point_of_sale.JL181224,JL181224,0.0
point_of_sale.JL181225,JL181225,0.0
point_of_sale.JL181226,JL181226,0.0
point_of_sale.JL181229,JL181229,0.0
point_of_sale.JL181232,JL181232,0.0
point_of_sale.JL181233,JL181233,0.0
point_of_sale.JL181234,JL181234,0.0
point_of_sale.JL181235,JL181235,0.0
point_of_sale.JL181236,JL181236,0.0
point_of_sale.JL181237,JL181237,0.0
point_of_sale.JL181241,JL181241,1.0
point_of_sale.JL181245,JL181245,0.0
point_of_sale.JL181246,JL181246,0.0
point_of_sale.JL181247,JL181247,0.0
point_of_sale.JL181249,JL181249,0.0
point_of_sale.JL181253,JL181253,0.0
point_of_sale.JL181256,JL181256,0.0
point_of_sale.JL181257,JL181257,1.0
point_of_sale.JL181264,JL181264,0.0
point_of_sale.JL181283,JL181283,0.0
point_of_sale.JL181288,JL181288,0.0
point_of_sale.JL181297,JL181297,0.0
point_of_sale.JL181307,JL181307,0.0
point_of_sale.JL181402,JL181402,0.0
point_of_sale.JL181405,JL181405,0.0
point_of_sale.JL181407,JL181407,3.0
point_of_sale.JL181408,JL181408,2.0
point_of_sale.JL181409,JL181409,2.0
point_of_sale.JL181411,JL181411,0.0
point_of_sale.JL181416,JL181416,0.0
point_of_sale.JL181417,JL181417,0.0
point_of_sale.JL181419,JL181419,0.0
point_of_sale.JL181424,JL181424,0.0
point_of_sale.JL181425,JL181425,0.0
point_of_sale.JL181426,JL181426,1.0
point_of_sale.JL181427,JL181427,0.0
point_of_sale.JL181432,JL181432,0.0
point_of_sale.JL181433,JL181433,0.0
point_of_sale.JL181436,JL181436,0.0
point_of_sale.JL181437,JL181437,0.0
point_of_sale.JL181439,JL181439,0.0
point_of_sale.JL181447,JL181447,0.0
point_of_sale.JL181448,JL181448,0.0
point_of_sale.JL181449,JL181449,0.0
point_of_sale.JL181450,JL181450,0.0
point_of_sale.JL181453,JL181453,0.0
point_of_sale.JL181456,JL181456,0.0
point_of_sale.JL181464,JL181464,1.0
point_of_sale.JL181468,JL181468,0.0
point_of_sale.JL191001,JL191001,0.0
point_of_sale.JL191004,JL191004,0.0
point_of_sale.JL191017,JL191017,0.0
point_of_sale.JL231000,JL231000,0.0
point_of_sale.JL231201,JL231201,3.0
point_of_sale.JL231202,JL231202,0.0
point_of_sale.JL231203,JL231203,6.0
point_of_sale.JL231204,JL231204,2.0
point_of_sale.JL231206,JL231206,0.0
point_of_sale.JL231209,JL231209,0.0
point_of_sale.JL231213,JL231213,0.0
point_of_sale.JL231214,JL231214,0.0
point_of_sale.JL231404,JL231404,-1.0
point_of_sale.JL231405,JL231405,0.0
point_of_sale.JL231600,JL231600,6.0
point_of_sale.JL231601,JL231601,6.0
point_of_sale.JL232604,JL232604,0.0
point_of_sale.JL232605,JL232605,0.0
point_of_sale.JL232805,JL232805,0.0
point_of_sale.JL232808,JL232808,0.0
point_of_sale.JL232810,JL232810,0.0
point_of_sale.JL232824,JL232824,0.0
point_of_sale.JL233000,JL233000,0.0
point_of_sale.JL233002,JL233002,0.0
point_of_sale.JL233003,JL233003,0.0
point_of_sale.JL233004,JL233004,4.0
point_of_sale.JL233005,JL233005,0.0
point_of_sale.JL233006,JL233006,0.0
point_of_sale.JL233015,JL233015,0.0
point_of_sale.JL233153,JL233153,0.0
point_of_sale.JL233239,JL233239,0.0
point_of_sale.JL233250,JL233250,0.0
point_of_sale.JL233255,JL233255,0.0
point_of_sale.JL233256,JL233256,0.0
point_of_sale.JL233264,JL233264,0.0
point_of_sale.JL233269,JL233269,0.0
point_of_sale.JL233270,JL233270,0.0
point_of_sale.JL233298,JL233298,0.0
point_of_sale.JL233299,JL233299,0.0
point_of_sale.JL233310,JL233310,0.0
point_of_sale.JL233311,JL233311,0.0
point_of_sale.JL233314,JL233314,0.0
point_of_sale.JL233316,JL233316,0.0
point_of_sale.JL233318,JL233318,0.0
point_of_sale.JL233319,JL233319,0.0
point_of_sale.JL233323,JL233323,0.0
point_of_sale.JL351003,JL351003,0.0
point_of_sale.JL351009,JL351009,0.0
point_of_sale.JL351038,JL351038,0.0
point_of_sale.JL351200,JL351200,0.0
point_of_sale.JL351201,JL351201,2.0
point_of_sale.JL351202,JL351202,0.0
point_of_sale.JL351218,JL351218,12.0
point_of_sale.JL351219,JL351219,0.0
point_of_sale.JL351230,JL351230,2.0
point_of_sale.JL351232,JL351232,0.0
point_of_sale.JL351235,JL351235,0.0
point_of_sale.JL351237,JL351237,0.0
point_of_sale.JL351246,JL351246,0.0
point_of_sale.JL351250,JL351250,0.0
point_of_sale.JL351252,JL351252,0.0
point_of_sale.JL351600,JL351600,-3.0
point_of_sale.JL351800,JL351800,0.0
point_of_sale.JL351802,JL351802,0.0
point_of_sale.JL401002,JL401002,4.0
point_of_sale.JL401003,JL401003,0.0
point_of_sale.JL401004,JL401004,0.0
point_of_sale.JL401005,JL401005,0.0
point_of_sale.JL401006,JL401006,4.0
point_of_sale.JL401012,JL401012,5.0
point_of_sale.JL401016,JL401016,0.0
point_of_sale.JL401017,JL401017,0.0
point_of_sale.JL401018,JL401018,0.0
point_of_sale.JL401400,JL401400,1.0
point_of_sale.JL401401,JL401401,0.0
point_of_sale.JL401402,JL401402,0.0
point_of_sale.JL401403,JL401403,0.0
point_of_sale.JL401405,JL401405,2.0
point_of_sale.JL401406,JL401406,0.0
point_of_sale.JL401408,JL401408,0.0
point_of_sale.JL401409,JL401409,0.0
point_of_sale.JL401410,JL401410,0.0
point_of_sale.JL401411,JL401411,0.0
point_of_sale.JL401600,JL401600,0.0
point_of_sale.JL401602,JL401602,0.0
point_of_sale.JL401801,JL401801,0.0
point_of_sale.JL402001,JL402001,1.0
point_of_sale.JL402003,JL402003,0.0
point_of_sale.JL402004,JL402004,1.0
point_of_sale.JL402005,JL402005,2.0
point_of_sale.JL402007,JL402007,0.0
point_of_sale.JL402201,JL402201,0.0
point_of_sale.JL402203,JL402203,0.0
point_of_sale.JL402207,JL402207,0.0
point_of_sale.JL402208,JL402208,0.0
point_of_sale.JL402229,JL402229,0.0
point_of_sale.JL402232,JL402232,0.0
point_of_sale.JL402245,JL402245,0.0
point_of_sale.JL402247,JL402247,0.0
point_of_sale.JL402400,JL402400,1.0
point_of_sale.JL402403,JL402403,0.0
point_of_sale.JL402405,JL402405,1.0
point_of_sale.JL402409,JL402409,0.0
point_of_sale.JL402410,JL402410,1.0
point_of_sale.JL402412,JL402412,1.0
point_of_sale.JL402600,JL402600,0.0
point_of_sale.JL402602,JL402602,0.0
point_of_sale.JL403000,JL403000,0.0
point_of_sale.JL403001,JL403001,0.0
point_of_sale.JL403200,JL403200,0.0
point_of_sale.JL403600,JL403600,4.0
point_of_sale.JL511001,JL511001,0.0
point_of_sale.JL511002,JL511002,0.0
point_of_sale.JL511006,JL511006,0.0
point_of_sale.JL511007,JL511007,0.0
point_of_sale.JL511010,JL511010,1.0
point_of_sale.JL511011,JL511011,0.0
point_of_sale.JL511016,JL511016,0.0
point_of_sale.JL511022,JL511022,11.0
point_of_sale.JL511029,JL511029,2.0
point_of_sale.JL511041,JL511041,0.0
point_of_sale.JL511042,JL511042,0.0
point_of_sale.JL511053,JL511053,0.0
point_of_sale.JL511056,JL511056,0.0
point_of_sale.JL511058,JL511058,0.0
point_of_sale.JL511059,JL511059,0.0
point_of_sale.JL511061,JL511061,0.0
point_of_sale.JL511112,JL511112,0.0
point_of_sale.JL511205,JL511205,47.0
point_of_sale.JL511219,JL511219,3.0
point_of_sale.JL511220,JL511220,0.0
point_of_sale.JL511221,JL511221,0.0
point_of_sale.JL511222,JL511222,0.0
point_of_sale.JL511227,JL511227,0.0
point_of_sale.JL511231,JL511231,5.0
point_of_sale.JL511241,JL511241,2.0
point_of_sale.JL511249,JL511249,0.0
point_of_sale.JL511250,JL511250,0.0
point_of_sale.JL511254,JL511254,0.0
point_of_sale.JL521002,JL521002,0.0
point_of_sale.JL531203,JL531203,0.0
point_of_sale.JL531205,JL531205,0.0
point_of_sale.JL541203,JL541203,0.0
point_of_sale.JL541207,JL541207,0.0
point_of_sale.JL541208,JL541208,32.0
point_of_sale.JL541210,JL541210,0.0
point_of_sale.JL541218,JL541218,0.0
point_of_sale.JL541220,JL541220,0.0
point_of_sale.JL541221,JL541221,0.0
point_of_sale.JL541222,JL541222,0.0
point_of_sale.JL541223,JL541223,0.0
point_of_sale.JL541225,JL541225,0.0
point_of_sale.JL541227,JL541227,3.0
point_of_sale.JL541230,JL541230,0.0
point_of_sale.JL541231,JL541231,0.0
point_of_sale.JL541236,JL541236,0.0
point_of_sale.JL541237,JL541237,0.0
point_of_sale.JL541238,JL541238,0.0
point_of_sale.JL541243,JL541243,0.0
point_of_sale.JL551407,JL551407,0.0
point_of_sale.JL561205,JL561205,0.0
point_of_sale.JL561206,JL561206,0.0
point_of_sale.JL561401,JL561401,6.0
point_of_sale.JL561404,JL561404,-1.0
point_of_sale.JL561405,JL561405,2.0
point_of_sale.JL561407,JL561407,3.0
point_of_sale.JL561408,JL561408,4.0
point_of_sale.JL561409,JL561409,0.0
point_of_sale.JL561410,JL561410,0.0
point_of_sale.JL571001,JL571001,0.0
point_of_sale.JL581000,JL581000,0.0
point_of_sale.JL581004,JL581004,0.0
point_of_sale.JL581009,JL581009,2.0
point_of_sale.JL581010,JL581010,0.0
point_of_sale.JL581015,JL581015,0.0
point_of_sale.JL581016,JL581016,0.0
point_of_sale.JL581023,JL581023,0.0
point_of_sale.JL581024,JL581024,0.0
point_of_sale.JL581025,JL581025,0.0
point_of_sale.JL581027,JL581027,0.0
point_of_sale.JL581039,JL581039,0.0
point_of_sale.JL581050,JL581050,0.0
point_of_sale.JL581055,JL581055,0.0
point_of_sale.JL581056,JL581056,0.0
point_of_sale.JL581065,JL581065,0.0
point_of_sale.JL581066,JL581066,1.0
point_of_sale.JL581093,JL581093,0.0
point_of_sale.JL581201,JL581201,0.0
point_of_sale.JL581203,JL581203,0.0
point_of_sale.JL581204,JL581204,0.0
point_of_sale.JL581205,JL581205,0.0
point_of_sale.JL581215,JL581215,0.0
point_of_sale.JL581217,JL581217,0.0
point_of_sale.JL581300,JL581300,0.0
point_of_sale.JL582400,JL582400,0.0
point_of_sale.JL582402,JL582402,0.0
point_of_sale.JL591045,JL591045,0.0
point_of_sale.JL591048,JL591048,0.0
point_of_sale.JL591052,JL591052,0.0
point_of_sale.JL591075,JL591075,0.0
point_of_sale.JL591086,JL591086,0.0
point_of_sale.JL591144,JL591144,0.0
point_of_sale.JL591148,JL591148,0.0
point_of_sale.JL591149,JL591149,0.0
point_of_sale.JL591156,JL591156,0.0
point_of_sale.JL591157,JL591157,0.0
point_of_sale.JL591165,JL591165,0.0
point_of_sale.JL591196,JL591196,0.0
point_of_sale.JL591226,JL591226,0.0
point_of_sale.JL591235,JL591235,0.0
point_of_sale.JL591240,JL591240,0.0
point_of_sale.JL601000,JL601000,0.0
point_of_sale.JL601005,JL601005,0.0
point_of_sale.JL601010,JL601010,3.0
point_of_sale.JL601200,JL601200,0.0
point_of_sale.JL601208,JL601208,0.0
point_of_sale.JL601209,JL601209,0.0
point_of_sale.JL601210,JL601210,0.0
point_of_sale.JL601212,JL601212,0.0
point_of_sale.JL601213,JL601213,0.0
point_of_sale.JL601214,JL601214,0.0
point_of_sale.JL601215,JL601215,0.0
point_of_sale.JL601216,JL601216,0.0
point_of_sale.JL601219,JL601219,0.0
point_of_sale.JL601220,JL601220,0.0
point_of_sale.JL601221,JL601221,0.0
point_of_sale.JL601222,JL601222,0.0
point_of_sale.JL601223,JL601223,0.0
point_of_sale.JL601225,JL601225,0.0
point_of_sale.JL601227,JL601227,0.0
point_of_sale.JL601228,JL601228,0.0
point_of_sale.JL601231,JL601231,0.0
point_of_sale.JL601234,JL601234,0.0
point_of_sale.JL601235,JL601235,0.0
point_of_sale.JL601237,JL601237,0.0
point_of_sale.JL601251,JL601251,0.0
point_of_sale.JL73015M,JL73015M,0.0
point_of_sale.JL73015N,JL73015N,0.0
point_of_sale.JL73015P,JL73015P,0.0
point_of_sale.JL73015Q,JL73015Q,0.0
point_of_sale.JL73025M,JL73025M,0.0
point_of_sale.JL73025N,JL73025N,0.0
point_of_sale.JL73025P,JL73025P,0.0
point_of_sale.JL73025Q,JL73025Q,0.0
point_of_sale.JL74015M,JL74015M,0.0
point_of_sale.JL74015N,JL74015N,0.0
point_of_sale.JL74015P,JL74015P,0.0
point_of_sale.JL74015Q,JL74015Q,0.0
point_of_sale.JL7401X3,JL7401X3,0.0
point_of_sale.JL76015L,JL76015L,0.0
point_of_sale.JL76015M,JL76015M,0.0
point_of_sale.JL76015N,JL76015N,0.0
point_of_sale.JL76015P,JL76015P,0.0
point_of_sale.JL76015Q,JL76015Q,0.0
point_of_sale.JL76025M,JL76025M,0.0
point_of_sale.JL76025N,JL76025N,0.0
point_of_sale.JL76025P,JL76025P,0.0
point_of_sale.JL76025Q,JL76025Q,0.0
point_of_sale.JL78015M,JL78015M,0.0
point_of_sale.JL78015N,JL78015N,0.0
point_of_sale.JL78015P,JL78015P,0.0
point_of_sale.JL78015Q,JL78015Q,0.0
point_of_sale.JM100003,JM100003,0.0
point_of_sale.JM100040,JM100040,0.0
point_of_sale.JM100041,JM100041,0.0
point_of_sale.JM101002,JM101002,0.0
point_of_sale.JM101008,JM101008,0.0
point_of_sale.JM101016,JM101016,1.0
point_of_sale.JM101017,JM101017,0.0
point_of_sale.JM101022,JM101022,0.0
point_of_sale.JM101027,JM101027,3.0
point_of_sale.JM111014,JM111014,0.0
point_of_sale.JM141009,JM141009,0.0
point_of_sale.JM151005,JM151005,0.0
point_of_sale.JM161002,JM161002,0.0
point_of_sale.JM161003,JM161003,0.0
point_of_sale.JM161037,JM161037,0.0
point_of_sale.JM161038,JM161038,0.0
point_of_sale.JM171003,JM171003,3.0
point_of_sale.JM171004,JM171004,0.0
point_of_sale.JM191007,JM191007,0.0
point_of_sale.JM191010,JM191010,-2.0
point_of_sale.JM191011,JM191011,0.0
point_of_sale.JM191012,JM191012,3.0
point_of_sale.JM191013,JM191013,0.0
point_of_sale.JM191014,JM191014,0.0
point_of_sale.JM221001,JM221001,0.0
point_of_sale.JM221002,JM221002,0.0
point_of_sale.JM221003,JM221003,0.0
point_of_sale.JN113200,JN113200,0.0
point_of_sale.JN122000,JN122000,4.0
point_of_sale.JN122001,JN122001,0.0
point_of_sale.JN122002,JN122002,0.0
point_of_sale.JN122006,JN122006,2.0
point_of_sale.JN131003,JN131003,0.0
point_of_sale.JN131203,JN131203,0.0
point_of_sale.JN131211,JN131211,0.0
point_of_sale.JN131600,JN131600,0.0
point_of_sale.JN131603,JN131603,0.0
point_of_sale.JN131800,JN131800,0.0
point_of_sale.JN131804,JN131804,0.0
point_of_sale.JN131806,JN131806,0.0
point_of_sale.JN131807,JN131807,0.0
point_of_sale.JN131812,JN131812,0.0
point_of_sale.JN141001,JN141001,0.0
point_of_sale.JN141002,JN141002,4.0
point_of_sale.JN151002,JN151002,0.0
point_of_sale.JN151004,JN151004,-1.0
point_of_sale.JN151006,JN151006,0.0
point_of_sale.JN151009,JN151009,0.0
point_of_sale.JN171000,JN171000,1.0
point_of_sale.JN181000,JN181000,0.0
point_of_sale.JN181001,JN181001,7.0
point_of_sale.JN181002,JN181002,-2.0
