External ID,Internal Reference,Quantity On Hand
point_of_sale.39255717,39255717,0.0
point_of_sale.39256120,39256120,23.0
point_of_sale.39256220,39256220,-4.0
point_of_sale.39256611,39256611,0.0
point_of_sale.39256711,39256711,0.0
point_of_sale.39256921,39256921,0.0
point_of_sale.39258204,39258204,0.0
point_of_sale.39258320,39258320,3.0
point_of_sale.39258401,39258401,0.0
point_of_sale.39258501,39258501,-4.0
point_of_sale.39258811,39258811,0.0
point_of_sale.39259201,39259201,0.0
point_of_sale.39260011,39260011,-9.0
point_of_sale.39260120,39260120,0.0
point_of_sale.39260220,39260220,-3.0
point_of_sale.39260320,39260320,0.0
point_of_sale.39260607,39260607,-7.0
point_of_sale.39260715,39260715,-7.0
point_of_sale.39260801,39260801,192.0
point_of_sale.39262921,39262921,146.0
point_of_sale.39264123,39264123,0.0
point_of_sale.39264223,39264223,0.0
point_of_sale.39264715,39264715,118.0
point_of_sale.39265912,39265912,0.0
point_of_sale.39266220,39266220,0.0
point_of_sale.39266921,39266921,0.0
point_of_sale.39267001,39267001,0.0
point_of_sale.39267104,39267104,0.0
point_of_sale.39268020,39268020,-1.0
point_of_sale.39268120,39268120,3.0
point_of_sale.39268220,39268220,0.0
point_of_sale.39268320,39268320,0.0
point_of_sale.39268620,39268620,0.0
point_of_sale.39268720,39268720,0.0
point_of_sale.39268820,39268820,0.0
point_of_sale.39269920,39269920,0.0
point_of_sale.39270204,39270204,3.0
point_of_sale.39270411,39270411,0.0
point_of_sale.39271217,39271217,1.0
point_of_sale.39271321,39271321,-2.0
point_of_sale.39272204,39272204,0.0
point_of_sale.39272315,39272315,0.0
point_of_sale.39272612,39272612,0.0
point_of_sale.39273104,39273104,0.0
point_of_sale.39274304,39274304,0.0
point_of_sale.39275404,39275404,0.0
point_of_sale.39275701,39275701,0.0
point_of_sale.39275821,39275821,-1.0
point_of_sale.39276501,39276501,0.0
point_of_sale.3PW1811604,3PW1811604,0.0
point_of_sale.3PW1917104,3PW1917104,0.0
point_of_sale.43010035,43010035,7.0
point_of_sale.47013018000,47013018000,0.0
point_of_sale.47013018100,47013018100,0.0
point_of_sale.47013090300,47013090300,0.0
point_of_sale.52210040,52210040,11.0
point_of_sale.52210043,52210043,0.0
point_of_sale.52240227,52240227,2.0
point_of_sale.52240342,52240342,0.0
point_of_sale.52240435,52240435,0.0
point_of_sale.52240483,52240483,3.0
point_of_sale.52240485,52240485,-1.0
point_of_sale.52240590,52240590,0.0
point_of_sale.52240591,52240591,0.0
point_of_sale.52240594,52240594,0.0
point_of_sale.52240601,52240601,0.0
point_of_sale.52240601P,52240601P,0.0
point_of_sale.52240645,52240645,0.0
point_of_sale.52240664,52240664,0.0
point_of_sale.52240681,52240681,0.0
point_of_sale.52240760,52240760,5.0
point_of_sale.52240764,52240764,0.0
point_of_sale.52240765,52240765,1.0
point_of_sale.52240912,52240912,0.0
point_of_sale.52244040,52244040,10.0
point_of_sale.52244065,52244065,0.0
point_of_sale.52248006,52248006,0.0
point_of_sale.52358002,52358002,0.0
point_of_sale.52358003,52358003,0.0
point_of_sale.52AA0149,52AA0149,0.0
point_of_sale.52AA0310,52AA0310,0.0
point_of_sale.52AA0315,52AA0315,0.0
point_of_sale.52AA0323,52AA0323,0.0
point_of_sale.52AA0464,52AA0464,0.0
point_of_sale.52AA0501,52AA0501,8.0
point_of_sale.52AA0747,52AA0747,0.0
point_of_sale.52AA0876,52AA0876,0.0
point_of_sale.52AA4035,52AA4035,3.0
point_of_sale.52AB0098,52AB0098,2.0
point_of_sale.52AF0027,52AF0027,0.0
point_of_sale.52AL0278,52AL0278,0.0
point_of_sale.52AL0278P,52AL0278P,0.0
point_of_sale.52AN0122,52AN0122,1.0
point_of_sale.52AP0261,52AP0261,0.0
point_of_sale.52AP0264,52AP0264,0.0
point_of_sale.52AP0266,52AP0266,0.0
point_of_sale.52AP0267,52AP0267,0.0
point_of_sale.52AP0268,52AP0268,0.0
point_of_sale.52AP0269,52AP0269,0.0
point_of_sale.52AP0271,52AP0271,0.0
point_of_sale.52AP0272,52AP0272,0.0
point_of_sale.52AP0275,52AP0275,0.0
point_of_sale.52AP0276,52AP0276,0.0
point_of_sale.52BA0147,52BA0147,0.0
point_of_sale.52BA0283,52BA0283,0.0
point_of_sale.52BB0075,52BB0075,0.0
point_of_sale.52BF0020,52BF0020,0.0
point_of_sale.52BF0021,52BF0021,0.0
point_of_sale.52BF0091,52BF0091,0.0
point_of_sale.52BF0092,52BF0092,0.0
point_of_sale.52BF0093,52BF0093,0.0
point_of_sale.52BF0094,52BF0094,0.0
point_of_sale.52BF0095,52BF0095,0.0
point_of_sale.52BF0096,52BF0096,0.0
point_of_sale.52BF0097,52BF0097,0.0
point_of_sale.52BF0098,52BF0098,0.0
point_of_sale.52BF0099,52BF0099,0.0
point_of_sale.52BF0100,52BF0100,0.0
point_of_sale.52BF0101,52BF0101,0.0
point_of_sale.52BF0102,52BF0102,0.0
point_of_sale.52BF0103,52BF0103,0.0
point_of_sale.52BF0104,52BF0104,0.0
point_of_sale.52BF0105,52BF0105,0.0
point_of_sale.52BF0106,52BF0106,0.0
point_of_sale.52BF0107,52BF0107,0.0
point_of_sale.52BF0108,52BF0108,0.0
point_of_sale.52BF0109,52BF0109,0.0
point_of_sale.52BF0110,52BF0110,0.0
point_of_sale.52BF0111,52BF0111,0.0
point_of_sale.52BF0112,52BF0112,0.0
point_of_sale.52BF0113,52BF0113,0.0
point_of_sale.52BF0114,52BF0114,0.0
point_of_sale.52BF0115,52BF0115,0.0
point_of_sale.52BF0116,52BF0116,0.0
point_of_sale.52BF0117,52BF0117,0.0
point_of_sale.52BF0118,52BF0118,0.0
point_of_sale.52BF0119,52BF0119,0.0
point_of_sale.52BF0120,52BF0120,0.0
point_of_sale.52BF0143,52BF0143,0.0
point_of_sale.52BF0327,52BF0327,0.0
point_of_sale.52BF0328,52BF0328,0.0
point_of_sale.52BF0329,52BF0329,0.0
point_of_sale.52BF0330,52BF0330,0.0
point_of_sale.52BF0331,52BF0331,0.0
point_of_sale.52BF0332,52BF0332,0.0
point_of_sale.52BF0345,52BF0345,0.0
point_of_sale.52BF0346,52BF0346,0.0
point_of_sale.52BF0347,52BF0347,0.0
point_of_sale.52BF0348,52BF0348,0.0
point_of_sale.52BF0349,52BF0349,0.0
point_of_sale.52BF0350,52BF0350,0.0
point_of_sale.52BF0527,52BF0527,0.0
point_of_sale.52BF0528,52BF0528,0.0
point_of_sale.52BF0529,52BF0529,0.0
point_of_sale.52BF0530,52BF0530,0.0
point_of_sale.52BF0531,52BF0531,0.0
point_of_sale.52BF0532,52BF0532,0.0
point_of_sale.52BF0533,52BF0533,0.0
point_of_sale.52BF0690,52BF0690,0.0
point_of_sale.52DD0253,52DD0253,0.0
point_of_sale.52DD0286,52DD0286,0.0
point_of_sale.52DD0362,52DD0362,0.0
point_of_sale.52DD8001,52DD8001,0.0
point_of_sale.52DF0020,52DF0020,-1.0
point_of_sale.52DF0021,52DF0021,0.0
point_of_sale.52DG0191,52DG0191,0.0
point_of_sale.52DG0192,52DG0192,0.0
point_of_sale.52DG0289,52DG0289,0.0
point_of_sale.52DH0117,52DH0117,20.0
point_of_sale.52DH0153,52DH0153,-1.0
point_of_sale.52DH0169,52DH0169,4.0
point_of_sale.52DH0177,52DH0177,3.0
point_of_sale.52DH0278,52DH0278,0.0
point_of_sale.52DH0295,52DH0295,1.0
point_of_sale.52DH0309,52DH0309,0.0
point_of_sale.52DH0528,52DH0528,0.0
point_of_sale.52DH0529,52DH0529,0.0
point_of_sale.52DH0530,52DH0530,0.0
point_of_sale.52DH0531,52DH0531,1.0
point_of_sale.52DH0534,52DH0534,0.0
point_of_sale.52DH0535,52DH0535,2.0
point_of_sale.52DH0541,52DH0541,0.0
point_of_sale.52DH0542,52DH0542,0.0
point_of_sale.52DH0547,52DH0547,0.0
point_of_sale.52DH0548,52DH0548,8.0
point_of_sale.52DH0624,52DH0624,0.0
point_of_sale.52DH0673,52DH0673,0.0
point_of_sale.52DH0674,52DH0674,0.0
point_of_sale.52DH0682,52DH0682,4.0
point_of_sale.52DH0683,52DH0683,0.0
point_of_sale.52DH0686,52DH0686,1.0
point_of_sale.52DH0695,52DH0695,0.0
point_of_sale.52DH0767,52DH0767,15.0
point_of_sale.52DH0810,52DH0810,0.0
point_of_sale.52DH0811,52DH0811,3.0
point_of_sale.52DH0812,52DH0812,1.0
point_of_sale.52DH0813,52DH0813,0.0
point_of_sale.52DH0814,52DH0814,0.0
point_of_sale.52DH0815,52DH0815,3.0
point_of_sale.52DH0816,52DH0816,0.0
point_of_sale.52DH0820,52DH0820,0.0
point_of_sale.52DH0821,52DH0821,0.0
point_of_sale.52DH0822,52DH0822,1.0
point_of_sale.52DH0823,52DH0823,0.0
point_of_sale.52DH0824,52DH0824,0.0
point_of_sale.52DH0843,52DH0843,0.0
point_of_sale.52DH0844,52DH0844,0.0
point_of_sale.52DH0846,52DH0846,4.0
point_of_sale.52DH0879,52DH0879,0.0
point_of_sale.52DH0880,52DH0880,0.0
point_of_sale.52DH1317,52DH1317,0.0
point_of_sale.52DH1318,52DH1318,0.0
point_of_sale.52DH1320,52DH1320,0.0
point_of_sale.52DH1321,52DH1321,0.0
point_of_sale.52DH1322,52DH1322,2.0
point_of_sale.52DH1323,52DH1323,0.0
point_of_sale.52DH1324,52DH1324,0.0
point_of_sale.52DH1325,52DH1325,0.0
point_of_sale.52DH1335,52DH1335,5.0
point_of_sale.52DH1336,52DH1336,0.0
point_of_sale.52DH1355,52DH1355,0.0
point_of_sale.52DH1357,52DH1357,3.0
point_of_sale.52DH1358,52DH1358,1.0
point_of_sale.52DH1361,52DH1361,0.0
point_of_sale.52DH1363,52DH1363,0.0
point_of_sale.52DH1364,52DH1364,1.0
point_of_sale.52DH1365,52DH1365,2.0
point_of_sale.52DH1366,52DH1366,0.0
point_of_sale.52DH1368,52DH1368,0.0
point_of_sale.52DH1369,52DH1369,0.0
point_of_sale.52DH1370,52DH1370,2.0
point_of_sale.52DH1375,52DH1375,0.0
point_of_sale.52DH1412,52DH1412,0.0
point_of_sale.52DH1521,52DH1521,0.0
point_of_sale.52DH1523,52DH1523,0.0
point_of_sale.52DH1525,52DH1525,0.0
point_of_sale.52DH1527,52DH1527,0.0
point_of_sale.52DH1528,52DH1528,0.0
point_of_sale.52DH1529,52DH1529,0.0
point_of_sale.52DH1530,52DH1530,0.0
point_of_sale.52DH1531,52DH1531,8.0
point_of_sale.52DH1532,52DH1532,0.0
point_of_sale.52DH1535,52DH1535,2.0
point_of_sale.52DH1536,52DH1536,0.0
point_of_sale.52DH1628,52DH1628,0.0
point_of_sale.52DH1652,52DH1652,0.0
point_of_sale.52DH1654,52DH1654,0.0
point_of_sale.52DH1660,52DH1660,0.0
point_of_sale.52DH1661,52DH1661,0.0
point_of_sale.52DH1662,52DH1662,0.0
point_of_sale.52DH1664,52DH1664,0.0
point_of_sale.52DH1667,52DH1667,0.0
point_of_sale.52DH1668,52DH1668,0.0
point_of_sale.52DH1686,52DH1686,0.0
point_of_sale.52DH1687,52DH1687,0.0
point_of_sale.52DH1688,52DH1688,0.0
point_of_sale.52DH1876,52DH1876,3.0
point_of_sale.52DH1877,52DH1877,0.0
point_of_sale.52DH1883,52DH1883,0.0
point_of_sale.52DH1885,52DH1885,1.0
point_of_sale.52DH1886,52DH1886,1.0
point_of_sale.52DH2001,52DH2001,4.0
point_of_sale.52DH2003,52DH2003,0.0
point_of_sale.52DH2004,52DH2004,0.0
point_of_sale.52DH2009,52DH2009,0.0
point_of_sale.52DH2010,52DH2010,0.0
point_of_sale.52DH2011,52DH2011,3.0
point_of_sale.52DH2014,52DH2014,0.0
point_of_sale.52DH2136,52DH2136,1.0
point_of_sale.52DH2137,52DH2137,1.0
point_of_sale.52DH2389,52DH2389,0.0
point_of_sale.52DH2390,52DH2390,0.0
point_of_sale.52DH2392,52DH2392,0.0
point_of_sale.52DH2397,52DH2397,0.0
point_of_sale.52DH2398,52DH2398,0.0
point_of_sale.52DH2399,52DH2399,0.0
point_of_sale.52DH2401,52DH2401,0.0
point_of_sale.52DH2405,52DH2405,0.0
point_of_sale.52DH2406,52DH2406,0.0
point_of_sale.52DH2448,52DH2448,0.0
point_of_sale.52DH2450,52DH2450,0.0
point_of_sale.52DH2499,52DH2499,0.0
point_of_sale.52DH2586,52DH2586,0.0
point_of_sale.52DH2616,52DH2616,0.0
point_of_sale.52DH2617,52DH2617,2.0
point_of_sale.52DH2620,52DH2620,0.0
point_of_sale.52DH2621,52DH2621,0.0
point_of_sale.52DH2651,52DH2651,0.0
point_of_sale.52DH2704,52DH2704,0.0
point_of_sale.52DH2705,52DH2705,0.0
point_of_sale.52DJ0133,52DJ0133,0.0
point_of_sale.52DJ0139,52DJ0139,0.0
point_of_sale.52DJ0166,52DJ0166,0.0
point_of_sale.52DJ0357,52DJ0357,0.0
point_of_sale.52DJ0358,52DJ0358,0.0
point_of_sale.52DJ0363,52DJ0363,0.0
point_of_sale.52DJ0364,52DJ0364,2.0
point_of_sale.52DJ0390,52DJ0390,0.0
point_of_sale.52DJ0449,52DJ0449,0.0
point_of_sale.52DJ0517,52DJ0517,0.0
point_of_sale.52DJ0518,52DJ0518,0.0
point_of_sale.52DJ0519,52DJ0519,7.0
point_of_sale.52DJ0520,52DJ0520,0.0
point_of_sale.52DJ0521,52DJ0521,0.0
point_of_sale.52DJ0522,52DJ0522,0.0
point_of_sale.52DJ0523,52DJ0523,0.0
point_of_sale.52DJ0524,52DJ0524,0.0
point_of_sale.52DJ0525,52DJ0525,0.0
point_of_sale.52DJ0526,52DJ0526,0.0
point_of_sale.52DJ0527,52DJ0527,0.0
point_of_sale.52DJ0528,52DJ0528,0.0
point_of_sale.52DJ0531,52DJ0531,0.0
point_of_sale.52DJ0532,52DJ0532,0.0
point_of_sale.52DJ0533,52DJ0533,0.0
point_of_sale.52DJ0534,52DJ0534,0.0
point_of_sale.52DJ0535,52DJ0535,0.0
point_of_sale.52DJ0536,52DJ0536,0.0
point_of_sale.52DJ0537,52DJ0537,0.0
point_of_sale.52DJ0545,52DJ0545,0.0
point_of_sale.52DJ0546,52DJ0546,0.0
point_of_sale.52DJ0547,52DJ0547,0.0
point_of_sale.52DJ0555,52DJ0555,0.0
point_of_sale.52DJ0556,52DJ0556,0.0
point_of_sale.52DJ0557,52DJ0557,0.0
point_of_sale.52DJ0562,52DJ0562,0.0
point_of_sale.52DJ0563,52DJ0563,0.0
point_of_sale.52DJ0565,52DJ0565,0.0
point_of_sale.52DJ0566,52DJ0566,5.0
point_of_sale.52DJ0569,52DJ0569,0.0
point_of_sale.52DJ0625,52DJ0625,0.0
point_of_sale.52DJ0723,52DJ0723,1.0
point_of_sale.52DJ0904,52DJ0904,1.0
point_of_sale.52DJ0905,52DJ0905,7.0
point_of_sale.52DJ0906,52DJ0906,4.0
point_of_sale.52DJ0909,52DJ0909,0.0
point_of_sale.52DJ0910,52DJ0910,0.0
point_of_sale.52DJ0942,52DJ0942,0.0
point_of_sale.52DJ0943,52DJ0943,0.0
point_of_sale.52DJ0944,52DJ0944,0.0
point_of_sale.52DJ0945,52DJ0945,0.0
point_of_sale.52DJ0951,52DJ0951,0.0
point_of_sale.52DJ0952,52DJ0952,0.0
point_of_sale.52DJ0956,52DJ0956,0.0
point_of_sale.52DJ0957,52DJ0957,0.0
point_of_sale.52DJ0958,52DJ0958,0.0
point_of_sale.52DJ0959,52DJ0959,0.0
point_of_sale.52DJ0999,52DJ0999,0.0
point_of_sale.52DJ1000,52DJ1000,0.0
point_of_sale.52DJ1001,52DJ1001,0.0
point_of_sale.52DJ1002,52DJ1002,0.0
point_of_sale.52DJ1013,52DJ1013,0.0
point_of_sale.52DJ1038,52DJ1038,0.0
point_of_sale.52DJ1039,52DJ1039,0.0
point_of_sale.52DJ1040,52DJ1040,0.0
point_of_sale.52DJ1041,52DJ1041,0.0
point_of_sale.52DJ1042,52DJ1042,0.0
point_of_sale.52DJ1044,52DJ1044,0.0
point_of_sale.52DJ1074,52DJ1074,0.0
point_of_sale.52DJ1085,52DJ1085,0.0
point_of_sale.52DJ1087,52DJ1087,0.0
point_of_sale.52DJ1089,52DJ1089,0.0
point_of_sale.52DJ1091,52DJ1091,0.0
point_of_sale.52DJ1095,52DJ1095,0.0
point_of_sale.52DJ1151,52DJ1151,0.0
point_of_sale.52DJ1183,52DJ1183,0.0
point_of_sale.52DJ1241,52DJ1241,0.0
point_of_sale.52DJ1298,52DJ1298,1.0
point_of_sale.52DJ1444,52DJ1444,3.0
point_of_sale.52DJ1445,52DJ1445,0.0
point_of_sale.52DJ1446,52DJ1446,0.0
point_of_sale.52DJ1447,52DJ1447,2.0
point_of_sale.52DJ1449,52DJ1449,0.0
point_of_sale.52DJ1454,52DJ1454,0.0
point_of_sale.52DJ1455,52DJ1455,0.0
point_of_sale.52DJ1498,52DJ1498,0.0
point_of_sale.52DJ1499,52DJ1499,0.0
point_of_sale.52DJ1500,52DJ1500,0.0
point_of_sale.52DJ1501,52DJ1501,0.0
point_of_sale.52DJ1502,52DJ1502,0.0
point_of_sale.52DJ1518,52DJ1518,0.0
point_of_sale.52DJ1551,52DJ1551,1.0
point_of_sale.52DJ1617,52DJ1617,1.0
point_of_sale.52DK0144,52DK0144,0.0
point_of_sale.52DK0167,52DK0167,1.0
point_of_sale.52DK0168,52DK0168,0.0
point_of_sale.52DK0172,52DK0172,0.0
point_of_sale.52DK0204,52DK0204,0.0
point_of_sale.52DK0334,52DK0334,0.0
point_of_sale.52DK0691,52DK0691,0.0
point_of_sale.52DM0086,52DM0086,0.0
point_of_sale.52DM0159,52DM0159,0.0
point_of_sale.52DM0368,52DM0368,0.0
point_of_sale.52DM8007,52DM8007,0.0
point_of_sale.52DP0120,52DP0120,0.0
point_of_sale.52DS0190,52DS0190,0.0
point_of_sale.52DT0153,52DT0153,0.0
point_of_sale.52DT0173,52DT0173,0.0
point_of_sale.52DT0174,52DT0174,0.0
point_of_sale.52DT0195,52DT0195,0.0
point_of_sale.52DT0265,52DT0265,0.0
point_of_sale.52DT0266,52DT0266,0.0
point_of_sale.52DT0268,52DT0268,0.0
point_of_sale.52DT0269,52DT0269,0.0
point_of_sale.52DT0270,52DT0270,0.0
point_of_sale.52DT0274,52DT0274,0.0
point_of_sale.52DT0275,52DT0275,0.0
point_of_sale.52DT0276,52DT0276,0.0
point_of_sale.52DT0277,52DT0277,0.0
point_of_sale.52DT0278,52DT0278,0.0
point_of_sale.52DT0279,52DT0279,0.0
point_of_sale.52DT0280,52DT0280,0.0
point_of_sale.52DT0281,52DT0281,0.0
point_of_sale.52DT0282,52DT0282,0.0
point_of_sale.52DT0283,52DT0283,0.0
point_of_sale.52DT0284,52DT0284,0.0
point_of_sale.52DT0285,52DT0285,0.0
point_of_sale.52DT0457,52DT0457,0.0
point_of_sale.52DT0458,52DT0458,0.0
point_of_sale.52DT0459,52DT0459,0.0
point_of_sale.52DT0460,52DT0460,0.0
point_of_sale.52DT0461,52DT0461,0.0
point_of_sale.52DT0463,52DT0463,0.0
point_of_sale.52DT0464,52DT0464,0.0
point_of_sale.52DT0465,52DT0465,0.0
point_of_sale.52DT0466,52DT0466,0.0
point_of_sale.52DT0469,52DT0469,0.0
point_of_sale.52DT0470,52DT0470,0.0
point_of_sale.52DT0471,52DT0471,0.0
point_of_sale.52DT0472,52DT0472,0.0
point_of_sale.52DT0477,52DT0477,0.0
point_of_sale.52DT0478,52DT0478,0.0
point_of_sale.52DT0480,52DT0480,0.0
point_of_sale.52DT0481,52DT0481,0.0
point_of_sale.52DT0501,52DT0501,0.0
point_of_sale.52DT0503,52DT0503,0.0
point_of_sale.52DU0071,52DU0071,0.0
point_of_sale.52DU0104,52DU0104,0.0
point_of_sale.52DU0156,52DU0156,0.0
point_of_sale.52DU0197,52DU0197,0.0
point_of_sale.52DU0239,52DU0239,3.0
point_of_sale.52DU0240,52DU0240,0.0
point_of_sale.52DU0249,52DU0249,0.0
point_of_sale.52DU0289,52DU0289,1.0
point_of_sale.52DU0290,52DU0290,0.0
point_of_sale.52DU0291,52DU0291,0.0
point_of_sale.52DU0292,52DU0292,0.0
point_of_sale.52DU0458,52DU0458,0.0
point_of_sale.52DU0459,52DU0459,0.0
point_of_sale.52DU0555,52DU0555,0.0
point_of_sale.52DU0575,52DU0575,9.0
point_of_sale.52DU0576,52DU0576,0.0
point_of_sale.52DU0577,52DU0577,2.0
point_of_sale.52DU0578,52DU0578,26.0
point_of_sale.52DU0579,52DU0579,6.0
point_of_sale.52DU0580,52DU0580,0.0
point_of_sale.52DU0582,52DU0582,-1.0
point_of_sale.52DU0583,52DU0583,0.0
point_of_sale.52DU0584,52DU0584,0.0
point_of_sale.52DU0586,52DU0586,2.0
point_of_sale.52DU0587,52DU0587,3.0
point_of_sale.52DU0588,52DU0588,0.0
point_of_sale.52DU0590,52DU0590,1.0
point_of_sale.52DU0591,52DU0591,0.0
point_of_sale.52DU0592,52DU0592,0.0
point_of_sale.52DU0593,52DU0593,0.0
point_of_sale.52DU0594,52DU0594,0.0
point_of_sale.52DU0625,52DU0625,0.0
point_of_sale.52DU0629,52DU0629,0.0
point_of_sale.52DU0633,52DU0633,0.0
point_of_sale.52DU0781,52DU0781,0.0
point_of_sale.52DU0782,52DU0782,0.0
point_of_sale.52DU0848,52DU0848,0.0
point_of_sale.52DU0849,52DU0849,0.0
point_of_sale.52DU0922,52DU0922,0.0
point_of_sale.52DU0923,52DU0923,2.0
point_of_sale.52DU0924,52DU0924,0.0
point_of_sale.52DU0926,52DU0926,1.0
point_of_sale.52DU0927,52DU0927,0.0
point_of_sale.52DU0928,52DU0928,0.0
point_of_sale.52DU0929,52DU0929,9.0
point_of_sale.52DU0931,52DU0931,0.0
point_of_sale.52DU0932,52DU0932,0.0
point_of_sale.52DU0933,52DU0933,1.0
point_of_sale.52DU0934,52DU0934,5.0
point_of_sale.52DU0939,52DU0939,0.0
point_of_sale.52DU1082,52DU1082,0.0
point_of_sale.52DU1083,52DU1083,0.0
point_of_sale.52DU1085,52DU1085,0.0
point_of_sale.52DU1086,52DU1086,0.0
point_of_sale.52DU1088,52DU1088,0.0
point_of_sale.52DU1089,52DU1089,0.0
point_of_sale.52DU1174,52DU1174,1.0
point_of_sale.52DU1175,52DU1175,0.0
point_of_sale.52DU1176,52DU1176,0.0
point_of_sale.52DU8007,52DU8007,0.0
point_of_sale.52DV0022,52DV0022,0.0
point_of_sale.52DV0024,52DV0024,1.0
point_of_sale.52DV0051,52DV0051,0.0
point_of_sale.52DV0052,52DV0052,0.0
point_of_sale.52DZ0007,52DZ0007,0.0
point_of_sale.52DZ0015,52DZ0015,0.0
point_of_sale.52DZ0016,52DZ0016,0.0
point_of_sale.52DZ0030,52DZ0030,0.0
point_of_sale.52DZ0046,52DZ0046,2.0
point_of_sale.52DZ0047,52DZ0047,4.0
point_of_sale.52DZ0061,52DZ0061,0.0
point_of_sale.52FD0010,52FD0010,0.0
point_of_sale.52JA0023,52JA0023,6.0
point_of_sale.52JA0027,52JA0027,0.0
point_of_sale.52JA0028,52JA0028,-3.0
point_of_sale.52JA0029,52JA0029,0.0
point_of_sale.52JB0022,52JB0022,0.0
point_of_sale.52JB0024,52JB0024,0.0
point_of_sale.52JB0025,52JB0025,0.0
point_of_sale.52JB0032,52JB0032,0.0
point_of_sale.52JB0033,52JB0033,0.0
point_of_sale.52JB0045,52JB0045,0.0
point_of_sale.52JB0230,52JB0230,0.0
point_of_sale.52JB0231,52JB0231,7.0
point_of_sale.52JB0232,52JB0232,0.0
point_of_sale.52JB0233,52JB0233,0.0
point_of_sale.52JB0234,52JB0234,0.0
point_of_sale.52JB5504,52JB5504,0.0
point_of_sale.52JC0019,52JC0019,0.0
point_of_sale.52JD0025,52JD0025,0.0
point_of_sale.52JD0033,52JD0033,0.0
point_of_sale.52JD0034,52JD0034,0.0
point_of_sale.52JD0061,52JD0061,0.0
point_of_sale.52JD0062,52JD0062,0.0
point_of_sale.52JD0067,52JD0067,2.0
point_of_sale.52JD0175,52JD0175,1.0
point_of_sale.52JD0195,52JD0195,0.0
point_of_sale.52JD0196,52JD0196,0.0
point_of_sale.52JD0204,52JD0204,0.0
point_of_sale.52JD0207,52JD0207,0.0
point_of_sale.52JD0208,52JD0208,0.0
point_of_sale.52JD0215,52JD0215,0.0
point_of_sale.52JD0216,52JD0216,0.0
point_of_sale.52JD0303,52JD0303,0.0
point_of_sale.52JD0305,52JD0305,0.0
point_of_sale.52JD0307,52JD0307,0.0
point_of_sale.52JD0309,52JD0309,0.0
point_of_sale.52JD0316,52JD0316,0.0
point_of_sale.52JD0366,52JD0366,0.0
point_of_sale.52JD0367,52JD0367,0.0
point_of_sale.52JD0375,52JD0375,0.0
point_of_sale.52JD0376,52JD0376,0.0
point_of_sale.52JD0377,52JD0377,0.0
point_of_sale.52JD0378,52JD0378,0.0
point_of_sale.52JD0379,52JD0379,0.0
point_of_sale.52JD0380,52JD0380,0.0
point_of_sale.52JD0389,52JD0389,3.0
point_of_sale.52JD0390,52JD0390,0.0
point_of_sale.52JD0391,52JD0391,0.0
point_of_sale.52JD0419,52JD0419,0.0
point_of_sale.52JD0420,52JD0420,0.0
point_of_sale.52JD0473,52JD0473,0.0
point_of_sale.52JD0475,52JD0475,0.0
point_of_sale.52JD0477,52JD0477,2.0
point_of_sale.52JD0478,52JD0478,6.0
point_of_sale.52JD0479,52JD0479,0.0
point_of_sale.52JD0480,52JD0480,0.0
point_of_sale.52JD0544,52JD0544,0.0
point_of_sale.52JD0593,52JD0593,0.0
point_of_sale.52JD0594,52JD0594,0.0
point_of_sale.52JD0597,52JD0597,1.0
point_of_sale.52JD0598,52JD0598,2.0
point_of_sale.52JD0599,52JD0599,0.0
point_of_sale.52JD0600,52JD0600,0.0
point_of_sale.52JD0603,52JD0603,4.0
point_of_sale.52JD0604,52JD0604,1.0
point_of_sale.52JD0607,52JD0607,0.0
point_of_sale.52JD0608,52JD0608,0.0
point_of_sale.52JD0609,52JD0609,0.0
point_of_sale.52JD0610,52JD0610,0.0
point_of_sale.52JD0638,52JD0638,3.0
point_of_sale.52JD0639,52JD0639,2.0
point_of_sale.52JD0643,52JD0643,0.0
point_of_sale.52JD0653,52JD0653,0.0
point_of_sale.52JD0655,52JD0655,0.0
point_of_sale.52JD0656,52JD0656,2.0
point_of_sale.52JD0657,52JD0657,2.0
point_of_sale.52JD0659,52JD0659,0.0
point_of_sale.52JD0661,52JD0661,0.0
point_of_sale.52JD0662,52JD0662,0.0
point_of_sale.52JD0715,52JD0715,6.0
point_of_sale.52JD0716,52JD0716,0.0
point_of_sale.52JD0717,52JD0717,0.0
point_of_sale.52JD0718,52JD0718,4.0
point_of_sale.52JD0719,52JD0719,0.0
point_of_sale.52JD0720,52JD0720,0.0
point_of_sale.52JD0744,52JD0744,0.0
point_of_sale.52JD0745,52JD0745,0.0
point_of_sale.52JD0746,52JD0746,0.0
point_of_sale.52JD1323,52JD1323,0.0
point_of_sale.52JE0012,52JE0012,0.0
point_of_sale.52JE0016,52JE0016,0.0
point_of_sale.52JE0017,52JE0017,0.0
point_of_sale.52JE0018,52JE0018,0.0
point_of_sale.52JE0049,52JE0049,0.0
point_of_sale.52JE0074,52JE0074,0.0
point_of_sale.52JE0080,52JE0080,0.0
point_of_sale.52JE0212,52JE0212,0.0
point_of_sale.52JE0299,52JE0299,0.0
point_of_sale.52JE5506,52JE5506,1.0
point_of_sale.52JF0047,52JF0047,0.0
point_of_sale.52JF0049,52JF0049,0.0
point_of_sale.52JF0051,52JF0051,1.0
point_of_sale.52JF0062,52JF0062,0.0
point_of_sale.52JF0066,52JF0066,0.0
point_of_sale.52JF0067,52JF0067,0.0
