ID,Product/ID,Product/Internal Reference,Counted Quantity
__export__.stock_inventory_line_199300_b255a018,__export__.product_product_39140_0df98ef0,AA111058,23.0
__export__.stock_inventory_line_198751_c1fbe06e,__export__.product_product_11773_dc7dfd0d,36DU1205,68.0
__export__.stock_inventory_line_198906_caba002a,__export__.product_product_38735_aae7f1e9,39171519,231.0
__export__.stock_inventory_line_200795_bc08645a,__export__.product_product_24185_00de8444,JW131809,14.0
__export__.stock_inventory_line_199933_f4d8afd5,__export__.product_product_15601_2f33e76c,DJ151071,19.0
__export__.stock_inventory_line_199605_9c4d622e,__export__.product_product_49940_003baea7,AZ351002(YL),2.0
__export__.stock_inventory_line_199722_04a7a2a6,__export__.product_product_14348_0d9b3745,DD191141,8.0
__export__.stock_inventory_line_199968_8ab80d11,__export__.product_product_15765_d2da3119,DJ191054,0.0
__export__.stock_inventory_line_199240_62080964,__export__.product_product_38983_f7e823a8,AA101472,81.0
__export__.stock_inventory_line_198666_40b6a95d,__export__.product_product_38456_85771566,36AA4025,18.0
__export__.stock_inventory_line_198740_ad2d168c,__export__.product_product_11704_29d95dc6,36DS1002,38.0
__export__.stock_inventory_line_201008_b81f146f,__export__.product_product_33166_a85d3099,PD531029,13.0
__export__.stock_inventory_line_199801_9ccedd3b,__export__.product_product_14844_8bf469c1,DH101344,17.0
__export__.stock_inventory_line_200138_e11c1671,__export__.product_product_16690_9cb03956,DS101277,2.0
__export__.stock_inventory_line_199775_da2914e7,__export__.product_product_14754_0911f799,DH101006,23.0
__export__.stock_inventory_line_198673_2ba24b7d,__export__.product_product_38465_b0e8d713,36AA4042,23.0
__export__.stock_inventory_line_199197_2e561e81,__export__.product_product_38891_4ea2de3c,AA101116,148.0
__export__.stock_inventory_line_198692_76347481,__export__.product_product_38527_7cb45b66,36AN0013,32.0
__export__.stock_inventory_line_198885_a575c4e9,__export__.product_product_38666_4cd4757b,39103519,761.0
__export__.stock_inventory_line_199526_39fd1fcf,__export__.product_product_47142_6ac208e3,AN101123,5.0
__export__.stock_inventory_line_198558_4f7b82a6,__export__.product_product_38367_771f9025,28101118,69.0
__export__.stock_inventory_line_199993_9b0e0595,__export__.product_product_15867_6e3ddc1a,DJ221003,0.0
__export__.stock_inventory_line_199254_434fc149,__export__.product_product_39004_1fd16a80,AA101570,-3.0
__export__.stock_inventory_line_199512_77165be5,__export__.product_product_47080_cd8419be,AL201051,0.0
__export__.stock_inventory_line_198686_d06cf4fe,__export__.product_product_38501_c244c379,36AB4015,-3.0
__export__.stock_inventory_line_198721_c0a3b91d,__export__.product_product_11577_4a1c5231,36DJ1004,0.0
__export__.stock_inventory_line_198742_8543f053,__export__.product_product_11708_54d75bd3,36DS1201,33.0
__export__.stock_inventory_line_199432_12ea48e1,__export__.product_product_46759_1193c833,AA231026,0.0
__export__.stock_inventory_line_199910_0a22fa26,__export__.product_product_15484_254e9189,DJ101216,-1.0
__export__.stock_inventory_line_199912_209fadfb,__export__.product_product_15504_5c371821,DJ101371,4.0
__export__.stock_inventory_line_199182_46efd7f2,__export__.product_product_38872_fa88bd0b,AA101050,0.0
__export__.stock_inventory_line_199181_89b1ac1a,__export__.product_product_38871_828e99dd,AA101048,0.0
__export__.stock_inventory_line_198747_bd7fb41b,__export__.product_product_11767_a60cf2c7,36DU1001,59.0
__export__.stock_inventory_line_200238_35fa49db,__export__.product_product_17291_dc76456a,DU101218,40.0
__export__.stock_inventory_line_198596_b43c4a26,__export__.product_product_11302_89b7fcaf,31101033,543.0
__export__.stock_inventory_line_198813_9926fe88,__export__.product_product_12256_1b8a20bc,36JZ0007,36.0
__export__.stock_inventory_line_199851_87b6ca84,__export__.product_product_15056_33c87146,DH121093,3.0
__export__.stock_inventory_line_199236_f517bdaf,__export__.product_product_38972_d704bdb5,AA101446,-3.0
__export__.stock_inventory_line_199194_dfd65efc,__export__.product_product_38888_7cc08691,AA101077,19.0
__export__.stock_inventory_line_200318_8381ddaf,__export__.product_product_17738_6d9947a5,DZ181004,4.0
__export__.stock_inventory_line_199721_879bda3b,__export__.product_product_14345_074d6cf0,DD191132,6.0
__export__.stock_inventory_line_200624_0c285c1f,__export__.product_product_22903_a5e4b137,JG621413,2.0
__export__.stock_inventory_line_198656_95bf2d78,__export__.product_product_11464_669bfc40,36314001K,26.0
__export__.stock_inventory_line_198921_05b3bef9,__export__.product_product_38764_0e987b3c,39191719,83.0
__export__.stock_inventory_line_199620_d157c142,__export__.product_product_47466_ee652302,BA191050,3.0
__export__.stock_inventory_line_198471_eb345914,__export__.product_product_38108_adc8cd62,24151171,36.0
__export__.stock_inventory_line_199493_6b5c33fb,__export__.product_product_46945_771bc730,AF191007,-2.0
__export__.stock_inventory_line_198918_36568b48,__export__.product_product_38759_9f997f76,39187019,46.0
__export__.stock_inventory_line_200445_fe935ef8,__export__.product_product_18552_ae6fbde5,JC101034,46.0
__export__.stock_inventory_line_198940_de697a4a,__export__.product_product_12787_61902238,39240320,17.0
__export__.stock_inventory_line_198735_b73db5a6,__export__.product_product_11654_f7247dc2,36DK0036,8.0
__export__.stock_inventory_line_200051_d615cc6f,__export__.product_product_16120_432a826f,DK151094,11.0
__export__.stock_inventory_line_200791_d765144f,__export__.product_product_24157_f660d768,JV511012,19.0
__export__.stock_inventory_line_198857_e038d636,__export__.product_product_12523_fd59ddc3,36PF0048,2.0
__export__.stock_inventory_line_203256_fbac7a9a,__export__.product_product_12520_b39e55dc,36PF0045,-1.0
__export__.stock_inventory_line_199649_b136455c,__export__.product_product_47576_f5c05a99,BF551613,-6.0
__export__.stock_inventory_line_198579_dc674bb9,__export__.product_product_11238_926c2a15,30151105,81.0
__export__.stock_inventory_line_198811_540e82eb,__export__.product_product_12252_aa9afabd,36JZ0002,8.0
__export__.stock_inventory_line_198512_92543853,__export__.product_product_38220_9b3d1fdc,24171198,8.0
__export__.stock_inventory_line_199821_4a514dfc,__export__.product_product_14931_858b8efc,DH101680,7.0
__export__.stock_inventory_line_199481_814de522,__export__.product_product_46884_2efac440,AE101016K,31.0
__export__.stock_inventory_line_198483_eff19c8a,__export__.product_product_38143_6c7defdf,24160913,-4.0
__export__.stock_inventory_line_198598_a9483dc1,__export__.product_product_11306_cfe8cc44,31101041,55.0
__export__.stock_inventory_line_200094_d1189d54,__export__.product_product_16343_04f3e8a2,DM101140,171.0
__export__.stock_inventory_line_200321_d13e6231,__export__.product_product_17752_f2c5b76e,DZ191014,9.0
__export__.stock_inventory_line_198447_6d9c3d15,__export__.product_product_38008_6c94e8ea,24131032,5.0
__export__.stock_inventory_line_208466_79ee3dc3,__export__.product_product_16122_c38804e7,DK151096,-1.0
__export__.stock_inventory_line_199974_c716c3cb,__export__.product_product_15778_319c342d,DJ191083,3.0
__export__.stock_inventory_line_198647_b6dfc292,__export__.product_product_38440_8b28e8e0,36281008,30.0
__export__.stock_inventory_line_207436_ddc0e126,__export__.product_product_14958_496d2e37,DH101877,-1.0
__export__.stock_inventory_line_198638_d55c394a,__export__.product_product_38417_75502bfa,36152203,-2.0
__export__.stock_inventory_line_199245_e77170fa,__export__.product_product_38989_1805047e,AA101481,43.0
__export__.stock_inventory_line_199484_fcac7ef1,__export__.product_product_46891_cbeae897,AE121001,-8.0
__export__.stock_inventory_line_199263_5e76de19,__export__.product_product_39021_c42eb979,AA101622,55.0
__export__.stock_inventory_line_199319_af4f7cd9,__export__.product_product_39176_ca376fb3,AA111153,-7.0
__export__.stock_inventory_line_201500_b68e9126,__export__.product_product_37761_9003b2ee,22170434,-40.0
__export__.stock_inventory_line_198423_5fb1905b,__export__.product_product_37885_c551cb1a,24121066,11.0
__export__.stock_inventory_line_199576_4b15bc34,__export__.product_product_47234_51796135,AN131022,-4.0
__export__.stock_inventory_line_199845_12344b62,__export__.product_product_15020_1a12903d,DH111034,10.0
__export__.stock_inventory_line_199379_1d14fa92,__export__.product_product_39339_8589016c,AA171006,9.0
