name,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
PRIRSQ2021112405665,True,24171024,__export__.product_product_38195_951f62a8,stock.stock_location_stock,190.0
,,31151021,__export__.product_product_11372_72b44663,stock.stock_location_stock,99.0
,,36152203,__export__.product_product_38417_75502bfa,stock.stock_location_stock,49.0
,,36AA4050,__export__.product_product_38470_656a956e,stock.stock_location_stock,42.0
,,36AA4102,__export__.product_product_38484_8d39b6af,stock.stock_location_stock,25.0
,,DM191002,__export__.product_product_16396_fa8060d2,stock.stock_location_stock,14.0
,,DU191006,__export__.product_product_17429_aef1cffa,stock.stock_location_stock,17.0
,,AA101057,__export__.product_product_38879_6c70648c,stock.stock_location_stock,9.0
,,36AN0013,__export__.product_product_38527_7cb45b66,stock.stock_location_stock,40.0
,,36DS1201,__export__.product_product_11708_54d75bd3,stock.stock_location_stock,27.0
,,36JZ0198,__export__.product_product_12375_caaba727,stock.stock_location_stock,35.0
,,52DJ1298,__export__.product_product_13077_db3ae888,stock.stock_location_stock,2.0
,,52DJ1617,__export__.product_product_13092_fe1f5c3f,stock.stock_location_stock,3.0
,,AA101555,__export__.product_product_38998_9a6d5440,stock.stock_location_stock,13.0
,,DD101407,__export__.product_product_14194_6858f886,stock.stock_location_stock,39.0
,,DD121013,__export__.product_product_14222_0e4fd623,stock.stock_location_stock,81.0
,,DD201024,__export__.product_product_14362_07b9bebc,stock.stock_location_stock,24.0
,,DE151012,__export__.product_product_14405_c99709d4,stock.stock_location_stock,161.0
,,AA101692,__export__.product_product_39036_943f20cf,stock.stock_location_stock,45.0
,,AA201219,__export__.product_product_46705_06344523,stock.stock_location_stock,2.0
,,AB101067,__export__.product_product_46781_34999964,stock.stock_location_stock,20.0
,,DK151094,__export__.product_product_16120_432a826f,stock.stock_location_stock,53.0
,,52AB0098,__export__.product_product_38831_dfb1612a,stock.stock_location_stock,2.0
PRIRSQ2021112405666,True,DD111018,__export__.product_product_14214_7e3a22e8,stock.stock_location_stock,46.0
,,DH101373,__export__.product_product_14849_6a24172d,stock.stock_location_stock,126.0
,,DJ201183,__export__.product_product_15838_bece6fb9,stock.stock_location_stock,44.0
PRIRSQ2021112405667,True,52JL0982,__export__.product_product_13459_ae2b426a,stock.stock_location_stock,3.0
,,AP121132,__export__.product_product_47265_57cbfc54,stock.stock_location_stock,42.0
,,JL601251,__export__.product_product_23771_30e5ca94,stock.stock_location_stock,2.0
PRIRSQ2021112405668,True,CMUDJ191015,__export__.product_product_50228_2415798e,stock.stock_location_stock,14.0
PRIBDM2021112405669,True,CMUBA191050,__export__.product_product_50225_3d1c8427,stock.stock_location_stock,156.0
