name,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
"Sales 2021/07/07,08",True,JA541021,__export__.product_product_18207_d06614be,stock.stock_location_stock,27.0
,,AZ161212,__export__.product_product_47310_57bdb048,stock.stock_location_stock,20.0
,,39186919,__export__.product_product_38758_11bd8c25,stock.stock_location_stock,5.0
,,39021311,__export__.product_product_38575_e07809fb,stock.stock_location_stock,9.0
,,39171905,__export__.product_product_38737_f5ce49e6,stock.stock_location_stock,1.0
,,AN101113,__export__.product_product_47140_1a6a7fb2,stock.stock_location_stock,6.0
,,DD101349,__export__.product_product_14187_6a8998f7,stock.stock_location_stock,7.0
,,AB151054,__export__.product_product_46805_e3ebe440,stock.stock_location_stock,1.0
,,DU151018,__export__.product_product_17354_e1fa0aec,stock.stock_location_stock,5.0
,,DU151009,__export__.product_product_17351_56a2c0db,stock.stock_location_stock,13.0
,,DU151026,__export__.product_product_17356_ed1e92ae,stock.stock_location_stock,109.0
,,16151066,__export__.product_product_11073_352cfa1c,stock.stock_location_stock,405.0
,,DH101125,__export__.product_product_14790_feac39ca,stock.stock_location_stock,3.0
,,JA511006,__export__.product_product_18166_db60c6c8,stock.stock_location_stock,3.0
,,JZ161221,__export__.product_product_32011_969abc6d,stock.stock_location_stock,7.0
,,DH102201,__export__.product_product_14987_da454263,stock.stock_location_stock,38.0
,,36DH4117,__export__.product_product_11552_fa8081bd,stock.stock_location_stock,7.0
,,DK101565,__export__.product_product_15981_476e34e2,stock.stock_location_stock,15.0
,,DH101877,__export__.product_product_14958_496d2e37,stock.stock_location_stock,36.0
,,36JZ0121,__export__.product_product_12332_ce1d92ce,stock.stock_location_stock,1.0
,,DU191047,__export__.product_product_17451_fac07d6d,stock.stock_location_stock,2.0
,,JL161200,__export__.product_product_23431_34b548f8,stock.stock_location_stock,6.0
,,36314002,__export__.product_product_11465_d92f015f,stock.stock_location_stock,157.0
,,36DS1002,__export__.product_product_11704_29d95dc6,stock.stock_location_stock,6.0
,,JZ511004,__export__.product_product_32185_76366947,stock.stock_location_stock,14.0
,,AN101149,__export__.product_product_47152_40778cfa,stock.stock_location_stock,12.0
,,AA101077,__export__.product_product_38888_7cc08691,stock.stock_location_stock,0.0
,,36JG0011,__export__.product_product_11968_d27382cf,stock.stock_location_stock,31.0
,,36DV0007,__export__.product_product_11804_086d0f0e,stock.stock_location_stock,15.0
,,DK151085,__export__.product_product_16115_79ceef7b,stock.stock_location_stock,21.0
,,39103519,__export__.product_product_38666_4cd4757b,stock.stock_location_stock,895.0
,,03100718,__export__.product_product_37569_27f03bce,stock.stock_location_stock,236.0
,,59200012,__export__.product_product_38855_34d7d6f2,stock.stock_location_stock,12.0
,,JV511012,__export__.product_product_24157_f660d768,stock.stock_location_stock,9.0
,,JA511012,__export__.product_product_18171_4c121c4a,stock.stock_location_stock,25.0
,,JE511038,__export__.product_product_18993_e67b16a0,stock.stock_location_stock,8.0
,,39219019,__export__.product_product_12753_805bbacd,stock.stock_location_stock,490.0
,,36DH4030,__export__.product_product_11511_7ac7302e,stock.stock_location_stock,62.0
,,AA121142,__export__.product_product_39213_8e55fa71,stock.stock_location_stock,2.0
,,24121118,__export__.product_product_37905_a3298065,stock.stock_location_stock,6.0
,,36AA4041,__export__.product_product_38464_0a1f4bc5,stock.stock_location_stock,34.0
,,AA101844,__export__.product_product_39070_380d1ece,stock.stock_location_stock,38.0
,,24131046,__export__.product_product_38009_27bcc3e7,stock.stock_location_stock,9.0
,,AN101300,__export__.product_product_47184_46b98ae9,stock.stock_location_stock,59.0
,,DH101557,__export__.product_product_14908_01b8c387,stock.stock_location_stock,8.0
,,36JE0003,__export__.product_product_11890_917c9c76,stock.stock_location_stock,119.0
,,JB551408,__export__.product_product_18460_0f7cfaa4,stock.stock_location_stock,18.0
,,JB551411,__export__.product_product_18462_724be337,stock.stock_location_stock,12.0
,,JD511010,__export__.product_product_18884_48a84f25,stock.stock_location_stock,42.0
,,AA191073,__export__.product_product_39379_1a345bf3,stock.stock_location_stock,22.0
,,36BA4039,__export__.product_product_38537_13f3269f,stock.stock_location_stock,95.0
,,AB151063,__export__.product_product_46808_a822d38b,stock.stock_location_stock,4.0
