name,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
PRIRSQ2021103009097,True,36AN0010,__export__.product_product_38522_febe14be,stock.stock_location_stock,35.0
,,39103519,__export__.product_product_38666_4cd4757b,stock.stock_location_stock,383.0
,,DH101098,__export__.product_product_14781_ecd4ff37,stock.stock_location_stock,158.0
,,DU101218,__export__.product_product_17291_dc76456a,stock.stock_location_stock,15.0
PRIRSQ2021103009099,True,24100703,__export__.product_product_37798_4ffc50ed,stock.stock_location_stock,12.0
,,24101804,__export__.product_product_37844_a13757cd,stock.stock_location_stock,9.0
,,24130106,__export__.product_product_37991_2595ae1a,stock.stock_location_stock,18.0
,,24201472,__export__.product_product_38297_8b677f36,stock.stock_location_stock,10.0
,,24201473,__export__.product_product_38298_2b15aeb8,stock.stock_location_stock,9.0
,,JG161008,__export__.product_product_22641_b8104130,stock.stock_location_stock,6.0
,,AE121006,__export__.product_product_46893_76583c31,stock.stock_location_stock,10.0
,,JL131001,__export__.product_product_23374_f44887bb,stock.stock_location_stock,6.0
,,DM171027,__export__.product_product_16386_0e3f9394,stock.stock_location_stock,4.0
PRIRSQ2021103009100,True,AA191140,__export__.product_product_50293_a33c72d6,stock.stock_location_stock,1.0
,,AA191139,__export__.product_product_50294_95de39d3,stock.stock_location_stock,2.0
,,AM121213,__export__.product_product_50295_a2740d93,stock.stock_location_stock,1.0
,,AA191134,__export__.product_product_50296_057e0edc,stock.stock_location_stock,2.0
,,36AU0001,__export__.product_product_50297_f990ab13,stock.stock_location_stock,1.0
,,AF101277,__export__.product_product_50298_c45725aa,stock.stock_location_stock,1.0
,,RA511202,__export__.product_product_50299_bb18435c,stock.stock_location_stock,2.0
PRIRSQ2021103009101,True,30151041,__export__.product_product_11224_d97505e7,stock.stock_location_stock,90.0
,,36DH4174,__export__.product_product_11568_f4df1e35,stock.stock_location_stock,5.0
,,36DZ0020,__export__.product_product_11812_103df8c3,stock.stock_location_stock,24.0
,,DH101373,__export__.product_product_14849_6a24172d,stock.stock_location_stock,58.0
,,DH101782,__export__.product_product_14945_faa7459b,stock.stock_location_stock,17.0
,,JF401401,__export__.product_product_22499_807b3df7,stock.stock_location_stock,2.0
,,DH101033,__export__.product_product_14763_54cd67f3,stock.stock_location_stock,55.0
,,DU121009,__export__.product_product_17311_1bf26bf9,stock.stock_location_stock,4.0
,,DX101053,__export__.product_product_17621_b1001d90,stock.stock_location_stock,12.0
,,JD401400,__export__.product_product_18865_be22c06f,stock.stock_location_stock,3.0
,,JE511200,__export__.product_product_19004_e6d2caa4,stock.stock_location_stock,18.0
,,36JZ0103,__export__.product_product_12321_dccb7558,stock.stock_location_stock,54.0
,,36JZ0121,__export__.product_product_12332_ce1d92ce,stock.stock_location_stock,10.0
,,36JZ0198,__export__.product_product_12375_caaba727,stock.stock_location_stock,25.0
,,52DJ1298,__export__.product_product_13077_db3ae888,stock.stock_location_stock,1.0
,,DD101336,__export__.product_product_14184_2088016d,stock.stock_location_stock,15.0
,,DD101492,__export__.product_product_14208_63b34789,stock.stock_location_stock,16.0
,,DJ101327,__export__.product_product_15499_9a5bef74,stock.stock_location_stock,2.0
,,DJ181041,__export__.product_product_15700_05a0d8b0,stock.stock_location_stock,8.0
,,DJ201183,__export__.product_product_15838_bece6fb9,stock.stock_location_stock,12.0
,,DU191035,__export__.product_product_17446_2c37315c,stock.stock_location_stock,15.0
,,JD401007,__export__.product_product_18859_f431109b,stock.stock_location_stock,11.0
,,DD101495,__export__.product_product_14210_c9a8ead8,stock.stock_location_stock,6.0
PRIRSQ2021103009102,True,36DH4007,__export__.product_product_11495_efa1f13f,stock.stock_location_stock,36.0
,,36DH4025,__export__.product_product_11508_83130106,stock.stock_location_stock,22.0
,,36DH4041,__export__.product_product_11519_71ca9b92,stock.stock_location_stock,21.0
,,36DJ4005,__export__.product_product_11582_dd53e505,stock.stock_location_stock,41.0
,,36DU4017,__export__.product_product_11782_1a386292,stock.stock_location_stock,30.0
,,36DZ0002,__export__.product_product_11806_19d11b17,stock.stock_location_stock,14.0
,,36JE0005,__export__.product_product_11892_8a61f1aa,stock.stock_location_stock,18.0
,,36JZ0001,__export__.product_product_12251_f6e5156c,stock.stock_location_stock,36.0
,,DD101492,__export__.product_product_14208_63b34789,stock.stock_location_stock,11.0
,,DH101344,__export__.product_product_14844_8bf469c1,stock.stock_location_stock,48.0
,,DJ101216,__export__.product_product_15484_254e9189,stock.stock_location_stock,27.0
,,DS101319,__export__.product_product_16698_51e74b4f,stock.stock_location_stock,20.0
,,JD511010,__export__.product_product_18884_48a84f25,stock.stock_location_stock,77.0
,,JA521017,__export__.product_product_18189_6dbcc5a2,stock.stock_location_stock,22.0
,,JB551411,__export__.product_product_18462_724be337,stock.stock_location_stock,19.0
,,JB551408,__export__.product_product_18460_0f7cfaa4,stock.stock_location_stock,19.0
PRIRSQ2021103009113,True,03100338,__export__.product_product_37562_f522a1f2,stock.stock_location_stock,1.0
,,24171076,__export__.product_product_38201_0aa329c0,stock.stock_location_stock,20.0
,,28101118,__export__.product_product_38367_771f9025,stock.stock_location_stock,103.0
,,36AB4001,__export__.product_product_38498_e05a7f3b,stock.stock_location_stock,9.0
,,36DH4041,__export__.product_product_11519_71ca9b92,stock.stock_location_stock,21.0
,,36DS1002,__export__.product_product_11704_29d95dc6,stock.stock_location_stock,57.0
,,36JN0007,__export__.product_product_12126_0af01026,stock.stock_location_stock,25.0
,,36JW0014,__export__.product_product_12191_a60fd7a0,stock.stock_location_stock,11.0
,,36JZ0007,__export__.product_product_12256_1b8a20bc,stock.stock_location_stock,44.0
,,39103519,__export__.product_product_38666_4cd4757b,stock.stock_location_stock,433.0
,,52DU0104,__export__.product_product_13147_4e371160,stock.stock_location_stock,41.0
,,DD101407,__export__.product_product_14194_6858f886,stock.stock_location_stock,22.0
,,DH101344,__export__.product_product_14844_8bf469c1,stock.stock_location_stock,58.0
,,DH101680,__export__.product_product_14931_858b8efc,stock.stock_location_stock,60.0
,,DJ191023,__export__.product_product_15749_c19a10fa,stock.stock_location_stock,58.0
,,DJ191061,__export__.product_product_15772_ae1ce7ab,stock.stock_location_stock,22.0
,,DU201008,__export__.product_product_17459_bbc24de0,stock.stock_location_stock,10.0
,,JB531005,__export__.product_product_18445_64be1fef,stock.stock_location_stock,18.0
,,36JU0002,__export__.product_product_12145_66239ef4,stock.stock_location_stock,7.0
,,AB101067,__export__.product_product_46781_34999964,stock.stock_location_stock,7.0
,,AF111021,__export__.product_product_46911_59c36d60,stock.stock_location_stock,1.0
,,AF201036,__export__.product_product_46951_c231835c,stock.stock_location_stock,72.0
,,DH102053,__export__.product_product_14968_66a14d62,stock.stock_location_stock,6.0
,,DK151094,__export__.product_product_16120_432a826f,stock.stock_location_stock,42.0
,,DS101277,__export__.product_product_16690_9cb03956,stock.stock_location_stock,12.0
,,DX121010,__export__.product_product_17630_cc6741f2,stock.stock_location_stock,25.0
,,36241010,__export__.product_product_38429_e8a114d2,stock.stock_location_stock,29.0
,,36AA4032,__export__.product_product_38460_de97b0e4,stock.stock_location_stock,16.0
,,DJ221003,__export__.product_product_15867_6e3ddc1a,stock.stock_location_stock,14.0
,,DJ221004,__export__.product_product_15868_758a6db7,stock.stock_location_stock,24.0
,,DK101755,__export__.product_product_16022_360e9fc0,stock.stock_location_stock,22.0
,,DH121093,__export__.product_product_15056_33c87146,stock.stock_location_stock,35.0
,,39219019,__export__.product_product_12753_805bbacd,stock.stock_location_stock,332.0
,,AA101077,__export__.product_product_38888_7cc08691,stock.stock_location_stock,45.0
,,AA101392,__export__.product_product_38967_4aadccb9,stock.stock_location_stock,7.0
,,AA121006,__export__.product_product_39184_addf96fb,stock.stock_location_stock,36.0
,,AA121010,__export__.product_product_39188_3663bc39,stock.stock_location_stock,207.0
,,AA121336,__export__.product_product_39249_6b5e9159,stock.stock_location_stock,14.0
,,AN111009,__export__.product_product_47218_f7ed0051,stock.stock_location_stock,3.0
,,AN111015,__export__.product_product_47220_e8ae781d,stock.stock_location_stock,23.0
PRIRSQ2021103009114,True,30151105,__export__.product_product_11238_926c2a15,stock.stock_location_stock,120.0
,,31151060,__export__.product_product_11385_a84e059b,stock.stock_location_stock,68.0
,,36AA4025,__export__.product_product_38456_85771566,stock.stock_location_stock,40.0
,,36AA4106,__export__.product_product_38486_91737c7b,stock.stock_location_stock,21.0
,,36DS1201,__export__.product_product_11708_54d75bd3,stock.stock_location_stock,30.0
,,59200012,__export__.product_product_38855_34d7d6f2,stock.stock_location_stock,55.0
,,DH111077,__export__.product_product_15027_b23549f2,stock.stock_location_stock,4.0
,,DU101218,__export__.product_product_17291_dc76456a,stock.stock_location_stock,10.0
,,DU191003,__export__.product_product_17427_c68801f9,stock.stock_location_stock,32.0
,,JZ113001,__export__.product_product_31840_ed71e509,stock.stock_location_stock,5.0
PRIRSQ2021103009121,True,24130106,__export__.product_product_37991_2595ae1a,stock.stock_location_stock,2.0
PRIBDM2021103111315,True,CMUBA191050,__export__.product_product_50225_3d1c8427,stock.stock_location_stock,158.0
name,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
