name,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
Sales of 2021/12/11,True,28101129,__export__.product_product_38370_351bf3f2,stock.stock_location_stock,31.0
,,JA511204,__export__.product_product_18178_b9a4aa99,stock.stock_location_stock,0.0
,,36PA0004,__export__.product_product_12380_448513ef,stock.stock_location_stock,18.0
,,JL401012,__export__.product_product_23605_7b2467c0,stock.stock_location_stock,11.0
,,JL181203,__export__.product_product_23481_07002a0a,stock.stock_location_stock,4.0
,,JL181008,__export__.product_product_23477_bbecb076,stock.stock_location_stock,22.0
,,JL401405,__export__.product_product_23613_114b379b,stock.stock_location_stock,1.0
,,JL401006,__export__.product_product_23604_c7c7f111,stock.stock_location_stock,11.0
,,JL402409,__export__.product_product_23638_cea85a27,stock.stock_location_stock,0.0
,,JL231405,__export__.product_product_23549_a53bc4ce,stock.stock_location_stock,1.0
,,JL401002,__export__.product_product_23600_e0fe097e,stock.stock_location_stock,1.0
,,52JL1035,__export__.product_product_13472_928d1d83,stock.stock_location_stock,1.0
,,DJ191057,__export__.product_product_15768_be320856,stock.stock_location_stock,29.0
,,36DD4001,__export__.product_product_11473_1bf7a01e,stock.stock_location_stock,1.0
,,39167121,__export__.product_product_12680_1f7fa7b1,stock.stock_location_stock,36.0
,,JZ401038,__export__.product_product_32147_325bb8be,stock.stock_location_stock,9.0
,,DJ181115,__export__.product_product_15726_fa72f721,stock.stock_location_stock,199.0
,,AA101077,__export__.product_product_38888_7cc08691,stock.stock_location_stock,83.0
,,AA101210,__export__.product_product_38920_011cfcda,stock.stock_location_stock,523.0
,,AF201036,__export__.product_product_46951_c231835c,stock.stock_location_stock,0.0
,,AN101123,__export__.product_product_47142_6ac208e3,stock.stock_location_stock,16.0
,,AA101472,__export__.product_product_38983_f7e823a8,stock.stock_location_stock,257.0
,,36AA4025,__export__.product_product_38456_85771566,stock.stock_location_stock,4.0
,,36BA4039,__export__.product_product_38537_13f3269f,stock.stock_location_stock,26.0
,,01100342K,__export__.product_product_37515_dbde506e,stock.stock_location_stock,87.0
,,DH111034,__export__.product_product_15020_1a12903d,stock.stock_location_stock,21.0
,,AA191102,__export__.product_product_46663_9a5ea4ce,stock.stock_location_stock,7.0
,,AA101162,__export__.product_product_38912_73e327e5,stock.stock_location_stock,61.0
,,AN101149,__export__.product_product_47152_40778cfa,stock.stock_location_stock,17.0
,,AN101012,__export__.product_product_47127_4dbbc186,stock.stock_location_stock,6.0
,,DK101151,__export__.product_product_15920_d3168c06,stock.stock_location_stock,21.0
,,JH511207,__export__.product_product_23092_00fa351d,stock.stock_location_stock,4.0
