ID,Product/ID,Product/Internal Reference,Counted Quantity
__export__.stock_inventory_line_165026_af8edbf4,__export__.product_product_49953_c53778a2,39193815(YL),20.0
__export__.stock_inventory_line_165027_9da39ffe,__export__.product_product_49954_1ba690a8,39214124(YL),210.0
__export__.stock_inventory_line_165030_e42ea644,__export__.product_product_49955_857862cf,52Jl0066(YL),2.0
__export__.stock_inventory_line_165049_f60ed0c5,__export__.product_product_49956_a0eb0827,AA101013(YL),10.0
__export__.stock_inventory_line_165052_7c83fba6,__export__.product_product_49957_ce4f27a8,AA101392(YL),2.0
__export__.stock_inventory_line_165101_33641876,__export__.product_product_49958_e254b72f,PA151014(YL),15.0
__export__.stock_inventory_line_165078_9384d596,__export__.product_product_49959_a6f25592,DG141019(YL),40.0
__export__.stock_inventory_line_165082_2639633f,__export__.product_product_49960_7c5ccc54,DH181022(YL),10.0
__export__.stock_inventory_line_165083_c49ffd99,__export__.product_product_49961_ec5bf3f6,DJ151077(YL),2.0
__export__.stock_inventory_line_165085_6959f1fc,__export__.product_product_49962_9b0d4986,DJ201035(YL),10.0
__export__.stock_inventory_line_165086_b5da9a87,__export__.product_product_49963_882ba3c4,DL191014(YL),100.0
__export__.stock_inventory_line_165087_0cb699ac,__export__.product_product_49964_de830117,DM191009(YL),2.0
__export__.stock_inventory_line_165089_4c88079d,__export__.product_product_49965_8351bf2a,DS101335(YL),20.0
__export__.stock_inventory_line_165092_af30d76c,__export__.product_product_49966_a7c61b28,DS181045(YL),5.0
__export__.stock_inventory_line_165059_d70e73fa,__export__.product_product_49967_44b2d616,AA171027(YL),1.0
__export__.stock_inventory_line_165068_d052bf08,__export__.product_product_49968_a93bc645,AN101033(YL),2.0
