name,Accounting Date,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
PRIRSQ2021121603079,2021-12-16,True,30101142,__export__.product_product_11197_96f5c3b6,stock.stock_location_stock,407.0
,,,39108019,__export__.product_product_12644_aab814c5,stock.stock_location_stock,199.0
,,,39219019,__export__.product_product_12753_805bbacd,stock.stock_location_stock,389.0
,,,AA191115,__export__.product_product_46667_ea608e86,stock.stock_location_stock,10.0
PRIBDM2021121603081,2021-12-16,True,BGO10W30C,__export__.product_product_49756_ebe52581,stock.stock_location_stock,26.0
PRIBDM2021121603082,2021-12-16,True,36281008,__export__.product_product_38440_8b28e8e0,stock.stock_location_stock,54.0
,,,36311028,__export__.product_product_11459_97dc2790,stock.stock_location_stock,31.0
,,,36AN0013,__export__.product_product_38527_7cb45b66,stock.stock_location_stock,42.0
,,,36DD4008,__export__.product_product_11477_53ef9cbb,stock.stock_location_stock,49.0
,,,36DZ0002,__export__.product_product_11806_19d11b17,stock.stock_location_stock,16.0
,,,36JA0020,__export__.product_product_11833_7767940a,stock.stock_location_stock,19.0
,,,DH111034,__export__.product_product_15020_1a12903d,stock.stock_location_stock,39.0
,,,36JZ0103,__export__.product_product_12321_dccb7558,stock.stock_location_stock,100.0
,,,36PA0042,__export__.product_product_12387_12d74e9e,stock.stock_location_stock,10.0
,,,52DH1535,__export__.product_product_12953_563d7358,stock.stock_location_stock,5.0
,,,DH101877,__export__.product_product_14958_496d2e37,stock.stock_location_stock,8.0
,,,DU101278,__export__.product_product_17298_419b95c5,stock.stock_location_stock,20.0
,,,JA351609,__export__.product_product_18154_a62db45c,stock.stock_location_stock,38.0
,,,JA351610,__export__.product_product_18155_bbdb1d09,stock.stock_location_stock,25.0
,,,JA521017,__export__.product_product_18189_6dbcc5a2,stock.stock_location_stock,13.0
,,,JA531011,__export__.product_product_18195_c8f929bf,stock.stock_location_stock,39.0
,,,JZ161002,__export__.product_product_31989_f6fd761f,stock.stock_location_stock,5.0
PRIBDM2021121603086,2021-12-16,True,01100342,__export__.product_product_37514_bf42a276,stock.stock_location_stock,22.0
,,,36AA4055,__export__.product_product_38471_b49b6a2b,stock.stock_location_stock,8.0
,,,36AA4057,__export__.product_product_38472_f5408eb9,stock.stock_location_stock,5.0
,,,36AA4058,__export__.product_product_38473_d1ee18c2,stock.stock_location_stock,7.0
,,,36BA4039,__export__.product_product_38537_13f3269f,stock.stock_location_stock,38.0
,,,36DH4154,__export__.product_product_11562_a4876f1d,stock.stock_location_stock,8.0
,,,36DU1205,__export__.product_product_11773_dc7dfd0d,stock.stock_location_stock,63.0
,,,36JZ0080,__export__.product_product_12306_4b504127,stock.stock_location_stock,2.0
,,,39121420,__export__.product_product_38682_dd3fbe1b,stock.stock_location_stock,24.0
,,,DH161133,__export__.product_product_15142_2df4e7b4,stock.stock_location_stock,51.0
,,,DH161194,__export__.product_product_15152_f4515635,stock.stock_location_stock,60.0
,,,39188020,__export__.product_product_12710_7078efe6,stock.stock_location_stock,30.0
,,,39193120,__export__.product_product_38766_b65fe418,stock.stock_location_stock,10.0
,,,39239620,__export__.product_product_12784_3ac7f70d,stock.stock_location_stock,15.0
,,,39268320,__export__.product_product_12846_6ae3afad,stock.stock_location_stock,10.0
,,,DD191125,__export__.product_product_14343_3cfc2be4,stock.stock_location_stock,10.0
,,,KPBB6302,__export__.product_product_32484_c0e8ea7a,stock.stock_location_stock,25.0
,,,PD511229,__export__.product_product_33165_178ac17f,stock.stock_location_stock,21.0
,,,AA161160,__export__.product_product_39310_2d9dca4b,stock.stock_location_stock,22.0
,,,DS121076,__export__.product_product_16749_1aada824,stock.stock_location_stock,5.0
,,,JA561000,__export__.product_product_18259_75dfb1c7,stock.stock_location_stock,4.0
,,,JC191019,__export__.product_product_18648_b7fbd0b5,stock.stock_location_stock,5.0
,,,JD113201,__export__.product_product_18696_2259d803,stock.stock_location_stock,5.0
,,,DK111028,__export__.product_product_16035_4e306b0a,stock.stock_location_stock,20.0
,,,DX151010,__export__.product_product_17634_e944812b,stock.stock_location_stock,27.0
,,,JL511241,__export__.product_product_23671_e208b203,stock.stock_location_stock,2.0
,,,KPBC6301,__export__.product_product_47839_ac22c53f,stock.stock_location_stock,19.0
