name,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
PRIBDM2021082605618,True,DJ151071,__export__.product_product_15601_2f33e76c,stock.stock_location_stock,41.0
,,DS101096,__export__.product_product_16638_8ddb947e,stock.stock_location_stock,167.0
,,JL181008,__export__.product_product_23477_bbecb076,stock.stock_location_stock,6.0
,,JL231203,__export__.product_product_23542_70f66cad,stock.stock_location_stock,4.0
,,JN122000,__export__.product_product_23826_5922f6f8,stock.stock_location_stock,15.0
,,JN401600,__export__.product_product_23880_b09ae653,stock.stock_location_stock,2.0
,,JV511007,__export__.product_product_24155_f3dc026a,stock.stock_location_stock,8.0
,,JZ511203,__export__.product_product_32191_7ca29dee,stock.stock_location_stock,23.0
,,PF121101,__export__.product_product_33248_1978034f,stock.stock_location_stock,5.0
,,24121118,__export__.product_product_37905_a3298065,stock.stock_location_stock,12.0
,,30151105,__export__.product_product_11238_926c2a15,stock.stock_location_stock,54.0
,,31151060,__export__.product_product_11385_a84e059b,stock.stock_location_stock,58.0
,,36314001K,__export__.product_product_11464_669bfc40,stock.stock_location_stock,55.0
,,36AA4032,__export__.product_product_38460_de97b0e4,stock.stock_location_stock,19.0
,,AA101446,__export__.product_product_38972_d704bdb5,stock.stock_location_stock,67.0
,,AA101555,__export__.product_product_38998_9a6d5440,stock.stock_location_stock,20.0
,,AA101598,__export__.product_product_39016_87c85ca4,stock.stock_location_stock,26.0
,,AA102003,__export__.product_product_39099_82d91d75,stock.stock_location_stock,15.0
,,AA111094,__export__.product_product_39162_513ab025,stock.stock_location_stock,9.0
,,AA111147,__export__.product_product_39172_2b9c5083,stock.stock_location_stock,25.0
,,AB101067,__export__.product_product_46781_34999964,stock.stock_location_stock,64.0
,,AB151063,__export__.product_product_46808_a822d38b,stock.stock_location_stock,10.0
,,AN101123,__export__.product_product_47142_6ac208e3,stock.stock_location_stock,25.0
,,AN111009,__export__.product_product_47218_f7ed0051,stock.stock_location_stock,6.0
,,AN131039,__export__.product_product_47236_592f80e4,stock.stock_location_stock,298.0
,,JL231201,__export__.product_product_23540_68ba3080,stock.stock_location_stock,3.0
PRIBDM2021082605620,True,BGO20W50C,__export__.product_product_49755_86045366,stock.stock_location_stock,274.0
PRIBDM2021082605622,True,39240320,__export__.product_product_12787_61902238,stock.stock_location_stock,59.0
,,52210040,__export__.product_product_38800_6693b5b9,stock.stock_location_stock,15.0
,,DH101795,__export__.product_product_47687_4cece32a,stock.stock_location_stock,38.0
,,DS201003,__export__.product_product_16914_029247d3,stock.stock_location_stock,28.0
,,JF402000,__export__.product_product_22507_c0f9f008,stock.stock_location_stock,15.0
PRIBDM2021082605624,True,BF541209,__export__.product_product_49411_62c9a34e,stock.stock_location_stock,31.0
,,GL171031,__export__.product_product_49595_f5b23cd1,stock.stock_location_stock,6.0
,,BF351601,__export__.product_product_49302_d700caf9,stock.stock_location_stock,1.0
,,BF511274,__export__.product_product_49368_eb88f94c,stock.stock_location_stock,3.0
,,BF121117,__export__.product_product_50283_add19cc2,stock.stock_location_stock,2.0
,,BF184637,__export__.product_product_49125_5a1e5829,stock.stock_location_stock,2.0
,,BF184638,__export__.product_product_49126_102a4359,stock.stock_location_stock,1.0
PRIBDM2021082605626,True,36AA4041,__export__.product_product_38464_0a1f4bc5,stock.stock_location_stock,43.0
PRIBDM2021082605627,True,24151059,__export__.product_product_38068_81978363,stock.stock_location_stock,22.0
,,AA191092,__export__.product_product_39388_2e2ed593,stock.stock_location_stock,30.0
,,AA101648,__export__.product_product_39027_fdd74fbe,stock.stock_location_stock,3.0
PRIBDM2021082605629,True,22171007,__export__.product_product_37763_f58fcc70,stock.stock_location_stock,167.0
,,24151097,__export__.product_product_38078_8d43425f,stock.stock_location_stock,49.0
,,24171024,__export__.product_product_38195_951f62a8,stock.stock_location_stock,100.0
,,36224004,__export__.product_product_38423_d9107dbf,stock.stock_location_stock,28.0
,,36DD4008,__export__.product_product_11477_53ef9cbb,stock.stock_location_stock,117.0
PRIBDM2021082605631,True,JZ161204,__export__.product_product_32006_26924e22,stock.stock_location_stock,32.0
,,36AA4070,__export__.product_product_38476_c4675d23,stock.stock_location_stock,5.0
PRIBDM2021082605632,True,36102401,__export__.product_product_38415_f1e95bac,stock.stock_location_stock,18.0
,,DJ181087,__export__.product_product_15715_5440f108,stock.stock_location_stock,112.0
,,JL181008,__export__.product_product_23477_bbecb076,stock.stock_location_stock,10.0
PRIBDM2021082605634,True,36PF0048,__export__.product_product_12523_fd59ddc3,stock.stock_location_stock,20.0
