name,Accounting Date,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
PRIBDM2022011302346,2022-01-13,True,01170111,__export__.product_product_10922_2c0929c7,stock.stock_location_stock,30.0
,,,31181099,__export__.product_product_11403_3069b599,stock.stock_location_stock,15.0
,,,31201079,__export__.product_product_11426_39620f60,stock.stock_location_stock,35.0
,,,36241010,__export__.product_product_38429_e8a114d2,stock.stock_location_stock,41.0
,,,KPBC6004,__export__.product_product_32485_cda1fbc5,stock.stock_location_stock,30.0
,,,36DJ4104,__export__.product_product_11632_f03fb0a4,stock.stock_location_stock,122.0
,,,36DS1002,__export__.product_product_11704_29d95dc6,stock.stock_location_stock,52.0
,,,39100820,__export__.product_product_12623_509e24cb,stock.stock_location_stock,125.0
,,,39103519,__export__.product_product_38666_4cd4757b,stock.stock_location_stock,653.0
,,,39121420,__export__.product_product_38682_dd3fbe1b,stock.stock_location_stock,38.0
,,,39193120,__export__.product_product_38766_b65fe418,stock.stock_location_stock,35.0
,,,39201719,__export__.product_product_12732_708a75a8,stock.stock_location_stock,390.0
,,,AA111058,__export__.product_product_39140_0df98ef0,stock.stock_location_stock,76.0
,,,AA111153,__export__.product_product_39176_ca376fb3,stock.stock_location_stock,213.0
,,,AA131002,__export__.product_product_39250_c6ccb6cd,stock.stock_location_stock,6.0
,,,PD511229,__export__.product_product_33165_178ac17f,stock.stock_location_stock,55.0
,,,AA221005,__export__.product_product_46753_15f6ed08,stock.stock_location_stock,10.0
,,,AN101012,__export__.product_product_47127_4dbbc186,stock.stock_location_stock,27.0
,,,AZ351207,__export__.product_product_47318_8d5c8484,stock.stock_location_stock,112.0
,,,DD111018,__export__.product_product_14214_7e3a22e8,stock.stock_location_stock,353.0
,,,DG111008,__export__.product_product_14583_695d257d,stock.stock_location_stock,237.0
,,,DG141019,__export__.product_product_14592_03dac00a,stock.stock_location_stock,89.0
,,,DH191065,__export__.product_product_15296_ac9461f6,stock.stock_location_stock,3.0
,,,DJ181087,__export__.product_product_15715_5440f108,stock.stock_location_stock,79.0
,,,DL181080,__export__.product_product_16326_2ba4348d,stock.stock_location_stock,50.0
,,,DP201019,__export__.product_product_16590_7a4340d7,stock.stock_location_stock,5.0
,,,DZ101075,__export__.product_product_17688_0d758ea2,stock.stock_location_stock,7.0
,,,JE511200,__export__.product_product_19004_e6d2caa4,stock.stock_location_stock,32.0
,,,JE511201,__export__.product_product_19005_3ae67c02,stock.stock_location_stock,55.0
PRIBDM2022011302347,2022-01-13,True,24165116,__export__.product_product_38176_31d64ada,stock.stock_location_stock,1.0
,,,24171094,__export__.product_product_38204_1b275c76,stock.stock_location_stock,25.0
,,,35161060,__export__.product_product_11437_842e7e8d,stock.stock_location_stock,154.0
,,,36AA4025K,__export__.product_product_38457_5220cd5c,stock.stock_location_stock,33.0
,,,36DS1201,__export__.product_product_11708_54d75bd3,stock.stock_location_stock,19.0
,,,36JD0004,__export__.product_product_11859_9c3477c8,stock.stock_location_stock,11.0
,,,39100006,__export__.product_product_38662_e55e95b1,stock.stock_location_stock,244.0
,,,DS201003,__export__.product_product_16914_029247d3,stock.stock_location_stock,14.0
,,,DZ151012,__export__.product_product_17705_7ef9177e,stock.stock_location_stock,19.0
,,,36AA4040,__export__.product_product_38463_468a32b4,stock.stock_location_stock,99.0
,,,39240320,__export__.product_product_12787_61902238,stock.stock_location_stock,71.0
,,,56JL0401,__export__.product_product_13870_5be00633,stock.stock_location_stock,1.0
,,,AA101210,__export__.product_product_38920_011cfcda,stock.stock_location_stock,369.0
,,,AA101373,__export__.product_product_38964_b1317964,stock.stock_location_stock,8.0
,,,AA101472,__export__.product_product_38983_f7e823a8,stock.stock_location_stock,108.0
,,,AB171044,__export__.product_product_46846_92d82d48,stock.stock_location_stock,24.0
,,,DU101190,__export__.product_product_17282_4966ca18,stock.stock_location_stock,35.0
,,,DU151009,__export__.product_product_17351_56a2c0db,stock.stock_location_stock,5.0
,,,DU151018,__export__.product_product_17354_e1fa0aec,stock.stock_location_stock,1.0
,,,DU74013H,__export__.product_product_17547_7a45a714,stock.stock_location_stock,10.0
,,,JA151013,__export__.product_product_18128_8b06d527,stock.stock_location_stock,6.0
,,,JA511204,__export__.product_product_18178_b9a4aa99,stock.stock_location_stock,35.0
,,,JA541021,__export__.product_product_18207_d06614be,stock.stock_location_stock,43.0
,,,JA581221,__export__.product_product_18285_931b2c81,stock.stock_location_stock,43.0
,,,JB511018,__export__.product_product_18439_0040f976,stock.stock_location_stock,15.0
,,,52JB0231,__export__.product_product_13229_294af31e,stock.stock_location_stock,5.0
,,,DH101520,__export__.product_product_14894_bd7ce436,stock.stock_location_stock,154.0
,,,DH101195,__export__.product_product_14814_7cbd90b7,stock.stock_location_stock,82.0
,,,52DU0289,__export__.product_product_13153_9b23302c,stock.stock_location_stock,4.0
,,,DZ151030,__export__.product_product_17716_a6898c0f,stock.stock_location_stock,3.0
,,,JA131205,__export__.product_product_18119_02623660,stock.stock_location_stock,6.0
PRIBDM2022011302348,2022-01-13,True,DD121181,__export__.product_product_14243_470851c1,stock.stock_location_stock,85.0
PRIBDM2022011302349,2022-01-13,True,30151105,__export__.product_product_11238_926c2a15,stock.stock_location_stock,131.0
,,,31151060,__export__.product_product_11385_a84e059b,stock.stock_location_stock,82.0
,,,DS101333,__export__.product_product_16700_7dbc5b43,stock.stock_location_stock,50.0
PRIBDM2022011302350,2022-01-13,True,03100338,__export__.product_product_37562_f522a1f2,stock.stock_location_stock,30.0
,,,05101018,__export__.product_product_37584_f5648c75,stock.stock_location_stock,23.0
,,,06101009,__export__.product_product_37606_3bcc4937,stock.stock_location_stock,88.0
,,,22131018,__export__.product_product_37717_31a459a1,stock.stock_location_stock,33.0
,,,24100308,__export__.product_product_37796_e24a507d,stock.stock_location_stock,20.0
,,,24101050,__export__.product_product_37808_6772fa1c,stock.stock_location_stock,25.0
,,,24131016,__export__.product_product_38006_09294f34,stock.stock_location_stock,17.0
,,,24131032,__export__.product_product_38008_6c94e8ea,stock.stock_location_stock,46.0
,,,36AA4025,__export__.product_product_38456_85771566,stock.stock_location_stock,23.0
,,,AA131004,__export__.product_product_39251_f2ab4a5e,stock.stock_location_stock,62.0
,,,AP111023,__export__.product_product_47249_15c67ac1,stock.stock_location_stock,60.0
,,,DD101492,__export__.product_product_14208_63b34789,stock.stock_location_stock,52.0
,,,DD101493,__export__.product_product_14209_b1183938,stock.stock_location_stock,31.0
,,,DH101373,__export__.product_product_14849_6a24172d,stock.stock_location_stock,103.0
,,,DJ181067,__export__.product_product_15707_655b5fff,stock.stock_location_stock,3.0
,,,JN181001,__export__.product_product_23848_1d67e65b,stock.stock_location_stock,11.0
,,,JZ113001,__export__.product_product_31840_ed71e509,stock.stock_location_stock,9.0
,,,JZ161203,__export__.product_product_32005_152850b1,stock.stock_location_stock,17.0
,,,36JZ0001,__export__.product_product_12251_f6e5156c,stock.stock_location_stock,36.0
,,,DK161217,__export__.product_product_16165_8084e69d,stock.stock_location_stock,6.0
,,,DK161218,__export__.product_product_16166_53875adc,stock.stock_location_stock,5.0
,,,DU101045,__export__.product_product_17255_14188062,stock.stock_location_stock,13.0
,,,JL402004,__export__.product_product_23624_c7850ed6,stock.stock_location_stock,8.0
,,,YPA13001,__export__.product_product_37445_6ca97e04,stock.stock_location_stock,3.0
PRIBDM2022011302351,2022-01-13,True,36AA1004,__export__.product_product_38444_a08a3fc7,stock.stock_location_stock,248.0
,,,36AA4020,__export__.product_product_38454_b76316b6,stock.stock_location_stock,23.0
,,,36AA4033,__export__.product_product_38461_229c483c,stock.stock_location_stock,28.0
PRIBDM2022011302353,2022-01-13,True,24141149,__export__.product_product_38046_fdbc1ce7,stock.stock_location_stock,7.0
,,,24171014K,__export__.product_product_38194_c4f2eaeb,stock.stock_location_stock,50.0
,,,36DH4032,__export__.product_product_11513_6b836bb5,stock.stock_location_stock,6.0
,,,AA121105,__export__.product_product_39204_abb8c9d1,stock.stock_location_stock,15.0
,,,AN111009,__export__.product_product_47218_f7ed0051,stock.stock_location_stock,7.0
,,,DD101407,__export__.product_product_14194_6858f886,stock.stock_location_stock,33.0
