name,Accounting Date,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
Deepthi Motors Invoice - DLRINV2021121704339,2021-12-17,True,AA201012,__export__.product_product_46676_280283c9,stock.stock_location_stock,24.0
,,,AF201036,__export__.product_product_46951_c231835c,stock.stock_location_stock,0.0
,,,AN101155,__export__.product_product_47154_f65f1cda,stock.stock_location_stock,9.0
Deepthi Motors Invoice - DLRINV2021121404333,2021-12-14,True,24151171,__export__.product_product_38108_adc8cd62,stock.stock_location_stock,69.0
Deepthi Motors Invoice - DLRINV2021121004301,2021-12-10,True,AA101666,__export__.product_product_39029_16dbb117,stock.stock_location_stock,14.0
,,,AA191092,__export__.product_product_39388_2e2ed593,stock.stock_location_stock,11.0
,,,AN101190,__export__.product_product_47169_058cd2ee,stock.stock_location_stock,12.0
,,,DJ151071,__export__.product_product_15601_2f33e76c,stock.stock_location_stock,53.0
,,,DM101139,__export__.product_product_16342_58194f41,stock.stock_location_stock,23.0
,,,DS201003,__export__.product_product_16914_029247d3,stock.stock_location_stock,2.0
,,,JA541205,__export__.product_product_18217_3446076a,stock.stock_location_stock,0.0
Deepthi Motors Invoice - DLRINV2021120904294,2021-12-09,True,36DZ0002,__export__.product_product_11806_19d11b17,stock.stock_location_stock,51.0
Deepthi Motors Invoice - INV00002463,2021-12-09,True,AA101666,__export__.product_product_39029_16dbb117,stock.stock_location_stock,15.0
