ID,Product/ID,Product/Internal Reference,Counted Quantity
__export__.stock_inventory_line_232123_6a14331c,__export__.product_product_38666_4cd4757b,39103519,847.0
__export__.stock_inventory_line_232138_b2e98cd1,__export__.product_product_38697_9439cf71,39143520,36.0
__export__.stock_inventory_line_232174_63b5e379,__export__.product_product_12753_805bbacd,39219019,483.0
__export__.stock_inventory_line_232183_4efacbf7,__export__.product_product_38788_a77820ea,39252820,83.0
__export__.stock_inventory_line_233747_cc222b5a,__export__.product_product_18893_8c595228,JD521002,559.0
__export__.stock_inventory_line_232476_666ad778,__export__.product_product_38972_d704bdb5,AA101446,2.0
__export__.stock_inventory_line_232589_c0aa6fe0,__export__.product_product_39260_dffe1f3b,AA131063,55.0
__export__.stock_inventory_line_232693_e0266d3f,__export__.product_product_46819_11b16df0,AB151093,58.0
__export__.stock_inventory_line_233082_67bc1c44,__export__.product_product_15020_1a12903d,DH111034,20.0
__export__.stock_inventory_line_233474_81ae4632,__export__.product_product_17291_dc76456a,DU101218,41.0
__export__.stock_inventory_line_243504_8bd0f1bf,__export__.product_product_18228_a6a468fe,JA541225,50.0
__export__.stock_inventory_line_231816_7c5fc864,__export__.product_product_11238_926c2a15,30151105,82.0
__export__.stock_inventory_line_231858_96b73ceb,__export__.product_product_11385_a84e059b,31151060,77.0
__export__.stock_inventory_line_233169_4de67abf,__export__.product_product_15601_2f33e76c,DJ151071,20.0
__export__.stock_inventory_line_232900_0763ff19,__export__.product_product_47657_2fa25916,BH184000,12.0
__export__.stock_inventory_line_232733_fa720c1d,__export__.product_product_46951_c231835c,AF201036,54.0
__export__.stock_inventory_line_231994_cdef2c22,__export__.product_product_11795_ef6dfd56,36DU4085,8.0
__export__.stock_inventory_line_243992_f26780dd,__export__.product_product_18810_cd998144,JD231201,5.0
__export__.stock_inventory_line_234274_a4295878,__export__.product_product_33278_2ef78cd3,PF161010,10.0
__export__.stock_inventory_line_233074_3f6b6ca6,__export__.product_product_14997_3600c782,DH102272,11.0
__export__.stock_inventory_line_233208_b3f39dd3,__export__.product_product_15776_d50d7b50,DJ191081,12.0
__export__.stock_inventory_line_233542_b8151326,__export__.product_product_17658_0251d86d,DX191001,42.0
__export__.stock_inventory_line_237935_0e32b232,__export__.product_product_13866_f6d10d3f,56JK2323,2.0
__export__.stock_inventory_line_237888_ad691ec3,__export__.product_product_13813_31d1886e,56DU0423,4.0
__export__.stock_inventory_line_233405_de5d6a65,__export__.product_product_16836_05344d0d,DS171002,2.0
__export__.stock_inventory_line_231933_0ef2f4fd,__export__.product_product_38537_13f3269f,36BA4039,77.0
__export__.stock_inventory_line_232488_380b4963,__export__.product_product_38993_4dda982b,AA101499,27.0
__export__.stock_inventory_line_238304_4bb74f39,__export__.product_product_39176_ca376fb3,AA111153,40.0
__export__.stock_inventory_line_238454_0c62d163,__export__.product_product_46676_280283c9,AA201012,15.0
__export__.stock_inventory_line_232733_fa720c1d,__export__.product_product_46951_c231835c,AF201036,54.0
__export__.stock_inventory_line_232412_5a781571,__export__.product_product_49863_c690339a,6305(NACHi),88.0
__export__.stock_inventory_line_241427_726fff50,__export__.product_product_15765_d2da3119,DJ191054,1.0
