name,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
PRIBDM2021111904002,True,39126421,__export__.product_product_38684_a640a7fe,stock.stock_location_stock,31.0
,,39256120,__export__.product_product_38793_1c11a419,stock.stock_location_stock,40.0
,,52210040,__export__.product_product_38800_6693b5b9,stock.stock_location_stock,20.0
,,AA101472,__export__.product_product_38983_f7e823a8,stock.stock_location_stock,77.0
,,AA201239,__export__.product_product_46711_0e8dc5a3,stock.stock_location_stock,6.0
,,AB151074,__export__.product_product_46813_f800696f,stock.stock_location_stock,30.0
,,AM191005,__export__.product_product_47121_5eb1d4c7,stock.stock_location_stock,45.0
,,AP201121,__export__.product_product_47292_451b4a95,stock.stock_location_stock,16.0
,,AZ351002,__export__.product_product_47316_132d0765,stock.stock_location_stock,7.0
,,DH111015,__export__.product_product_15014_35ae7052,stock.stock_location_stock,29.0
,,DJ191055,__export__.product_product_15766_29e293ac,stock.stock_location_stock,20.0
,,DS101360,__export__.product_product_16708_7202edb5,stock.stock_location_stock,10.0
,,DH101742,__export__.product_product_14937_8a4e1793,stock.stock_location_stock,6.0
,,DJ191084,__export__.product_product_15779_a038b380,stock.stock_location_stock,5.0
PRIRSQ2021111904005,True,24100305,__export__.product_product_37795_6102a853,stock.stock_location_stock,15.0
,,24100308,__export__.product_product_37796_e24a507d,stock.stock_location_stock,25.0
,,24121077,__export__.product_product_37896_56d057ab,stock.stock_location_stock,28.0
,,36JW0014,__export__.product_product_12191_a60fd7a0,stock.stock_location_stock,70.0
,,39029615,__export__.product_product_38594_155e90e4,stock.stock_location_stock,489.0
,,52DU0577,__export__.product_product_13162_6041a431,stock.stock_location_stock,2.0
,,JD511010,__export__.product_product_18884_48a84f25,stock.stock_location_stock,118.0
,,52PF0329,__export__.product_product_13711_a1d481d5,stock.stock_location_stock,5.0
,,52PF1214,__export__.product_product_13749_2e1cd009,stock.stock_location_stock,1.0
,,56DK33Y9,__export__.product_product_13774_28b9c1cb,stock.stock_location_stock,2.0
PRIBDM2021111904008,True,CMUAA191012,__export__.product_product_50284_84323b64,stock.stock_location_stock,28.0
,,CMUDU191006,__export__.product_product_50231_f81278ce,stock.stock_location_stock,1.0
PRIBDM2021111904011,True,24130113,__export__.product_product_37994_4ec8d15a,stock.stock_location_stock,55.0
,,24201487,__export__.product_product_38304_d5932480,stock.stock_location_stock,12.0
,,28101118,__export__.product_product_38367_771f9025,stock.stock_location_stock,221.0
,,31201003,__export__.product_product_38399_f03b5227,stock.stock_location_stock,10.0
,,36AA4007,__export__.product_product_38445_ca90d74a,stock.stock_location_stock,52.0
,,39029615,__export__.product_product_38594_155e90e4,stock.stock_location_stock,489.0
,,39068405,__export__.product_product_38624_56060026,stock.stock_location_stock,100.0
,,39100006,__export__.product_product_38662_e55e95b1,stock.stock_location_stock,281.0
,,39107404,__export__.product_product_12642_016e795d,stock.stock_location_stock,50.0
,,39218106,__export__.product_product_12748_2c38d4ee,stock.stock_location_stock,115.0
,,39239304,__export__.product_product_38783_0fc1485f,stock.stock_location_stock,30.0
,,AA101134,__export__.product_product_38898_7e875cfc,stock.stock_location_stock,170.0
,,AA111203,__export__.product_product_39183_df43550a,stock.stock_location_stock,5.0
,,39155304,__export__.product_product_12672_a318e214,stock.stock_location_stock,110.0
,,AB171022,__export__.product_product_46838_6ee03c8a,stock.stock_location_stock,42.0
,,AF111021,__export__.product_product_46911_59c36d60,stock.stock_location_stock,3.0
,,AA101345,__export__.product_product_38958_5a804fd6,stock.stock_location_stock,100.0
,,AA181015,__export__.product_product_39353_703c8461,stock.stock_location_stock,2.0
,,AA201190,__export__.product_product_46702_036ff5f4,stock.stock_location_stock,7.0
,,AA201242,__export__.product_product_46712_164e8e2c,stock.stock_location_stock,3.0
,,DK101064,__export__.product_product_47763_65b0c803,stock.stock_location_stock,51.0
,,LCF00001,__export__.product_product_47858_b514a9dc,stock.stock_location_stock,245.0
,,TE006504,__export__.product_product_47903_a2bfb44f,stock.stock_location_stock,10.0
,,AP101257,__export__.product_product_47247_865d9cf1,stock.stock_location_stock,100.0
,,24170507,__export__.product_product_38191_829f5a26,stock.stock_location_stock,70.0
,,AA201248,__export__.product_product_46713_3c77d0e9,stock.stock_location_stock,2.0
,,39042606,__export__.product_product_38605_3ebd217a,stock.stock_location_stock,600.0
PRIBDM2021111904016,True,03100619,__export__.product_product_37564_4d63ae6e,stock.stock_location_stock,31.0
,,06101252,__export__.product_product_37611_9c5818bd,stock.stock_location_stock,102.0
