name,Accounting Date,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
Sales of 2022/01/20,2022/01/20,True,36311006,__export__.product_product_11456_4154bc3e,stock.stock_location_stock,25.0
,,,AA111132,__export__.product_product_39170_8730061f,stock.stock_location_stock,0.0
,,,JL402412,__export__.product_product_23640_40a92900,stock.stock_location_stock,0.0
,,,31111058,__export__.product_product_11351_fc7818c6,stock.stock_location_stock,12.0
,,,PD402400,__export__.product_product_33152_7b46c559,stock.stock_location_stock,1.0
,,,52DU0289,__export__.product_product_13153_9b23302c,stock.stock_location_stock,1.0
,,,PD231604,__export__.product_product_33105_aa68dd19,stock.stock_location_stock,1.0
,,,DX101045,__export__.product_product_17613_a54d509b,stock.stock_location_stock,3.0
,,,DU101278,__export__.product_product_17298_419b95c5,stock.stock_location_stock,9.0
,,,JD511008,__export__.product_product_18883_16544477,stock.stock_location_stock,43.0
,,,36DD4002,__export__.product_product_11474_3b9de8b0,stock.stock_location_stock,143.0
,,,JD511010,__export__.product_product_18884_48a84f25,stock.stock_location_stock,63.0
,,,PF151015,__export__.product_product_33269_7bc2a638,stock.stock_location_stock,3.0
,,,36DZ0002,__export__.product_product_11806_19d11b17,stock.stock_location_stock,33.0
Sales of 2022/01/22,2022/01/22,True,AN111013,__export__.product_product_47219_b23c8b8d,stock.stock_location_stock,0.0
,,,35101059,__export__.product_product_38403_7d3e54e9,stock.stock_location_stock,10.0
,,,39118215,__export__.product_product_38680_93208fae,stock.stock_location_stock,34.0
,,,AA101593,__export__.product_product_39012_7fd7e7ae,stock.stock_location_stock,11.0
,,,AN101186,__export__.product_product_47166_589beacb,stock.stock_location_stock,93.0
,,,DK101064,__export__.product_product_47763_65b0c803,stock.stock_location_stock,13.0
,,,AN101257,__export__.product_product_47179_5e14f7b5,stock.stock_location_stock,10.0
,,,AA191102,__export__.product_product_46663_9a5ea4ce,stock.stock_location_stock,2.0
,,,24151171,__export__.product_product_38108_adc8cd62,stock.stock_location_stock,53.0
,,,AP111023,__export__.product_product_47249_15c67ac1,stock.stock_location_stock,47.0
,,,39143520,__export__.product_product_38697_9439cf71,stock.stock_location_stock,94.0
Sales of 2022/01/24,2022/01/24,True,36DH4007,__export__.product_product_11495_efa1f13f,stock.stock_location_stock,2.0
,,,AB151054,__export__.product_product_46805_e3ebe440,stock.stock_location_stock,1.0
,,,AB151095,__export__.product_product_46821_5dace541,stock.stock_location_stock,9.0
,,,22170115,__export__.product_product_37755_2a8731ba,stock.stock_location_stock,9.0
,,,31151021,__export__.product_product_11372_72b44663,stock.stock_location_stock,39.0
,,,31101041,__export__.product_product_11306_cfe8cc44,stock.stock_location_stock,61.0
,,,DM101140,__export__.product_product_16343_04f3e8a2,stock.stock_location_stock,101.0
,,,36JZ0001,__export__.product_product_12251_f6e5156c,stock.stock_location_stock,43.0
,,,AA201185,__export__.product_product_46699_7b02b74f,stock.stock_location_stock,1.0
,,,AL201012,__export__.product_product_47070_d6076684,stock.stock_location_stock,12.0
,,,KPBB6007,__export__.product_product_47837_489bde84,stock.stock_location_stock,13.0
,,,DS101072,__export__.product_product_16630_4ea0250e,stock.stock_location_stock,30.0
,,,DJ141056,__export__.product_product_15565_aee57d35,stock.stock_location_stock,4.0
,,,24191182,__export__.product_product_38277_b94f4406,stock.stock_location_stock,0.0
Sales of 2022/01/20,2022/01/20,True,AA191063,__export__.product_product_39371_6a86d3a8,stock.stock_location_stock,2.0
,,,CMU24190216,__export__.product_product_50746_d8383476,stock.stock_location_stock,1.0
Sales of 2022/01/25,2022/01/25,True,CD101008,__export__.product_product_47667_2ced2849,stock.stock_location_stock,1.0
,,,39100320,__export__.product_product_12621_beeb0a72,stock.stock_location_stock,0.0
,,,39188020,__export__.product_product_12710_7078efe6,stock.stock_location_stock,1.0
,,,AA101564,__export__.product_product_39000_1ec75527,stock.stock_location_stock,4.0
,,,AA101565,__export__.product_product_39001_02753d26,stock.stock_location_stock,0.0
,,,DJ101217,__export__.product_product_15485_eb73a0b7,stock.stock_location_stock,6.0
,,,AB101059,__export__.product_product_46780_472d1c67,stock.stock_location_stock,25.0
,,,36DU1205,__export__.product_product_11773_dc7dfd0d,stock.stock_location_stock,39.0
,,,DH101373,__export__.product_product_14849_6a24172d,stock.stock_location_stock,73.0
,,,36JW0014,__export__.product_product_12191_a60fd7a0,stock.stock_location_stock,15.0
,,,DD181032,__export__.product_product_14294_4bd9fdd7,stock.stock_location_stock,36.0
,,,DK151036,__export__.product_product_16089_4e6b6f0f,stock.stock_location_stock,17.0
,,,30151069,__export__.product_product_11228_178ecff4,stock.stock_location_stock,453.0
,,,DJ201176,__export__.product_product_15835_8ecc8bc5,stock.stock_location_stock,8.0
,,,52DU0289,__export__.product_product_13153_9b23302c,stock.stock_location_stock,1.0
,,,DJ181115,__export__.product_product_15726_fa72f721,stock.stock_location_stock,182.0
,,,36DZ0002,__export__.product_product_11806_19d11b17,stock.stock_location_stock,29.0
Sales of 2022/01/26,2022/01/26,True,DJ191026,__export__.product_product_15752_b9c9918d,stock.stock_location_stock,5.0
,,,DK101237,__export__.product_product_15940_eac60655,stock.stock_location_stock,5.0
,,,36JZ0024,__export__.product_product_12272_e636fe14,stock.stock_location_stock,4.0
Sales of 2022/01/27,2022/01/27,True,AL201066,__export__.product_product_47084_46c2b99e,stock.stock_location_stock,1.0
,,,05101018,__export__.product_product_37584_f5648c75,stock.stock_location_stock,18.0
