ID,Product/Product/ID,Point of Sale Category,Internal Reference,Quantity On Hand,Sales Price,Cost,Updated Sales Price,Updated Cost,Status
32338,__export__.product_product_32335_1c2d723a,Bajaj / 2W,KADA0620,0.0,30.0,30.0,30.0,30.0,equal
31641,__export__.product_product_31638_1dddaf76,Bajaj / 2W,JY181279,0.0,25.0,25.0,25.0,25.0,equal
22720,__export__.product_product_22717_750c4576,Bajaj / 2W,JG351005,3.0,11870.0,11870.0,11870.0,11870.0,equal
38488,__export__.product_product_38485_197504bc,Bajaj / 3W,36AA4105,5.0,28700.0,28700.0,28700.0,28700.0,equal
17979,__export__.product_product_17976_03cccb66,Bajaj / 2W,GF121041,0.0,5500.0,5500.0,5500.0,5500.0,equal
13035,__export__.product_product_13032_1c29ecfc,Bajaj / 2W,52DJ0555,0.0,34410.0,34410.0,34410.0,34410.0,equal
12612,__export__.product_product_12609_b8fc5591,Bajaj / 2W,39097804,-4.0,90.0,90.0,,,
12739,__export__.product_product_12736_3bce4b22,Bajaj / 2W,39213421,-5.0,190.0,190.0,,,
12710,__export__.product_product_12707_09388676,Bajaj / 2W,39185821,0.0,115.0,115.0,,,
23421,__export__.product_product_23418_be9e170c,Bajaj / 2W,JL151038,0.0,20.0,20.0,,,
38753,__export__.product_product_38750_ded1ca64,Bajaj / 3W,39182321,-2.0,15.0,15.0,,,
12695,__export__.product_product_12692_7b03e556,Bajaj / 2W,39175421,0.0,100.0,100.0,,,
12692,__export__.product_product_12689_75ff0379,Bajaj / 2W,39173621,0.0,35.0,35.0,,,
15963,__export__.product_product_15960_63ee9e35,Bajaj / 2W,DK101340,48.0,130.0,130.0,,,
18152,__export__.product_product_18149_cbf5f29a,Bajaj / 2W,JA351602,0.0,60.0,60.0,,,
14093,__export__.product_product_14090_d3edea57,Bajaj / 2W,CB101181,0.0,65.0,65.0,,,
38293,__export__.product_product_38290_3fec51dc,Bajaj / 3W,24201327,0.0,4210.0,4210.0,,,
12594,__export__.product_product_12591_ddb50574,Bajaj / 2W,39075301,0.0,25.0,25.0,,,
38875,__export__.product_product_38872_fa88bd0b,Bajaj / 3W,AA101050,6.0,11980.0,11980.0,,,
10964,__export__.product_product_10961_88c82f91,Bajaj / 2W,06111085,0.0,1820.0,1820.0,,,
32168,__export__.product_product_32165_23348e0b,Bajaj / 2W,JZ401802,0.0,5730.0,5730.0,,,
37606,__export__.product_product_37603_f0775ecf,Bajaj / 3W,06100706,0.0,1570.0,1570.0,,,
37696,__export__.product_product_37693_48b380bc,Bajaj / 3W,22101121,0.0,4610.0,4610.0,,,
37657,__export__.product_product_37654_148d61eb,Bajaj / 3W,19101014,0.0,700.0,700.0,,,
38876,__export__.product_product_38873_64645c5b,Bajaj / 3W,AA101051,4.0,7860.0,7860.0,,,
37803,__export__.product_product_37800_e5dfe6d8,Bajaj / 3W,24100705,0.0,3260.0,3260.0,,,
10959,__export__.product_product_10956_eabc3142,Bajaj / 2W,06101098,0.0,1120.0,1120.0,,,
24228,__export__.product_product_24225_2e7f23a2,Bajaj / 2W,JW181407,0.0,15.0,15.0,,,
38877,__export__.product_product_38874_8c08f849,Bajaj / 3W,AA101052,12.0,7770.0,7770.0,,,
23563,__export__.product_product_23560_5a2a4f2a,Bajaj / 2W,JL233003,0.0,3900.0,3900.0,,,
23564,__export__.product_product_23561_a48627cc,Bajaj / 2W,JL233004,0.0,3890.0,3890.0,,,
17167,__export__.product_product_17164_4391e8c4,Bajaj / 2W,DT233079,0.0,3800.0,3800.0,,,
17168,__export__.product_product_17165_1dbcc29b,Bajaj / 2W,DT233097,0.0,1760.0,1760.0,,,
33112,__export__.product_product_33109_b86b40d8,Bajaj / 2W,PD233002,0.0,3190.0,3190.0,,,
33113,__export__.product_product_33110_4fce3e67,Bajaj / 2W,PD233003,0.0,3070.0,3070.0,,,
23569,__export__.product_product_23566_23568472,Bajaj / 2W,JL233239,0.0,4340.0,4340.0,,,
10957,__export__.product_product_10954_0edfdc11,Bajaj / 2W,06100708,0.0,565.0,565.0,,,
37802,__export__.product_product_37799_ffa53156,Bajaj / 3W,24100704,0.0,2760.0,2760.0,,,
10960,__export__.product_product_10957_c6e66305,Bajaj / 2W,06101099,0.0,545.0,545.0,,,
17817,__export__.product_product_17814_2aed8a5b,Bajaj / 2W,DZ73103Q,0.0,1940.0,1940.0,,,
38878,__export__.product_product_38875_9d862c42,Bajaj / 3W,AA101053,5.0,6420.0,6420.0,,,
37801,__export__.product_product_37798_4ffc50ed,Bajaj / 3W,24100703,14.0,4200.0,4200.0,,,
32119,__export__.product_product_32116_80d60b6c,Bajaj / 2W,JZ233178,0.0,85.0,85.0,,,
18830,__export__.product_product_18827_4b25e84d,Bajaj / 2W,JD233004,0.0,315.0,315.0,,,
18832,__export__.product_product_18829_cbd503b6,Bajaj / 2W,JD233006,0.0,310.0,310.0,,,
18831,__export__.product_product_18828_6c77ba5b,Bajaj / 2W,JD233005,0.0,140.0,140.0,,,
18833,__export__.product_product_18830_8fea2c98,Bajaj / 2W,JD233007,0.0,145.0,145.0,,,
18836,__export__.product_product_18833_7079079e,Bajaj / 2W,JD233016,0.0,150.0,150.0,,,
18837,__export__.product_product_18834_4229d0d2,Bajaj / 2W,JD233017,0.0,100.0,100.0,,,
37810,__export__.product_product_37807_069c9d3c,Bajaj / 3W,24101049,0.0,2520.0,2520.0,,,
50052,__export__.product_product_49982_c2e91846,Other / Oil,FORK-OIL(APLUS),-16.0,600.0,600.0,,,
13696,__export__.product_product_13693_20bc7fc6,Bajaj / 2W,52PD0380,0.0,35540.0,35540.0,,,
13693,__export__.product_product_13690_7ba8a5b0,Bajaj / 2W,52PD0313,0.0,36500.0,36500.0,,,
13686,__export__.product_product_13683_26ccbcb1,Bajaj / 2W,52PD0149,1.0,37880.0,37880.0,,,
13691,__export__.product_product_13688_bef337b7,Bajaj / 2W,52PD0156,0.0,9170.0,9170.0,,,
13687,__export__.product_product_13684_e26b4507,Bajaj / 2W,52PD0150,2.0,9190.0,9190.0,,,
13688,__export__.product_product_13685_eba2e295,Bajaj / 2W,52PD0151,0.0,10390.0,10390.0,,,
13692,__export__.product_product_13689_3bb8edbe,Bajaj / 2W,52PD0166,0.0,5450.0,5450.0,,,
50059,__export__.product_product_49989_8e6f6096,Other / Glue,790920124220,-79.0,1450.0,1450.0,,,
50060,__export__.product_product_49990_bd9e376f,Other / Glue,790920121274,-353.0,1450.0,1450.0,,,
50189,__export__.product_product_50119_dfa621bd,Third Party / Other / ARC,BRAKE-WASHER-FRONT(ARC),-8.0,150.0,150.0,,,
50190,__export__.product_product_50120_42db5b8f,Third Party / Other / ARC,BRAKE-WASHER-REAR(ARC),-84.0,150.0,150.0,,,
50255,__export__.product_product_50185_1396a2ae,Third Party / Other / ARC,RB0121(ARC),78.0,110.0,110.0,,,
24333,__export__.product_product_24330_a88a4b1b,Bajaj / 2W,JY131816,0.0,102000.0,102000.0,,,
23248,__export__.product_product_23245_80e850bc,Bajaj / 2W,JK351210,0.0,4810.0,4810.0,,,
47461,__export__.product_product_47458_1b84a011,Bajaj / 3W,BA191012,0.0,895.0,895.0,,,
38254,__export__.product_product_38251_5d74f327,Bajaj / 3W,24191064,0.0,550.0,550.0,,,
39365,__export__.product_product_39362_f1437a27,Bajaj / 3W,AA191013,5.0,1730.0,1730.0,,,
50371,__export__.product_product_50301_18c865f6,Bajaj / 3W,CMU24191059,5.0,680.0,680.0,,,
11144,__export__.product_product_11141_3f6f7ec3,Bajaj / 2W,28191030,0.0,475.0,475.0,,,
11080,__export__.product_product_11077_2fd15b2d,Bajaj / 2W,16191006,0.0,170.0,170.0,,,
17862,__export__.product_product_17859_5727f740,Bajaj / 2W,FA191023,0.0,205.0,205.0,,,
38253,__export__.product_product_38250_7bf01e29,Bajaj / 3W,24191059,0.0,1550.0,1550.0,,,
38255,__export__.product_product_38252_4b86d213,Bajaj / 3W,24191066,0.0,1210.0,1210.0,,,
38257,__export__.product_product_38254_03215456,Bajaj / 3W,24191072,-3.0,990.0,990.0,,,
39376,__export__.product_product_39373_9b292d27,Bajaj / 3W,AA191065,0.0,2290.0,2290.0,,,
17762,__export__.product_product_17759_bca71107,Bajaj / 2W,DZ191035,3.0,3110.0,3110.0,,,
50966,__export__.product_product_50877_5e8cf5f3,Bajaj / 3W,CMUAA191091,16.0,700.0,700.0,,,
50818,__export__.product_product_50737_67e492a3,Bajaj / 3W,CMU24191072,22.0,575.0,575.0,,,
11067,__export__.product_product_11064_7c770865,Bajaj / 2W,16151015,0.0,95.0,95.0,,,
23272,__export__.product_product_23269_09b1b7e6,Bajaj / 2W,JK402409,0.0,895.0,895.0,,,
38021,__export__.product_product_38018_3e391c05,Bajaj / 3W,24140110,5.0,90.0,90.0,,,
18869,__export__.product_product_18866_589e5e0e,Bajaj / 2W,JD401803,0.0,180.0,180.0,,,
47779,__export__.product_product_47776_68ecd01e,Bajaj / 3W,EC541004,0.0,770.0,770.0,,,
11252,__export__.product_product_11249_80a301cc,Bajaj / 2W,30171023,0.0,470.0,470.0,,,
11253,__export__.product_product_11250_8df8d390,Bajaj / 2W,30171024,0.0,510.0,510.0,,,
23186,__export__.product_product_23183_fa41b45f,Bajaj / 2W,JK122003,0.0,150.0,150.0,,,
23188,__export__.product_product_23185_3e20e4c7,Bajaj / 2W,JK122005,0.0,150.0,150.0,,,
15585,__export__.product_product_15582_a2f264bf,Bajaj / 2W,DJ151036,6.0,1500.0,1500.0,,,
15586,__export__.product_product_15583_b78a9704,Bajaj / 2W,DJ151037,1.0,1090.0,1090.0,,,
37594,__export__.product_product_37591_8fb75dea,Bajaj / 3W,05151012,0.0,110.0,110.0,,,
37970,__export__.product_product_37967_e2be4414,Bajaj / 3W,24121369,0.0,270.0,270.0,,,
16755,__export__.product_product_16752_4016fcd8,Bajaj / 2W,DS121113,16.0,1180.0,1180.0,,,
14119,__export__.product_product_14116_3fa161b6,Bajaj / 2W,CS101118,0.0,1670.0,1670.0,,,
17891,__export__.product_product_17888_75cc040b,Bajaj / 2W,FD151025,0.0,125.0,125.0,,,
17843,__export__.product_product_17840_118d89d4,Bajaj / 2W,FA101311,0.0,675.0,675.0,,,
23185,__export__.product_product_23182_0e83929b,Bajaj / 2W,JK122002,0.0,530.0,530.0,,,
23187,__export__.product_product_23184_025b9a23,Bajaj / 2W,JK122004,18.0,530.0,530.0,,,
18300,__export__.product_product_18297_dde5e85b,Bajaj / 2W,JA581291,0.0,150.0,150.0,,,
23817,__export__.product_product_23814_a38bb7f7,Bajaj / 2W,JM171003,6.0,1550.0,1550.0,,,
31925,__export__.product_product_31922_e8408a25,Bajaj / 2W,JZ122008,0.0,1390.0,1390.0,,,
15691,__export__.product_product_15688_11c37071,Bajaj / 2W,DJ171044,3.0,450.0,450.0,,,
31930,__export__.product_product_31927_964a2ae7,Bajaj / 2W,JZ122043,0.0,420.0,420.0,,,
23367,__export__.product_product_23364_bb6a5796,Bajaj / 2W,JL122001,1.0,460.0,460.0,,,
31931,__export__.product_product_31928_a66d2683,Bajaj / 2W,JZ122044,0.0,470.0,470.0,,,
33256,__export__.product_product_33253_ba39ce2d,Bajaj / 2W,PF122016,0.0,1110.0,1110.0,,,
17640,__export__.product_product_17637_5ca7d389,Bajaj / 2W,DX151014,0.0,320.0,320.0,,,
23373,__export__.product_product_23370_96747561,Bajaj / 2W,JL122009,0.0,370.0,370.0,,,
16526,__export__.product_product_16523_180a1019,Bajaj / 2W,DP121060,0.0,220.0,220.0,,,
39230,__export__.product_product_39227_f848851d,Bajaj / 3W,AA121214,13.0,630.0,630.0,,,
15082,__export__.product_product_15079_be2a95d2,Bajaj / 2W,DH121168,0.0,140.0,140.0,,,
18490,__export__.product_product_18487_d7e6af68,Bajaj / 2W,JB581237,2.0,120.0,120.0,,,
39231,__export__.product_product_39228_e5b20e88,Bajaj / 3W,AA121215,0.0,860.0,860.0,,,
37592,__export__.product_product_37589_8eecd529,Bajaj / 3W,05101083,0.0,210.0,210.0,,,
11287,__export__.product_product_11284_68514e8f,Bajaj / 2W,30191072,-3.0,170.0,170.0,,,
12866,__export__.product_product_12863_50bf4c5b,Bajaj / 2W,3PW1917104,0.0,29000.0,29000.0,,,
51022,__export__.product_product_50933_323f0c09,Other / Misc,,0.0,1.0,0.0,,,
32328,__export__.product_product_32325_7fe7d5b8,Bajaj / 2W,KACF0650,0.0,50.0,50.0,,,
12452,__export__.product_product_12449_4e80090b,Bajaj / 2W,36PA0190,0.0,340.0,340.0,,,
14021,__export__.product_product_14018_b96302cf,Bajaj / 2W,72106015000,0.0,11170.0,11170.0,,,
17633,__export__.product_product_17630_cc6741f2,Bajaj / 2W,DX121010,40.0,1590.0,1590.0,,,
23709,__export__.product_product_23706_65669315,Bajaj / 2W,JL581000,0.0,5260.0,5260.0,,,
32244,__export__.product_product_32241_00cc7558,Bajaj / 2W,JZ581007,0.0,5230.0,5230.0,,,
23281,__export__.product_product_23278_2076b16e,Bajaj / 2W,JK581000,0.0,3555.0,3555.0,,,
46975,__export__.product_product_46972_0e8d2361,Bajaj / 3W,AL121072,0.0,2850.0,2850.0,,,
18283,__export__.product_product_18280_0f696695,Bajaj / 2W,JA581017,0.0,2710.0,2710.0,,,
24266,__export__.product_product_24263_007a7c1e,Bajaj / 2W,JW581000,0.0,1420.0,1420.0,,,
39195,__export__.product_product_39192_54edad2b,Bajaj / 3W,AA121053,0.0,5410.0,5410.0,,,
49530,__export__.product_product_49527_517105d2,Bajaj / QUTE,BF581048,4.0,3880.0,3880.0,,,
11130,__export__.product_product_11127_c875735e,Bajaj / 2W,28121017,0.0,185.0,185.0,,,
16059,__export__.product_product_16056_0a73e701,Bajaj / 2W,DK121050,0.0,50.0,50.0,,,
37887,__export__.product_product_37884_f6dcad74,Bajaj / 3W,24121065,18.0,330.0,330.0,,,
17980,__export__.product_product_17977_5c553b18,Bajaj / 2W,GF121042,0.0,100.0,100.0,,,
18302,__export__.product_product_18299_9c377ec9,Bajaj / 2W,JA581311,0.0,430.0,430.0,,,
47784,__export__.product_product_47781_7aa70a04,Bajaj / 3W,JA581236,32.0,50.0,50.0,,,
18931,__export__.product_product_18928_61ccb009,Bajaj / 2W,JD581005,0.0,6820.0,6820.0,,,
15122,__export__.product_product_15119_38845a5f,Bajaj / 2W,DH151057,0.0,15030.0,15030.0,,,
22398,__export__.product_product_22395_5aaddb9e,Bajaj / 2W,JF131011,0.0,64550.0,64550.0,,,
16923,__export__.product_product_16920_49a22b85,Bajaj / 2W,DS201020,0.0,40.0,40.0,,,
24189,__export__.product_product_24186_b65f6119,Bajaj / 2W,JW131810,0.0,1370.0,1370.0,,,
38335,__export__.product_product_38332_0678c249,Bajaj / 3W,24231091,0.0,490.0,490.0,,,
38334,__export__.product_product_38331_f88876f7,Bajaj / 3W,24231090,0.0,360.0,360.0,,,
23896,__export__.product_product_23893_226e2cd7,Bajaj / 2W,JN551408,8.0,1270.0,1270.0,,,
23897,__export__.product_product_23894_68a2967c,Bajaj / 2W,JN551409,-1.0,1010.0,1010.0,,,
46835,__export__.product_product_46832_aa6479dc,Bajaj / 3W,AB171009,0.0,850.0,850.0,,,
10946,__export__.product_product_10943_0994a5e8,Bajaj / 2W,05171056,0.0,380.0,380.0,,,
46850,__export__.product_product_46847_127b7bed,Bajaj / 3W,AB171049,0.0,1670.0,1670.0,,,
12865,__export__.product_product_12862_5f58cab7,Bajaj / 2W,3PW1811604,0.0,125600.0,125600.0,,,
11111,__export__.product_product_11108_acc7935f,Bajaj / 2W,28101032,0.0,415.0,415.0,,,
17992,__export__.product_product_17989_c0cb61e6,Bajaj / 2W,GF151008,0.0,265.0,265.0,,,
16614,__export__.product_product_16611_bcf8fa9d,Bajaj / 2W,DS101030,0.0,1010.0,1010.0,,,
14768,__export__.product_product_14765_4aa192b9,Bajaj / 2W,DH101040,2.0,920.0,920.0,,,
17264,__export__.product_product_17261_42c89692,Bajaj / 2W,DU101060,4.0,4100.0,4100.0,,,
18929,__export__.product_product_18926_0e23dd51,Bajaj / 2W,JD561423,0.0,510.0,510.0,,,
39348,__export__.product_product_39345_f63044d2,Bajaj / 3W,AA171019,0.0,5255.0,5255.0,,,
39349,__export__.product_product_39346_6c1d121b,Bajaj / 3W,AA171020,0.0,8515.0,8515.0,,,
31934,__export__.product_product_31931_e6ff4914,Bajaj / 2W,JZ122071,0.0,24430.0,24430.0,,,
32722,__export__.product_product_32719_6b8b2e6e,Bajaj / 2W,PA122064,0.0,7520.0,7520.0,,,
22396,__export__.product_product_22393_2b490141,Bajaj / 2W,JF122072,0.0,10900.0,10900.0,,,
33045,__export__.product_product_33042_1ce945db,Bajaj / 2W,PD122013,0.0,1940.0,1940.0,,,
38210,__export__.product_product_38207_e417bc4c,Bajaj / 3W,24171111,0.0,6900.0,6900.0,,,
38211,__export__.product_product_38208_81b5c55f,Bajaj / 3W,24171113,0.0,1940.0,1940.0,,,
38214,__export__.product_product_38211_844db714,Bajaj / 3W,24171120,0.0,11930.0,11930.0,,,
38215,__export__.product_product_38212_bfe74271,Bajaj / 3W,24171121,0.0,2840.0,2840.0,,,
22548,__export__.product_product_22545_6a1d39b3,Bajaj / 2W,JF561204,0.0,2470.0,2470.0,,,
22553,__export__.product_product_22550_bed4b748,Bajaj / 2W,JF561415,0.0,2670.0,2670.0,,,
17946,__export__.product_product_17943_ddda2fef,Bajaj / 2W,GF101071,0.0,850.0,850.0,,,
16386,__export__.product_product_16383_625e3d0c,Bajaj / 2W,DM171018,0.0,3640.0,3640.0,,,
17735,__export__.product_product_17732_a357fba5,Bajaj / 2W,DZ171014,0.0,8230.0,8230.0,,,
17736,__export__.product_product_17733_50acb7c2,Bajaj / 2W,DZ171015,0.0,4415.0,4415.0,,,
23132,__export__.product_product_23129_77a0cf15,Bajaj / 2W,JH561213,0.0,1570.0,1570.0,,,
16703,__export__.product_product_16700_7dbc5b43,Bajaj / 2W,DS101333,55.0,4710.0,4710.0,,,
16670,__export__.product_product_16667_409c7022,Bajaj / 2W,DS101191,6.0,3990.0,3990.0,,,
33255,__export__.product_product_33252_1ce05f16,Bajaj / 2W,PF122014,0.0,9420.0,9420.0,,,
18711,__export__.product_product_18708_bd3ad476,Bajaj / 2W,JD122008,0.0,7470.0,7470.0,,,
15687,__export__.product_product_15684_cfbd333c,Bajaj / 2W,DJ171032,0.0,6535.0,6535.0,,,
15690,__export__.product_product_15687_bfdce5d8,Bajaj / 2W,DJ171035,0.0,9230.0,9230.0,,,
17658,__export__.product_product_17655_b14b57a4,Bajaj / 2W,DX171001,0.0,7930.0,7930.0,,,
17401,__export__.product_product_17398_b07eab77,Bajaj / 2W,DU171017,0.0,4010.0,4010.0,,,
11398,__export__.product_product_11395_88d82211,Bajaj / 2W,31171001,0.0,3840.0,3840.0,,,
14292,__export__.product_product_14289_7562eaae,Bajaj / 2W,DD171013,0.0,3245.0,3245.0,,,
16839,__export__.product_product_16836_05344d0d,Bajaj / 2W,DS171002,2.0,23270.0,23270.0,,,
15685,__export__.product_product_15682_3f18735a,Bajaj / 2W,DJ171025,0.0,6155.0,6155.0,,,
15220,__export__.product_product_15217_e5e07945,Bajaj / 2W,DH171002,0.0,4595.0,4595.0,,,
16448,__export__.product_product_16445_ea390010,Bajaj / 2W,DP101020,0.0,1240.0,1240.0,,,
11302,__export__.product_product_11299_fcd68dc8,Bajaj / 2W,31101020,50.0,1730.0,1730.0,,,
18155,__export__.product_product_18152_81be0cdd,Bajaj / 2W,JA351607,0.0,3055.0,3055.0,,,
16034,__export__.product_product_16031_31187b57,Bajaj / 2W,DK111016,0.0,1280.0,1280.0,,,
39154,__export__.product_product_39151_5b84aed5,Bajaj / 3W,AA111082,-10.0,8600.0,8600.0,,,
15022,__export__.product_product_15019_224cf6c9,Bajaj / 2W,DH111032,-1.0,1210.0,1210.0,,,
47324,__export__.product_product_47321_72537cd5,Bajaj / 3W,AZ581009,0.0,310.0,310.0,,,
49196,__export__.product_product_49193_82cf7c17,Bajaj / QUTE,BF211544,0.0,70.0,70.0,,,
15001,__export__.product_product_14998_9dc4580e,Bajaj / 2W,DH102274,0.0,1230.0,1230.0,,,
49531,__export__.product_product_49528_28415618,Bajaj / QUTE,BF581049,0.0,210.0,210.0,,,
33474,__export__.product_product_33471_e4b2ac7a,Bajaj / 2W,PF581046,0.0,340.0,340.0,,,
19140,__export__.product_product_19137_ce34b9e3,Bajaj / 2W,JE581051,3.0,410.0,410.0,,,
46786,__export__.product_product_46783_6656e860,Bajaj / 3W,AB101100,0.0,110.0,110.0,,,
47936,__export__.product_product_47933_1832953d,Bajaj / QUTE,52BF0093,0.0,17940.0,17940.0,,,
13086,__export__.product_product_13083_c0fb51cb,Bajaj / 2W,52DJ1454,0.0,5670.0,5670.0,,,
13087,__export__.product_product_13084_2eb1d4c0,Bajaj / 2W,52DJ1455,0.0,6330.0,6330.0,,,
12134,__export__.product_product_12131_2bfd79f1,Bajaj / 2W,36JP0005,0.0,12730.0,12730.0,,,
12135,__export__.product_product_12132_43dd65b8,Bajaj / 2W,36JP0006,0.0,14400.0,14400.0,,,
13479,__export__.product_product_13476_ea8a48d4,Bajaj / 2W,52JL1059,0.0,6830.0,6830.0,,,
13477,__export__.product_product_13474_75d8d486,Bajaj / 2W,52JL1055,1.0,8470.0,8470.0,,,
13481,__export__.product_product_13478_0b62d1b9,Bajaj / 2W,52JL1063,0.0,2960.0,2960.0,,,
49317,__export__.product_product_49314_9e9eb57b,Bajaj / QUTE,BF401139,0.0,13470.0,13470.0,,,
33167,__export__.product_product_33164_3ade1261,Bajaj / 2W,PD511224,0.0,9140.0,9140.0,,,
38829,__export__.product_product_38826_af71bf11,Bajaj / 3W,52AA0464,0.0,2850.0,2850.0,,,
19035,__export__.product_product_19032_19a28282,Bajaj / 2W,JE531003,0.0,17360.0,17360.0,,,
39096,__export__.product_product_39093_87d9f761,Bajaj / 3W,AA101952,-14.0,3400.0,3400.0,,,
49021,__export__.product_product_49018_5aa2d588,Bajaj / QUTE,BF162029,0.0,1310.0,1310.0,,,
31865,__export__.product_product_31862_55969dab,Bajaj / 2W,JZ113049,0.0,400.0,400.0,,,
23664,__export__.product_product_23661_3e748730,Bajaj / 2W,JL511059,0.0,520.0,520.0,,,
49285,__export__.product_product_49282_fe974e99,Bajaj / QUTE,BF244000,0.0,13300.0,13300.0,,,
49165,__export__.product_product_49162_efebb415,Bajaj / QUTE,BF191125,0.0,2710.0,2710.0,,,
22439,__export__.product_product_22436_97138457,Bajaj / 2W,JF161008,0.0,1720.0,1720.0,,,
19121,__export__.product_product_19118_f993cd53,Bajaj / 2W,JE571215,0.0,5220.0,5220.0,,,
49311,__export__.product_product_49308_9a31f646,Bajaj / QUTE,BF401018,0.0,27190.0,27190.0,,,
49312,__export__.product_product_49309_387299c9,Bajaj / QUTE,BF401019,0.0,5340.0,5340.0,,,
49313,__export__.product_product_49310_cffbcd32,Bajaj / QUTE,BF401118,0.0,2930.0,2930.0,,,
49314,__export__.product_product_49311_7c647dd1,Bajaj / QUTE,BF401119,0.0,5710.0,5710.0,,,
49316,__export__.product_product_49313_4d4a3203,Bajaj / QUTE,BF401138,0.0,13470.0,13470.0,,,
49031,__export__.product_product_49028_cd90c041,Bajaj / QUTE,BF162074,0.0,1040.0,1040.0,,,
49032,__export__.product_product_49029_a868a7fc,Bajaj / QUTE,BF162080,0.0,4130.0,4130.0,,,
15559,__export__.product_product_15556_ec0f2812,Bajaj / 2W,DJ121087,0.0,2750.0,2750.0,,,
49189,__export__.product_product_49186_1a767909,Bajaj / QUTE,BF211372,0.0,220.0,220.0,,,
49191,__export__.product_product_49188_9afe8a0a,Bajaj / QUTE,BF211379,0.0,140.0,140.0,,,
15091,__export__.product_product_15088_a45d012c,Bajaj / 2W,DH121189,0.0,4930.0,4930.0,,,
39221,__export__.product_product_39218_65e89738,Bajaj / 3W,AA121151,0.0,7360.0,7360.0,,,
23142,__export__.product_product_23139_2537aeb3,Bajaj / 2W,JH581018,0.0,4220.0,4220.0,,,
15072,__export__.product_product_15069_7ef743f7,Bajaj / 2W,DH121135,0.0,5265.0,5265.0,,,
33185,__export__.product_product_33182_e1969179,Bajaj / 2W,PD581013,0.0,2450.0,2450.0,,,
39227,__export__.product_product_39224_58fd9028,Bajaj / 3W,AA121204,4.0,12090.0,12090.0,,,
17237,__export__.product_product_17234_dd0f6580,Bajaj / 2W,DT581064,0.0,4620.0,4620.0,,,
49541,__export__.product_product_49538_0c93640c,Bajaj / QUTE,BF581125,0.0,11670.0,11670.0,,,
18475,__export__.product_product_18472_5b58e10a,Bajaj / 2W,JB581006,0.0,6230.0,6230.0,,,
49518,__export__.product_product_49515_c5c598be,Bajaj / QUTE,BF581000,0.0,5110.0,5110.0,,,
15541,__export__.product_product_15538_065e9478,Bajaj / 2W,DJ121040,0.0,5130.0,5130.0,,,
18481,__export__.product_product_18478_9e6e1db0,Bajaj / 2W,JB581036,0.0,1730.0,1730.0,,,
39210,__export__.product_product_39207_0b834c24,Bajaj / 3W,AA121116,0.0,4850.0,4850.0,,,
19130,__export__.product_product_19127_833c3982,Bajaj / 2W,JE581004,0.0,8805.0,8805.0,,,
15089,__export__.product_product_15086_aa42b421,Bajaj / 2W,DH121178,0.0,1420.0,1420.0,,,
33468,__export__.product_product_33465_e57d4c79,Bajaj / 2W,PF581003,0.0,3605.0,3605.0,,,
32249,__export__.product_product_32246_04b7d113,Bajaj / 2W,JZ581020,0.0,5845.0,5845.0,,,
39238,__export__.product_product_39235_4dc72953,Bajaj / 3W,AA121259,0.0,4550.0,4550.0,,,
33187,__export__.product_product_33184_06838f6b,Bajaj / 2W,PD581033,0.0,8040.0,8040.0,,,
33470,__export__.product_product_33467_28ca5a5c,Bajaj / 2W,PF581038,0.0,4360.0,4360.0,,,
33466,__export__.product_product_33463_119caf03,Bajaj / 2W,PF581000,0.0,3700.0,3700.0,,,
23136,__export__.product_product_23133_e96772ad,Bajaj / 2W,JH581000,0.0,7250.0,7250.0,,,
32254,__export__.product_product_32251_73e44a3a,Bajaj / 2W,JZ581056,0.0,6200.0,6200.0,,,
32958,__export__.product_product_32955_c6044195,Bajaj / 2W,PA581039,0.0,3510.0,3510.0,,,
32959,__export__.product_product_32956_79fdf655,Bajaj / 2W,PA581042,0.0,3950.0,3950.0,,,
19133,__export__.product_product_19130_6be77949,Bajaj / 2W,JE581026,0.0,3790.0,3790.0,,,
18480,__export__.product_product_18477_434c4612,Bajaj / 2W,JB581021,0.0,7000.0,7000.0,,,
19148,__export__.product_product_19145_0ffc8b9c,Bajaj / 2W,JE581080,0.0,4740.0,4740.0,,,
19146,__export__.product_product_19143_c98ef602,Bajaj / 2W,JE581075,0.0,680.0,680.0,,,
15093,__export__.product_product_15090_867fd27a,Bajaj / 2W,DH121202,0.0,6880.0,6880.0,,,
23720,__export__.product_product_23717_cff7b029,Bajaj / 2W,JL581050,0.0,4860.0,4860.0,,,
23700,__export__.product_product_23697_de42d419,Bajaj / 2W,JL561206,0.0,2460.0,2460.0,,,
22604,__export__.product_product_22601_b5bd8bdb,Bajaj / 2W,JG122043,0.0,43920.0,43920.0,,,
47293,__export__.product_product_47290_987f34e4,Bajaj / 3W,AP201119,0.0,4810.0,4810.0,,,
47298,__export__.product_product_47295_1a382b48,Bajaj / 3W,AP201130,0.0,13130.0,13130.0,,,
38108,__export__.product_product_38105_20570baf,Bajaj / 3W,24151168,0.0,1630.0,1630.0,,,
38115,__export__.product_product_38112_4a30f93e,Bajaj / 3W,24151175,3.0,1480.0,1480.0,,,
46993,__export__.product_product_46990_e1e284da,Bajaj / 3W,AL151211,0.0,1100.0,1100.0,,,
46994,__export__.product_product_46991_fe9b5605,Bajaj / 3W,AL151212,0.0,1100.0,1100.0,,,
