ID,Product/Product/ID,Point of Sale Category,Internal Reference,Quantity On Hand,Sales Price,Cost,Updated Sales Price,Updated Cost,Status
32345,__export__.product_product_32342_d8d98635,Bajaj / 2W,KADB0516,0.0,15.0,15.0,,,
32348,__export__.product_product_32345_b9ba71f5,Bajaj / 2W,KADC0610,0.0,50.0,50.0,,,
32351,__export__.product_product_32348_fa000698,Bajaj / 2W,KADD0610,0.0,40.0,40.0,,,
32352,__export__.product_product_32349_f940906c,Bajaj / 2W,KADD0614,0.0,15.0,15.0,,,
32353,__export__.product_product_32350_f875ab6f,Bajaj / 2W,KADD0616,-1.0,100.0,100.0,,,
32355,__export__.product_product_32352_5cc32413,Bajaj / 2W,KADD0622,0.0,15.0,15.0,,,
32356,__export__.product_product_32353_e085f5b9,Bajaj / 2W,KADD0625,0.0,60.0,60.0,,,
32357,__export__.product_product_32354_43d0f6c2,Bajaj / 2W,KADD0670,0.0,20.0,20.0,,,
32358,__export__.product_product_32355_56a40ecd,Bajaj / 2W,KADD0812,0.0,30.0,30.0,,,
32359,__export__.product_product_32356_5c027d66,Bajaj / 2W,KADD0814,0.0,90.0,90.0,,,
32361,__export__.product_product_32358_075b4b3e,Bajaj / 2W,KADD0822,0.0,110.0,110.0,,,
32362,__export__.product_product_32359_b90f9856,Bajaj / 2W,KADD0825,0.0,110.0,110.0,,,
47806,__export__.product_product_47803_2f5490b3,Bajaj / 3W,KADD0840,0.0,150.0,150.0,,,
32363,__export__.product_product_32360_0b0c1937,Bajaj / 2W,KADD0850,0.0,50.0,50.0,,,
32364,__export__.product_product_32361_62822e46,Bajaj / 2W,KADD0855,0.0,45.0,45.0,,,
32366,__export__.product_product_32363_2afda728,Bajaj / 2W,KADD0880,0.0,70.0,70.0,,,
47808,__export__.product_product_47805_50567ac3,Bajaj / 3W,KADD1030,0.0,210.0,210.0,,,
32368,__export__.product_product_32365_57df4b42,Bajaj / 2W,KADD1055,0.0,40.0,40.0,,,
47809,__export__.product_product_47806_5bab1fa4,Bajaj / 3W,KADD1060,0.0,350.0,350.0,,,
49622,__export__.product_product_49619_5de74497,Bajaj / QUTE,KADD1080,0.0,110.0,110.0,,,
32369,__export__.product_product_32366_d168894d,Bajaj / 2W,KADE0614,0.0,15.0,15.0,,,
32370,__export__.product_product_32367_7e751d68,Bajaj / 2W,KADE0620,0.0,15.0,15.0,,,
32371,__export__.product_product_32368_82be32a2,Bajaj / 2W,KADF0520,0.0,15.0,15.0,,,
32373,__export__.product_product_32370_022c1126,Bajaj / 2W,KADF0612,0.0,30.0,30.0,,,
32374,__export__.product_product_32371_4cb7d7ec,Bajaj / 2W,KADF0614,0.0,20.0,20.0,,,
32375,__export__.product_product_32372_1bfb33b4,Bajaj / 2W,KADF0616,0.0,20.0,20.0,,,
32376,__export__.product_product_32373_52230b49,Bajaj / 2W,KADF0620,0.0,15.0,15.0,,,
32377,__export__.product_product_32374_489b909b,Bajaj / 2W,KADF0625,0.0,30.0,30.0,,,
32378,__export__.product_product_32375_db86997d,Bajaj / 2W,KADF0630,0.0,30.0,30.0,,,
32380,__export__.product_product_32377_5fab278f,Bajaj / 2W,KADF0812,0.0,30.0,30.0,,,
32381,__export__.product_product_32378_942fa6ec,Bajaj / 2W,KADF0814,0.0,20.0,20.0,,,
32384,__export__.product_product_32381_7be916bf,Bajaj / 2W,KADF0822,0.0,60.0,60.0,,,
32385,__export__.product_product_32382_f17611fd,Bajaj / 2W,KADF0840,0.0,50.0,50.0,,,
32387,__export__.product_product_32384_249c136b,Bajaj / 2W,KADF1050,0.0,110.0,110.0,,,
49626,__export__.product_product_49623_c09eff37,Bajaj / QUTE,KADF1260,0.0,70.0,70.0,,,
32388,__export__.product_product_32385_c5f5b725,Bajaj / 2W,KADH0870,0.0,40.0,40.0,,,
49627,__export__.product_product_49624_9283ec51,Bajaj / QUTE,KADJ0890,0.0,40.0,40.0,,,
32398,__export__.product_product_32395_497cbbf3,Bajaj / 2W,KAEA0510,0.0,15.0,15.0,,,
32399,__export__.product_product_32396_8a583a5c,Bajaj / 2W,KAEA0610,0.0,10.0,10.0,,,
32400,__export__.product_product_32397_a801da82,Bajaj / 2W,KAEA0612,0.0,30.0,30.0,,,
49629,__export__.product_product_49626_ea35235a,Bajaj / QUTE,KAEA0620,0.0,50.0,50.0,,,
32403,__export__.product_product_32400_be839f73,Bajaj / 2W,KAED0614,0.0,15.0,15.0,,,
49630,__export__.product_product_49627_907c9c79,Bajaj / QUTE,KAED0616,0.0,15.0,15.0,,,
49631,__export__.product_product_49628_8e02bc5d,Bajaj / QUTE,KAED0618,0.0,10.0,10.0,,,
32404,__export__.product_product_32401_1ecdc673,Bajaj / 2W,KAED0620,0.0,50.0,50.0,,,
49632,__export__.product_product_49629_df7b0e28,Bajaj / QUTE,KAED0625,0.0,15.0,15.0,,,
49633,__export__.product_product_49630_eb013e80,Bajaj / QUTE,KAED0630,0.0,10.0,10.0,,,
32405,__export__.product_product_32402_2aaf44ae,Bajaj / 2W,KAED0635,0.0,30.0,30.0,,,
49634,__export__.product_product_49631_f073cac0,Bajaj / QUTE,KAED0675,0.0,70.0,70.0,,,
32407,__export__.product_product_32404_754b8e6e,Bajaj / 2W,KAED0820,0.0,40.0,40.0,,,
32408,__export__.product_product_32405_da873d43,Bajaj / 2W,KAEF0645,0.0,20.0,20.0,,,
49623,__export__.product_product_49620_aaf1d70e,Bajaj / QUTE,KADD10A0,0.0,130.0,130.0,,,
12643,__export__.product_product_12640_9391a3c2,Bajaj / 2W,39106604,0.0,30.0,30.0,,,
32018,__export__.product_product_32015_3f77e24a,Bajaj / 2W,JZ161233,0.0,3520.0,3520.0,,,
38680,__export__.product_product_38677_e53609e4,Bajaj / 3W,39107504,-5.0,60.0,60.0,,,
12645,__export__.product_product_12642_016e795d,Bajaj / 2W,39107404,48.0,60.0,60.0,,,
38677,__export__.product_product_38674_3ece6ef8,Bajaj / 3W,39106504,-1.0,30.0,30.0,,,
12715,__export__.product_product_12712_1667a78c,Bajaj / 2W,39190204,0.0,30.0,30.0,,,
49635,__export__.product_product_49632_24cd4a04,Bajaj / QUTE,KAED0835,0.0,40.0,40.0,,,
32406,__export__.product_product_32403_0d6dff6e,Bajaj / 2W,KAED0685,0.0,30.0,30.0,,,
47812,__export__.product_product_47809_1a747675,Bajaj / 3W,KAED0640,0.0,70.0,70.0,,,
32402,__export__.product_product_32399_c69eb518,Bajaj / 2W,KAED0608,0.0,15.0,15.0,,,
32409,__export__.product_product_32406_36060d53,Bajaj / 2W,KAEG0614,0.0,50.0,50.0,,,
47811,__export__.product_product_47808_20dafda6,Bajaj / 3W,KAED0622,0.0,30.0,30.0,,,
11262,__export__.product_product_11259_dd172342,Bajaj / 2W,30181025,-3.0,50.0,50.0,,,
38781,__export__.product_product_38778_d792d2d5,Bajaj / 3W,39220804,0.0,15.0,15.0,,,
12804,__export__.product_product_12801_c3453013,Bajaj / 2W,39247404,0.0,70.0,70.0,,,
12805,__export__.product_product_12802_19bfca08,Bajaj / 2W,39247504,0.0,30.0,30.0,,,
12742,__export__.product_product_12739_c771ed8a,Bajaj / 2W,39214704,0.0,80.0,80.0,,,
12802,__export__.product_product_12799_5a1b105d,Bajaj / 2W,39247004,0.0,35.0,35.0,,,
12792,__export__.product_product_12789_757f896c,Bajaj / 2W,39241304,0.0,470.0,470.0,,,
12812,__export__.product_product_12809_eccb63e5,Bajaj / 2W,39249504,0.0,220.0,220.0,,,
12793,__export__.product_product_12790_776f48d3,Bajaj / 2W,39241404,0.0,240.0,240.0,,,
12785,__export__.product_product_12782_60b3ac36,Bajaj / 2W,39238104,0.0,25.0,25.0,,,
12803,__export__.product_product_12800_f936ee2d,Bajaj / 2W,39247304,0.0,50.0,50.0,,,
38749,__export__.product_product_38746_f1ace008,Bajaj / 3W,39177304,-3.0,50.0,50.0,,,
47796,__export__.product_product_47793_2e29d7fa,Bajaj / 3W,KAAA0525,0.0,15.0,15.0,,,
49610,__export__.product_product_49607_8c6bcfce,Bajaj / QUTE,KAAA0612,0.0,15.0,15.0,,,
49611,__export__.product_product_49608_d10e8aa5,Bajaj / QUTE,KAAA0614,0.0,15.0,15.0,,,
32313,__export__.product_product_32310_e0dcc427,Bajaj / 2W,KAAA0625,0.0,20.0,20.0,,,
49612,__export__.product_product_49609_3c3724aa,Bajaj / QUTE,KAAD0525,0.0,10.0,10.0,,,
49613,__export__.product_product_49610_3d2ee131,Bajaj / QUTE,KAAD0625,0.0,10.0,10.0,,,
49614,__export__.product_product_49611_eff5054f,Bajaj / QUTE,KAAE1030,0.0,160.0,160.0,,,
14662,__export__.product_product_14659_ef2c01b5,Bajaj / 2W,DG171038,0.0,140.0,140.0,,,
14666,__export__.product_product_14663_403852fb,Bajaj / 2W,DG181008,20.0,170.0,170.0,,,
32314,__export__.product_product_32311_406a64da,Bajaj / 2W,KACA0516,0.0,50.0,50.0,,,
49615,__export__.product_product_49612_0136a41e,Bajaj / QUTE,KACA0620,0.0,10.0,10.0,,,
32318,__export__.product_product_32315_9db9c27f,Bajaj / 2W,KACA0635,0.0,120.0,120.0,,,
32319,__export__.product_product_32316_f829f3e3,Bajaj / 2W,KACA0820,0.0,140.0,140.0,,,
32321,__export__.product_product_32318_ec44cbba,Bajaj / 2W,KACA0830,0.0,140.0,140.0,,,
32322,__export__.product_product_32319_5cd93aee,Bajaj / 2W,KACB0514,0.0,30.0,30.0,,,
32323,__export__.product_product_32320_cd7ea019,Bajaj / 2W,KACB0618,0.0,20.0,20.0,,,
32324,__export__.product_product_32321_5e0e1acb,Bajaj / 2W,KACB0622,0.0,50.0,50.0,,,
49616,__export__.product_product_49613_bba33675,Bajaj / QUTE,KACB0814,0.0,20.0,20.0,,,
32325,__export__.product_product_32322_6d0de6ac,Bajaj / 2W,KACB1040,0.0,100.0,100.0,,,
49617,__export__.product_product_49614_357186a9,Bajaj / QUTE,KACC0630,0.0,30.0,30.0,,,
47798,__export__.product_product_47795_4894cc18,Bajaj / 3W,KACC0835,0.0,170.0,170.0,,,
32518,__export__.product_product_32515_f84f8a50,Bajaj / 2W,LAC00035,0.0,50.0,50.0,,,
47857,__export__.product_product_47854_2f9e8fe2,Bajaj / 3W,LAJ00001,0.0,170.0,170.0,,,
14433,__export__.product_product_14430_f4774228,Bajaj / 2W,DE191027,-2.0,85.0,85.0,,,
16327,__export__.product_product_16324_f2bc11fa,Bajaj / 2W,DL181038,-13.0,145.0,145.0,,,
33183,__export__.product_product_33180_09986f52,Bajaj / 2W,PD581011,0.0,50.0,50.0,,,
46813,__export__.product_product_46810_5955cbe8,Bajaj / 3W,AB151070,-53.0,30.0,30.0,,,
23393,__export__.product_product_23390_4eb68189,Bajaj / 2W,JL131807,0.0,120.0,120.0,,,
14305,__export__.product_product_14302_2b20cfce,Bajaj / 2W,DD181100,0.0,520.0,520.0,,,
33290,__export__.product_product_33287_4fa10308,Bajaj / 2W,PF161203,0.0,135.0,135.0,,,
16095,__export__.product_product_16092_35d3c41a,Bajaj / 2W,DK151042,0.0,60.0,60.0,,,
18926,__export__.product_product_18923_774f4c16,Bajaj / 2W,JD561417,17.0,120.0,120.0,,,
18927,__export__.product_product_18924_5d23d7c4,Bajaj / 2W,JD561418,1.0,250.0,250.0,,,
14354,__export__.product_product_14351_4a764773,Bajaj / 2W,DD191144,0.0,470.0,470.0,,,
14353,__export__.product_product_14350_924a40e5,Bajaj / 2W,DD191143,-3.0,310.0,310.0,,,
23704,__export__.product_product_23701_add3a3cd,Bajaj / 2W,JL561407,3.0,330.0,330.0,,,
23705,__export__.product_product_23702_c550c286,Bajaj / 2W,JL561408,4.0,350.0,350.0,,,
32238,__export__.product_product_32235_d8283651,Bajaj / 2W,JZ561407,0.0,90.0,90.0,,,
32237,__export__.product_product_32234_d5196ac9,Bajaj / 2W,JZ561405,0.0,150.0,150.0,,,
49587,__export__.product_product_49584_12c3ccb9,Bajaj / QUTE,BH551416,0.0,270.0,270.0,,,
14338,__export__.product_product_14335_36dad35b,Bajaj / 2W,DD191072,0.0,50.0,50.0,,,
11274,__export__.product_product_11271_7d0e26b6,Bajaj / 2W,30191030,-2.0,410.0,410.0,,,
15284,__export__.product_product_15281_b05fdf9f,Bajaj / 2W,DH191019,-1.0,370.0,370.0,,,
16404,__export__.product_product_16401_11799a70,Bajaj / 2W,DM191014,0.0,350.0,350.0,,,
16405,__export__.product_product_16402_024bc990,Bajaj / 2W,DM191015,-4.0,70.0,70.0,,,
16895,__export__.product_product_16892_7fdfb358,Bajaj / 2W,DS191018,5.0,120.0,120.0,,,
33292,__export__.product_product_33289_c1e0d623,Bajaj / 2W,PF161205,0.0,135.0,135.0,,,
18074,__export__.product_product_18071_34725ca3,Bajaj / 2W,GF221004,0.0,20.0,20.0,,,
18075,__export__.product_product_18072_83829e23,Bajaj / 2W,GF221005,0.0,20.0,20.0,,,
15174,__export__.product_product_15171_373bd255,Bajaj / 2W,DH161302,-4.0,20.0,20.0,,,
10914,__export__.product_product_10911_abb71f89,Bajaj / 2W,01100404,-5.0,10.0,10.0,,,
38695,__export__.product_product_38692_f25795c5,Bajaj / 3W,39142305,0.0,140.0,140.0,,,
50264,__export__.product_product_50194_b93eecc1,Third Party / Other / Bosch,PLUG-2S(BOSCH),-50.0,300.0,300.0,,,
11058,__export__.product_product_11055_5c177ab6,Bajaj / 2W,16101256,0.0,350.0,350.0,,,
11490,__export__.product_product_11487_11152930,Bajaj / 2W,36DH1008,0.0,1930.0,1930.0,,,
49564,__export__.product_product_49561_6aa700fb,Bajaj / QUTE,BF601208,0.0,680.0,680.0,,,
49747,__export__.product_product_49744_97aa3ba5,Bajaj / QUTE,SVA0073,0.0,350.0,350.0,,,
14556,__export__.product_product_14553_bb0b4e52,Bajaj / 2W,DF201129,0.0,125.0,125.0,,,
46689,__export__.product_product_46686_18547676,Bajaj / 3W,AA201127,0.0,1840.0,1840.0,,,
50831,__export__.product_product_50750_0822e6c7,Bajaj / 3W,AA201570,0.0,1680.0,1680.0,,,
46681,__export__.product_product_46678_f437e2f8,Bajaj / 3W,AA201048,6.0,360.0,360.0,,,
23986,__export__.product_product_23983_4dcfd9b2,Bajaj / 2W,JP181297,0.0,470.0,470.0,,,
49059,__export__.product_product_49056_6031dc54,Bajaj / QUTE,BF181824,0.0,10.0,10.0,,,
49057,__export__.product_product_49054_a11046b9,Bajaj / QUTE,BF181800,0.0,11160.0,11160.0,,,
17150,__export__.product_product_17147_f034c8c7,Bajaj / 2W,DT231000,0.0,90.0,90.0,,,
37910,__export__.product_product_37907_c45492b2,Bajaj / 3W,24121231,0.0,470.0,470.0,,,
33551,__export__.product_product_33548_6250d69e,Bajaj / 2W,RDF141153,0.0,19500.0,19500.0,,,
37752,__export__.product_product_37749_b9a214ad,Bajaj / 3W,22151097,0.0,530.0,530.0,,,
47910,__export__.product_product_47907_c573872a,Bajaj / QUTE,36BF0002,5.0,11970.0,11970.0,,,
47909,__export__.product_product_47906_43f69e52,Bajaj / QUTE,36BF0001,6.0,9510.0,9510.0,,,
38518,__export__.product_product_38515_27719b06,Bajaj / 3W,36AL0031,2.0,1090.0,1090.0,,,
18397,__export__.product_product_18394_a12a1959,Bajaj / 2W,JB181401,0.0,500.0,500.0,,,
24227,__export__.product_product_24224_7a7f017e,Bajaj / 2W,JW181405,0.0,765.0,765.0,,,
18796,__export__.product_product_18793_8d4f2828,Bajaj / 2W,JD181401,0.0,2640.0,2640.0,,,
14271,__export__.product_product_14268_d6970a9d,Bajaj / 2W,DD161011,0.0,620.0,620.0,,,
18401,__export__.product_product_18398_fa8c36e1,Bajaj / 2W,JB181414,-2.0,775.0,775.0,,,
18403,__export__.product_product_18400_723ab9d1,Bajaj / 2W,JB181416,4.0,2730.0,2730.0,,,
17142,__export__.product_product_17139_264e6261,Bajaj / 2W,DT181407,0.0,2430.0,2430.0,,,
18405,__export__.product_product_18402_7060219a,Bajaj / 2W,JB181421,2.0,3330.0,3330.0,,,
24229,__export__.product_product_24226_864eff0f,Bajaj / 2W,JW181411,0.0,730.0,730.0,,,
15175,__export__.product_product_15172_d4f8c605,Bajaj / 2W,DH161304,2.0,3680.0,3680.0,,,
16138,__export__.product_product_16135_8f5dfc09,Bajaj / 2W,DK161098,0.0,2050.0,2050.0,,,
33092,__export__.product_product_33089_feffc740,Bajaj / 2W,PD181408,0.0,1830.0,1830.0,,,
33330,__export__.product_product_33327_3354550a,Bajaj / 2W,PF181423,2.0,1960.0,1960.0,,,
17375,__export__.product_product_17372_8e0cee29,Bajaj / 2W,DU161098,0.0,4020.0,4020.0,,,
15164,__export__.product_product_15161_2ef6ae8a,Bajaj / 2W,DH161258,2.0,4250.0,4250.0,,,
15158,__export__.product_product_15155_bf1eca69,Bajaj / 2W,DH161229,0.0,350.0,350.0,,,
47723,__export__.product_product_47720_a6abe2c3,Bajaj / 3W,DI3W031,0.0,44.0,44.0,,,
14596,__export__.product_product_14593_bf3385fa,Bajaj / 2W,DG141020,0.0,30.0,30.0,,,
39098,__export__.product_product_39095_f62fe1bc,Bajaj / 3W,AA101969,0.0,1230.0,1230.0,,,
16548,__export__.product_product_16545_ca69ea8d,Bajaj / 2W,DP161100,0.0,15.0,15.0,,,
39111,__export__.product_product_39108_2d9570e1,Bajaj / 3W,AA102055,0.0,80.0,80.0,,,
16635,__export__.product_product_16632_e1615782,Bajaj / 2W,DS101073,0.0,70.0,70.0,,,
16861,__export__.product_product_16858_2a48967f,Bajaj / 2W,DS181029,0.0,470.0,470.0,,,
14313,__export__.product_product_14310_c20fbdfc,Bajaj / 2W,DD181185,1.0,860.0,860.0,,,
14311,__export__.product_product_14308_4ef1b792,Bajaj / 2W,DD181183,72.0,1210.0,1210.0,,,
39152,__export__.product_product_39149_32dc9da8,Bajaj / 3W,AA111080,0.0,2580.0,2580.0,,,
14277,__export__.product_product_14274_6edf1bb7,Bajaj / 2W,DD161053,0.0,85.0,85.0,,,
17740,__export__.product_product_17737_18640bfd,Bajaj / 2W,DZ181003,1.0,2280.0,2280.0,,,
16869,__export__.product_product_16866_198abf06,Bajaj / 2W,DS181045,0.0,1250.0,1250.0,,,
15695,__export__.product_product_15692_cbdf64ce,Bajaj / 2W,DJ181026,0.0,310.0,310.0,,,
14312,__export__.product_product_14309_a19b7bc5,Bajaj / 2W,DD181184,55.0,430.0,430.0,,,
38159,__export__.product_product_38156_a9a1d7c0,Bajaj / 3W,24161324,0.0,125.0,125.0,,,
16818,__export__.product_product_16815_fc03946f,Bajaj / 2W,DS161089,0.0,50.0,50.0,,,
15631,__export__.product_product_15628_faa7fe50,Bajaj / 2W,DJ161088,0.0,130.0,130.0,,,
16909,__export__.product_product_16906_73b17ca3,Bajaj / 2W,DS191044,8.0,1390.0,1390.0,,,
16897,__export__.product_product_16894_0f70a826,Bajaj / 2W,DS191028,10.0,600.0,600.0,,,
46684,__export__.product_product_46681_70610899,Bajaj / 3W,AA201090,0.0,120.0,120.0,,,
14696,__export__.product_product_14693_d6a3580b,Bajaj / 2W,DG181099,0.0,350.0,350.0,,,
38075,__export__.product_product_38072_dac95a49,Bajaj / 3W,24151067,-6.0,350.0,350.0,,,
15628,__export__.product_product_15625_6e2b40d7,Bajaj / 2W,DJ161072,0.0,530.0,530.0,,,
15632,__export__.product_product_15629_013f695f,Bajaj / 2W,DJ161089,0.0,140.0,140.0,,,
16812,__export__.product_product_16809_a1b44a1b,Bajaj / 2W,DS161069,13.0,90.0,90.0,,,
17746,__export__.product_product_17743_b7246d3b,Bajaj / 2W,DZ181063,0.0,230.0,230.0,,,
17739,__export__.product_product_17736_b7cffa30,Bajaj / 2W,DZ181002,3.0,240.0,240.0,,,
15766,__export__.product_product_15763_a2237f34,Bajaj / 2W,DJ191051,0.0,165.0,165.0,,,
16844,__export__.product_product_16841_83077329,Bajaj / 2W,DS181005,0.0,3890.0,3890.0,,,
23395,__export__.product_product_23392_663b20e5,Bajaj / 2W,JL131811,0.0,100.0,100.0,,,
23353,__export__.product_product_23350_b18321f8,Bajaj / 2W,JL113803,0.0,600.0,600.0,,,
23400,__export__.product_product_23397_884ff01a,Bajaj / 2W,JL131878,0.0,40.0,40.0,,,
23558,__export__.product_product_23555_ea4e597f,Bajaj / 2W,JL232808,0.0,480.0,480.0,,,
22421,__export__.product_product_22418_bc1a1d40,Bajaj / 2W,JF131852,0.0,50.0,50.0,,,
49475,__export__.product_product_49472_71b0d7c8,Bajaj / QUTE,BF551430,0.0,40.0,40.0,,,
33186,__export__.product_product_33183_cb67db5e,Bajaj / 2W,PD581017,0.0,30.0,30.0,,,
49537,__export__.product_product_49534_0c0af7d7,Bajaj / QUTE,BF581085,0.0,90.0,90.0,,,
49194,__export__.product_product_49191_a044f6b1,Bajaj / QUTE,BF211437,0.0,60.0,60.0,,,
39153,__export__.product_product_39150_ffe62efa,Bajaj / 3W,AA111081,2.0,3680.0,3680.0,,,
39150,__export__.product_product_39147_e33b1355,Bajaj / 3W,AA111078,0.0,2470.0,2470.0,,,
47309,__export__.product_product_47306_9bc6a7dc,Bajaj / 3W,AZ113419,0.0,490.0,490.0,,,
23228,__export__.product_product_23225_a469b0ec,Bajaj / 2W,JK181246,17.0,3200.0,3200.0,,,
47014,__export__.product_product_47011_972e1b35,Bajaj / 3W,AL161305,0.0,530.0,530.0,,,
47015,__export__.product_product_47012_e5c33473,Bajaj / 3W,AL161308,0.0,755.0,755.0,,,
23560,__export__.product_product_23557_dbb2e8eb,Bajaj / 2W,JL232824,0.0,1230.0,1230.0,,,
46828,__export__.product_product_46825_a0336b18,Bajaj / 3W,AB161173,0.0,1600.0,1600.0,,,
47454,__export__.product_product_47451_e0804f9d,Bajaj / 3W,BA161134,0.0,4580.0,4580.0,,,
32684,__export__.product_product_32681_a564baec,Bajaj / 2W,PA113416,0.0,880.0,880.0,,,
32685,__export__.product_product_32682_e70a7524,Bajaj / 2W,PA113417,0.0,890.0,890.0,,,
15150,__export__.product_product_15147_37e2b262,Bajaj / 2W,DH161170,0.0,380.0,380.0,,,
23512,__export__.product_product_23509_75bd450a,Bajaj / 2W,JL181307,0.0,3700.0,3700.0,,,
22698,__export__.product_product_22695_4d635dda,Bajaj / 2W,JG181288,0.0,490.0,490.0,,,
15218,__export__.product_product_15215_2d62c44f,Bajaj / 2W,DH161624,0.0,330.0,330.0,,,
16184,__export__.product_product_16181_442bd985,Bajaj / 2W,DK161443,0.0,80.0,80.0,,,
15219,__export__.product_product_15216_d2ca18e3,Bajaj / 2W,DH161626,0.0,310.0,310.0,,,
16185,__export__.product_product_16182_4107328a,Bajaj / 2W,DK161444,0.0,330.0,330.0,,,
22468,__export__.product_product_22465_322f8a32,Bajaj / 2W,JF181289,0.0,730.0,730.0,,,
31822,__export__.product_product_31819_ebc78fab,Bajaj / 2W,JY591050,0.0,500.0,500.0,,,
15217,__export__.product_product_15214_35c78d7a,Bajaj / 2W,DH161623,0.0,210.0,210.0,,,
16186,__export__.product_product_16183_65a9c1a8,Bajaj / 2W,DK161447,0.0,255.0,255.0,,,
22469,__export__.product_product_22466_65ac255e,Bajaj / 2W,JF181290,0.0,700.0,700.0,,,
18734,__export__.product_product_18731_e0bcba79,Bajaj / 2W,JD151008,0.0,530.0,530.0,,,
18735,__export__.product_product_18732_c9c66169,Bajaj / 2W,JD151009,0.0,290.0,290.0,,,
33322,__export__.product_product_33319_12c31b54,Bajaj / 2W,PF181237,0.0,1230.0,1230.0,,,
32048,__export__.product_product_32045_8d0ef6cf,Bajaj / 2W,JZ181260,0.0,60.0,60.0,,,
23531,__export__.product_product_23528_81eb9f8d,Bajaj / 2W,JL181447,0.0,170.0,170.0,,,
32049,__export__.product_product_32046_0364efb6,Bajaj / 2W,JZ181261,0.0,60.0,60.0,,,
23532,__export__.product_product_23529_a20787cb,Bajaj / 2W,JL181448,0.0,170.0,170.0,,,
23513,__export__.product_product_23510_07a373b4,Bajaj / 2W,JL181402,0.0,3850.0,3850.0,,,
38129,__export__.product_product_38126_e6aa95bd,Bajaj / 3W,24151247,7.0,170.0,170.0,,,
49536,__export__.product_product_49533_c8ff415a,Bajaj / QUTE,BF581077,0.0,30.0,30.0,,,
23930,__export__.product_product_23927_a72d22aa,Bajaj / 2W,JP113014,0.0,450.0,450.0,,,
39067,__export__.product_product_39064_86deec0e,Bajaj / 3W,AA101823,0.0,70.0,70.0,,,
39091,__export__.product_product_39088_88794ff3,Bajaj / 3W,AA101939,0.0,240.0,240.0,,,
19079,__export__.product_product_19076_19ed68f8,Bajaj / 2W,JE541291,0.0,150.0,150.0,,,
22626,__export__.product_product_22623_a3951b88,Bajaj / 2W,JG131819,0.0,4980.0,4980.0,,,
17031,__export__.product_product_17028_d9a11f65,Bajaj / 2W,DT113841,0.0,290.0,290.0,,,
39228,__export__.product_product_39225_031dac57,Bajaj / 3W,AA121205,0.0,115.0,115.0,,,
47328,__export__.product_product_47325_02cdd3ac,Bajaj / 3W,AZ581216,0.0,85.0,85.0,,,
46942,__export__.product_product_46939_43616eb0,Bajaj / 3W,AF121519,0.0,280.0,280.0,,,
18230,__export__.product_product_18227_c3a5c222,Bajaj / 2W,JA541222,0.0,100.0,100.0,,,
17614,__export__.product_product_17611_c833a2bd,Bajaj / 2W,DX101030,9.0,490.0,490.0,,,
15949,__export__.product_product_15946_b6345a60,Bajaj / 2W,DK101252,0.0,60.0,60.0,,,
24254,__export__.product_product_24251_2361fd92,Bajaj / 2W,JW541000,0.0,130.0,130.0,,,
49421,__export__.product_product_49418_63d2e411,Bajaj / QUTE,BF541244,0.0,90.0,90.0,,,
17217,__export__.product_product_17214_ac5e8323,Bajaj / 2W,DT541018,0.0,150.0,150.0,,,
24167,__export__.product_product_24164_bc360586,Bajaj / 2W,JV541209,0.0,45.0,45.0,,,
17861,__export__.product_product_17858_3d3516d3,Bajaj / 2W,FA191020,0.0,20.0,20.0,,,
14762,__export__.product_product_14759_8385ac0d,Bajaj / 2W,DH101018,0.0,320.0,320.0,,,
23684,__export__.product_product_23681_bb1acaa2,Bajaj / 2W,JL541210,0.0,310.0,310.0,,,
33430,__export__.product_product_33427_30918b65,Bajaj / 2W,PF541255,0.0,60.0,60.0,,,
32944,__export__.product_product_32941_dda5c5fd,Bajaj / 2W,PA541224,0.0,70.0,70.0,,,
19074,__export__.product_product_19071_879b8e67,Bajaj / 2W,JE541244,0.0,110.0,110.0,,,
14962,__export__.product_product_14959_18b5de9d,Bajaj / 2W,DH101881,0.0,130.0,130.0,,,
15152,__export__.product_product_15149_6625779b,Bajaj / 2W,DH161189,0.0,740.0,740.0,,,
15153,__export__.product_product_15150_fe54cd61,Bajaj / 2W,DH161190,0.0,360.0,360.0,,,
15154,__export__.product_product_15151_0e80fb04,Bajaj / 2W,DH161192,0.0,370.0,370.0,,,
15165,__export__.product_product_15162_8edebef6,Bajaj / 2W,DH161268,0.0,185.0,185.0,,,
15166,__export__.product_product_15163_aa1657c5,Bajaj / 2W,DH161269,0.0,150.0,150.0,,,
16152,__export__.product_product_16149_debf28cb,Bajaj / 2W,DK161159,0.0,245.0,245.0,,,
16153,__export__.product_product_16150_cf76d080,Bajaj / 2W,DK161160,0.0,335.0,335.0,,,
15639,__export__.product_product_15636_725e3633,Bajaj / 2W,DJ161115,0.0,190.0,190.0,,,
15637,__export__.product_product_15634_6a7fa846,Bajaj / 2W,DJ161113,0.0,395.0,395.0,,,
15638,__export__.product_product_15635_4a541b6c,Bajaj / 2W,DJ161114,0.0,420.0,420.0,,,
16154,__export__.product_product_16151_5fa6e744,Bajaj / 2W,DK161161,0.0,350.0,350.0,,,
15173,__export__.product_product_15170_296ce1d0,Bajaj / 2W,DH161301,0.0,470.0,470.0,,,
14056,__export__.product_product_14053_e7ee16b5,Bajaj / 2W,AA161225,0.0,620.0,620.0,,,
