External ID,Internal Reference,Sales Price,Cost
point_of_sale.52JD0638,52JD0638,3890.0,3890.0
point_of_sale.52JD0639,52JD0639,2070.0,2070.0
point_of_sale.52JD0643,52JD0643,8630.0,8630.0
point_of_sale.52JD0653,52JD0653,1560.0,1560.0
point_of_sale.52JD0655,52JD0655,1570.0,1570.0
point_of_sale.52JD0656,52JD0656,1560.0,1560.0
point_of_sale.52JD0657,52JD0657,1560.0,1560.0
point_of_sale.52JD0659,52JD0659,3930.0,3930.0
point_of_sale.52JD0661,52JD0661,14140.0,14140.0
point_of_sale.52JD0662,52JD0662,8250.0,8250.0
point_of_sale.52JD0715,52JD0715,1850.0,1850.0
point_of_sale.52JD0716,52JD0716,2460.0,2460.0
point_of_sale.52JD0717,52JD0717,1390.0,1390.0
point_of_sale.52JD0718,52JD0718,2140.0,2140.0
point_of_sale.52JD0719,52JD0719,3800.0,3800.0
point_of_sale.52JD0720,52JD0720,1650.0,1650.0
point_of_sale.52JD0744,52JD0744,20680.0,20680.0
point_of_sale.52JD0745,52JD0745,23500.0,23500.0
point_of_sale.52JD0746,52JD0746,17720.0,17720.0
point_of_sale.52JD1323,52JD1323,29650.0,29650.0
point_of_sale.52JE0012,52JE0012,14130.0,14130.0
point_of_sale.52JE0016,52JE0016,10800.0,10800.0
point_of_sale.52JE0017,52JE0017,3300.0,3300.0
point_of_sale.52JE0018,52JE0018,5470.0,5470.0
point_of_sale.52JE0049,52JE0049,1150.0,1150.0
point_of_sale.52JE0074,52JE0074,2500.0,2500.0
point_of_sale.52JE0080,52JE0080,2120.0,2120.0
point_of_sale.52JE0212,52JE0212,3760.0,3760.0
point_of_sale.52JE0299,52JE0299,3600.0,3600.0
point_of_sale.52JE5506,52JE5506,815.0,815.0
point_of_sale.52JF0047,52JF0047,1650.0,1650.0
point_of_sale.52JF0049,52JF0049,4720.0,4720.0
point_of_sale.52JF0051,52JF0051,4350.0,4350.0
point_of_sale.52JF0062,52JF0062,170.0,170.0
point_of_sale.52JF0066,52JF0066,9880.0,9880.0
point_of_sale.52JF0067,52JF0067,3200.0,3200.0
point_of_sale.52JF0068,52JF0068,8790.0,8790.0
point_of_sale.52JF0069,52JF0069,2920.0,2920.0
point_of_sale.52JF0070,52JF0070,5340.0,5340.0
point_of_sale.52JF0071,52JF0071,5830.0,5830.0
point_of_sale.52JF0074,52JF0074,4810.0,4810.0
point_of_sale.52JF0078,52JF0078,6320.0,6320.0
point_of_sale.52JF0080,52JF0080,3700.0,3700.0
point_of_sale.52JF0081,52JF0081,9670.0,9670.0
point_of_sale.52JF0082,52JF0082,8330.0,8330.0
point_of_sale.52JF0089,52JF0089,620.0,620.0
point_of_sale.52JF0090,52JF0090,1070.0,1070.0
point_of_sale.52JF0228,52JF0228,9480.0,9480.0
point_of_sale.52JF0229,52JF0229,12010.0,12010.0
point_of_sale.52JF0230,52JF0230,9370.0,9370.0
point_of_sale.52JF0239,52JF0239,1150.0,1150.0
point_of_sale.52JF0242,52JF0242,2470.0,2470.0
point_of_sale.52JF0297,52JF0297,950.0,950.0
point_of_sale.52JF0299,52JF0299,3100.0,3100.0
point_of_sale.52JF0300,52JF0300,1290.0,1290.0
point_of_sale.52JF0301,52JF0301,1290.0,1290.0
point_of_sale.52JF0302,52JF0302,950.0,950.0
point_of_sale.52JF0304,52JF0304,2570.0,2570.0
point_of_sale.52JF0305,52JF0305,1240.0,1240.0
point_of_sale.52JF0306,52JF0306,1120.0,1120.0
point_of_sale.52JF0411,52JF0411,21350.0,21350.0
point_of_sale.52JF0412,52JF0412,8660.0,8660.0
point_of_sale.52JF0418,52JF0418,380.0,380.0
point_of_sale.52JF0419,52JF0419,7990.0,7990.0
point_of_sale.52JF0420,52JF0420,8050.0,8050.0
point_of_sale.52JF0426,52JF0426,330.0,330.0
point_of_sale.52JF0427,52JF0427,9160.0,9160.0
point_of_sale.52JF0428,52JF0428,17560.0,17560.0
point_of_sale.52JF0434,52JF0434,3930.0,3930.0
point_of_sale.52JF0435,52JF0435,1560.0,1560.0
point_of_sale.52JF0455,52JF0455,19840.0,19840.0
point_of_sale.52JF0456,52JF0456,7400.0,7400.0
point_of_sale.52JF0457,52JF0457,16670.0,16670.0
point_of_sale.52JF0458,52JF0458,15930.0,15930.0
point_of_sale.52JF0459,52JF0459,8270.0,8270.0
point_of_sale.52JF0460,52JF0460,7530.0,7530.0
point_of_sale.52JF0590,52JF0590,7300.0,7300.0
point_of_sale.52JF0592,52JF0592,6720.0,6720.0
point_of_sale.52JF0593,52JF0593,6370.0,6370.0
point_of_sale.52JF0594,52JF0594,7460.0,7460.0
point_of_sale.52JF0597,52JF0597,10160.0,10160.0
point_of_sale.52JF0598,52JF0598,710.0,710.0
point_of_sale.52JF0600,52JF0600,680.0,680.0
point_of_sale.52JF0603,52JF0603,1060.0,1060.0
point_of_sale.52JF0604,52JF0604,1290.0,1290.0
point_of_sale.52JH0018,52JH0018,4700.0,4700.0
point_of_sale.52JH0019,52JH0019,3710.0,3710.0
point_of_sale.52JH0022,52JH0022,1820.0,1820.0
point_of_sale.52JH0032,52JH0032,1940.0,1940.0
point_of_sale.52JH0059,52JH0059,1250.0,1250.0
point_of_sale.52JH0060,52JH0060,900.0,900.0
point_of_sale.52JH0064,52JH0064,700.0,700.0
point_of_sale.52JH0067,52JH0067,710.0,710.0
point_of_sale.52JH0069,52JH0069,890.0,890.0
point_of_sale.52JH0073,52JH0073,29730.0,29730.0
point_of_sale.52JH0081,52JH0081,1950.0,1950.0
point_of_sale.52JH0082,52JH0082,3310.0,3310.0
point_of_sale.52JH0086,52JH0086,3950.0,3950.0
point_of_sale.52JH0087,52JH0087,29140.0,29140.0
point_of_sale.52JH0285,52JH0285,34340.0,34340.0
point_of_sale.52JH0286,52JH0286,23420.0,23420.0
point_of_sale.52JH0287,52JH0287,21380.0,21380.0
point_of_sale.52JH0410,52JH0410,1850.0,1850.0
point_of_sale.52JH0411,52JH0411,780.0,780.0
point_of_sale.52JH0412,52JH0412,1830.0,1830.0
point_of_sale.52JH0413,52JH0413,1850.0,1850.0
point_of_sale.52JH0414,52JH0414,1570.0,1570.0
point_of_sale.52JH0415,52JH0415,1670.0,1670.0
point_of_sale.52JH0425,52JH0425,15310.0,15310.0
point_of_sale.52JH0426,52JH0426,33820.0,33820.0
point_of_sale.52JH0448,52JH0448,2820.0,2820.0
point_of_sale.52JH0449,52JH0449,2570.0,2570.0
point_of_sale.52JH5506,52JH5506,855.0,855.0
point_of_sale.52JL0054,52JL0054,6950.0,6950.0
point_of_sale.52JL0055,52JL0055,2960.0,2960.0
point_of_sale.52JL0059,52JL0059,14170.0,14170.0
point_of_sale.52JL0065,52JL0065,5750.0,5750.0
point_of_sale.52JL0066,52JL0066,6660.0,6660.0
point_of_sale.52JL0067,52JL0067,6120.0,6120.0
point_of_sale.52JL0072,52JL0072,1550.0,1550.0
point_of_sale.52JL0141,52JL0141,19460.0,19460.0
point_of_sale.52JL0142,52JL0142,5770.0,5770.0
point_of_sale.52JL0143,52JL0143,10160.0,10160.0
point_of_sale.52JL0152,52JL0152,2020.0,2020.0
point_of_sale.52JL0153,52JL0153,2105.0,2105.0
point_of_sale.52JL0156,52JL0156,1240.0,1240.0
point_of_sale.52JL0157,52JL0157,4220.0,4220.0
point_of_sale.52JL0158,52JL0158,2850.0,2850.0
point_of_sale.52JL0159,52JL0159,2850.0,2850.0
point_of_sale.52JL0182,52JL0182,17045.0,17045.0
point_of_sale.52JL0188,52JL0188,5640.0,5640.0
point_of_sale.52JL0189,52JL0189,11450.0,11450.0
point_of_sale.52JL0190,52JL0190,5910.0,5910.0
point_of_sale.52JL0191,52JL0191,1760.0,1760.0
point_of_sale.52JL0192,52JL0192,1720.0,1720.0
point_of_sale.52JL0193,52JL0193,1660.0,1660.0
point_of_sale.52JL0194,52JL0194,2090.0,2090.0
point_of_sale.52JL0195,52JL0195,3630.0,3630.0
point_of_sale.52JL0196,52JL0196,1520.0,1520.0
point_of_sale.52JL0197,52JL0197,1910.0,1910.0
point_of_sale.52JL0198,52JL0198,2010.0,2010.0
point_of_sale.52JL0216,52JL0216,6490.0,6490.0
point_of_sale.52JL0217,52JL0217,16470.0,16470.0
point_of_sale.52JL0218,52JL0218,7530.0,7530.0
point_of_sale.52JL0219,52JL0219,7850.0,7850.0
point_of_sale.52JL0220,52JL0220,8660.0,8660.0
point_of_sale.52JL0221,52JL0221,7730.0,7730.0
point_of_sale.52JL0254,52JL0254,6750.0,6750.0
point_of_sale.52JL0255,52JL0255,2490.0,2490.0
point_of_sale.52JL0339,52JL0339,3350.0,3350.0
point_of_sale.52JL0349,52JL0349,2220.0,2220.0
point_of_sale.52JL0350,52JL0350,2250.0,2250.0
point_of_sale.52JL0351,52JL0351,11880.0,11880.0
point_of_sale.52JL0352,52JL0352,6160.0,6160.0
point_of_sale.52JL0353,52JL0353,2250.0,2250.0
point_of_sale.52JL0354,52JL0354,5090.0,5090.0
point_of_sale.52JL0750,52JL0750,54750.0,54750.0
point_of_sale.52JL0892,52JL0892,20070.0,20070.0
point_of_sale.52JL0917,52JL0917,20050.0,20050.0
point_of_sale.52JL0918,52JL0918,3290.0,3290.0
point_of_sale.52JL0919,52JL0919,4340.0,4340.0
point_of_sale.52JL0920,52JL0920,14250.0,14250.0
point_of_sale.52JL0926,52JL0926,20260.0,20260.0
point_of_sale.52JL0927,52JL0927,4130.0,4130.0
point_of_sale.52JL0928,52JL0928,2990.0,2990.0
point_of_sale.52JL0929,52JL0929,33870.0,33870.0
point_of_sale.52JL0935,52JL0935,26520.0,26520.0
point_of_sale.52JL0936,52JL0936,3430.0,3430.0
point_of_sale.52JL0937,52JL0937,1370.0,1370.0
point_of_sale.52JL0938,52JL0938,30340.0,30340.0
point_of_sale.52JL0979,52JL0979,13610.0,13610.0
point_of_sale.52JL0980,52JL0980,4500.0,4500.0
point_of_sale.52JL0981,52JL0981,3980.0,3980.0
point_of_sale.52JL0982,52JL0982,26280.0,26280.0
point_of_sale.52JL0992,52JL0992,2410.0,2410.0
point_of_sale.52JL0993,52JL0993,2260.0,2260.0
point_of_sale.52JL0994,52JL0994,2290.0,2290.0
point_of_sale.52JL0995,52JL0995,8300.0,8300.0
point_of_sale.52JL0996,52JL0996,1880.0,1880.0
point_of_sale.52JL0997,52JL0997,2300.0,2300.0
point_of_sale.52JL0998,52JL0998,2240.0,2240.0
point_of_sale.52JL1018,52JL1018,16020.0,16020.0
point_of_sale.52JL1019,52JL1019,17900.0,17900.0
point_of_sale.52JL1020,52JL1020,17420.0,17420.0
point_of_sale.52JL1021,52JL1021,21040.0,21040.0
point_of_sale.52JL1024,52JL1024,2430.0,2430.0
point_of_sale.52JL1035,52JL1035,2200.0,2200.0
point_of_sale.52JL1053,52JL1053,1780.0,1780.0
point_of_sale.52JL1055,52JL1055,8700.0,8700.0
point_of_sale.52JL1057,52JL1057,3330.0,3330.0
point_of_sale.52JL1059,52JL1059,7020.0,7020.0
point_of_sale.52JL1061,52JL1061,3290.0,3290.0
point_of_sale.52JL1063,52JL1063,3040.0,3040.0
point_of_sale.52JL1065,52JL1065,1050.0,1050.0
point_of_sale.52JL1067,52JL1067,6660.0,6660.0
point_of_sale.52JL1082,52JL1082,5460.0,5460.0
point_of_sale.52JM0018,52JM0018,11250.0,11250.0
point_of_sale.52JN0004,52JN0004,1830.0,1830.0
point_of_sale.52JN0005,52JN0005,6260.0,6260.0
point_of_sale.52JN0008,52JN0008,950.0,950.0
point_of_sale.52JN0034,52JN0034,8525.0,8525.0
point_of_sale.52JN0136,52JN0136,710.0,710.0
point_of_sale.52JP0055,52JP0055,14890.0,14890.0
point_of_sale.52JP0065,52JP0065,3700.0,3700.0
point_of_sale.52JP0067,52JP0067,3400.0,3400.0
point_of_sale.52JP0077,52JP0077,19490.0,19490.0
point_of_sale.52JP0085,52JP0085,18160.0,18160.0
point_of_sale.52JP0093,52JP0093,10620.0,10620.0
point_of_sale.52JP0095,52JP0095,7130.0,7130.0
point_of_sale.52JP0101,52JP0101,9940.0,9940.0
point_of_sale.52JP0103,52JP0103,7130.0,7130.0
point_of_sale.52JP0134,52JP0134,12310.0,12310.0
point_of_sale.52JP0339,52JP0339,169090.0,169090.0
point_of_sale.52JP0604,52JP0604,34990.0,34990.0
point_of_sale.52JP0605,52JP0605,20590.0,20590.0
point_of_sale.52JP0606,52JP0606,26290.0,26290.0
point_of_sale.52JP0607,52JP0607,39960.0,39960.0
point_of_sale.52JP0608,52JP0608,39250.0,39250.0
point_of_sale.52JP0609,52JP0609,55950.0,55950.0
point_of_sale.52JU0018,52JU0018,32440.0,32440.0
point_of_sale.52JU0207,52JU0207,4830.0,4830.0
point_of_sale.52JU0210,52JU0210,8840.0,8840.0
point_of_sale.52JU0213,52JU0213,3780.0,3780.0
point_of_sale.52JU0214,52JU0214,3440.0,3440.0
point_of_sale.52JU0217,52JU0217,31550.0,31550.0
point_of_sale.52JU0488,52JU0488,19410.0,19410.0
point_of_sale.52JW0025,52JW0025,2640.0,2640.0
point_of_sale.52JW0036,52JW0036,3100.0,3100.0
point_of_sale.52JW0037,52JW0037,3575.0,3575.0
point_of_sale.52JW0038,52JW0038,4675.0,4675.0
point_of_sale.52JW0039,52JW0039,4110.0,4110.0
point_of_sale.52JW0045,52JW0045,3690.0,3690.0
point_of_sale.52JY0185,52JY0185,290.0,290.0
point_of_sale.52JY0547,52JY0547,24000.0,24000.0
point_of_sale.52JY0721,52JY0721,19490.0,19490.0
point_of_sale.52JY0722,52JY0722,7890.0,7890.0
point_of_sale.52JY0723,52JY0723,13330.0,13330.0
point_of_sale.52JY0724,52JY0724,13310.0,13310.0
point_of_sale.52JY0725,52JY0725,11030.0,11030.0
point_of_sale.52JY0726,52JY0726,5770.0,5770.0
point_of_sale.52JY0727,52JY0727,5490.0,5490.0
point_of_sale.52JY0731,52JY0731,16210.0,16210.0
point_of_sale.52JY0746,52JY0746,19210.0,19210.0
point_of_sale.52JY0747,52JY0747,23300.0,23300.0
point_of_sale.52JY0748,52JY0748,22640.0,22640.0
point_of_sale.52JY0749,52JY0749,20720.0,20720.0
point_of_sale.52JY0750,52JY0750,31110.0,31110.0
point_of_sale.52JY0751,52JY0751,13910.0,13910.0
point_of_sale.52JY0752,52JY0752,17510.0,17510.0
point_of_sale.52JY0755,52JY0755,20190.0,20190.0
point_of_sale.52JY0822,52JY0822,2920.0,2920.0
point_of_sale.52JY0823,52JY0823,1780.0,1780.0
point_of_sale.52JY1387,52JY1387,30330.0,30330.0
point_of_sale.52JY1388,52JY1388,27830.0,27830.0
point_of_sale.52JY1389,52JY1389,17300.0,17300.0
point_of_sale.52JY1390,52JY1390,19710.0,19710.0
point_of_sale.52JY1391,52JY1391,15350.0,15350.0
point_of_sale.52JY1392,52JY1392,9140.0,9140.0
point_of_sale.52JY1393,52JY1393,18740.0,18740.0
point_of_sale.52JY1905,52JY1905,21630.0,21630.0
point_of_sale.52JY1906,52JY1906,28810.0,28810.0
point_of_sale.52JY1907,52JY1907,10870.0,10870.0
point_of_sale.52JY1908,52JY1908,25370.0,25370.0
point_of_sale.52JY1909,52JY1909,19150.0,19150.0
point_of_sale.52JY1910,52JY1910,19980.0,19980.0
point_of_sale.52JY1911,52JY1911,17730.0,17730.0
point_of_sale.52JY1912,52JY1912,21400.0,21400.0
point_of_sale.52JY1913,52JY1913,21750.0,21750.0
point_of_sale.52JY1914,52JY1914,21370.0,21370.0
point_of_sale.52JY1915,52JY1915,9510.0,9510.0
point_of_sale.52JY1916,52JY1916,9730.0,9730.0
point_of_sale.52JY1917,52JY1917,8790.0,8790.0
point_of_sale.52JY1918,52JY1918,14690.0,14690.0
point_of_sale.52JZ0014,52JZ0014,3440.0,3440.0
point_of_sale.52JZ0015,52JZ0015,2495.0,2495.0
point_of_sale.52JZ0018,52JZ0018,14940.0,14940.0
point_of_sale.52JZ0020,52JZ0020,2145.0,2145.0
point_of_sale.52JZ0021,52JZ0021,1330.0,1330.0
point_of_sale.52JZ0023,52JZ0023,5870.0,5870.0
point_of_sale.52JZ0050,52JZ0050,3230.0,3230.0
point_of_sale.52JZ0051,52JZ0051,3080.0,3080.0
point_of_sale.52JZ0052,52JZ0052,3100.0,3100.0
point_of_sale.52JZ0053,52JZ0053,2550.0,2550.0
point_of_sale.52JZ0054,52JZ0054,14430.0,14430.0
point_of_sale.52JZ0055,52JZ0055,3980.0,3980.0
point_of_sale.52JZ0097,52JZ0097,2725.0,2725.0
point_of_sale.52JZ0098,52JZ0098,1620.0,1620.0
point_of_sale.52JZ0099,52JZ0099,3030.0,3030.0
point_of_sale.52JZ0100,52JZ0100,6300.0,6300.0
point_of_sale.52JZ0115,52JZ0115,3055.0,3055.0
point_of_sale.52JZ0116,52JZ0116,1820.0,1820.0
point_of_sale.52JZ0118,52JZ0118,6290.0,6290.0
point_of_sale.52JZ0264,52JZ0264,4770.0,4770.0
point_of_sale.52JZ0596,52JZ0596,1220.0,1220.0
point_of_sale.52JZ0597,52JZ0597,3000.0,3000.0
point_of_sale.52JZ0598,52JZ0598,3565.0,3565.0
point_of_sale.52JZ0599,52JZ0599,4195.0,4195.0
point_of_sale.52JZ0608,52JZ0608,3620.0,3620.0
point_of_sale.52JZ0609,52JZ0609,1500.0,1500.0
point_of_sale.52JZ0611,52JZ0611,1460.0,1460.0
point_of_sale.52JZ0615,52JZ0615,1580.0,1580.0
point_of_sale.52JZ0628,52JZ0628,3440.0,3440.0
point_of_sale.52JZ0629,52JZ0629,10390.0,10390.0
point_of_sale.52JZ0630,52JZ0630,12470.0,12470.0
point_of_sale.52JZ0631,52JZ0631,6185.0,6185.0
point_of_sale.52JZ0640,52JZ0640,13240.0,13240.0
point_of_sale.52JZ0641,52JZ0641,8980.0,8980.0
point_of_sale.52JZ0642,52JZ0642,16640.0,16640.0
point_of_sale.52JZ0643,52JZ0643,15880.0,15880.0
point_of_sale.52JZ0648,52JZ0648,6170.0,6170.0
point_of_sale.52JZ0649,52JZ0649,28390.0,28390.0
point_of_sale.52JZ0650,52JZ0650,25580.0,25580.0
point_of_sale.52JZ0651,52JZ0651,29060.0,29060.0
point_of_sale.52JZ0922,52JZ0922,30580.0,30580.0
point_of_sale.52JZ0923,52JZ0923,28440.0,28440.0
point_of_sale.52JZ0925,52JZ0925,31780.0,31780.0
point_of_sale.52JZ0926,52JZ0926,11620.0,11620.0
point_of_sale.52JZ0927,52JZ0927,12860.0,12860.0
point_of_sale.52JZ0929,52JZ0929,5380.0,5380.0
point_of_sale.52JZ0938,52JZ0938,13430.0,13430.0
point_of_sale.52JZ0939,52JZ0939,6880.0,6880.0
point_of_sale.52JZ0941,52JZ0941,2700.0,2700.0
point_of_sale.52JZ0946,52JZ0946,3630.0,3630.0
point_of_sale.52JZ0947,52JZ0947,3330.0,3330.0
point_of_sale.52JZ0949,52JZ0949,1210.0,1210.0
point_of_sale.52JZ0950,52JZ0950,2980.0,2980.0
point_of_sale.52JZ0951,52JZ0951,3220.0,3220.0
point_of_sale.52JZ0953,52JZ0953,1230.0,1230.0
point_of_sale.52JZ0960,52JZ0960,7720.0,7720.0
point_of_sale.52JZ1762,52JZ1762,770.0,770.0
point_of_sale.52JZ1775,52JZ1775,8340.0,8340.0
point_of_sale.52JZ1798,52JZ1798,19120.0,19120.0
point_of_sale.52JZ1804,52JZ1804,10860.0,10860.0
point_of_sale.52JZ1805,52JZ1805,3600.0,3600.0
point_of_sale.52JZ1811,52JZ1811,7800.0,7800.0
point_of_sale.52JZ1816,52JZ1816,65160.0,65160.0
point_of_sale.52JZ1823,52JZ1823,20160.0,20160.0
point_of_sale.52JZ1841,52JZ1841,3550.0,3550.0
point_of_sale.52JZ1850,52JZ1850,3770.0,3770.0
point_of_sale.52JZ2015,52JZ2015,22430.0,22430.0
point_of_sale.52PA0015,52PA0015,13580.0,13580.0
point_of_sale.52PA0016,52PA0016,16800.0,16800.0
point_of_sale.52PA0017,52PA0017,7390.0,7390.0
point_of_sale.52PA0018,52PA0018,2900.0,2900.0
point_of_sale.52PA0019,52PA0019,4180.0,4180.0
point_of_sale.52PA0020,52PA0020,3120.0,3120.0
point_of_sale.52PA0021,52PA0021,3520.0,3520.0
point_of_sale.52PA0022,52PA0022,3370.0,3370.0
point_of_sale.52PA0023,52PA0023,3400.0,3400.0
point_of_sale.52PA0024,52PA0024,3290.0,3290.0
point_of_sale.52PA0025,52PA0025,1340.0,1340.0
point_of_sale.52PA0026,52PA0026,1640.0,1640.0
point_of_sale.52PA0027,52PA0027,1530.0,1530.0
point_of_sale.52PA0051,52PA0051,2580.0,2580.0
point_of_sale.52PA0052,52PA0052,1410.0,1410.0
point_of_sale.52PA0054,52PA0054,11710.0,11710.0
point_of_sale.52PA0137,52PA0137,3600.0,3600.0
point_of_sale.52PA0138,52PA0138,1460.0,1460.0
point_of_sale.52PA0140,52PA0140,5400.0,5400.0
point_of_sale.52PA0145,52PA0145,4210.0,4210.0
point_of_sale.52PA0516,52PA0516,1800.0,1800.0
point_of_sale.52PA0517,52PA0517,1380.0,1380.0
point_of_sale.52PA0518,52PA0518,1780.0,1780.0
point_of_sale.52PA0519,52PA0519,910.0,910.0
point_of_sale.52PA0520,52PA0520,4400.0,4400.0
point_of_sale.52PA0521,52PA0521,4370.0,4370.0
point_of_sale.52PA0522,52PA0522,4600.0,4600.0
point_of_sale.52PA0523,52PA0523,5300.0,5300.0
point_of_sale.52PA0524,52PA0524,23460.0,23460.0
point_of_sale.52PA0525,52PA0525,30320.0,30320.0
point_of_sale.52PA0528,52PA0528,3880.0,3880.0
point_of_sale.52PA0529,52PA0529,3960.0,3960.0
point_of_sale.52PA0530,52PA0530,2540.0,2540.0
point_of_sale.52PA0531,52PA0531,1290.0,1290.0
point_of_sale.52PA0532,52PA0532,9560.0,9560.0
point_of_sale.52PA0533,52PA0533,3610.0,3610.0
point_of_sale.52PA0536,52PA0536,8670.0,8670.0
point_of_sale.52PA0537,52PA0537,4400.0,4400.0
point_of_sale.52PA0538,52PA0538,23620.0,23620.0
point_of_sale.52PA0539,52PA0539,27570.0,27570.0
point_of_sale.52PA0554,52PA0554,1800.0,1800.0
point_of_sale.52PA0555,52PA0555,1500.0,1500.0
point_of_sale.52PA0560,52PA0560,3480.0,3480.0
point_of_sale.52PA0561,52PA0561,3350.0,3350.0
point_of_sale.52PA0563,52PA0563,1280.0,1280.0
point_of_sale.52PA0565,52PA0565,1570.0,1570.0
point_of_sale.52PA0568,52PA0568,1180.0,1180.0
point_of_sale.52PA0569,52PA0569,1220.0,1220.0
point_of_sale.52PA0571,52PA0571,9510.0,9510.0
point_of_sale.52PA0572,52PA0572,9490.0,9490.0
point_of_sale.52PA0701,52PA0701,5050.0,5050.0
point_of_sale.52PA0702,52PA0702,10840.0,10840.0
point_of_sale.52PA0703,52PA0703,4630.0,4630.0
point_of_sale.52PA1177,52PA1177,4380.0,4380.0
point_of_sale.52PD0109,52PD0109,3360.0,3360.0
point_of_sale.52PD0117,52PD0117,9740.0,9740.0
point_of_sale.52PD0135,52PD0135,11340.0,11340.0
point_of_sale.52PD0149,52PD0149,38900.0,38900.0
point_of_sale.52PD0150,52PD0150,9440.0,9440.0
point_of_sale.52PD0151,52PD0151,10670.0,10670.0
point_of_sale.52PD0154,52PD0154,3390.0,3390.0
point_of_sale.52PD0155,52PD0155,4200.0,4200.0
point_of_sale.52PD0156,52PD0156,9420.0,9420.0
point_of_sale.52PD0166,52PD0166,5600.0,5600.0
point_of_sale.52PD0313,52PD0313,36500.0,36500.0
point_of_sale.52PD0331,52PD0331,710.0,710.0
point_of_sale.52PD0332,52PD0332,3480.0,3480.0
point_of_sale.52PD0380,52PD0380,36500.0,36500.0
point_of_sale.52PD0387,52PD0387,18100.0,18100.0
point_of_sale.52PD0596,52PD0596,2720.0,2720.0
point_of_sale.52PD0597,52PD0597,1320.0,1320.0
point_of_sale.52PD0608,52PD0608,1700.0,1700.0
point_of_sale.52PD0609,52PD0609,4420.0,4420.0
point_of_sale.52PD0678,52PD0678,71040.0,71040.0
point_of_sale.52PF0315,52PF0315,1440.0,1440.0
point_of_sale.52PF0316,52PF0316,2300.0,2300.0
point_of_sale.52PF0317,52PF0317,1000.0,1000.0
point_of_sale.52PF0318,52PF0318,2580.0,2580.0
point_of_sale.52PF0319,52PF0319,570.0,570.0
point_of_sale.52PF0320,52PF0320,2500.0,2500.0
point_of_sale.52PF0324,52PF0324,4530.0,4530.0
point_of_sale.52PF0325,52PF0325,1900.0,1900.0
point_of_sale.52PF0326,52PF0326,8990.0,8990.0
point_of_sale.52PF0327,52PF0327,5930.0,5930.0
point_of_sale.52PF0328,52PF0328,5830.0,5830.0
point_of_sale.52PF0329,52PF0329,12250.0,12250.0
point_of_sale.52PF0333,52PF0333,6620.0,6620.0
point_of_sale.52PF0334,52PF0334,6990.0,6990.0
point_of_sale.52PF0335,52PF0335,19540.0,19540.0
point_of_sale.52PF0336,52PF0336,24120.0,24120.0
point_of_sale.52PF0337,52PF0337,25020.0,25020.0
point_of_sale.52PF0338,52PF0338,23300.0,23300.0
point_of_sale.52PF0358,52PF0358,4260.0,4260.0
point_of_sale.52PF0359,52PF0359,4020.0,4020.0
point_of_sale.52PF0360,52PF0360,9070.0,9070.0
point_of_sale.52PF0558,52PF0558,21260.0,21260.0
point_of_sale.52PF0560,52PF0560,48630.0,48630.0
point_of_sale.52PF0622,52PF0622,4890.0,4890.0
point_of_sale.52PF0726,52PF0726,12520.0,12520.0
point_of_sale.52PF0727,52PF0727,2770.0,2770.0
point_of_sale.52PF0728,52PF0728,1120.0,1120.0
point_of_sale.52PF0729,52PF0729,2540.0,2540.0
point_of_sale.52PF0730,52PF0730,1110.0,1110.0
point_of_sale.52PF0731,52PF0731,1080.0,1080.0
point_of_sale.52PF0732,52PF0732,6020.0,6020.0
point_of_sale.52PF0733,52PF0733,2100.0,2100.0
point_of_sale.52PF0734,52PF0734,1420.0,1420.0
point_of_sale.52PF0735,52PF0735,15980.0,15980.0
point_of_sale.52PF0736,52PF0736,6960.0,6960.0
point_of_sale.52PF0740,52PF0740,17580.0,17580.0
point_of_sale.52PF0741,52PF0741,59000.0,59000.0
point_of_sale.52PF0742,52PF0742,22860.0,22860.0
point_of_sale.52PF0761,52PF0761,7980.0,7980.0
point_of_sale.52PF0762,52PF0762,3190.0,3190.0
point_of_sale.52PF0773,52PF0773,7800.0,7800.0
point_of_sale.52PF0915,52PF0915,68100.0,68100.0
point_of_sale.52PF1038,52PF1038,600.0,600.0
point_of_sale.52PF1152,52PF1152,7380.0,7380.0
point_of_sale.52PF1153,52PF1153,7820.0,7820.0
point_of_sale.52PF1154,52PF1154,6220.0,6220.0
point_of_sale.52PF1156,52PF1156,11240.0,11240.0
point_of_sale.52PF1160,52PF1160,6190.0,6190.0
point_of_sale.52PF1165,52PF1165,23960.0,23960.0
point_of_sale.52PF1214,52PF1214,53880.0,53880.0
point_of_sale.54802005000,54802005000,6100.0,6100.0
point_of_sale.54829068000,54829068000,15250.0,15250.0
point_of_sale.56060123,56060123,3335.0,3335.0
point_of_sale.56350423,56350423,4120.0,4120.0
point_of_sale.56DH046D,56DH046D,10890.0,10890.0
point_of_sale.56DH047T,56DH047T,9000.0,9000.0
point_of_sale.56DH053F,56DH053F,5630.0,5630.0
point_of_sale.56DH055N,56DH055N,5330.0,5330.0
point_of_sale.56DH056D,56DH056D,4970.0,4970.0
point_of_sale.56DH057Q,56DH057Q,5230.0,5230.0
point_of_sale.56DH057T,56DH057T,13370.0,13370.0
point_of_sale.56DH2323,56DH2323,50720.0,50720.0
point_of_sale.56DH3X1Y,56DH3X1Y,14920.0,14920.0
point_of_sale.56DH3Y1Y,56DH3Y1Y,14710.0,14710.0
