name,Accounting Date,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
PRIBDM2022092102328,2022-09-21,True,01170111,__export__.product_product_10922_2c0929c7,stock.stock_location_stock,74.0
,,,36DH4041,__export__.product_product_11519_71ca9b92,stock.stock_location_stock,34.0
,,,36JZ0103,__export__.product_product_12321_dccb7558,stock.stock_location_stock,30.0
,,,39240320,__export__.product_product_12787_61902238,stock.stock_location_stock,62.0
,,,TE006504,__export__.product_product_47903_a2bfb44f,stock.stock_location_stock,4.0
PRIBDM2022092102329,2022-09-21,True,30151039,__export__.product_product_38385_4a8bfd5e,stock.stock_location_stock,15.0
,,,30201069,__export__.product_product_38388_4fa9ed60,stock.stock_location_stock,8.0
,,,31151060,__export__.product_product_11385_a84e059b,stock.stock_location_stock,118.0
,,,36311027,__export__.product_product_11458_769162e4,stock.stock_location_stock,19.0
,,,36314001K,__export__.product_product_11464_669bfc40,stock.stock_location_stock,38.0
,,,JZ581011,__export__.product_product_32244_6b17cee6,stock.stock_location_stock,23.0
,,,KPBB6302,__export__.product_product_32484_c0e8ea7a,stock.stock_location_stock,73.0
PRIBDM2022092102330,2022-09-21,True,DD70023N,__export__.product_product_14388_fc818d9e,stock.stock_location_stock,11.0
,,,DH101344,__export__.product_product_14844_8bf469c1,stock.stock_location_stock,12.0
,,,DK171014,__export__.product_product_16187_14cbc0ea,stock.stock_location_stock,2.0
,,,DK171011,__export__.product_product_16186_d0e4814a,stock.stock_location_stock,1.0
,,,JE591195,__export__.product_product_19179_3fb6bbf1,stock.stock_location_stock,3.0
PRIBDM2022092102331,2022-09-21,True,39100820,__export__.product_product_12623_509e24cb,stock.stock_location_stock,111.0
,,,39161211,__export__.product_product_38719_09a985f6,stock.stock_location_stock,85.0
,,,DH161258,__export__.product_product_15161_2ef6ae8a,stock.stock_location_stock,7.0
,,,JE351246,__export__.product_product_18987_7d2d188b,stock.stock_location_stock,7.0
PRIBDM2022092102332,2022-09-21,True,AA231255,__export__.product_product_46770_4a6c5144,stock.stock_location_stock,8.0
,,,BH184000,__export__.product_product_47657_2fa25916,stock.stock_location_stock,10.0
,,,DJ191015,__export__.product_product_15745_9a47f35e,stock.stock_location_stock,12.0
,,,TE006504,__export__.product_product_47903_a2bfb44f,stock.stock_location_stock,2.0
,,,JD72024M,__export__.product_product_18943_003f59cd,stock.stock_location_stock,2.0
,,,JZ131601,__export__.product_product_31948_afaacbbc,stock.stock_location_stock,2.0
,,,JY551225,__export__.product_product_31777_39629771,stock.stock_location_stock,2.0
,,,JY551226,__export__.product_product_31778_12fc1455,stock.stock_location_stock,2.0
,,,JY571024,__export__.product_product_31811_a3f10c8a,stock.stock_location_stock,1.0
PRIBDM2022092102333,2022-09-21,True,01170111,__export__.product_product_10922_2c0929c7,stock.stock_location_stock,74.0
,,,36DH4041,__export__.product_product_11519_71ca9b92,stock.stock_location_stock,34.0
,,,36JZ0103,__export__.product_product_12321_dccb7558,stock.stock_location_stock,30.0
,,,39240320,__export__.product_product_12787_61902238,stock.stock_location_stock,62.0
,,,TE006504,__export__.product_product_47903_a2bfb44f,stock.stock_location_stock,4.0
,,,JZ511016K,__export__.product_product_32187_56b0e174,stock.stock_location_stock,78.0
