name,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
Sales of 2021/08/05-06 2021/08/09-14 & 2021/08/16-17,True,DH102210,__export__.product_product_14988_e6e7a1dd,stock.stock_location_stock,5.0
,,DH102211,__export__.product_product_14989_9a964488,stock.stock_location_stock,15.0
,,39167121,__export__.product_product_12680_1f7fa7b1,stock.stock_location_stock,83.0
,,39100820,__export__.product_product_12623_509e24cb,stock.stock_location_stock,108.0
,,39218919,__export__.product_product_12751_5a5dd00b,stock.stock_location_stock,435.0
,,DK141028,__export__.product_product_16068_18495dfb,stock.stock_location_stock,42.0
,,39215220,__export__.product_product_12740_24c1549f,stock.stock_location_stock,10.0
,,22131014,__export__.product_product_37716_0d689168,stock.stock_location_stock,176.0
,,CS101128,__export__.product_product_14117_b12ede13,stock.stock_location_stock,305.0
,,52DU0104,__export__.product_product_13147_4e371160,stock.stock_location_stock,5.0
,,DS101319,__export__.product_product_16698_51e74b4f,stock.stock_location_stock,22.0
,,06101056,__export__.product_product_37607_fe2ed26c,stock.stock_location_stock,10.0
,,DH101344,__export__.product_product_14844_8bf469c1,stock.stock_location_stock,21.0
,,DJ161128,__export__.product_product_15641_3a178978,stock.stock_location_stock,2.0
,,39104319,__export__.product_product_12636_4201873b,stock.stock_location_stock,281.0
,,DJ201183,__export__.product_product_15838_bece6fb9,stock.stock_location_stock,11.0
,,DJ181033,__export__.product_product_15694_741f0d86,stock.stock_location_stock,17.0
,,52DH1531,__export__.product_product_12951_f7b1e79b,stock.stock_location_stock,23.0
,,DH101195,__export__.product_product_14814_7cbd90b7,stock.stock_location_stock,73.0
,,DU191013,__export__.product_product_17433_7d4aa1a4,stock.stock_location_stock,6.0
,,AZ351207,__export__.product_product_47318_8d5c8484,stock.stock_location_stock,84.0
,,DZ191014,__export__.product_product_17752_f2c5b76e,stock.stock_location_stock,30.0
,,DJ151094,__export__.product_product_15614_62760599,stock.stock_location_stock,14.0
,,36AN0010,__export__.product_product_38522_febe14be,stock.stock_location_stock,15.0
,,DX101052,__export__.product_product_17620_f5b99810,stock.stock_location_stock,17.0
,,36AA4020,__export__.product_product_38454_b76316b6,stock.stock_location_stock,5.0
,,AA201329,__export__.product_product_46734_91145fa1,stock.stock_location_stock,1.0
,,DF161416,__export__.product_product_14486_4e11c5ba,stock.stock_location_stock,208.0
,,31101295,__export__.product_product_11345_666985c6,stock.stock_location_stock,1.0
,,DU191005,__export__.product_product_17428_146da871,stock.stock_location_stock,17.0
,,DX101046,__export__.product_product_17614_8c25533a,stock.stock_location_stock,5.0
,,DJ221004,__export__.product_product_15868_758a6db7,stock.stock_location_stock,13.0
,,DF221037,__export__.product_product_14567_e8749f43,stock.stock_location_stock,10.0
,,DU201008,__export__.product_product_17459_bbc24de0,stock.stock_location_stock,15.0
,,39108019,__export__.product_product_12644_aab814c5,stock.stock_location_stock,89.0
,,39104219,__export__.product_product_12635_e93d2566,stock.stock_location_stock,397.0
,,30101142,__export__.product_product_11197_96f5c3b6,stock.stock_location_stock,290.0
,,DE151012,__export__.product_product_14405_c99709d4,stock.stock_location_stock,127.0
,,DU151010,__export__.product_product_17352_2cfe35cd,stock.stock_location_stock,8.0
,,DS101072,__export__.product_product_16630_4ea0250e,stock.stock_location_stock,37.0
,,DP101107,__export__.product_product_16470_4cb67ae5,stock.stock_location_stock,17.0
,,AL191043,__export__.product_product_47059_2c1708ad,stock.stock_location_stock,0.0
,,JD511201,__export__.product_product_18885_785341a9,stock.stock_location_stock,22.0
,,JD511202,__export__.product_product_18886_cdf248f5,stock.stock_location_stock,19.0
,,JD511008,__export__.product_product_18883_16544477,stock.stock_location_stock,58.0
,,JZ231601,__export__.product_product_32097_ff44d795,stock.stock_location_stock,10.0
,,JZ231600,__export__.product_product_32096_9cc1c8ae,stock.stock_location_stock,8.0
,,52PF1156,__export__.product_product_13746_5e43a518,stock.stock_location_stock,21.0
,,39219019,__export__.product_product_12753_805bbacd,stock.stock_location_stock,419.0
