name,Accounting Date,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
Indian Imports - 2022-10-11,2022-10-11,True,36DZ2008(YL),__export__.product_product_51339_a0f97adf,stock.stock_location_stock,10.0
,,,DJ151037(YL),__export__.product_product_51340_38a70dc1,stock.stock_location_stock,10.0
,,,DJ151036(YL),__export__.product_product_51341_815dd39b,stock.stock_location_stock,10.0
,,,JV541208(YL),__export__.product_product_51342_c761f436,stock.stock_location_stock,4.0
,,,JN351604(YL),__export__.product_product_51343_7d817c5d,stock.stock_location_stock,10.0
,,,DP171006(YL),__export__.product_product_51344_3f0ef12b,stock.stock_location_stock,20.0
,,,JA531011(YL),__export__.product_product_49902_e9ba57ae,stock.stock_location_stock,10.0
,,,06101218(YL),__export__.product_product_51345_04055e57,stock.stock_location_stock,10.0
,,,AB151091(YL),__export__.product_product_51346_3382e02f,stock.stock_location_stock,5.0
,,,DG161121(YL),__export__.product_product_50821_3d907498,stock.stock_location_stock,10.0
,,,36DS1002(YL),__export__.product_product_51347_5ead934d,stock.stock_location_stock,10.0
,,,36311028(YL),__export__.product_product_51348_1c459c17,stock.stock_location_stock,10.0
,,,36PA0004(YL),__export__.product_product_51349_bd0023d6,stock.stock_location_stock,10.0
,,,52JZ0264(YL),__export__.product_product_51131_593c9ef9,stock.stock_location_stock,6.0
,,,36DS1201(YL),__export__.product_product_51053_ffff1790,stock.stock_location_stock,9.0
,,,39240320(YL),__export__.product_product_51350_2763d1c3,stock.stock_location_stock,10.0
,,,JA541018(YL),__export__.product_product_51351_3544de4f,stock.stock_location_stock,10.0
,,,DJ101369(YL),__export__.product_product_51352_3c70f9fc,stock.stock_location_stock,5.0
,,,36AA4050(YL),__export__.product_product_51123_1b35060e,stock.stock_location_stock,14.0
,,,36DU1205(YL),__export__.product_product_51186_87d93940,stock.stock_location_stock,10.0
,,,DD201024(YL),__export__.product_product_51353_13322b22,stock.stock_location_stock,10.0
,,,JD511008(YL),__export__.product_product_51354_75512dba,stock.stock_location_stock,10.0
,,,JA561400(YL),__export__.product_product_51355_399ee70c,stock.stock_location_stock,10.0
,,,JF401400(YL),__export__.product_product_51356_a970de6c,stock.stock_location_stock,10.0
,,,JF401401(YL),__export__.product_product_51357_d8380c75,stock.stock_location_stock,10.0
,,,JB131017(YL),__export__.product_product_51358_df35809c,stock.stock_location_stock,5.0
,,,39104319(YL),__export__.product_product_51359_7f2fe934,stock.stock_location_stock,12.0
