name,Accounting Date,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
Sales of 2020/01/13,2020/01/13,True,52AA0747,__export__.product_product_38828_e77b8adb,stock.stock_location_stock,4.0
,,,AA101373,__export__.product_product_38964_b1317964,stock.stock_location_stock,5.0
,,,DJ161254,__export__.product_product_15660_43b99dae,stock.stock_location_stock,0.0
,,,DU161008,__export__.product_product_17362_b2cd300e,stock.stock_location_stock,4.0
,,,DK161085,__export__.product_product_16132_c605c483,stock.stock_location_stock,1.0
,,,DS201079,__export__.product_product_16940_3c8363a4,stock.stock_location_stock,3.0
,,,24191092,__export__.product_product_38264_634ae275,stock.stock_location_stock,7.0
,,,24191137,__export__.product_product_38275_85cf5ef5,stock.stock_location_stock,2.0
,,,24191136,__export__.product_product_38274_5c1c3b32,stock.stock_location_stock,9.0
,,,24151059,__export__.product_product_38068_81978363,stock.stock_location_stock,17.0
,,,24151058,__export__.product_product_38067_71eb88a9,stock.stock_location_stock,34.0
,,,24151060,__export__.product_product_38069_09d76c12,stock.stock_location_stock,20.0
,,,AA191068,__export__.product_product_39375_7d7dc136,stock.stock_location_stock,16.0
,,,AA191069,__export__.product_product_39376_dbb2cb8a,stock.stock_location_stock,1.0
,,,AA191093,__export__.product_product_46660_62900b40,stock.stock_location_stock,40.0
,,,AA191094,__export__.product_product_46661_a7ef76c4,stock.stock_location_stock,40.0
,,,AA191092,__export__.product_product_39388_2e2ed593,stock.stock_location_stock,26.0
,,,36DD4002,__export__.product_product_11474_3b9de8b0,stock.stock_location_stock,176.0
,,,JZ511016,__export__.product_product_32186_251cbe2d,stock.stock_location_stock,17.0
,,,36DU1001,__export__.product_product_11767_a60cf2c7,stock.stock_location_stock,97.0
,,,36BA4009K,__export__.product_product_38535_67bd7876,stock.stock_location_stock,10.0
,,,36BA4002,__export__.product_product_38530_923d3857,stock.stock_location_stock,9.0
,,,AA101472,__export__.product_product_38983_f7e823a8,stock.stock_location_stock,78.0
,,,39219019,__export__.product_product_12753_805bbacd,stock.stock_location_stock,403.0
,,,JD401007,__export__.product_product_18859_f431109b,stock.stock_location_stock,15.0
,,,36DK0020,__export__.product_product_11647_70b2a382,stock.stock_location_stock,23.0
,,,39218106,__export__.product_product_12748_2c38d4ee,stock.stock_location_stock,99.0
,,,DD181011,__export__.product_product_14290_75360244,stock.stock_location_stock,13.0
,,,36AB4001,__export__.product_product_38498_e05a7f3b,stock.stock_location_stock,24.0
,,,24131046,__export__.product_product_38009_27bcc3e7,stock.stock_location_stock,37.0
,,,36JE0012,__export__.product_product_11895_c83ab709,stock.stock_location_stock,5.0
,,,DS101036,__export__.product_product_16613_fd429184,stock.stock_location_stock,200.0
,,,DK151088,__export__.product_product_16116_221c7e25,stock.stock_location_stock,0.0
,,,AP201029,__export__.product_product_14061_dd5f9676,stock.stock_location_stock,1.0
,,,24100308,__export__.product_product_37796_e24a507d,stock.stock_location_stock,17.0
,,,AA101479,__export__.product_product_38988_5c965b21,stock.stock_location_stock,3.0
,,,PA351214,__export__.product_product_32872_9e888e99,stock.stock_location_stock,0.0
