name,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
Sales of 2021/10/08,True,DH101648,__export__.product_product_14923_48d3a67c,stock.stock_location_stock,6.0
,,36102401,__export__.product_product_38415_f1e95bac,stock.stock_location_stock,3.0
,,AA101512,__export__.product_product_38994_bab18a1b,stock.stock_location_stock,25.0
,,DK101565,__export__.product_product_15981_476e34e2,stock.stock_location_stock,49.0
,,36DH4174,__export__.product_product_11568_f4df1e35,stock.stock_location_stock,4.0
,,30151105,__export__.product_product_11238_926c2a15,stock.stock_location_stock,24.0
,,DH101680,__export__.product_product_14931_858b8efc,stock.stock_location_stock,7.0
,,AA191091,__export__.product_product_39387_8a9eb5aa,stock.stock_location_stock,5.0
,,AA101565,__export__.product_product_39001_02753d26,stock.stock_location_stock,36.0
,,AA101162,__export__.product_product_38912_73e327e5,stock.stock_location_stock,66.0
,,36DS1004,__export__.product_product_11706_899b1546,stock.stock_location_stock,84.0
,,JN521001,__export__.product_product_23886_b85651cd,stock.stock_location_stock,11.0
Sales of 2021/10/09,True,31111058,__export__.product_product_11351_fc7818c6,stock.stock_location_stock,15.0
,,AA101054,__export__.product_product_38876_a00a6f31,stock.stock_location_stock,1.0
,,AB111107,__export__.product_product_46786_c2ecf83a,stock.stock_location_stock,5.0
,,24131009,__export__.product_product_38005_56441156,stock.stock_location_stock,2.0
,,22131018,__export__.product_product_37717_31a459a1,stock.stock_location_stock,37.0
,,AP111023,__export__.product_product_47249_15c67ac1,stock.stock_location_stock,18.0
,,DD111048,__export__.product_product_14219_5367380d,stock.stock_location_stock,23.0
Sales of 2021/10/10,True,24151171,__export__.product_product_38108_adc8cd62,stock.stock_location_stock,25.0
,,36JN0015,__export__.product_product_12127_f3dc9740,stock.stock_location_stock,3.0
,,36AA4040,__export__.product_product_38463_468a32b4,stock.stock_location_stock,41.0
,,AA102003,__export__.product_product_39099_82d91d75,stock.stock_location_stock,12.0
,,36BA4039,__export__.product_product_38537_13f3269f,stock.stock_location_stock,49.0
,,39143520,__export__.product_product_38697_9439cf71,stock.stock_location_stock,29.0
,,AA111094,__export__.product_product_39162_513ab025,stock.stock_location_stock,1.0
,,JN181001,__export__.product_product_23848_1d67e65b,stock.stock_location_stock,16.0
,,JZ161204,__export__.product_product_32006_26924e22,stock.stock_location_stock,25.0
,,01100342K,__export__.product_product_37515_dbde506e,stock.stock_location_stock,50.0
,,36JK0011,__export__.product_product_12012_f5325f7f,stock.stock_location_stock,46.0
,,52JB0231,__export__.product_product_13229_294af31e,stock.stock_location_stock,5.0
,,39201719,__export__.product_product_12732_708a75a8,stock.stock_location_stock,736.0
,,JD521002,__export__.product_product_18893_8c595228,stock.stock_location_stock,600.0
,,24181153,__export__.product_product_38236_60ecd126,stock.stock_location_stock,2.0
,,AA111093,__export__.product_product_39161_c28d9443,stock.stock_location_stock,0.0
,,AA111081,__export__.product_product_39150_ffe62efa,stock.stock_location_stock,3.0
Sales of 2021/10/12,True,AA141004,__export__.product_product_39264_210b3fc3,stock.stock_location_stock,16.0
,,24160924,__export__.product_product_38145_6819662c,stock.stock_location_stock,39.0
,,AA101210,__export__.product_product_38920_011cfcda,stock.stock_location_stock,313.0
