name,Accounting Date,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
Sales of 2022/01/29,2022/01/29,True,BA191051,__export__.product_product_47467_b3f709ee,stock.stock_location_stock,29.0
,,,BA191052,__export__.product_product_47468_06b53744,stock.stock_location_stock,29.0
,,,AA191068,__export__.product_product_39375_7d7dc136,stock.stock_location_stock,12.0
,,,24160924,__export__.product_product_38145_6819662c,stock.stock_location_stock,43.0
,,,AA101567,__export__.product_product_39002_69a7c261,stock.stock_location_stock,2.0
Sales of 2022/02/01,2022/02/01,True,39074501,__export__.product_product_12589_6f871572,stock.stock_location_stock,25.0
,,,36AA4050,__export__.product_product_38470_656a956e,stock.stock_location_stock,6.0
,,,36AA4041,__export__.product_product_38464_0a1f4bc5,stock.stock_location_stock,100.0
,,,36AN0016,__export__.product_product_38528_e40d7942,stock.stock_location_stock,3.0
,,,KPBC6301,__export__.product_product_47839_ac22c53f,stock.stock_location_stock,28.0
,,,AA111156,__export__.product_product_39178_a073b0eb,stock.stock_location_stock,3.0
Sales of 2022/02/02,2022/02/02,True,AA102094,__export__.product_product_39116_54854f3e,stock.stock_location_stock,35.0
,,,PA351214,__export__.product_product_32872_9e888e99,stock.stock_location_stock,8.0
,,,JC161017,__export__.product_product_18610_b89683e6,stock.stock_location_stock,4.0
,,,DK181024,__export__.product_product_16203_9cb93c83,stock.stock_location_stock,1.0
,,,52DH0547,__export__.product_product_12894_25a11ce6,stock.stock_location_stock,3.0
,,,DK73032V,__export__.product_product_16305_f49d1da6,stock.stock_location_stock,4.0
,,,22170115,__export__.product_product_37755_2a8731ba,stock.stock_location_stock,19.0
,,,31121029,__export__.product_product_11355_0a75480d,stock.stock_location_stock,49.0
,,,CD101008,__export__.product_product_47667_2ced2849,stock.stock_location_stock,5.0
Sales of 2022/02/03,2022/02/03,True,AL191043,__export__.product_product_47059_2c1708ad,stock.stock_location_stock,0.0
,,,DJ151071,__export__.product_product_15601_2f33e76c,stock.stock_location_stock,13.0
,,,52DJ0905,__export__.product_product_13043_daddff9b,stock.stock_location_stock,9.0
,,,AA111153,__export__.product_product_39176_ca376fb3,stock.stock_location_stock,194.0
,,,DS121022,__export__.product_product_16744_d68a7efb,stock.stock_location_stock,6.0
,,,DH191066,__export__.product_product_15297_f31bf117,stock.stock_location_stock,0.0
,,,JF402000,__export__.product_product_22507_c0f9f008,stock.stock_location_stock,6.0
,,,DH181104,__export__.product_product_15254_62f7d282,stock.stock_location_stock,2.0
,,,DH181103,__export__.product_product_15253_08a88a05,stock.stock_location_stock,3.0
,,,DJ181041,__export__.product_product_15700_05a0d8b0,stock.stock_location_stock,2.0
,,,36DH4044,__export__.product_product_11522_6216ff42,stock.stock_location_stock,0.0
,,,52DJ0906,__export__.product_product_13044_157491e0,stock.stock_location_stock,1.0
,,,DH101033,__export__.product_product_14763_54cd67f3,stock.stock_location_stock,46.0
,,,52DH1335,__export__.product_product_12929_f5f4388e,stock.stock_location_stock,12.0
,,,36DJ4104,__export__.product_product_11632_f03fb0a4,stock.stock_location_stock,85.0
