name,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
Sales of 2021/10/23,True,DJ221004,__export__.product_product_15868_758a6db7,stock.stock_location_stock,34.0
,,31111056,__export__.product_product_11350_86a3f005,stock.stock_location_stock,8.0
,,DJ151092,__export__.product_product_15613_e3984965,stock.stock_location_stock,1.0
,,AA121006,__export__.product_product_39184_addf96fb,stock.stock_location_stock,55.0
,,JH231601,__export__.product_product_23034_e2df2e7b,stock.stock_location_stock,0.0
,,DJ191057,__export__.product_product_15768_be320856,stock.stock_location_stock,30.0
,,JA541212,__export__.product_product_18221_f8c7c29e,stock.stock_location_stock,128.0
,,36AN0010,__export__.product_product_38522_febe14be,stock.stock_location_stock,49.0
,,DH101016,__export__.product_product_14757_9da29210,stock.stock_location_stock,91.0
,,DH101098,__export__.product_product_14781_ecd4ff37,stock.stock_location_stock,274.0
,,AA101116,__export__.product_product_38891_4ea2de3c,stock.stock_location_stock,122.0
,,PD511229,__export__.product_product_33165_178ac17f,stock.stock_location_stock,5.0
,,36281008,__export__.product_product_38440_8b28e8e0,stock.stock_location_stock,57.0
,,39103519,__export__.product_product_38666_4cd4757b,stock.stock_location_stock,512.0
Sales of 2021/10/22,True,36DS1201,__export__.product_product_11708_54d75bd3,stock.stock_location_stock,30.0
,,36JN0007,__export__.product_product_12126_0af01026,stock.stock_location_stock,26.0
,,36JN0015,__export__.product_product_12127_f3dc9740,stock.stock_location_stock,19.0
,,AA121006,__export__.product_product_39184_addf96fb,stock.stock_location_stock,15.0
,,DJ191054,__export__.product_product_15765_d2da3119,stock.stock_location_stock,26.0
,,36JW0014,__export__.product_product_12191_a60fd7a0,stock.stock_location_stock,41.0
,,AN101113,__export__.product_product_47140_1a6a7fb2,stock.stock_location_stock,16.0
,,AB151063,__export__.product_product_46808_a822d38b,stock.stock_location_stock,9.0
Sales of 2021/10/21,True,24121361,__export__.product_product_37961_eeb6294b,stock.stock_location_stock,4.0
,,PA161006,__export__.product_product_32766_a4dc1087,stock.stock_location_stock,2.0
,,DJ201246,__export__.product_product_15854_83a073d9,stock.stock_location_stock,2.0
,,JA581221,__export__.product_product_18285_931b2c81,stock.stock_location_stock,24.0
,,DJ121051,__export__.product_product_15542_a7310799,stock.stock_location_stock,11.0
Sales of 2021/10/19,True,DJ151094,__export__.product_product_15614_62760599,stock.stock_location_stock,16.0
,,DK101503,__export__.product_product_15976_66e5e44a,stock.stock_location_stock,2.0
,,36AN0010,__export__.product_product_38522_febe14be,stock.stock_location_stock,53.0
,,36DH4025,__export__.product_product_11508_83130106,stock.stock_location_stock,38.0
,,36AA4058,__export__.product_product_38473_d1ee18c2,stock.stock_location_stock,4.0
