name,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
Sales 2021/06/22,True,24171198,__export__.product_product_38220_9b3d1fdc,stock.stock_location_stock,8.0
,,DS111035,__export__.product_product_16727_adac18b9,stock.stock_location_stock,5.0
,,AA191092,__export__.product_product_39388_2e2ed593,stock.stock_location_stock,13.0
,,AN121085,__export__.product_product_47226_e56f2891,stock.stock_location_stock,2.0
,,AA191068,__export__.product_product_39375_7d7dc136,stock.stock_location_stock,15.0
,,AA102003,__export__.product_product_39099_82d91d75,stock.stock_location_stock,7.0
,,JE521030,__export__.product_product_19029_c4dbf260,stock.stock_location_stock,18.0
,,JE511038,__export__.product_product_18993_e67b16a0,stock.stock_location_stock,14.0
,,JE541240,__export__.product_product_19067_5b89e26d,stock.stock_location_stock,8.0
,,AA101162,__export__.product_product_38912_73e327e5,stock.stock_location_stock,38.0
,,AA111058,__export__.product_product_39140_0df98ef0,stock.stock_location_stock,154.0
,,DS211006,__export__.product_product_16944_acc9383b,stock.stock_location_stock,36.0
,,24130105(YL),__export__.product_product_50018_04c6679b,stock.stock_location_stock,3.0
,,AA191064,__export__.product_product_39372_3be32718,stock.stock_location_stock,11.0
,,CL201023,__export__.product_product_14110_99307f6f,stock.stock_location_stock,79.0
,,DH161066,__export__.product_product_15133_55cf02ef,stock.stock_location_stock,5.0
,,BH184000,__export__.product_product_47657_2fa25916,stock.stock_location_stock,8.0
,,AA171025,__export__.product_product_39349_95562052,stock.stock_location_stock,5.0
,,24151058,__export__.product_product_38067_71eb88a9,stock.stock_location_stock,12.0
,,AA111085,__export__.product_product_39154_65c7a6c5,stock.stock_location_stock,39.0
,,39103519,__export__.product_product_38666_4cd4757b,stock.stock_location_stock,1046.0
,,DH101016,__export__.product_product_14757_9da29210,stock.stock_location_stock,368.0
,,DJ221004,__export__.product_product_15868_758a6db7,stock.stock_location_stock,1.0
,,DJ221003,__export__.product_product_15867_6e3ddc1a,stock.stock_location_stock,5.0
,,JB181421,__export__.product_product_18402_7060219a,stock.stock_location_stock,3.0
,,31151060,__export__.product_product_11385_a84e059b,stock.stock_location_stock,52.0
,,30151105,__export__.product_product_11238_926c2a15,stock.stock_location_stock,52.0
,,AA101555,__export__.product_product_38998_9a6d5440,stock.stock_location_stock,3.0
,,AN101338,__export__.product_product_47196_b80c6a1b,stock.stock_location_stock,7.0
,,36AN0013,__export__.product_product_38527_7cb45b66,stock.stock_location_stock,41.0
,,36AA4020,__export__.product_product_38454_b76316b6,stock.stock_location_stock,19.0
,,35101059,__export__.product_product_38403_7d3e54e9,stock.stock_location_stock,10.0
,,AE101068,__export__.product_product_46888_35bc782c,stock.stock_location_stock,24.0
,,AE101016K,__export__.product_product_46884_2efac440,stock.stock_location_stock,21.0
,,AA101134,__export__.product_product_38898_7e875cfc,stock.stock_location_stock,60.0
