name,Include Exhausted Products,reference,line_ids/product_id/id,line_ids/location_id/id,line_ids/product_qty
Sales up to 2021/08/08,True,21100711,__export__.product_product_37666_ceaa4fcf,stock.stock_location_stock,-3.0
,,39126321,__export__.product_product_38683_9f421638,stock.stock_location_stock,-1.0
,,AB151052,__export__.product_product_46804_5e72e54d,stock.stock_location_stock,1.0
,,AA111058,__export__.product_product_39140_0df98ef0,stock.stock_location_stock,116.0
,,AA101364,__export__.product_product_38961_3da16435,stock.stock_location_stock,40.0
,,DJ151071,__export__.product_product_15601_2f33e76c,stock.stock_location_stock,53.0
,,24171136(YL),__export__.product_product_50136_9ee2e84e,stock.stock_location_stock,3.0
,,AB171044,__export__.product_product_46846_92d82d48,stock.stock_location_stock,16.0
,,36DS1001,__export__.product_product_11703_aa7e4b3b,stock.stock_location_stock,-1.0
,,JA551009,__export__.product_product_18240_02ef7cb0,stock.stock_location_stock,4.0
,,DJ101012,__export__.product_product_15456_68091ab0,stock.stock_location_stock,20.0
,,6004(NACHi),__export__.product_product_49865_9ea94de1,stock.stock_location_stock,-61.0
,,AA121150,__export__.product_product_39217_f65dfb06,stock.stock_location_stock,11.0
,,DU181047,__export__.product_product_17405_db1a381b,stock.stock_location_stock,1.0
,,36AA4041,__export__.product_product_38464_0a1f4bc5,stock.stock_location_stock,-2.0
,,DS201003,__export__.product_product_16914_029247d3,stock.stock_location_stock,11.0
,,DJ161126,__export__.product_product_15639_76568d7a,stock.stock_location_stock,2.0
,,24151097,__export__.product_product_38078_8d43425f,stock.stock_location_stock,18.0
,,36DU1205,__export__.product_product_11773_dc7dfd0d,stock.stock_location_stock,27.0
,,DU101278,__export__.product_product_17298_419b95c5,stock.stock_location_stock,18.0
,,DZ101045,__export__.product_product_17681_e571b9e3,stock.stock_location_stock,-1.0
,,39100820,__export__.product_product_12623_509e24cb,stock.stock_location_stock,131.0
,,DK101565,__export__.product_product_15981_476e34e2,stock.stock_location_stock,104.0
,,AN101113,__export__.product_product_47140_1a6a7fb2,stock.stock_location_stock,8.0
,,39042215,__export__.product_product_38604_ba5eca34,stock.stock_location_stock,9.0
,,DF161102,__export__.product_product_14476_c7f3cff6,stock.stock_location_stock,110.0
,,AL201061,__export__.product_product_47082_2b2d75a1,stock.stock_location_stock,2.0
,,JA581221,__export__.product_product_18285_931b2c81,stock.stock_location_stock,48.0
,,01100342K,__export__.product_product_37515_dbde506e,stock.stock_location_stock,0.0
,,24181043,__export__.product_product_38229_520ca39a,stock.stock_location_stock,4.0
,,AA102094,__export__.product_product_39116_54854f3e,stock.stock_location_stock,1.0
,,AN101312,__export__.product_product_47188_55954787,stock.stock_location_stock,2.0
,,AA121006,__export__.product_product_39184_addf96fb,stock.stock_location_stock,11.0
,,AB181012,__export__.product_product_46850_cdd0ca3d,stock.stock_location_stock,71.0
,,31101033,__export__.product_product_11302_89b7fcaf,stock.stock_location_stock,490.0
,,36JE0003,__export__.product_product_11890_917c9c76,stock.stock_location_stock,70.0
,,DJ201207,__export__.product_product_15847_1f9fe42a,stock.stock_location_stock,10.0
,,DJ201206,__export__.product_product_15846_788a2c4e,stock.stock_location_stock,8.0
,,DH121093,__export__.product_product_15056_33c87146,stock.stock_location_stock,0.0
,,59200012,__export__.product_product_38855_34d7d6f2,stock.stock_location_stock,14.0
,,DX121010,__export__.product_product_17630_cc6741f2,stock.stock_location_stock,42.0
,,PF581044,__export__.product_product_33469_c39dad84,stock.stock_location_stock,1.0
,,36DK0013,__export__.product_product_11641_04e9e49c,stock.stock_location_stock,2.0
,,JB581005,__export__.product_product_18471_c29916a9,stock.stock_location_stock,25.0
,,CL201023,__export__.product_product_14110_99307f6f,stock.stock_location_stock,57.0
,,JA511006,__export__.product_product_18166_db60c6c8,stock.stock_location_stock,16.0
,,DU101214,__export__.product_product_17289_45fdf9f1,stock.stock_location_stock,0.0
,,AA101598,__export__.product_product_39016_87c85ca4,stock.stock_location_stock,30.0
,,36314002,__export__.product_product_11465_d92f015f,stock.stock_location_stock,145.0
,,31151021,__export__.product_product_11372_72b44663,stock.stock_location_stock,60.0
,,PD402002,__export__.product_product_33143_f83250e4,stock.stock_location_stock,9.0
,,DD201024,__export__.product_product_14362_07b9bebc,stock.stock_location_stock,25.0
,,03100338,__export__.product_product_37562_f522a1f2,stock.stock_location_stock,27.0
,,DD181207,__export__.product_product_14317_21c28847,stock.stock_location_stock,1.0
,,39121420,__export__.product_product_38682_dd3fbe1b,stock.stock_location_stock,23.0
,,DJ191023,__export__.product_product_15749_c19a10fa,stock.stock_location_stock,13.0
,,31111058,__export__.product_product_11351_fc7818c6,stock.stock_location_stock,3.0
,,24171014,__export__.product_product_38193_adfda20b,stock.stock_location_stock,154.0
,,JE511230,__export__.product_product_19017_83e7f648,stock.stock_location_stock,23.0
,,AF201036,__export__.product_product_46951_c231835c,stock.stock_location_stock,96.0
,,52PF0327,__export__.product_product_13709_2499096e,stock.stock_location_stock,2.0
,,52PF0333,__export__.product_product_13712_46c392c0,stock.stock_location_stock,3.0
,,PF151015,__export__.product_product_33269_7bc2a638,stock.stock_location_stock,4.0
,,PF121076,__export__.product_product_33240_f943c728,stock.stock_location_stock,3.0
,,JZ161204,__export__.product_product_32006_26924e22,stock.stock_location_stock,6.0
,,DF101055,__export__.product_product_14448_2af00a81,stock.stock_location_stock,33.0
,,24151173,__export__.product_product_38110_0cf06651,stock.stock_location_stock,0.0
,,24151182,__export__.product_product_38119_eafc1326,stock.stock_location_stock,2.0
,,DF221007,__export__.product_product_14563_5f804cc8,stock.stock_location_stock,4.0
,,DF221037,__export__.product_product_14567_e8749f43,stock.stock_location_stock,15.0
,,AA201012,__export__.product_product_46676_280283c9,stock.stock_location_stock,47.0
,,AL201012,__export__.product_product_47070_d6076684,stock.stock_location_stock,30.0
,,DH111012,__export__.product_product_15012_b2c5a4fb,stock.stock_location_stock,3.0
,,DS151038,__export__.product_product_16772_7749e976,stock.stock_location_stock,22.0
,,DS181066,__export__.product_product_16867_2a925f40,stock.stock_location_stock,2.0
,,52DU0104,__export__.product_product_13147_4e371160,stock.stock_location_stock,6.0
,,36AA4012,__export__.product_product_38447_46befcfe,stock.stock_location_stock,0.0
,,BF402003,__export__.product_product_49330_ca0ff4c5,stock.stock_location_stock,0.0
,,AN121205,__export__.product_product_47230_9100b4ae,stock.stock_location_stock,1.0
,,DX101053,__export__.product_product_17621_b1001d90,stock.stock_location_stock,0.0
,,DS101275,__export__.product_product_16688_081e627a,stock.stock_location_stock,7.0
,,JA511204,__export__.product_product_18178_b9a4aa99,stock.stock_location_stock,24.0
,,DS101101,__export__.product_product_16639_a0cc9a80,stock.stock_location_stock,4.0
,,36PA0002,__export__.product_product_12378_d2add5a9,stock.stock_location_stock,37.0
,,36PA0004,__export__.product_product_12380_448513ef,stock.stock_location_stock,-3.0
,,DH101401,__export__.product_product_14866_eb021672,stock.stock_location_stock,2.0
,,36BA4002,__export__.product_product_38530_923d3857,stock.stock_location_stock,10.0
,,36BA4009,__export__.product_product_38534_08d98267,stock.stock_location_stock,5.0
,,DJ181033,__export__.product_product_15694_741f0d86,stock.stock_location_stock,19.0
,,39201719,__export__.product_product_12732_708a75a8,stock.stock_location_stock,1334.0
,,36DU1001,__export__.product_product_11767_a60cf2c7,stock.stock_location_stock,52.0
,,30151069,__export__.product_product_11228_178ecff4,stock.stock_location_stock,157.0
,,36BA4039,__export__.product_product_38537_13f3269f,stock.stock_location_stock,76.0
,,39108019,__export__.product_product_12644_aab814c5,stock.stock_location_stock,151.0
,,DD121181,__export__.product_product_14243_470851c1,stock.stock_location_stock,395.0
,,30201069,__export__.product_product_38388_4fa9ed60,stock.stock_location_stock,0.0
,,SVA0013,__export__.product_product_47881_a00bdbc4,stock.stock_location_stock,0.0
,,39126421,__export__.product_product_38684_a640a7fe,stock.stock_location_stock,4.0
,,52DU0239,__export__.product_product_13150_0e6b31af,stock.stock_location_stock,0.0
,,AN101166,__export__.product_product_47159_b9ffcaee,stock.stock_location_stock,30.0
,,DK101064,__export__.product_product_47763_65b0c803,stock.stock_location_stock,17.0
,,DP101107,__export__.product_product_16470_4cb67ae5,stock.stock_location_stock,1.0
,,AA111107,__export__.product_product_39164_bf239bed,stock.stock_location_stock,16.0
,,36JE0005,__export__.product_product_11892_8a61f1aa,stock.stock_location_stock,4.0
,,AA191102,__export__.product_product_46663_9a5ea4ce,stock.stock_location_stock,19.0
,,AZ161212,__export__.product_product_47310_57bdb048,stock.stock_location_stock,17.0
,,24191182,__export__.product_product_38277_b94f4406,stock.stock_location_stock,14.0
,,DG111008,__export__.product_product_14583_695d257d,stock.stock_location_stock,56.0
,,36311028,__export__.product_product_11459_97dc2790,stock.stock_location_stock,66.0
,,36JZ0007,__export__.product_product_12256_1b8a20bc,stock.stock_location_stock,7.0
,,AA231255,__export__.product_product_46770_4a6c5144,stock.stock_location_stock,1.0
,,JZ401013(YL),__export__.product_product_50162_97599a51,stock.stock_location_stock,0.0
,,DU101050,__export__.product_product_17256_f7dce48d,stock.stock_location_stock,-23.0
,,AP121132,__export__.product_product_47265_57cbfc54,stock.stock_location_stock,13.0
,,AA191091,__export__.product_product_39387_8a9eb5aa,stock.stock_location_stock,22.0
,,24130209,__export__.product_product_37997_bd3dbfa3,stock.stock_location_stock,45.0
,,AM191005,__export__.product_product_47121_5eb1d4c7,stock.stock_location_stock,8.0
,,CMUBA191052,__export__.product_product_50227_c41b8b24,stock.stock_location_stock,4.0
,,CMUBA191051,__export__.product_product_50226_fa3e0f3a,stock.stock_location_stock,4.0
,,CMUAA191085,__export__.product_product_50224_18c2b4b2,stock.stock_location_stock,5.0
,,CMUAA191064,__export__.product_product_50221_d706f23b,stock.stock_location_stock,11.0
,,CMUAA191077,__export__.product_product_50223_2ff96224,stock.stock_location_stock,4.0
,,JZ233495,__export__.product_product_32126_5d7112c1,stock.stock_location_stock,-1.0
,,52JZ0927,__export__.product_product_13603_b57b0b11,stock.stock_location_stock,7.0
,,AB151093,__export__.product_product_46819_11b16df0,stock.stock_location_stock,130.0
