STR_PART_CODE,STR_DESC,INT_QTY,INT_TOTAL_COST,INT_AVG_UNIT_COST
22170434,STUD-AXLE,0,0,83
28101195,HOLDER,17,2963.1,174.3
05190302,SPEEDO DRIVE,20,1992,99.6
DL181080,SEAL OIL-FORK,122,41334,339
39097315,NUT,100,5810,58.1
CB101022,COTTER VALVE,10,332,33.2
DD101007,GASKET-CYLINDER BLOCK,6,697.2,116.2
24101114,CLUSTER GEAR PLATE SET,30,12948,431.6
AB161182,CHECK PLATE Fr M-GUARD,13,1726.4,132.8
AB171013,TOP RUBBER BUSH,62,6175.2,99.6
AB201084,REDUCTION GEAR ASSY,18,6274.8,348.6
39043501,SCREW,50,1660,33.2
24161149,BUSH BRONZ,5,1826,365.2
DH101346,CLUTCH CENTER,7,10167.5,1452.5
39215220,BEARING NEEDLE [HK1015],43,10350.1,240.7
FD181012,CAP NUT,6,1892.4,315.4
13101165,GASKET,100,12450,124.5
DF221007,SIDE MIRROR - R/H,16,13412.8,838.3
31101056,GUIDE,6,149.4,24.9
03100335,BEARING NEEDLE [SCE188] - MAINSHAFT,40,9445.3,236
CD111005,FAN,10,4731,473.1
AA101150,COWLING CLUTCH SIDE,15,8715,581
AA101154,OIL STRAINER,99,12190.5,123
AB201083,HELICAL GEAR ASSY,42,7320.6,174.3
39142305,BORE STUD (SILENCER),30,1494,49.8
39175904,BOLT,10,249,24.9
39244011,WASHER - SPRING STEEL,20,332,16.6
DH161133,GROMMET - SIDE/C REAR,30,1494,49.8
39254104,BOLT - HEXAGON HEAD WITH FLANGE :- M7,10,249,24.9
21180307,KNOB,30,996,33.2
DD101325,CAP OIL FILTER,35,2324,66.4
AA101035,FAN,5,1784.5,356.9
24121060,TOP CAP  ASSY,3,1568.7,522.9
24121065,AIR SCREW,8,929.6,116.2
24121079,FLOAT  ASSY,8,2921.6,365.2
DH101050,CHAIN - CAM DID 25-98LI,175,156177,892
DH101154,GASKET CLUTCH COVER-PULSAR,149,34568,232
DH101195,NUT PRIMARY DRIVE LOCK,124,19326.8,156
DF161168,BRACKET-ENG UPPER RH,2,99.6,49.8
31191017,COVER-METER UPPER,1,273.9,273.9
JA131606,BUSHING,5,788.5,157.7
DL161048,SIDE STAND,38,21762.6,572.7
28101110,DAMPER SPRING,145,33857.5,234
DD161022,DAMPER,30,996,33.2
DJ101064,GASKET - EXHAUST,95,22935,241
31101216,COLLAR - SINTERED,15,871.5,58.1
39020111,P WASHER,100,830,8.3
39025111,P WASHER,109,904.7,8.3
AB201075,REAR BRAKE SWITCH,14,3602.2,257.3
24201167,IGNITION/BATTERY CUT OF SWIT.,3,3710.1,1236.7
DD221008,MIRROR  ASSY  RH,4,3685.2,921.3
24121077,MAIN  JET (80),0,0,116.2
24130209,FARE METER GEAR,36,15238.8,423.3
24130214,BUSH,24,18724.8,780.2
24140110,ADAPTER NUT,3,398.4,132.8
24160913,E.F. BLOCK,75,36727.5,489.7
24111065,L.T.COIL NO.2 [12V],25,34445,1377.8
39013205,STUD,100,4150,41.5
36311028,VALVE KIT CALIBER,152,254643.2,1675
24121049,BELLOW FOR UCAL CARB,3,672.3,224.1
AB201076,RELAY FLASHER (HAZARD),6,4880.4,813.4
DD191125,CABLE COMP STARTER,19,8358.1,439.9
AB161173,BRACKET ASSLY M/CYL MOUNTING,2,2656,1328
AB171033,SPACER,10,1162,116.2
AB181012,STL BALL WITH CAGE L,90,15372,171
AE101016,CLUTCH DRIVING PLATE (5P),59,16160.1,273.9
22170115,OIL SEAL [ F / HUB ],50,5395,107.9
39252820,BEARING-NEEDLE ROLLOR:14*20*16,80,21120,264
AK201012,FUSE - 10A (BLADE TYPE),10,664,66.4
35101059,FLAT CROSS-5P,34,56157.8,1651.7
DH121022,ELEMENT - AIR FILTER,12,5179.2,431.6
DF101055,SCREW - TAPPET,20,2490,124.5
DD181184,BRACKET - FORK LOWER,99,14790.6,149.4
DD191075,SPEEDOMETER CABLE,1,481.4,481.4
30141039,PACKING FUEL TAP,49,2846.9,58.1
05101072,THRUST PLATE,1,166,166
AA201093,FR LIGHT ASSY RH,4,6640,1660
21100711,CLIP,20,1162,58.1
AB151063,TMC COMP WTH OIL CNT,10,41334,4133.4
AB151091,WHEEL CYL ASY (D25.4) REAR,16,33864,2116.5
FD121004,ELEMENT AIR FILTER,1,249,249
AA101328,GASKET-CRANK CASE,40,21580,539.5
31191028,CABLE COMP CLUTCH,14,6972,498
01100714,SHOULDER RING NO.4,7,581,83
DF181091,DAMPER HANDLE HOLDER,6,398.4,66.4
FD181031,HOLDER HANDLE ASSEMBLY LOWER,0,0,431.6
DD181183,BRACKET - COWLING LOWER,100,28220,282.2
DD101440,SPRING STIFFER,10,996,99.6
DD181162,FLAP - COWLING,7,6972,996
DP161144,NUMBER PLATE - FRONT,5,1203.5,240.7
AA101207,HOUSING CLUTCH,69,62997,913
AA101015,GUIDE CHAIN (N.T.SIDE),125,13487.5,107.9
30191017,NUT CABLE,30,996,33.2
AA101063,CLUTCH HOUSING ASSLY,10,43160,4316
AA101077,GASKET CLUTCH COVER,60,36225,604
03100622,ROLLER BEARING  5TH GROUP,25,3527.5,141.1
AA161080,COVER - PLATE ELECTRICAL UNIT,20,11454,572.7
DD181207,HOLDER FORK UNDER,15,59262,3950.8
DH181015,BOLT FORK,9,3361.5,373.5
AF201035,BUTTON - START,3,2390.4,796.8
CD111004,PICK UP COIL,22,9860.4,448.2
39172104,FLANGED BOLT,40,1992,49.8
39184504,HEX.BOLT WITH FLANGE,22,2008.6,91.3
39186420,BEARING BALL [6304] - CRANKSHAFT,10,6225,622.5
19101019,SHOULDER RING NO-4,10,996,99.6
DH171019,NUT - U SWING ARM,5,871.5,174.3
DF141120,CAP ASSY - TANK,5,7138,1427.6
AB171030,GREASE SEAL [ F / HUB ],13,1618.5,124.5
39138904,HEX BOLT,14,581,41.5
39143520,BEARING NEEDLE [HK1616],90,19926,221
39044404,BOLT,20,996,49.8
DD101394,HUB CLUTCH (ADLER),3,2838.6,946.2
DD101475,WASHER SPECIAL,100,2905,29.05
14151033,BEARING BALL [6200] - ,11,6117.1,556.1
DF181092,DAMPER HANDLE HOLDER LOWER,20,1494,74.7
DH121093,NEEDLE ASSEMBLY,34,31935.5,939
DH181014,CUP STEARING,1,91.3,91.3
39239620,BEARING BALL [6201/C3] - R / DRUM,15,7594.5,506.3
FD201033,LENS SIDE INDICATOR,0,0,74.7
24190217,CABLE INNER REV GEAR,1,199.2,199.2
FD181030,HOLDER HANDLE UPPER,25,3112.5,124.5
DD201002,REFLECTOR,8,1992,249
DG161124,DAMPER,10,1328,132.8
DH101040,ARM - ROCKER,6,4581.6,763.6
DH101110,GEAR 4TH DRIVEN,8,16998.4,2124.8
DH101116,COLLAR - SPROCKET,11,2282.5,207.5
DH101157,CAP - CRANK CENTER,10,664,66.4
DD181011,SEAL  DUST,15,3486,232.4
AA191013,ACC. CABLE COMP. [4S RE],1,498,498
FD191003,CABLE COMP F/ BRAKE,0,0,614.2
39080708,SNAP PIN,20,249,12.45
30151011,CAM BRAKE,6,1892.4,315.4
AA101033,CRANK SHAFT ASSLY,19,172652.9,9087
AA101046,MULTIPLE GEAR,8,25232,3154
AA101048,MAIN SHAFT,3,19671,6557
AA101051,2 nd SPEED GEAR,13,36038.6,2772.2
AA101052,3 rd SPEED GEAR,10,28054,2805.4
AA101209,TORSIONAL SPRING,16,2523.2,157.7
AA101210,PLATE FRICTION,270,76230,282
AA101211,PLATE CLUTCH,1,199.2,199.2
DG101498,GASKET,80,2656,33.2
DG111008,PLUG SPARK,108,39144,362
BA132141,SLIDER BLOCK-SECTOR LEVER,125,23862.5,190.9
DF201058,HOLDER (CT),1,630.8,630.8
30181029,RING O,38,2050.1,53.95
31191018,SPEEDOMETER,1,2564.7,2564.7
31191027,CABLE COMP THROTTLE,8,4714.4,589.3
24100308,BEARING BALL [6204/Z] - MAINSHAFT,34,28339,833
24100703,4 TH SPEED GEAR,4,6673.2,1668.3
24101201,SECTOR GEAR ASSY.,11,26111.8,2373.8
24101409,PIN FOR LEVER,14,4648,332
30151119,BUSHING,16,2257.6,141.1
30181023,CLIP,130,2158,16.6
24101055,CL GEAR,6,34362,5727
22230635,WIPER BLADE ARM,2,1494,747
24121066,PISTON VALVE,16,11776,736
24121072,PILOT  JET,17,3386.4,199.2
24121073,GASKET,11,3925.9,356.9
24121074,JET  NEEDLE,17,9312.6,547.8
24121076,PACKING,45,3735,83
AA101108,GEAR SELECTER,18,14193,788.5
AA101122,STARTER GEAR,4,10889.6,2722.4
DE151048,SPRING PAD [ KBX ],1,215.8,215.8
BA132111,PROPELLER  SHAFT  RH,2,4731,2365.5
DE191029,COVER - RESERVOIR,2,581,290.5
24101422,PIN (SHORT),42,2788.8,66.4
AE101007,SILENCER  COMP-FLANGE,1,8756.5,8756.5
AE101014,CLUTCH ASSY,25,108937.5,4357.5
AE101015,DRIVEN PLATE,60,15438,257.3
24111062,L.T.COIL NO.1 [12V],27,31822.2,1178.6
AB151069,PUSH ROD COMPLETE,3,1220.1,406.7
AB151074,KIT - MINOR T.M.CYL.,105,52521,500
05101018,BEARING NEEDLE [NB125J815/C5] - CRANKSHAFT,69,61512,891
03170127,CIRCLIP,32,1062.4,33.2
03190204,PLAIN WASHER,2,33.2,16.6
DE151012,PLATE - DRIVE,30,1245,41.5
DE151013,DISC - FRONT BRAKE [ KBX ],6,42728.4,7121.4
36311006,CHAIN GUIDE KIT (4S),50,44698,894
06100702,STEM,38,11985.2,315.4
24171024,GREASE SEAL [ R / HUB ],235,34704,148
DD141024,CAP  TANK,2,4996.6,2498.3
03100338,BEARING BALL [1838001/C3] - CRANKSHAFT,70,38284,547
03100619,ROLLER BEARING,45,5976,132.8
24150501,HAND BRAKE CABLE COMP,20,21082,1054.1
24150504,LEVER R/H,10,332,33.2
24150506,SPRING R/H,23,2099.9,91.3
24150507,SPRING L/H,10,747,74.7
24121082,HOSE,20,830,41.5
20201029,T.L./S.L.BULB 12V 5/21W,163,25705.1,157.7
19101016,SHOULDER RING NO.1,15,1369.5,91.3
19101017,SHOULDER RING NO.2,1,91.3,91.3
19101018,SHOULDER RING NO-3,20,1660,83
21150220,RETURN SPRING,20,830,41.5
19101003,GASKET FOR CYL/HEAD [3 PORT],15,5589,373
24130111,BUSH,42,9412.2,224.1
24130113,LOCKING PIN,104,1726.4,16.6
24130118,IDLER GEAR,10,20999,2099.9
24160916,UPPER PLATE *,21,11503.8,547.8
21130110,BEARING BALL [98205] - DIFFERENTIAL,120,71064,592
24160924,ENGINE BUSH,130,21580,166
24111087,L.T.COIL NO.1,1,1087.3,1087.3
24171049,RUBBER SLEEVE,36,5976,166
24171055,RUBBER BUSH-RE SHOK,101,10897.9,107.9
24171066,CLIP,50,1245,24.9
24171082,DISTANCE PIECE,5,249,49.8
DF121003,PUMP ASSY,51,52065.9,1020.9
AA121009,OIL FILTER COVER,6,2589.6,431.6
AA121059,GEAR OIL PUMP,21,7843.5,373.5
AA131002,DIFFERENTIAL GEAR,14,107949.8,7710.7
AA131016,GASKET-DIFERENTIAL COVER,5,1784.5,356.9
AA101288,LEVER ENG.SIDE,3,4332.6,1444.2
AA101289,SPINDLE ASSLY,1,1718.1,1718.1
AA101293,CONNECTING TUBE I,11,6664.9,605.9
AA101294,CONNECTING TUBE II,9,3585.6,398.4
AA101329,LEVER DRIVE SIDE,9,11952,1328
01170111,BEARING BALL [6203],39,17479.8,448.2
AA101009,BUSH GEAR PRIMARY,76,16400.8,215.8
24170505,CUP WASHER-TOP,30,871.5,29.05
24171014,LOCK WASHER,59,4407.3,74.7
25201009,H/L BULB (12V/35/35W),20,6308,315.4
DF181059,WIND  SHIELD/ LABLE (NEW LOGO),1,904.7,904.7
30151033,OIL SEAL [ F / DRUM ],4,597.6,149.4
31151021,SHOCK DAMPER,244,44216,181
31151027,COUPLING,3,5677.2,1892.4
24161190,LABLE-PETROL COCK,10,124.5,12.45
BA132171,FLANGE (SAT. HSG).,24,29680.8,1236.7
22150240,RETURN SPRING,30,996,33.2
06190227,SPEEDO INNER CABLE,3,547.8,182.6
30151069,SPRING BRAKE,359,14898.5,41.5
30151075,COLLAR L=57,5,1079,215.8
30151079,SLEVE L=58,7,3021.2,431.6
30151095,BOLT,10,664,66.4
30141052,GASKET FUEL,77,10225.6,132.8
DD101063,CAM SHAFT ASSY *,1,3535.8,3535.8
AB201072,HEAD LIGHT COMP/LAMP,3,7171.2,2390.4
AB201090,NEGATIVE BRUSH WIPER,67,6117.1,91.3
AB181017,STEL BAL/NYLN CAG UP,51,4656.3,91.3
05190301,SPEEDO DRIVE ASSY,49,18501.2,378
AB201065,HOUSING HEAD LIGHT,18,10308.6,572.7
DH101078,GEAR 4TH DRIVE,3,5079.6,1693.2
DF191032,CABLE COMP STARTER,2,896.4,448.2
31101018,RETAINER-VALVE SPRG.,30,3486,116.2
31101024,SPROCKET - CAM DRIVEN [28T],35,8715,249
31101039,COIL  SPRING,30,373.5,12.45
DD151008,LEVER  BRAKE  CAM,10,2075,207.5
AE121006,CARBURETTOR  ASSEMBLY-5P,10,50796,5079.6
AE121007,MAIN  JET90,29,3129.1,107.9
AF201001,RELAY,11,7851.8,713.8
AB171022,GREASE CUP NUT,49,6913.9,141.1
AB181002,STEERING COLUMN ASSY,2,25497.6,12748.8
DD181032,SEAL -DUST ES,1,157.7,157.7
DD191019,CABLE COMP BRAKE,2,1427.6,713.8
DD161107,LOCK SIDE COVER WITH KEY,5,3901,780.2
AB171016,BUSH ASSEMBLY,105,31374,298.8
AA201091,FR LIGHT ASSY LH,3,5552.7,1850.9
AB151090,WHEEL CY ASY (D22.2) FRONT,12,25597.2,2133.1
AB151093,MINOR KIT-FRONT WHEEL CYL,117,34959.6,298.8
AB161183,CHK PLATE ASSY H/LAMP,25,2697.5,107.9
DJ201024,SWITCH CONTROL LH,3,7071.6,2357.2
DJ201028,RELAY (INTERLOCKING),10,7304,730.4
BA122044,GOVERNOR SPRING,10,249,24.9
DL181010,WELL NUT,190,17215,91
AA201041,NEUTRAL  SWITCH,33,7856.1,238
AB151045,TWO WAY CONNECTOR,2,1311.4,655.7
AB151054,OIL CONTAINER WITH CAP,30,27390,913
AB101014,GUIDE STARTER GEAR,1,41.5,41.5
24171076,AXLE BOOT,130,47880,368
TE006504,H.T.COIL*,14,17778.6,1269.9
DD101097,DAMPER,2,431.6,215.8
BA102160,RUBBER  ISOLATOR,2,1361.2,680.6
BA122005,T JOINT,4,160,40
25191054,SPEEDO BULB (12V/ 2W),20,996,49.8
24191089,SPEEDOMETER COMP/LAMP,6,11952,1992
BA132112,PROPELLER  SHAFT L/H,2,4515.2,2257.6
AA221005,MIRROR ASSLY L/H,11,8856.1,805.1
DJ101063,PLATE DRIVE SPROCKET,19,1577,83
DH191007,GRIP - HAND LH,21,11678.1,556.1
AA221006,MIRROR ASSLY R/H,10,8051,805.1
AA101135,PIN GUIDE CHAIN,14,2207.8,157.7
AA101137,ROCKER ARM SHAFT,149,14768.4,99
DB111007,SPARK  PLUG  CAP,9,6648.3,738.7
AB101067,CROSS,50,52000,1040
AB121028,JET MAIN,26,3237,124.5
DD101014,RING  SET  PISTON  STD,6,9611.4,1601.9
AA171011,PIVOT PIN ASSY,3,1867.5,622.5
AA201012,STARTER RELAY,0,0,1203.5
AA101134,GUIDE CHAIN - T.S,100,44820,448.2
AA101208,MULTPLE GEAR SHAFT (NEW-AA101392),2,3618.8,1809.4
AA101143,RUBBER PAD,64,5312,83
TE006302,H.T.COIL,2,929.6,464.8
DH101033,GASKET - CYLINDER HEAD,30,21414,713.8
DH101048,WASHER SPECIAL - CAMSHAFT,1,149.4,149.4
AA121006,OIL FILTER ELEMENT,60,9291,155
AA171006,SILENT BUSH -TRAILING ARM,44,17894.8,406.7
AA131024,BELLOW (DIFFERENTIAL FLANGE),20,7636,381.8
AA151012,BRAKE PIPE RE- ASSY,2,1079,539.5
AA101212,PIN FOR TENSION SPRING,20,2158,107.9
AA101213,COLLAR,61,20758.3,340.3
DH101344,PLATE CLUTCH PRESSURE,99,92852.1,937.9
30151039,BEARING BALL [6302/C3],16,12350.4,771.9
DH161158,GROMMET - SIDE COVER,100,3320,33.2
05101071,CUSH. GEAR  PLATE SET,123,51045,415
CB101114,GASKET EXHAUST PIPE,250,28630,115
AA101145,BUSH STARTER GEAR,6,2589.6,431.6
AA101156,TRUST WASHER(M.G.SHAFT),70,4067,58.1
AA101168,DOWEL PIN (CLUTCH RELESE),35,2614.5,74.7
AA101205,WHEEL CLUTCH,1,315.4,315.4
AA101057,IDLER GEAR,13,58208,4478
AA101058,TRUST WASHER (IDLER GEAR),30,2187,73
AA101056,REVERSE CONTROL GEAR,12,34561.2,2880.1
DH101016,GASKET - CYLINDER,315,55020,175
DH101017,GUIDE - CHAIN (TIGH),4,166,41.5
CD101082,CRANK SHAFT ASSY,26,167025,6424
CD101102,KICK BUFFER,18,1942.2,107.9
DH101111,BUSH - 1ST DRIVEN,8,2124.8,265.6
DH101117,SPROCKET-OUTPUT [15T],8,5312,664
DH101125,SPRING - KICK STARTER RETURN,38,4100.2,107.9
DH161121,SPRING - MAIN STAND,13,1726.4,132.8
DH101142,SHAFT - CLUTCH RELEASE,3,1867.5,622.5
DH101151,GAUGE - OIL LEVEL,7,464.8,66.4
DH101152,O RING - OIL LEVEL GAUGE 18*3,39,3884.4,99.6
35101058,GUIDE  BUSH,5,996,199.2
36152203,LINER SET [22-1502-39],35,12320,352
06101007,STARTER GEAR,35,29050,830
06101009,BEARING BALL [613963/C3] - C / WHEEL,49,18031.5,368
DH121010,MESH FILTER OIL PUMP,10,1577,157.7
DH101066,JOINT OIL DELIVERY B,2,166,83
DU191005,CABLE COMP THROTTLE,15,11080.5,738.7
DU191006,CABLE COMP CLUTCH,25,18200.5,728
AA101345,KEY - WOOD RUFF,50,1660,33.2
AA111058,PLUG - SPARK : - WR7BC4,0,0,298.8
DS101101,SHAFT - STARTER COUNTER,46,4963.4,107.9
DS121022,CATRIDGE ASSEMBLY (AIR FILTER),9,4407.3,489.7
DS191028,BRACKET - METER,3,1494,498
DS181031,FLAP - COWLING,30,35358,1178.6
DS191002,PEDAL - BRAKE,6,10557.6,1759.6
DS191001,CABLE - CLUTCH,35,21850,624
36DS1003,KIT - VALVE REPAIR,3,1967.1,655.7
DS101077,BODY - CENTRIFUGAL OIL FILTER,6,10856.4,1809.4
DS121004,MESH - FILTER :- OIL PUMP,26,4531.8,174.3
DS101046,SHAFT-INPUT T/M,5,11288,2257.6
22151032,PULLEY-NYLON,14,813.4,58.1
39011904,COUPLING BOLT,60,1992,33.2
DJ161130,MAIN STEP ASSEMBLY COMPLETE LH,3,4332.6,1444.2
DL161023,TRIM FOR CASE CHAIN,20,996,49.8
DH121097,CARBURETTOR ASSEMBLY -BS26 W/TP,1,12520,12520
DH121101,MAGNET ASSEMBLY,12,1294.8,107.9
DH121106,CARBURETTOR INSULATOR,7,2207.8,315.4
DP161006,FENDER-REAR FR,1,323.7,323.7
DS161077,STAND - SIDE,20,14276,713.8
DS171013,SHAFT - SWING ARM,2,1012.6,506.3
DU101085,BUSHING,24,6573.6,273.9
DS191009,SPEEDO CABLE (DRUM),1,647.4,647.4
39100120,BEARING BALL [6000/HT2],34,16367.6,481.4
DH141048,ROTOR WITH KEY,4,1693.2,423.3
DH171015,SEAL DUST SWING ARM,34,6208.4,182.6
DH181044,LOCK SET 4IN 1(W/O TANK CAP),2,10126,5063
DH191041,CABLE COMP CLUTCH,5,3237,647.4
DJ101004,GASKET-CYLINDER,15,1618.5,107.9
DD191141,HOLDER-LEVER :- RH,11,6573.6,597.6
DD191142,LEVER - BRAKE,71,49249.2,694
DD201170,SWITCH ASSEMBLY (WITH LEVER),30,7968,265.6
DH101468,SHIELD MUFFLER,20,34860,1743
39166005,STUD -M8,60,3984,66.4
36AA1004,OIL SEAL KIT [3W-4S],30,17760,592
06101252,OIL SEAL [ MAGENTO ],25,3112.5,124.5
DS161086,HOLDER - RH :- STEP,5,6474,1294.8
39158511,PLAIN WASHER,30,249,8.3
DP161102,LOCK-ASSY (SEAT),35,16558.5,473.1
22191097,INNER CABLE - SPEEDOMETER ( FOR 22191096),20,2988,149.4
21150422,PACKING,10,332,33.2
21101427,SPRING,20,664,33.2
31201079,REAR  BRAKE  SWITCH,81,24875.1,307.1
DP171006,BUSHING-RUBBER,25,8922.5,356.9
DP181021,BRACKET NUMBER PLATE,5,373.5,74.7
DP101010,GASKET HEAD,11,7395.3,672.3
39071111,WASHER,50,415,8.3
39071601,SCREW PAN CROSS-M5,50,1037.5,20.75
24231239,HOOD PIPE ASSY COMP,7,22542.8,3220.4
31111058,PULSER COIL ASSEMBLY,6,2988,498
31151029,WASHER,6,149.4,24.9
DJ121022,INSULATOR-CARBURETTOR,17,4216,248
DJ151032,AXLE-REAR,14,12549.6,896.4
DD101343,GASKET CYLINDER HEAD (NBR COATTED),3,1469.1,489.7
DU101010,GASKET - CENTRIFUGAL OIL FILTER,9,522.9,58.1
39034217,CIRCLIP- INTERNAL,50,3735,74.7
DP201019,LENS TAIL LAMP,2,1394.4,697.2
31101293,CRANK SHAFT,1,15371.6,15371.6
31101295,COVER GENERATOR,1,1859.2,1859.2
31101314,CYL:BLOCK & PISTON ASSY,14,140550.7,10039
31151018,COLLAR-BEARING,5,871.5,174.3
31151024,PANEL-REAR BRAKE,5,9987.6,1998
39162011,WASHER - PLAIN 10 * 20,5,62.25,12.45
39126421,O RING,34,8183.8,240.7
35101176,LOCK RING,28,1394.4,49.8
59150003,NUT U - M12,75,6225,83
31151004,COLLAR,9,1120.5,124.5
39042215,NUT,77,1917.3,24.9
DF181098,SCREW,50,1245,24.9
22191096,CABLE COMP SPEEDOMETER,40,31540,788.5
DD191131,CABLE COMP CLUTCH,2,1145.4,572.7
DS101096,CAMSHAFT CAP,79,17703.9,224.1
DS101166,BUSH SILENT,5,1577,315.4
31101055,SPRING,2,132.8,66.4
39177802,"TAPPING SCREW ,4 X 14",60,996,16.6
39153721,O  RING,112,1859.2,16.6
39118415,SELF LOCKING NUT,100,2905,29.05
39106204,BOLT FLANGE SMALL,100,1660,16.6
39102821,"RING-""O""",99,25472.7,257.3
39103309,RIVET [7x18.5],494,8200.4,16.6
39103519,OIL SEAL VALVE,776,100952,130
39104219,OIL SEAL [ MAGNETO ],50,5810,116.2
39104619,OIL SEAL [ CLUTCH - ROTARY FILTER COVER ],100,7362,74
39105315,NUT,45,4108.5,91.3
39105515,NUT,100,4150,41.5
39099906,PIN,100,2490,24.9
39100006,PIN,436,21464,49
39100320,BEARING BALL [6003] - MAGENTO,10,5146,514.6
39069415,NUT,50,830,16.6
31101014,GASKET-MUFFLER,150,8715,58.1
31101020,ARM-ROCKER,170,81490,479
31101033,CHAIN-TIMING,620,571780,922
31101041,SPRING,148,14740.8,99.6
10111009,PICK-UP COIL ASSY.,1,257.3,257.3
DU101060,ARM - ROCKER WITH ROLLER,8,13545.6,1693.2
DU101065,SHAFT - ROCKER,15,1618.5,107.9
DU101073,STOPPER COMPLETE - GEAR SHIFT DRUM,13,2481.7,190.9
DU121009,CARBURETTOR ASSEMBLY PB-16,3,23132.1,7710.7
39074501,SCREW,40,640,16
AA101384,"FAN, CRANK SHAFT",12,6075.6,506.3
DD111011,GROMMET-SPARK PLUG CAP,20,2158,107.9
DH171013,COLLAR - SWING ARM,102,34598,339
DS201033,SWITCH-CONTROL:-RH-KS RIDE CONTROL,3,5428.2,1809.4
15161069,PLUG CAP,150,6225,41.5
DS7302X4,FENDER FRONT - FLAME RED,1,2075,2075
DS181036,LOCK SET 3 IN 1,9,43550.1,4838.9
DS201035,HOUSING -HEAD LAMP WITH LENS FOR SPARES,14,85107.4,6079
39264715,DOMED CAP NUT,20,2324,116.2
DU201008,LAMP -DIR.INDCATR:FR-LH:LMP BASE BLK+MFR,21,15175,723
DU201016,LENS - INDICATOR (MFR),36,4780.8,132.8
DU201018,SWITCH - CONTROL :-RH,6,4631.4,771.9
DU201023,LAMP ASSEMBLY - TAIL WITH LAMP (WITH MFR),3,5029.8,1676.6
DS121002,GEAR - OIL PUMP :- DRIVEN,35,13585,388
DS191003,ROD - BRAKE,12,3087.6,257.3
DS101072,GASKET - COVER :- RH,250,82400,330
DH101334,COLLAR - SPROCKET,9,2913.3,323.7
DH101557,PLATE - CLUTCH,196,50430.8,257.3
DS171007,SLIDER - CHAIN,7,2905,415
DS211006,LOCK ASSY. SEAT,80,39176,489.7
01101009,BEARING BALL [6301] - F / HUB,12,6772.8,564.4
AA101392,MULTIPLE GEAR SHAFT,49,131364.1,2680.9
DJ181087,OIL SEAL [ FORK ],80,25896,323.7
39186919,OIL SEAL [ KICK ],68,7337.2,107.9
39187019,OIL SEAL [ DIFFERENTIAL ],60,10080,168
36DS1001,KIT - O' RING CYLINDER HEAD,10,7553,755.3
36DS1004,KIT - CHAIN GUIDE,410,200400,489
DS181045,BRACKET - FAIRING :- TOP,9,4631.4,514.6
DS191013,CABLE - CHOKE,71,28286.4,398.4
39256220,BEARING - NEEDLE ROLLER :- 13 X 9 X 12,0,0,224.1
DH101172,COLLAR - STARTER COUNTER,20,498,24.9
28101022,CAP STRAINER,30,9462,315.4
DE191034,SCREW FOR CLAMP HOLDER RH,15,871.5,58.1
DH101411,CAM SHAFT,1,2390.4,2390.4
DH111012,SLEEVE SPARK PLUG,13,10608,816
DH111015,CAP-SPARK PLUG,41,15430.1,376
25231064,BEADING-MUDGUARD REAR,10,3984,398.4
22150507,RACHET - HAND BRAKE,3,2191.2,730.4
22150513,TERMINALS,10,373.5,37.35
31101104,STOPPER,10,290.5,29.05
31101108,DAMPER *,14,813.4,58.1
DU141041,TUBE - FUEL,1,149.4,149.4
39132420,BEARING BALL [6305] - CRANKSAHFT,35,40670,1162
39135519,OIL SEAL [ CLUTCH ],27,4706.1,174.3
39137704,BOLT,109,11761.1,107.9
39098815,NUT,60,5478,91.3
39100820,BEARING NEEDLE [BK1312],29,7702.4,265.6
28101214,SPRING,50,2905,58.1
DJ161091,GROMMET-FRONT FENDER,15,249,16.6
35101170,CLUTCH BOX,27,18824.4,697.2
DJ191011,CABLE COMP STARTER KI,1,132.8,132.8
DJ191012,CABLE COMP STARTER K2,1,373.5,373.5
DJ191015,CABLE COMP CLUTCH,10,7802,780.2
DJ221003,REAR VIEW MIRROR LH,29,21144.1,729
31101219,SHAFT TRANS/INPUT[4S CHAMPION],3,6175.2,2058.4
24191001,CABLE INNER CLUTCH,22,5112.8,232.4
24191019,SPRING,60,6474,107.9
24191075,CABLE COMP GEAR-GREY,18,9860.4,547.8
24190221,R.C.LEVER ASSY,5,1411,282.2
30161157,SHAFT STAND,20,3652,182.6
31101062,BOLT,4,265.6,66.4
31101067,GAUGE,62,11835.8,190.9
39101321,"RING-""O""",20,332,16.6
39101421,"RING-""O""",40,4316,107.9
39128321,O RING,130,18088,139
FD201059,R/R UNIT,0,0,1062.4
24101121,EYE BOLT / BUSH ASSLY LH,5,1909,381.8
24101076,ENG.GEAR [24-1008-04],7,12026.7,1718.1
39174419,OIL SEAL,85,6349.5,74.7
39213421,''O'' RING,15,1120.5,74.7
31201078,FRONT  BRAKE  SWITCH,25,6847.5,273.9
18201044,S.L. BULB 12V 10W,43,4751.5,110.5
AA101484,BELLOW,4,498,124.5
AA111052,PICK UP ASSEMBLY - AEL,2,1112.2,556.1
AE101070,TUBE ASSEMBLY : - BREATHER FOR 3WH-2S-RE,24,8366.4,348.6
30191030,BOOT FOR LEVER,6,697.2,116.2
30191031,SPRING BRAKE,146,13329.8,91.3
30191035,SPRING BRAKE/S,30,1245,41.5
DF181024,"LOCK SET (4 IN 1 , CT )",2,6457.4,3228.7
15101122,GASKET,200,33200,166
